SA1_CODE_2021,P_650_799_15_19_yrs,P_650_799_20_24_yrs,P_650_799_25_34_yrs,P_650_799_35_44_yrs,P_650_799_45_54_yrs,P_650_799_55_64_yrs,P_650_799_65_74_yrs,P_650_799_75_84_yrs,P_650_799_85ov,P_650_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_3499_15_19_yrs,P_3000_3499_20_24_yrs,P_3000_3499_25_34_yrs,P_3000_3499_35_44_yrs,P_3000_3499_45_54_yrs,P_3000_3499_55_64_yrs,P_3000_3499_65_74_yrs,P_3000_3499_75_84_yrs,P_3000_3499_85ov,P_3000_3499_Tot,P_3500_more_15_19_yrs,P_3500_more_20_24_yrs,P_3500_more_25_34_yrs,P_3500_more_35_44_yrs,P_3500_more_45_54_yrs,P_3500_more_55_64_yrs,P_3500_more_65_74_yrs,P_3500_more_75_84_yrs,P_3500_more_85ov,P_3500_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
20901120023,0,4,0,0,8,3,4,0,8,25,0,4,7,4,0,3,3,0,11,31,0,3,11,4,4,3,10,0,4,39,0,0,15,0,8,3,0,4,3,29,0,0,11,0,5,3,4,0,0,29,0,0,4,5,3,0,0,0,0,14,0,0,10,8,8,7,0,0,5,39,0,0,0,4,0,0,0,0,0,14,0,0,0,4,10,3,0,0,0,17,0,0,0,0,4,0,4,0,4,9,12,32,64,36,53,46,48,40,128,462
20901120024,0,0,0,0,0,0,15,7,0,28,0,3,0,3,3,0,4,3,0,16,0,8,11,5,7,3,5,0,0,34,0,5,12,3,0,0,0,0,0,33,0,3,6,5,5,12,4,0,0,33,0,0,0,3,3,5,0,0,0,11,0,0,6,4,10,14,0,0,0,31,0,0,0,3,3,4,5,0,0,17,0,0,0,9,14,6,6,0,0,38,0,0,5,5,0,3,4,0,0,17,17,30,56,51,49,71,71,32,6,377
20901120025,0,0,6,0,0,4,12,3,0,27,0,0,3,0,4,7,3,0,0,16,0,5,11,5,6,6,5,0,0,42,0,0,13,11,4,4,7,0,0,39,0,0,17,9,11,8,3,0,0,46,0,0,9,4,3,4,0,0,0,25,0,0,12,21,16,8,3,0,0,59,0,0,3,5,4,0,0,4,0,14,0,0,5,10,14,6,0,0,0,38,0,0,3,9,0,4,0,4,6,25,18,46,93,84,74,73,63,31,18,494
20901120026,0,0,0,0,4,0,0,0,0,7,0,0,0,0,5,0,6,3,0,13,0,4,3,0,3,8,3,6,0,17,0,0,3,4,3,5,0,0,0,15,0,0,0,0,3,4,0,0,0,9,0,0,6,0,0,6,3,0,0,10,0,0,0,12,11,6,3,0,0,29,0,0,0,6,5,0,0,0,0,7,0,0,0,11,14,8,3,0,0,25,0,0,0,0,0,0,0,0,0,5,29,22,17,36,56,38,32,18,5,251
20901120027,0,4,9,3,5,0,4,0,0,27,0,0,9,5,5,4,4,0,0,23,0,5,9,7,0,0,4,0,0,36,0,3,8,3,8,5,4,0,0,34,0,3,16,3,0,6,4,0,0,23,0,0,11,0,0,7,0,0,0,19,0,0,15,9,11,5,0,0,0,45,0,0,7,9,0,0,0,0,0,12,0,0,3,3,6,0,0,0,0,18,5,3,9,3,0,0,0,0,0,12,20,38,116,53,34,23,26,15,4,336
20901120028,0,4,8,4,0,8,5,0,0,19,0,0,4,3,8,4,5,0,0,24,0,0,9,0,7,3,0,0,0,33,0,6,5,8,5,9,0,0,0,33,0,0,10,8,3,10,4,0,0,33,0,0,4,3,6,4,3,0,0,22,0,0,7,4,8,7,3,0,0,29,0,0,0,6,3,6,0,0,0,21,0,0,0,10,20,13,6,0,0,57,0,4,0,3,0,0,0,3,5,16,36,38,56,55,75,74,66,26,5,441
20901120029,0,4,0,3,0,0,4,0,0,12,0,3,14,5,0,3,4,4,0,28,0,0,0,0,8,3,5,0,0,18,0,0,8,4,0,7,5,3,0,25,0,0,6,0,4,6,6,3,0,28,0,0,5,0,0,0,3,0,0,12,0,0,3,8,7,11,0,0,0,28,0,0,0,4,9,5,0,0,0,17,0,0,0,9,8,7,3,0,0,36,0,0,0,0,0,0,0,0,0,10,28,23,38,44,55,62,36,14,10,319
20901120030,0,0,6,0,0,0,6,0,0,15,0,4,12,4,3,4,12,0,0,30,0,0,16,3,3,0,6,3,0,37,0,4,24,4,0,0,7,0,0,48,0,5,14,13,5,9,7,0,0,51,0,0,13,11,5,4,5,0,0,25,0,0,20,13,6,12,4,0,0,60,0,0,0,4,0,0,0,0,0,7,0,0,0,10,7,5,4,0,0,21,0,4,11,15,3,4,5,0,0,52,7,31,124,89,39,50,62,25,8,442
20901120101,0,5,4,0,0,5,3,0,0,14,0,5,0,0,0,0,3,0,0,11,0,3,0,3,3,3,6,0,0,20,0,0,4,4,3,0,0,0,0,10,0,0,4,3,3,9,0,6,0,20,0,0,4,0,3,3,3,3,0,17,0,0,0,6,8,5,0,0,0,20,0,0,0,4,0,4,0,0,0,9,0,0,0,12,12,15,0,0,0,38,0,0,0,0,0,0,0,5,0,12,23,21,32,38,46,58,35,19,19,295
20901120102,0,0,0,0,0,0,3,0,0,10,0,0,3,4,3,4,4,0,0,28,0,6,7,0,4,7,6,0,0,34,0,0,9,5,8,5,0,3,0,31,0,0,8,0,3,5,0,3,0,28,0,0,4,5,6,12,0,0,0,19,0,0,0,13,13,9,0,3,0,40,0,0,3,5,3,4,3,0,0,16,0,0,0,11,26,22,8,0,0,69,0,0,0,7,4,5,3,0,0,20,49,41,36,63,89,88,53,23,11,446
20901120103,0,3,5,0,0,3,0,0,0,18,0,0,0,4,4,5,11,7,6,41,0,9,0,7,0,4,3,0,0,21,0,0,0,3,5,3,3,4,0,22,0,0,0,4,7,0,3,3,0,23,0,0,6,4,12,11,3,8,0,34,0,0,4,5,22,16,13,3,0,58,0,4,0,0,10,0,0,0,0,12,0,0,0,12,34,23,8,3,0,79,4,0,6,6,4,5,4,4,0,22,49,41,22,47,99,84,64,37,15,473
20901120104,0,0,0,0,0,7,5,0,0,18,0,0,3,4,0,7,5,0,0,20,0,0,4,7,0,10,7,8,0,25,0,6,10,4,4,8,5,0,0,35,0,0,10,9,6,6,3,0,0,26,0,0,10,10,9,3,5,0,0,33,0,0,9,16,8,10,4,5,0,52,0,0,5,0,0,0,0,0,0,15,0,0,0,9,14,10,6,0,0,37,0,0,3,4,0,0,7,0,4,25,19,20,55,75,56,66,58,24,14,382
20901120105,0,4,10,7,3,0,0,0,0,21,0,10,0,0,5,4,6,0,0,26,0,3,5,8,0,0,0,5,0,20,0,0,5,0,4,8,0,0,0,25,0,0,6,0,9,4,4,3,0,32,0,0,7,0,5,4,3,0,0,22,0,0,7,6,10,11,7,0,0,34,0,0,3,4,0,5,0,0,0,11,0,0,0,8,17,6,3,0,0,40,0,0,3,4,0,5,0,0,0,12,33,34,57,52,58,65,51,16,6,368
20901120106,0,4,4,3,0,5,5,0,4,24,0,4,0,3,0,5,9,0,0,14,0,4,4,4,7,3,4,0,0,27,0,0,4,0,0,0,0,0,0,7,0,0,3,6,5,6,0,0,0,16,0,0,7,0,7,0,0,0,0,16,0,0,3,0,12,5,6,4,0,29,0,0,0,3,5,4,0,0,0,13,0,0,6,11,17,15,4,0,0,49,0,0,0,0,4,3,0,0,0,16,25,34,38,39,50,65,42,41,11,342
20901120107,0,0,0,0,0,3,0,5,0,17,0,0,0,3,4,0,0,0,0,8,0,4,4,4,5,4,3,0,0,17,0,0,9,0,6,8,3,0,0,19,0,0,3,6,7,0,0,0,0,24,0,0,4,0,3,3,0,0,0,13,0,0,4,7,5,11,0,0,0,30,0,0,0,0,0,3,3,0,0,10,0,0,5,11,18,11,4,0,0,48,0,0,0,6,3,0,3,0,0,14,29,14,37,38,55,64,27,13,13,290
20901120108,0,0,0,0,0,6,3,0,0,13,0,0,0,0,3,0,4,6,0,20,0,0,0,8,3,4,6,0,0,23,0,0,0,0,0,8,4,0,0,19,0,0,0,6,4,9,0,0,0,16,0,0,4,0,0,5,5,0,0,11,0,0,0,4,6,8,0,0,0,23,0,0,0,0,5,0,3,0,0,8,0,0,3,5,15,5,5,0,0,37,7,0,0,0,5,0,0,0,0,12,24,27,18,29,52,47,29,21,6,263
20901120109,0,0,4,4,0,7,3,0,0,19,0,8,11,6,6,4,5,0,0,30,0,3,16,5,0,7,8,6,0,34,0,0,20,8,4,13,4,0,0,45,0,0,11,5,9,10,4,0,0,34,0,0,8,6,7,3,3,0,0,31,0,0,19,12,13,20,10,0,0,73,0,0,3,4,0,0,0,0,0,14,0,0,10,0,12,0,3,0,0,29,4,0,4,3,3,9,4,3,0,24,26,29,105,61,56,70,62,24,7,450
20901120110,0,0,7,0,0,4,6,0,3,25,0,0,0,0,5,3,18,3,4,35,0,4,8,7,3,4,6,3,0,37,0,0,6,0,6,9,5,0,0,33,0,4,7,9,4,7,0,0,0,33,0,0,6,4,7,4,5,0,0,17,0,0,12,0,12,16,5,0,0,40,0,0,0,0,10,0,0,0,0,10,0,0,7,5,24,15,8,0,0,57,4,0,0,0,0,3,0,0,3,12,41,34,43,34,84,88,69,29,18,446
20901120111,0,3,0,7,0,0,6,0,4,17,0,0,0,0,0,5,0,6,0,13,0,5,4,0,0,9,4,0,0,13,0,4,4,0,5,0,3,0,0,23,0,0,3,4,0,0,5,3,0,17,0,0,5,5,0,3,7,0,0,20,0,0,6,11,5,9,0,0,4,36,0,0,0,5,7,4,5,4,0,16,0,0,0,10,25,17,0,0,0,56,0,0,0,0,7,0,3,0,0,12,33,29,27,42,60,57,51,24,13,336
20901120112,0,0,0,0,3,0,4,0,0,14,0,3,4,0,8,7,0,3,0,27,0,0,4,4,0,5,4,0,0,22,0,0,7,0,5,4,3,0,0,21,0,0,6,3,3,0,6,0,0,19,0,0,9,5,4,9,0,0,0,23,0,0,9,3,8,18,6,0,0,44,0,0,0,0,4,3,3,0,0,9,0,0,0,13,14,17,7,0,0,47,0,0,3,3,0,0,0,0,0,7,34,33,48,39,60,78,57,15,10,376
20901120113,0,0,6,4,0,3,6,5,0,27,0,5,3,3,0,0,10,7,0,37,0,0,3,3,7,9,7,3,0,32,0,0,3,0,3,0,8,6,0,22,0,0,6,7,5,0,7,7,5,24,0,0,3,0,4,4,0,4,0,16,0,0,6,10,5,11,3,4,0,44,0,0,4,9,9,5,0,7,0,30,0,0,0,15,13,5,8,0,0,40,0,0,0,0,0,6,3,0,5,13,32,29,42,54,50,59,73,51,8,400
20901120114,0,0,3,4,0,5,5,0,0,25,0,3,8,0,0,4,0,4,0,25,0,0,4,0,4,3,7,0,0,20,0,0,0,6,4,3,0,4,0,24,0,0,4,5,8,8,3,0,0,19,0,0,0,7,6,6,7,0,0,21,0,0,7,9,11,13,7,0,0,39,0,0,0,3,0,5,0,0,0,11,0,0,0,9,11,7,4,0,0,36,0,0,0,0,0,3,3,0,0,10,15,20,34,57,60,59,67,34,9,352
20901120115,0,0,4,0,0,5,4,0,0,14,0,0,4,3,0,0,3,0,0,20,0,3,3,5,3,4,3,0,0,28,0,0,0,0,3,7,0,5,0,17,0,0,5,0,6,0,8,0,0,18,0,0,0,4,3,0,0,0,0,16,0,0,0,3,8,10,4,3,0,20,0,0,0,0,4,7,3,3,0,20,0,0,0,0,21,17,12,7,0,59,3,0,0,0,0,3,0,0,0,9,37,27,23,25,67,70,50,30,15,343
20901120116,0,3,0,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,10,0,3,0,0,4,3,0,0,0,13,0,0,5,0,0,0,0,0,0,7,0,0,0,0,11,5,0,0,0,18,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,12,7,0,0,17,0,0,3,0,0,0,0,0,0,9,0,0,0,4,12,22,9,0,0,40,0,3,0,0,0,5,0,4,0,12,24,16,15,11,31,55,28,17,5,197
20901120117,0,4,0,0,3,0,0,0,0,11,0,0,3,0,3,3,0,0,0,9,0,4,6,0,0,4,3,0,0,19,0,5,0,3,0,3,0,0,0,18,0,0,3,4,4,8,0,0,0,11,0,0,0,9,0,3,0,0,0,18,0,0,5,12,5,8,5,0,0,32,0,0,0,4,0,6,0,0,0,8,0,0,0,3,17,9,0,0,0,30,0,0,0,3,0,0,0,0,0,3,31,17,18,39,56,40,35,15,7,257
20901120118,0,0,0,3,5,3,3,6,0,16,0,0,0,3,0,0,4,5,0,17,0,0,6,0,0,3,4,0,0,28,0,0,3,0,8,10,4,0,0,26,0,0,4,0,9,0,0,0,0,13,0,0,0,0,3,3,0,0,0,12,0,0,3,11,8,8,5,6,0,33,0,0,0,8,0,0,5,0,0,11,0,0,0,16,15,11,9,0,0,59,0,0,3,0,4,4,0,0,0,13,26,21,28,51,63,52,55,31,11,336
20901120119,0,0,0,3,0,6,0,0,0,14,0,0,3,0,4,3,0,0,0,15,0,0,3,0,0,4,3,3,0,22,0,3,0,6,0,3,5,0,0,15,0,0,0,0,4,7,0,0,0,12,0,0,3,0,0,5,0,0,0,9,0,0,0,5,0,3,6,3,0,20,0,0,0,0,0,0,0,0,0,7,0,0,0,9,21,4,0,0,0,33,0,0,0,0,0,4,4,0,0,9,15,17,21,25,34,29,35,12,3,203
20901120201,0,0,4,0,0,0,6,0,0,14,0,0,0,6,4,0,0,0,0,13,0,7,7,0,0,6,0,3,0,19,0,0,6,0,0,4,6,0,0,12,0,0,0,0,4,4,0,0,0,14,0,0,0,6,7,3,0,0,0,9,0,0,0,4,5,8,0,0,0,16,0,0,0,3,0,0,0,0,0,11,0,0,0,5,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,21,20,20,29,39,35,20,11,5,205
20901120202,0,0,0,0,0,4,4,0,0,11,0,0,0,5,0,3,0,3,0,18,0,0,0,3,6,5,4,0,0,17,0,0,0,7,0,3,5,0,0,17,0,0,6,5,6,0,0,0,0,19,0,0,3,4,0,4,0,0,0,8,0,0,3,9,5,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,0,0,0,11,0,0,0,4,5,4,0,3,0,14,11,7,18,39,32,32,35,27,3,214
20901120203,0,0,0,0,7,4,0,0,0,12,0,4,0,0,4,5,4,0,0,17,0,0,4,3,0,0,3,3,0,24,0,0,3,5,9,4,0,0,0,21,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,11,0,0,3,5,10,0,0,0,0,21,0,0,0,5,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3,0,0,5,9,10,21,32,50,35,27,22,4,213
20901120204,0,7,0,4,0,0,4,3,0,22,0,0,0,0,3,0,6,0,0,24,0,0,3,4,6,4,4,0,0,24,0,0,0,0,7,0,0,0,0,14,0,0,0,4,3,3,5,0,0,21,0,0,5,0,0,0,4,0,0,9,0,0,0,17,4,6,0,0,0,25,0,0,4,0,3,0,0,0,0,8,0,0,0,4,3,3,0,0,0,5,0,0,0,0,0,0,4,0,0,10,5,11,24,47,37,29,41,22,8,228
20901120205,0,0,0,7,0,0,6,5,0,21,0,5,0,8,0,3,3,0,0,15,0,3,0,8,3,0,4,0,0,33,0,0,3,5,3,10,0,4,0,18,0,0,4,3,6,7,4,0,0,28,0,0,0,5,3,5,0,0,0,22,0,0,0,11,18,8,5,0,0,42,0,0,3,3,7,0,0,0,0,8,0,0,0,6,0,0,4,0,0,15,0,0,0,4,0,0,0,0,0,6,22,20,25,65,68,46,56,20,6,327
20901120206,0,3,0,6,0,3,5,0,0,26,0,0,3,10,4,12,3,0,0,41,0,3,9,5,12,11,10,0,0,50,0,6,13,11,11,10,3,0,0,50,0,0,9,7,14,4,0,0,0,38,0,0,0,15,16,9,0,0,0,43,0,0,8,17,16,9,0,0,0,52,0,0,0,7,3,3,0,0,0,11,0,0,0,8,6,0,0,0,0,17,0,0,3,8,0,0,0,0,0,13,31,35,61,100,94,83,52,21,3,483
20901120207,0,5,0,0,0,0,0,0,0,10,0,4,3,0,0,0,0,4,0,11,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,5,8,0,0,10,0,0,4,4,0,4,0,0,0,17,0,0,3,0,9,0,0,0,0,13,0,0,4,0,12,0,0,0,0,13,0,0,0,0,0,7,4,0,0,10,0,0,0,4,8,12,0,0,0,27,0,0,0,0,3,0,0,0,0,15,14,21,20,7,41,43,23,13,8,190
20901120208,0,0,3,0,3,3,10,3,0,30,5,4,3,3,7,5,12,0,0,40,0,3,8,14,5,12,8,0,0,45,0,0,9,10,8,4,0,0,0,30,0,0,9,7,6,10,0,0,0,26,0,5,7,10,11,4,0,0,0,28,0,0,9,18,18,6,3,0,0,56,0,0,0,3,15,0,0,0,0,16,0,0,0,4,8,0,0,0,0,17,0,0,7,5,4,7,0,0,0,20,44,24,76,95,93,60,72,14,3,487
20901120209,0,5,4,4,0,3,6,6,0,33,0,3,0,6,6,3,0,0,0,21,0,4,7,7,7,10,12,9,0,46,0,3,4,14,4,4,5,4,0,41,0,0,0,10,9,5,0,0,0,25,0,0,6,4,8,3,0,0,0,18,0,0,5,28,12,10,0,0,0,52,0,0,6,0,4,0,0,0,0,15,0,0,0,4,10,0,3,0,0,18,0,0,5,3,0,5,0,0,0,10,35,34,49,86,77,71,57,29,0,435
20901120210,0,0,0,0,3,6,7,4,0,32,0,4,5,8,7,10,0,0,0,32,0,4,12,8,6,3,5,6,0,35,0,0,9,9,4,6,3,5,0,31,0,0,10,10,5,4,0,0,0,34,0,0,10,0,5,9,0,0,0,28,0,0,7,17,3,5,3,0,0,36,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,0,10,0,0,0,0,0,0,0,3,0,16,12,14,55,79,59,51,50,47,7,379
20901120211,0,0,3,0,3,0,10,5,0,16,0,0,0,5,0,0,0,0,0,8,0,3,3,3,6,5,6,0,0,24,0,0,11,9,0,5,4,0,0,21,0,0,4,4,9,3,0,0,0,13,0,0,3,6,5,0,0,0,0,13,0,0,0,9,0,4,0,0,0,18,0,0,5,6,0,6,0,0,0,10,0,0,0,6,9,0,0,0,0,15,0,0,0,0,0,0,0,0,0,10,15,7,30,47,40,31,39,22,4,238
20901120212,0,0,3,8,4,7,8,7,0,32,0,0,3,0,4,0,9,0,0,24,0,0,7,8,3,7,0,6,0,29,0,0,9,9,8,0,0,0,0,24,0,0,3,4,4,12,0,0,0,23,0,0,12,3,8,4,0,0,0,27,0,0,3,12,14,6,3,0,0,41,0,0,4,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,0,0,13,10,17,57,65,52,57,62,27,10,354
20901120213,0,0,5,0,0,0,0,0,0,12,0,0,3,3,0,5,0,0,0,21,0,0,5,7,3,0,7,0,0,27,0,0,4,0,9,0,0,0,0,18,0,0,7,6,6,3,0,0,0,19,0,0,8,6,0,4,0,0,0,14,0,0,4,10,6,0,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,4,7,0,0,0,0,12,5,3,0,0,4,5,0,0,0,18,16,20,36,40,42,35,39,16,0,250
20901120214,0,4,0,4,4,4,3,0,0,20,0,5,6,4,3,4,5,5,0,18,0,3,3,0,0,4,4,0,0,14,0,0,6,0,4,3,6,0,0,24,0,0,3,14,0,0,4,5,0,24,0,0,4,4,4,0,5,4,0,12,0,0,0,8,3,12,3,0,0,27,0,0,0,0,4,0,0,0,0,4,0,0,0,0,15,9,0,0,0,25,0,3,0,0,8,11,9,3,19,59,24,26,29,51,61,52,65,49,69,423
20901120215,0,3,3,5,3,6,4,0,0,21,0,3,12,4,3,3,7,0,0,30,0,0,0,4,8,11,5,4,0,33,0,0,10,6,5,3,5,0,0,40,0,0,7,13,6,0,0,0,0,32,0,0,8,10,3,3,0,0,0,26,0,0,12,11,7,4,0,0,0,45,0,0,0,4,3,0,0,0,0,4,0,0,0,3,0,0,0,0,0,9,3,3,0,0,6,0,0,7,0,21,19,20,74,65,63,61,51,26,8,399
20901120216,0,0,4,3,0,4,4,0,0,17,0,0,3,0,5,3,3,3,0,22,0,3,8,8,0,0,5,0,0,28,0,0,6,5,0,10,5,0,0,27,0,0,4,8,7,6,0,0,0,25,0,0,3,10,5,4,0,0,0,22,0,0,8,11,10,10,0,0,0,30,0,0,4,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,15,16,16,39,58,41,40,39,21,12,274
20901120217,0,4,0,0,4,4,7,3,0,25,0,0,0,7,3,7,4,0,0,21,0,0,0,0,7,7,3,0,0,18,0,5,6,3,0,4,0,4,0,24,0,0,4,0,8,0,6,0,0,17,0,0,0,3,0,0,4,0,0,12,0,0,6,0,11,4,0,5,0,33,0,0,0,4,7,3,4,0,0,12,0,0,0,6,13,0,0,0,0,17,0,0,0,5,0,0,0,6,0,11,28,14,23,38,66,57,42,26,14,299
20901120218,0,0,0,0,0,4,7,7,0,22,0,0,0,0,0,9,4,0,0,17,0,3,3,0,5,6,14,5,0,24,0,0,4,0,5,8,3,0,0,26,0,0,4,5,9,4,3,0,0,28,0,0,0,0,0,6,4,0,0,13,0,0,3,10,12,11,7,0,0,35,0,0,3,0,3,3,0,0,0,10,0,0,5,6,18,10,3,0,0,44,3,0,3,0,0,6,0,0,0,21,41,28,43,28,60,95,60,20,8,377
20901120219,0,0,5,4,0,0,0,0,0,10,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,4,0,0,0,12,0,0,0,0,4,7,0,0,0,13,0,0,4,0,5,0,3,0,0,11,0,0,0,3,0,0,0,0,0,8,0,0,0,8,5,0,4,0,0,25,0,0,0,0,5,0,0,0,0,0,0,0,0,3,14,8,0,5,0,31,0,0,0,0,0,5,0,0,0,5,24,15,19,30,45,35,23,12,3,202
20901120220,0,5,0,0,0,3,3,9,0,17,0,0,0,0,9,0,0,0,0,15,0,0,0,0,3,0,0,0,0,12,0,0,6,0,7,3,4,0,0,22,0,0,4,0,7,3,0,0,0,19,0,0,5,4,4,4,0,0,0,15,0,0,5,0,3,6,0,3,0,20,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,0,11,0,0,0,0,0,3,0,0,0,10,11,5,38,12,43,31,21,15,0,191
20901120221,0,4,0,4,0,8,3,4,0,27,0,0,4,4,8,5,6,3,0,38,0,3,10,12,0,4,3,3,0,37,0,0,8,11,4,0,6,4,0,31,0,0,3,15,7,5,0,0,0,27,0,0,5,13,6,6,5,0,0,31,0,0,11,10,11,10,0,0,0,43,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,5,0,0,0,10,0,0,3,3,4,0,0,0,5,15,12,21,52,84,49,57,64,57,21,408
20901120222,0,0,5,0,6,6,3,0,0,19,0,5,3,10,6,10,7,3,0,39,0,3,16,7,10,5,4,0,0,38,0,0,10,7,3,4,0,0,0,29,0,0,3,8,11,8,6,0,0,41,0,0,5,9,7,8,0,0,0,22,0,0,9,8,13,10,6,0,0,44,0,0,0,0,7,6,0,0,0,11,0,0,0,9,8,0,0,0,0,13,0,0,4,0,0,4,3,0,3,19,18,26,56,81,62,70,67,35,22,438
20901120223,6,7,9,8,6,7,7,4,0,45,0,3,7,10,7,9,5,3,0,45,0,0,15,14,16,12,4,0,0,58,0,0,16,3,5,7,6,0,0,49,0,0,16,18,11,6,5,0,0,56,0,0,5,11,4,0,0,0,0,24,0,0,20,22,16,13,0,4,0,78,0,0,0,5,3,4,0,0,0,9,0,0,0,3,0,0,0,0,0,10,0,3,6,7,3,4,0,0,0,32,26,35,121,122,88,77,61,34,6,575
20901120224,0,0,0,0,3,0,3,3,3,19,0,0,4,8,5,3,0,0,0,15,0,0,8,17,12,3,0,4,0,47,0,0,6,0,0,4,4,0,0,13,0,0,10,18,5,5,0,0,0,30,0,0,3,11,3,0,0,0,0,20,0,0,8,21,9,0,0,0,0,41,0,0,0,3,4,0,0,0,0,8,0,0,0,10,3,0,0,0,0,14,0,0,0,5,0,0,0,0,0,11,27,17,56,93,53,32,33,21,6,334
20901120225,0,0,6,4,4,7,14,0,0,31,0,8,0,3,5,11,4,0,0,26,0,0,5,9,11,0,9,3,0,34,0,5,4,5,7,3,0,0,0,24,0,0,3,6,12,0,0,0,0,29,0,0,8,5,7,8,4,0,0,34,0,0,5,20,16,11,0,0,0,46,0,0,3,5,3,3,0,0,0,12,0,0,5,7,9,9,0,0,0,21,0,4,0,0,10,3,0,0,0,16,34,19,45,67,82,78,58,16,3,405
20901120226,0,0,3,3,3,0,0,4,0,18,6,0,4,0,3,0,4,0,0,21,0,0,0,5,5,3,4,0,0,18,0,0,3,0,5,3,0,0,0,20,0,0,4,12,8,0,0,0,0,29,0,0,4,6,3,4,0,0,0,13,0,0,5,7,10,3,0,0,0,28,0,0,0,0,5,0,0,0,0,4,0,0,0,10,0,9,0,0,0,15,0,0,0,0,3,0,5,0,0,12,26,15,23,53,58,40,52,30,5,303
20901120227,0,0,3,4,3,7,8,0,0,25,0,0,9,4,0,8,3,0,0,25,0,0,15,4,5,10,5,0,0,41,0,0,12,3,5,9,0,0,0,34,0,0,13,7,4,9,5,0,0,35,0,0,4,6,8,3,0,0,0,18,0,0,8,30,7,6,5,0,0,54,0,0,0,4,4,0,0,0,0,6,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,4,0,0,6,20,18,76,84,55,47,64,28,12,401
