Australian Bureau of Statistics

"2021 Census - selected dwelling characteristics"
"BEDRD Number of Bedrooms in Private Dwelling (ranges) and NPRD Number of Persons Usually Resident in Dwelling by SA1 (EN) by TEND Tenure Type"
"Counting: Dwelling Records"

Filters:
"Default Summation","Dwelling Records"

" None (includes studio apartments or bedsitters),  One person"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"Segment 27",350,819,6,261,3,0,9,1441,
"Segment 28",176,380,0,156,9,0,3,719,
"Segment 29",96,459,0,226,6,0,0,787,
"Segment 30",88,526,0,231,9,0,0,845,
"Segment 31",53,193,0,240,4,0,0,497,
"Segment 32",104,238,0,158,5,0,6,502,
"Segment 33",212,1319,0,196,3,0,4,1733,
"Segment 34",275,1151,0,171,4,0,0,1600,
"Segment 35",239,637,0,166,3,0,0,1047,
"Segment 36",166,882,0,294,7,0,4,1359,
"Segment 37",159,707,3,332,11,0,0,1216,
"Segment 38",108,336,0,166,3,0,0,619,
"Segment 39",82,239,0,42,0,0,0,354,
"Segment 40",156,459,0,107,3,0,3,729,
"Segment 41",78,211,0,52,9,0,0,354,
"Segment 42",28,98,0,13,0,0,0,144,
"Segment 43",130,336,0,66,8,0,4,547,
"Segment 44",311,877,0,148,28,0,5,1370,
"Segment 45",143,312,0,43,22,0,4,529,
"Segment 46",203,359,0,88,27,0,6,682,
"Segment 47",34,54,0,18,11,0,0,115,
"Segment 48",7,18,0,102,0,0,0,135,
"Segment 50",7,44,0,0,0,0,0,60,
"Total",9018,31146,42,8466,311,11,69,49068,


" Five bedrooms,  Seven persons"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",84,153,0,48,4,0,0,284,
"Segment 02",116,279,0,86,6,0,0,482,
"Segment 03",69,129,0,36,3,0,0,239,
"Segment 04",100,358,0,95,0,0,0,557,
"Segment 05",120,310,0,85,0,0,0,518,
"Segment 06",39,407,0,133,0,0,0,576,
"Segment 07",61,340,0,144,0,0,0,550,
"Segment 08",30,54,0,32,0,0,0,117,
"Segment 09",132,220,0,106,3,0,0,463,
"Segment 10",61,185,0,64,0,0,0,319,
"Segment 11",127,269,0,102,0,0,0,499,
"Segment 12",54,355,0,81,0,0,0,492,
"Segment 13",63,539,0,194,4,0,5,799,
"Segment 14",37,180,0,148,3,0,0,365,
"Segment 15",11,120,0,63,0,0,0,205,
"Segment 16",0,0,0,3,0,0,0,9,
"Segment 17",53,158,0,85,0,0,0,297,
"Segment 18",12,19,0,38,0,0,0,65,
"Segment 19",40,203,0,100,0,0,0,350,
"Segment 20",74,216,0,97,0,0,0,385,
"Segment 21",11,26,0,7,0,0,0,50,
"Segment 22",35,58,0,66,0,0,0,158,
"Segment 23",71,110,0,45,0,0,5,229,
"Segment 24",40,197,0,79,4,0,0,316,
"Segment 25",43,105,0,70,4,0,0,218,
"Segment 26",126,317,0,161,0,0,0,614,
"Segment 27",176,434,0,188,0,0,6,795,
"Segment 28",79,207,0,86,0,0,0,388,
"Segment 29",46,191,0,106,0,0,0,351,
"Segment 30",47,197,3,103,0,0,0,349,
"Segment 31",21,56,0,108,5,0,0,189,
"Segment 32",39,106,0,65,0,0,0,208,
"Segment 33",53,313,0,63,0,0,0,432,
"Segment 34",71,271,0,38,0,0,0,384,
"Segment 35",78,140,0,59,0,0,0,270,
"Segment 36",60,214,0,134,0,0,0,408,
"Segment 37",43,201,0,157,3,0,0,408,
"Segment 38",42,92,0,61,0,0,0,194,
"Segment 39",20,61,0,10,0,0,0,93,
"Segment 40",52,143,0,56,0,0,0,253,
"Segment 41",16,48,0,23,0,0,0,91,
"Segment 42",8,18,0,9,0,0,0,32,
"Segment 43",40,85,0,45,0,0,0,171,
"Segment 44",103,230,0,58,12,0,0,407,
"Segment 45",26,70,0,23,7,0,0,124,
"Segment 46",48,93,0,38,10,0,0,185,
"Segment 47",3,15,0,10,0,0,0,31,
"Segment 48",7,10,0,57,0,0,0,69,
"Segment 50",0,12,0,0,0,0,0,12,
"Total",2705,8501,22,3659,93,8,26,15002,


" Five bedrooms,  Eight or more persons"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",33,44,0,16,0,0,0,92,
"Segment 02",51,86,0,35,0,0,0,175,
"Segment 03",39,61,0,11,4,0,0,112,
"Segment 04",36,145,0,66,0,0,0,251,
"Segment 05",52,109,0,54,0,0,0,211,
"Segment 06",22,243,0,119,0,0,0,383,
"Segment 07",58,287,5,147,0,0,3,495,
"Segment 08",11,23,0,17,0,0,0,53,
"Segment 09",64,105,3,93,5,0,0,265,
"Segment 10",32,134,0,69,0,0,0,231,
"Segment 11",75,126,0,112,0,0,0,311,
"Segment 12",48,180,0,56,0,0,5,287,
"Segment 13",47,372,0,218,0,0,0,635,
"Segment 14",14,105,0,105,0,0,0,229,
"Segment 15",11,96,0,76,0,0,0,180,
"Segment 16",0,0,0,5,0,0,0,6,
"Segment 17",47,171,0,95,0,0,0,317,
"Segment 18",11,11,0,9,0,0,0,32,
"Segment 19",21,130,0,85,0,0,0,231,
"Segment 20",38,72,0,74,0,0,0,187,
"Segment 21",10,5,0,11,0,0,0,24,
"Segment 22",20,43,0,81,0,0,0,135,
"Segment 23",43,72,0,45,0,0,0,150,
"Segment 24",34,92,0,62,0,0,0,182,
"Segment 25",20,55,0,63,3,0,0,145,
"Segment 26",108,257,0,202,0,0,0,573,
"Segment 27",134,342,0,243,4,0,6,727,
"Segment 28",70,215,0,122,0,0,0,408,
"Segment 29",38,163,0,138,0,0,0,344,
"Segment 30",31,139,0,124,0,0,3,301,
"Segment 31",13,41,0,136,0,0,0,191,
"Segment 32",27,104,0,100,0,0,4,237,
"Segment 33",25,126,0,62,0,0,0,210,
"Segment 34",60,121,0,40,0,0,0,227,
"Segment 35",24,76,0,44,0,0,0,145,
"Segment 36",34,105,0,92,5,0,0,235,
"Segment 37",27,111,0,119,0,0,0,259,
"Segment 38",20,45,4,43,0,0,0,116,
"Segment 39",19,25,0,21,0,0,0,67,
"Segment 40",29,114,0,54,0,0,0,198,
"Segment 41",9,28,0,16,5,0,0,56,
"Segment 42",4,10,0,16,0,0,0,23,
"Segment 43",14,62,0,35,3,0,0,117,
"Segment 44",43,119,0,45,4,0,0,203,
"Segment 45",17,42,0,13,3,0,0,72,
"Segment 46",16,37,0,29,3,0,0,89,
"Segment 47",8,7,0,0,3,0,0,16,
"Segment 48",3,5,0,162,7,0,0,183,
"Segment 50",7,0,0,0,0,0,0,7,
"Total",1603,5056,23,3560,66,4,26,10342,


" Five bedrooms,  Not applicable"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",92,32,0,33,5,0,0,166,
"Segment 02",60,40,0,14,6,0,0,123,
"Segment 03",139,77,0,26,3,0,0,246,
"Segment 04",20,28,0,17,0,0,0,69,
"Segment 05",33,29,0,11,3,0,0,87,
"Segment 06",3,13,0,10,0,0,0,29,
"Segment 07",5,11,0,5,0,0,0,26,
"Segment 08",16,10,0,14,3,0,0,49,
"Segment 09",32,16,0,18,4,0,0,69,
"Segment 10",8,8,0,9,0,0,0,32,
"Segment 11",13,8,0,15,3,0,0,44,
"Segment 12",17,10,0,12,0,0,0,48,
"Segment 13",26,29,0,34,0,0,0,88,
"Segment 14",20,12,0,33,7,0,5,65,
"Segment 15",5,4,0,8,0,0,0,11,
"Segment 16",4,0,0,0,0,0,0,5,
"Segment 17",4,3,0,12,0,0,0,20,
"Segment 18",8,9,0,15,3,0,0,31,
"Segment 19",10,12,0,8,0,0,0,35,
"Segment 20",36,23,0,14,0,0,3,79,
"Segment 21",59,28,0,31,5,0,4,126,
"Segment 22",4,8,0,11,0,0,0,17,
"Segment 23",11,9,0,7,0,0,0,22,
"Segment 24",23,14,0,15,4,0,0,56,
"Segment 25",10,3,0,12,0,0,0,30,
"Segment 26",9,10,0,13,0,0,0,29,
"Segment 27",11,9,0,19,4,0,0,40,
"Segment 28",4,0,0,7,5,0,0,20,
"Segment 29",7,3,0,10,0,0,0,25,
"Segment 30",9,7,0,11,5,0,0,26,
"Segment 31",14,8,0,36,5,0,0,66,
"Segment 32",3,0,0,15,4,0,0,17,
"Segment 33",16,19,0,8,3,0,0,44,
"Segment 34",42,26,0,12,0,0,0,83,
"Segment 35",101,70,0,21,10,0,6,201,
"Segment 36",37,26,0,28,3,0,0,98,
"Segment 37",37,24,0,31,5,0,0,99,
"Segment 38",109,49,0,45,18,0,6,221,
"Segment 39",36,14,0,8,0,0,0,60,
"Segment 40",23,11,0,16,8,0,0,53,
"Segment 41",12,12,0,15,6,0,4,44,
"Segment 42",9,9,0,5,0,0,0,25,
"Segment 43",32,17,0,13,3,0,0,75,
"Segment 44",165,79,0,45,8,0,6,306,
"Segment 45",39,23,0,12,3,0,0,77,
"Segment 46",64,27,0,33,9,0,4,136,
"Segment 47",36,18,0,10,8,0,0,68,
"Segment 48",17,6,0,13,3,0,0,36,
"Segment 50",13,3,0,6,0,0,0,22,
"Total",1487,922,4,812,174,3,48,3454,


" Six bedrooms or more,  One person"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",152,65,0,38,10,5,0,273,
"Segment 02",155,63,0,35,11,0,0,272,
"Segment 03",146,57,0,18,12,0,6,243,
"Segment 04",69,61,0,28,9,0,0,163,
"Segment 05",101,58,0,11,4,0,0,183,
"Segment 06",13,32,0,12,0,0,0,62,
"Segment 07",18,25,0,8,0,0,3,56,
"Segment 08",85,26,0,122,6,6,0,246,
"Segment 09",106,33,0,32,7,0,0,183,
"Segment 10",42,23,0,46,7,0,0,119,
"Segment 11",76,27,0,31,4,4,0,153,
"Segment 12",24,60,0,22,3,0,0,109,
"Segment 13",30,45,0,20,7,0,4,102,
"Segment 14",45,34,0,46,9,3,6,144,
"Segment 15",7,8,0,19,0,0,0,37,
"Segment 16",19,9,0,71,0,4,0,104,
"Segment 17",36,19,0,50,3,0,0,108,
"Segment 18",31,11,0,132,0,0,0,176,
"Segment 19",40,34,0,26,4,0,6,106,
"Segment 20",108,51,0,41,3,0,0,205,
"Segment 21",52,21,0,61,0,4,0,141,
"Segment 22",19,7,0,45,0,0,0,81,
"Segment 23",56,18,0,32,5,0,3,115,
"Segment 24",53,33,0,19,7,0,6,115,
"Segment 25",46,21,0,73,4,0,4,161,
"Segment 26",37,12,0,35,0,0,0,97,
"Segment 27",57,29,0,42,0,0,4,132,
"Segment 28",30,22,0,24,0,0,0,72,
"Segment 29",42,27,0,35,3,5,4,110,
"Segment 30",39,22,0,42,3,0,5,117,
"Segment 31",72,30,0,158,6,5,0,270,
"Segment 32",29,14,0,70,3,0,0,127,
"Segment 33",39,47,0,11,0,4,0,104,
"Segment 34",79,50,6,16,5,0,8,166,
"Segment 35",131,49,0,9,3,0,0,196,
"Segment 36",94,48,0,39,4,3,0,195,
"Segment 37",108,56,0,102,11,0,3,282,
"Segment 38",123,47,0,58,9,12,3,257,
"Segment 39",31,17,0,10,4,0,0,63,
"Segment 40",42,31,0,29,3,0,0,112,
"Segment 41",34,19,0,17,11,0,0,77,
"Segment 42",16,12,0,12,3,0,0,43,
"Segment 43",39,28,0,15,7,0,0,91,
"Segment 44",221,104,0,53,25,6,3,415,
"Segment 45",70,27,0,9,10,0,0,123,
"Segment 46",110,51,0,49,34,0,3,248,
"Segment 47",35,15,0,15,13,0,0,74,
"Segment 48",12,7,0,31,3,0,0,57,
"Segment 50",8,3,0,4,0,0,0,15,
"Total",3029,1619,28,1938,306,70,96,7084,


" Six bedrooms or more,  Two persons"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",592,229,3,40,3,3,3,879,
"Segment 02",592,279,0,43,4,0,0,925,
"Segment 03",502,229,0,35,9,0,0,773,
"Segment 04",272,274,0,25,4,0,0,581,
"Segment 05",460,281,0,24,5,0,0,770,
"Segment 06",42,121,0,11,0,0,0,174,
"Segment 07",53,60,0,22,3,0,0,131,
"Segment 08",141,71,0,42,4,0,0,264,
"Segment 09",336,147,0,47,10,0,0,541,
"Segment 10",145,79,0,23,6,0,0,250,
"Segment 11",296,129,0,41,10,0,0,472,
"Segment 12",166,197,0,18,3,0,0,389,
"Segment 13",93,89,0,19,7,0,0,210,
"Segment 14",72,84,0,34,4,0,0,203,
"Segment 15",16,16,0,23,0,0,0,57,
"Segment 16",18,5,0,19,3,0,0,50,
"Segment 17",100,63,0,37,0,0,0,206,
"Segment 18",72,37,0,90,3,0,0,199,
"Segment 19",113,136,0,39,5,0,0,297,
"Segment 20",282,133,0,40,5,0,0,460,
"Segment 21",120,38,0,34,4,5,0,205,
"Segment 22",63,23,0,39,3,0,0,123,
"Segment 23",133,69,0,18,3,0,4,225,
"Segment 24",172,138,0,23,6,0,0,337,
"Segment 25",127,70,0,39,3,0,0,244,
"Segment 26",111,50,0,19,0,0,0,181,
"Segment 27",138,88,0,36,0,0,4,270,
"Segment 28",70,61,0,15,0,0,0,150,
"Segment 29",85,57,0,41,0,0,0,184,
"Segment 30",88,84,0,15,4,0,0,195,
"Segment 31",100,69,0,86,5,3,0,258,
"Segment 32",34,29,0,27,3,0,0,92,
"Segment 33",151,174,0,21,3,0,0,348,
"Segment 34",336,257,0,16,6,0,5,617,
"Segment 35",375,159,0,31,0,4,4,573,
"Segment 36",227,148,0,34,0,0,3,409,
"Segment 37",198,175,3,67,3,0,0,449,
"Segment 38",277,100,0,32,7,3,8,433,
"Segment 39",110,71,0,16,5,0,0,202,
"Segment 40",163,125,0,24,7,0,0,317,
"Segment 41",88,48,0,22,10,0,0,166,
"Segment 42",56,32,0,0,3,0,0,89,
"Segment 43",159,84,0,22,3,0,0,271,
"Segment 44",630,335,0,67,34,8,12,1081,
"Segment 45",183,101,0,15,9,0,0,306,
"Segment 46",290,140,0,35,34,0,0,501,
"Segment 47",71,24,0,12,11,0,0,121,
"Segment 48",18,7,0,24,5,0,0,56,
"Segment 50",13,16,0,3,0,0,0,36,
"Total",8937,5444,18,1519,255,47,50,16278,


" Six bedrooms or more,  Three persons"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",363,267,0,41,10,0,0,683,
"Segment 02",399,370,0,42,9,0,3,826,
"Segment 03",307,237,3,39,11,0,0,595,
"Segment 04",235,375,0,32,0,0,0,649,
"Segment 05",328,360,0,34,6,0,3,735,
"Segment 06",39,187,0,30,0,0,0,265,
"Segment 07",53,130,0,26,3,0,0,216,
"Segment 08",104,81,0,39,0,0,0,216,
"Segment 09",240,228,0,70,8,0,0,541,
"Segment 10",90,136,0,26,4,0,0,253,
"Segment 11",251,235,0,51,0,0,0,536,
"Segment 12",164,288,0,29,5,0,0,485,
"Segment 13",56,165,0,28,4,0,0,255,
"Segment 14",79,123,0,59,0,4,0,268,
"Segment 15",10,40,0,11,0,0,0,55,
"Segment 16",6,8,0,11,0,0,0,31,
"Segment 17",84,95,0,31,3,0,0,214,
"Segment 18",45,45,0,109,5,0,0,199,
"Segment 19",108,150,0,26,0,3,0,295,
"Segment 20",171,199,0,34,0,0,0,407,
"Segment 21",64,35,0,13,0,0,0,112,
"Segment 22",47,42,3,27,0,0,0,114,
"Segment 23",110,91,0,26,3,0,0,220,
"Segment 24",116,189,0,22,4,0,0,330,
"Segment 25",90,79,0,45,0,0,0,210,
"Segment 26",107,91,0,17,3,0,0,217,
"Segment 27",132,135,0,26,7,0,0,302,
"Segment 28",68,63,0,25,4,0,0,157,
"Segment 29",53,95,0,21,0,0,0,176,
"Segment 30",49,92,0,24,0,0,0,166,
"Segment 31",33,75,0,65,8,0,0,183,
"Segment 32",31,41,0,23,0,0,0,97,
"Segment 33",112,204,0,22,3,0,7,346,
"Segment 34",229,292,0,25,5,0,0,551,
"Segment 35",205,164,0,22,0,0,0,393,
"Segment 36",113,149,0,42,0,0,0,306,
"Segment 37",125,132,0,66,0,5,0,331,
"Segment 38",107,106,0,22,3,0,0,244,
"Segment 39",72,67,0,10,6,0,0,160,
"Segment 40",108,129,0,28,6,0,0,264,
"Segment 41",52,49,0,16,7,0,0,127,
"Segment 42",10,25,0,3,0,0,0,43,
"Segment 43",99,99,0,12,5,0,0,216,
"Segment 44",275,282,0,43,28,0,0,620,
"Segment 45",80,76,0,11,5,0,0,171,
"Segment 46",127,94,0,16,11,0,0,255,
"Segment 47",37,30,0,5,7,0,0,72,
"Segment 48",3,9,0,26,0,0,0,37,
"Segment 50",7,7,0,0,0,0,0,13,
"Total",5806,6637,16,1454,190,24,44,14172,


" Six bedrooms or more,  Four persons"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",448,616,0,78,10,0,0,1153,
"Segment 02",436,839,0,93,3,0,0,1378,
"Segment 03",361,531,0,63,10,0,0,959,
"Segment 04",216,722,0,54,4,0,3,1001,
"Segment 05",313,699,0,51,0,0,0,1070,
"Segment 06",65,315,0,35,0,0,0,416,
"Segment 07",45,239,0,22,0,0,0,308,
"Segment 08",120,185,0,59,5,0,3,368,
"Segment 09",282,399,0,101,9,0,5,792,
"Segment 10",94,237,0,40,0,0,0,378,
"Segment 11",236,396,0,71,6,0,0,708,
"Segment 12",135,467,0,51,3,0,5,662,
"Segment 13",56,364,0,34,0,0,0,454,
"Segment 14",72,263,0,56,0,0,0,393,
"Segment 15",19,84,0,19,0,0,0,115,
"Segment 16",12,8,0,11,0,0,0,32,
"Segment 17",71,175,0,50,3,0,0,298,
"Segment 18",55,64,0,116,0,0,0,239,
"Segment 19",90,298,0,62,0,0,4,450,
"Segment 20",198,364,0,71,4,0,3,640,
"Segment 21",58,65,0,41,7,0,0,161,
"Segment 22",52,79,0,58,0,0,0,186,
"Segment 23",115,160,0,32,0,0,8,312,
"Segment 24",121,350,0,32,0,0,4,507,
"Segment 25",89,171,0,63,3,0,0,335,
"Segment 26",102,193,0,32,4,0,0,328,
"Segment 27",121,248,0,59,0,0,5,429,
"Segment 28",70,97,0,24,5,0,0,199,
"Segment 29",45,114,0,49,0,0,0,212,
"Segment 30",45,153,0,37,0,0,0,238,
"Segment 31",53,86,0,72,0,0,0,218,
"Segment 32",51,76,0,28,0,0,0,159,
"Segment 33",111,411,4,32,0,0,0,554,
"Segment 34",223,499,0,31,0,0,0,760,
"Segment 35",176,262,0,41,4,0,0,481,
"Segment 36",86,229,0,41,9,0,0,366,
"Segment 37",106,202,0,75,0,0,0,385,
"Segment 38",85,134,0,45,3,0,0,274,
"Segment 39",71,104,0,12,5,0,4,193,
"Segment 40",104,167,0,28,0,0,3,304,
"Segment 41",47,70,0,19,9,0,0,150,
"Segment 42",22,29,0,3,0,0,0,61,
"Segment 43",101,131,0,18,4,0,0,255,
"Segment 44",273,404,0,70,28,0,4,783,
"Segment 45",63,101,0,19,8,0,5,190,
"Segment 46",113,138,0,40,18,0,5,316,
"Segment 47",26,20,0,8,9,0,0,64,
"Segment 48",15,11,0,15,3,0,0,40,
"Segment 50",3,9,0,0,0,0,0,13,
"Total",5886,11977,14,2153,191,16,61,20299,


" Six bedrooms or more,  Five persons"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",394,586,0,75,3,0,3,1061,
"Segment 02",408,863,0,95,9,0,0,1378,
"Segment 03",309,446,0,55,5,0,0,818,
"Segment 04",183,709,0,51,0,0,0,946,
"Segment 05",230,681,0,61,6,0,0,972,
"Segment 06",49,354,0,35,3,0,0,443,
"Segment 07",57,218,0,41,0,0,0,314,
"Segment 08",105,154,0,67,3,0,0,331,
"Segment 09",207,357,5,101,0,0,0,667,
"Segment 10",94,212,0,49,3,0,0,355,
"Segment 11",216,395,0,92,3,0,0,712,
"Segment 12",129,482,0,49,0,0,0,668,
"Segment 13",61,326,0,41,0,0,0,440,
"Segment 14",55,200,0,60,4,0,0,327,
"Segment 15",16,74,0,14,0,0,0,111,
"Segment 16",13,12,0,11,0,0,0,35,
"Segment 17",57,161,0,55,0,0,0,274,
"Segment 18",36,72,0,125,0,0,0,234,
"Segment 19",69,254,0,52,0,0,0,376,
"Segment 20",159,346,0,88,0,0,0,595,
"Segment 21",54,53,0,40,0,0,0,154,
"Segment 22",37,39,0,54,5,0,0,139,
"Segment 23",88,153,0,49,0,0,0,286,
"Segment 24",111,338,0,42,5,0,0,491,
"Segment 25",88,139,0,83,6,0,0,317,
"Segment 26",94,171,0,38,0,0,0,309,
"Segment 27",108,244,0,56,0,4,3,410,
"Segment 28",68,110,0,26,4,0,0,208,
"Segment 29",53,105,0,52,0,0,0,217,
"Segment 30",54,147,0,44,0,0,0,249,
"Segment 31",67,105,0,83,5,0,0,253,
"Segment 32",36,79,0,26,0,0,0,143,
"Segment 33",137,475,0,38,0,0,0,646,
"Segment 34",197,509,0,48,3,0,0,757,
"Segment 35",123,229,0,50,4,0,0,411,
"Segment 36",71,240,0,62,0,3,0,374,
"Segment 37",89,195,4,91,0,0,0,389,
"Segment 38",63,108,0,49,9,0,3,230,
"Segment 39",54,148,0,12,5,0,0,221,
"Segment 40",114,199,0,33,0,0,0,351,
"Segment 41",45,79,0,13,7,0,0,142,
"Segment 42",14,32,0,0,0,0,0,47,
"Segment 43",83,137,0,27,3,0,0,246,
"Segment 44",238,411,0,31,14,0,0,704,
"Segment 45",59,119,0,15,7,0,0,195,
"Segment 46",114,139,0,27,23,0,0,304,
"Segment 47",21,29,0,15,18,0,0,82,
"Segment 48",3,0,0,26,0,0,0,33,
"Segment 50",5,18,0,0,0,0,0,21,
"Total",5159,11653,28,2342,148,20,28,19385,


" Six bedrooms or more,  Six persons"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",270,370,0,59,5,0,0,703,
"Segment 02",259,557,0,70,0,0,3,889,
"Segment 03",202,307,0,37,8,0,0,557,
"Segment 04",144,554,0,47,0,0,0,745,
"Segment 05",174,479,0,57,5,0,0,716,
"Segment 06",41,343,0,34,0,0,0,419,
"Segment 07",44,186,0,36,0,0,0,268,
"Segment 08",65,112,0,55,6,0,0,230,
"Segment 09",154,281,0,88,5,0,0,531,
"Segment 10",69,196,0,42,0,0,0,304,
"Segment 11",129,302,3,70,0,0,0,507,
"Segment 12",90,453,0,34,0,0,0,578,
"Segment 13",54,303,0,47,0,0,0,409,
"Segment 14",51,168,0,75,3,0,0,299,
"Segment 15",8,47,0,38,0,0,0,95,
"Segment 16",3,7,0,12,0,0,0,22,
"Segment 17",52,112,0,54,0,0,0,209,
"Segment 18",32,66,0,121,0,0,5,220,
"Segment 19",47,204,0,36,0,0,0,285,
"Segment 20",119,285,4,59,6,0,0,469,
"Segment 21",29,67,0,43,0,0,0,140,
"Segment 22",29,45,0,48,0,0,0,133,
"Segment 23",88,124,0,42,0,0,0,252,
"Segment 24",68,249,0,36,0,0,0,356,
"Segment 25",62,102,3,83,4,0,4,246,
"Segment 26",93,189,0,41,4,0,0,319,
"Segment 27",125,235,0,72,0,0,0,436,
"Segment 28",65,133,0,46,0,0,0,244,
"Segment 29",35,122,0,43,0,0,0,197,
"Segment 30",33,137,0,39,0,0,0,210,
"Segment 31",36,106,0,94,0,0,0,233,
"Segment 32",28,72,0,50,0,0,0,146,
"Segment 33",79,374,0,36,3,0,0,497,
"Segment 34",134,432,0,32,0,0,0,599,
"Segment 35",100,211,0,24,4,0,0,342,
"Segment 36",61,203,0,61,0,0,3,326,
"Segment 37",65,207,0,103,0,0,0,371,
"Segment 38",61,91,0,38,0,0,4,193,
"Segment 39",59,89,0,14,4,0,0,170,
"Segment 40",104,201,0,37,0,0,0,352,
"Segment 41",40,76,0,17,10,0,0,133,
"Segment 42",15,27,0,5,0,0,0,47,
"Segment 43",73,146,0,30,6,0,0,253,
"Segment 44",187,413,0,46,19,0,0,662,
"Segment 45",48,95,0,11,3,0,0,163,
"Segment 46",89,137,0,23,11,0,0,266,
"Segment 47",20,32,0,8,9,0,0,68,
"Segment 48",7,6,0,30,0,0,0,42,
"Segment 50",4,13,0,0,0,0,0,17,
"Total",3837,9644,21,2226,115,11,27,15888,


" Six bedrooms or more,  Seven persons"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",77,144,0,33,0,0,0,252,
"Segment 02",124,221,0,33,0,0,0,375,
"Segment 03",79,146,0,35,0,0,3,269,
"Segment 04",56,289,0,25,0,0,0,373,
"Segment 05",94,262,0,36,0,0,0,399,
"Segment 06",22,167,5,27,0,0,0,220,
"Segment 07",28,111,0,20,0,0,0,163,
"Segment 08",36,37,0,26,0,0,0,97,
"Segment 09",91,165,0,74,4,0,0,333,
"Segment 10",32,102,0,37,0,0,0,168,
"Segment 11",74,170,0,44,0,0,0,290,
"Segment 12",53,297,0,27,0,0,0,381,
"Segment 13",31,209,0,36,3,0,4,285,
"Segment 14",32,86,0,37,0,0,0,156,
"Segment 15",12,44,0,12,0,0,0,66,
"Segment 16",0,6,0,10,0,0,0,10,
"Segment 17",36,76,0,25,0,0,0,141,
"Segment 18",9,28,0,67,0,0,0,99,
"Segment 19",29,116,0,37,0,0,0,180,
"Segment 20",55,157,4,32,4,0,0,248,
"Segment 21",15,19,0,21,0,0,0,57,
"Segment 22",18,43,0,32,0,0,0,96,
"Segment 23",66,69,0,19,3,0,0,156,
"Segment 24",34,171,0,23,0,0,0,226,
"Segment 25",30,65,0,46,0,0,3,148,
"Segment 26",68,118,0,28,0,0,0,223,
"Segment 27",92,178,0,49,0,0,0,328,
"Segment 28",48,103,0,29,0,0,0,186,
"Segment 29",28,66,0,36,0,0,0,130,
"Segment 30",24,104,0,45,0,0,0,180,
"Segment 31",15,33,0,31,0,0,0,78,
"Segment 32",22,40,0,36,0,0,0,97,
"Segment 33",48,230,0,20,0,0,0,300,
"Segment 34",89,246,0,23,0,0,0,365,
"Segment 35",52,113,0,17,0,0,0,186,
"Segment 36",35,136,0,29,0,0,0,206,
"Segment 37",33,111,0,53,0,0,0,199,
"Segment 38",24,50,0,28,0,0,0,110,
"Segment 39",26,64,0,13,0,0,0,110,
"Segment 40",52,138,0,13,0,0,0,209,
"Segment 41",17,38,0,0,0,0,0,69,
"Segment 42",7,13,0,0,0,0,0,23,
"Segment 43",25,58,0,13,0,0,0,99,
"Segment 44",108,178,0,36,7,0,4,329,
"Segment 45",28,64,0,6,4,0,0,110,
"Segment 46",32,53,0,9,0,0,0,94,
"Segment 47",12,16,0,0,6,0,0,34,
"Segment 48",3,6,0,20,0,0,0,26,
"Segment 50",0,3,0,0,0,0,0,6,
"Total",2037,5384,12,1363,57,9,17,8874,


" Six bedrooms or more,  Eight or more persons"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
