Australian Bureau of Statistics

"2021 Census - selected dwelling characteristics"
"HIND Total Household Income (weekly) and STRD Dwelling Structure by SA1 (EN) by TEND Tenure Type"
"Counting: Dwelling Records"

Filters:
"Default Summation","Dwelling Records"

" Negative income,  Separate house"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"Segment 28",28,16,0,188,5,3,0,235,
"Segment 29",97,15,5,599,3,52,0,770,
"Segment 30",105,24,4,537,4,56,3,728,
"Segment 31",392,144,15,3578,30,82,8,4256,
"Segment 32",37,16,0,909,7,14,6,985,
"Segment 33",22,0,0,94,0,0,0,119,
"Segment 34",17,4,0,66,0,0,0,87,
"Segment 35",53,8,7,130,5,43,0,238,
"Segment 36",133,28,3,963,7,25,0,1160,
"Segment 37",232,59,0,2049,29,36,6,2412,
"Segment 38",687,53,25,1608,19,353,21,2761,
"Segment 39",3,0,0,47,0,0,0,52,
"Segment 40",53,12,0,222,3,11,0,302,
"Segment 41",5,0,0,89,0,0,0,93,
"Segment 42",9,0,0,53,0,13,0,72,
"Segment 43",28,6,0,182,0,5,0,223,
"Segment 44",17,3,0,160,0,11,0,192,
"Segment 45",8,0,0,48,4,0,0,59,
"Segment 46",13,0,0,115,3,0,0,128,
"Segment 47",0,0,0,0,0,0,0,0,
"Segment 48",3,0,0,89,0,0,0,93,
"Segment 50",0,0,0,5,0,0,0,5,
"Total",4755,1061,114,22580,314,1403,82,30310,


" $500-$649 ($26,000-$33,799),  Flat or apartment in a three storey block"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",113,28,3,204,9,21,0,374,
"Segment 02",78,4,0,95,9,27,0,213,
"Segment 03",133,10,0,176,15,33,0,378,
"Segment 04",0,0,0,0,0,0,0,0,
"Segment 05",0,0,0,0,0,0,0,0,
"Segment 06",0,0,0,0,0,0,0,0,
"Segment 07",0,0,0,0,0,0,0,0,
"Segment 08",758,160,8,1760,50,42,4,2785,
"Segment 09",59,25,0,115,0,13,0,210,
"Segment 10",95,26,0,263,3,16,0,407,
"Segment 11",18,0,0,25,0,9,0,55,
"Segment 12",0,0,0,0,0,0,0,0,
"Segment 13",9,3,0,14,0,3,0,26,
"Segment 14",56,13,0,154,8,4,0,233,
"Segment 15",55,15,0,286,10,0,0,373,
"Segment 16",177,54,0,594,21,5,0,847,
"Segment 17",85,25,0,281,8,9,0,408,
"Segment 18",186,60,0,799,20,15,0,1088,
"Segment 19",5,0,0,3,0,0,0,12,
"Segment 20",33,3,0,46,5,4,0,94,
"Segment 21",115,42,0,454,11,15,0,633,
"Segment 22",173,75,0,540,11,6,0,819,
"Segment 23",20,6,0,80,0,0,0,106,
"Segment 24",17,5,0,53,0,4,0,79,
"Segment 25",100,23,0,279,4,16,0,419,
"Segment 26",47,22,0,167,3,0,0,245,
"Segment 27",42,37,0,185,3,0,0,264,
"Segment 28",17,6,0,76,3,0,0,108,
"Segment 29",15,5,0,74,0,6,0,103,
"Segment 30",5,0,0,51,0,0,0,63,
"Segment 31",309,125,0,1670,15,32,0,2156,
"Segment 32",17,0,0,587,0,15,4,620,
"Segment 33",5,0,0,0,0,0,0,9,
"Segment 34",5,0,0,4,0,0,0,10,
"Segment 35",9,0,0,0,0,3,0,14,
"Segment 36",9,0,0,24,0,0,0,30,
"Segment 37",27,6,0,98,0,6,0,136,
"Segment 38",198,18,4,285,11,92,3,612,
"Segment 39",0,0,0,12,0,0,0,17,
"Segment 40",10,0,0,19,0,6,0,36,
"Segment 41",0,0,0,0,0,0,0,3,
"Segment 42",0,0,0,0,0,0,0,0,
"Segment 43",0,0,0,11,0,0,0,15,
"Segment 44",8,0,0,27,5,3,0,44,
"Segment 45",0,0,0,0,0,0,0,0,
"Segment 46",0,3,0,11,0,0,0,19,
"Segment 47",0,0,0,0,0,0,0,0,
"Segment 48",0,0,0,0,0,0,0,0,
"Segment 50",0,0,0,0,0,0,0,0,
"Total",3028,811,28,9532,235,403,24,14067,


" $500-$649 ($26,000-$33,799),  Flat or apartment in a four to eight storey block"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",112,13,3,107,9,16,0,260,
"Segment 02",51,6,0,20,0,52,0,128,
"Segment 03",119,16,0,116,3,30,5,293,
"Segment 04",5,0,0,0,0,0,0,5,
"Segment 05",0,0,0,0,0,0,0,0,
"Segment 06",0,0,0,0,0,0,0,0,
"Segment 07",0,0,0,0,0,0,0,3,
"Segment 08",608,125,7,871,40,40,5,1697,
"Segment 09",61,21,0,80,7,8,0,171,
"Segment 10",132,40,0,237,6,0,0,412,
"Segment 11",15,3,0,14,0,21,0,56,
"Segment 12",0,0,0,0,0,0,0,0,
"Segment 13",8,0,0,18,0,4,0,30,
"Segment 14",27,3,0,60,0,7,0,101,
"Segment 15",46,44,0,314,5,0,0,413,
"Segment 16",345,139,5,1124,40,4,3,1658,
"Segment 17",44,18,0,169,0,0,0,236,
"Segment 18",225,91,0,876,13,3,4,1218,
"Segment 19",9,0,0,4,0,0,0,17,
"Segment 20",26,5,0,19,0,7,0,64,
"Segment 21",136,32,0,415,8,8,4,604,
"Segment 22",228,159,0,744,16,5,4,1156,
"Segment 23",14,7,0,47,0,0,0,68,
"Segment 24",18,0,0,27,0,0,0,46,
"Segment 25",97,30,3,209,9,21,0,374,
"Segment 26",25,22,0,116,0,0,0,170,
"Segment 27",48,15,0,128,0,5,0,205,
"Segment 28",8,9,0,52,0,0,0,76,
"Segment 29",8,0,0,19,0,7,0,40,
"Segment 30",5,4,0,0,0,0,0,13,
"Segment 31",255,74,7,1209,6,29,7,1583,
"Segment 32",12,7,5,380,3,12,0,416,
"Segment 33",0,0,0,0,0,0,0,0,
"Segment 34",0,0,0,0,0,0,0,0,
"Segment 35",4,0,0,3,0,8,0,12,
"Segment 36",8,0,0,4,0,0,0,13,
"Segment 37",21,5,0,55,0,7,0,84,
"Segment 38",292,22,8,237,0,130,0,692,
"Segment 39",0,0,0,0,0,0,0,0,
"Segment 40",7,3,0,14,0,0,0,20,
"Segment 41",0,0,0,0,0,0,0,0,
"Segment 42",0,0,0,0,0,0,0,0,
"Segment 43",0,0,0,11,0,0,0,11,
"Segment 44",5,0,0,10,0,0,0,19,
"Segment 45",0,0,0,0,0,0,0,0,
"Segment 46",15,0,0,0,0,0,0,17,
"Segment 47",0,0,0,0,0,0,0,0,
"Segment 48",0,0,0,0,0,0,0,0,
"Segment 50",0,0,0,0,0,0,0,0,
"Total",3037,920,43,7726,184,439,36,12390,


" $500-$649 ($26,000-$33,799),  Flat or apartment in a nine or more storey block"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",36,0,0,22,5,11,0,83,
"Segment 02",7,0,0,6,0,0,0,8,
"Segment 03",81,11,0,42,0,4,0,144,
"Segment 04",0,0,0,0,0,0,0,0,
"Segment 05",0,0,0,0,0,0,0,0,
"Segment 06",0,0,0,0,0,0,0,0,
"Segment 07",0,0,0,0,0,0,0,0,
"Segment 08",168,24,5,227,16,27,0,475,
"Segment 09",9,0,0,3,0,0,0,13,
"Segment 10",21,4,0,11,0,0,0,42,
"Segment 11",0,0,0,10,0,0,0,13,
"Segment 12",0,0,0,0,0,0,0,0,
"Segment 13",0,0,0,0,0,0,0,0,
"Segment 14",3,0,0,0,0,0,0,3,
"Segment 15",4,4,0,14,0,0,0,29,
"Segment 16",872,434,11,3245,103,12,5,4684,
"Segment 17",4,0,0,22,0,0,0,24,
"Segment 18",63,15,0,102,8,0,0,187,
"Segment 19",0,0,0,0,0,0,0,0,
"Segment 20",0,0,0,0,0,0,0,0,
"Segment 21",178,66,3,891,30,28,3,1197,
"Segment 22",57,30,0,97,0,0,0,181,
"Segment 23",0,0,0,0,0,0,0,4,
"Segment 24",4,0,0,0,0,0,0,4,
"Segment 25",15,6,0,6,0,0,0,23,
"Segment 26",9,0,0,3,0,0,0,14,
"Segment 27",5,0,0,8,0,0,0,14,
"Segment 28",4,0,0,10,0,0,0,15,
"Segment 29",0,0,0,0,0,0,0,0,
"Segment 30",0,0,0,0,0,0,0,0,
"Segment 31",126,32,0,304,9,13,3,486,
"Segment 32",8,0,3,511,6,0,0,524,
"Segment 33",0,0,0,0,0,0,0,0,
"Segment 34",0,0,0,0,0,0,0,0,
"Segment 35",0,0,0,0,0,0,0,0,
"Segment 36",0,0,0,0,0,0,0,0,
"Segment 37",3,0,0,3,0,0,0,4,
"Segment 38",207,20,0,121,14,22,0,385,
"Segment 39",4,0,0,0,0,0,0,4,
"Segment 40",0,0,0,0,0,0,0,0,
"Segment 41",0,0,0,0,0,0,0,0,
"Segment 42",0,0,0,0,0,0,0,0,
"Segment 43",0,0,0,0,0,0,0,0,
"Segment 44",0,0,0,4,0,0,0,4,
"Segment 45",0,0,0,0,0,0,0,0,
"Segment 46",4,0,0,6,0,0,0,8,
"Segment 47",0,0,0,0,0,0,0,0,
"Segment 48",0,0,0,0,0,0,0,0,
"Segment 50",0,0,0,5,0,0,0,5,
"Total",1898,651,24,5687,191,114,17,8578,


" $500-$649 ($26,000-$33,799),  Flat or apartment attached to a house"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",4,3,0,0,0,0,0,11,
"Segment 02",7,8,0,9,0,0,0,24,
"Segment 03",5,0,0,7,0,0,0,15,
"Segment 04",10,4,0,7,0,5,0,26,
"Segment 05",0,0,0,7,5,3,0,20,
"Segment 06",4,3,0,5,5,0,0,19,
"Segment 07",0,0,0,8,0,0,0,9,
"Segment 08",5,0,0,8,0,0,0,17,
"Segment 09",0,0,0,31,3,0,0,45,
"Segment 10",4,0,0,10,0,0,0,11,
"Segment 11",9,7,0,19,0,0,0,38,
"Segment 12",11,3,0,10,5,0,0,22,
"Segment 13",9,0,0,9,0,0,0,21,
"Segment 14",0,0,0,10,0,0,0,14,
"Segment 15",0,0,0,4,0,0,0,3,
"Segment 16",0,0,0,14,0,0,0,22,
"Segment 17",0,0,0,11,0,0,0,12,
"Segment 18",3,0,0,4,0,0,0,6,
"Segment 19",7,0,0,16,0,0,0,30,
"Segment 20",10,0,0,27,0,0,0,39,
"Segment 21",0,0,0,3,0,0,0,11,
"Segment 22",0,0,0,0,0,0,0,0,
"Segment 23",5,0,0,5,4,0,0,13,
"Segment 24",7,3,0,13,4,0,3,28,
"Segment 25",8,3,0,22,0,0,0,34,
"Segment 26",9,4,0,38,0,0,0,50,
"Segment 27",5,9,0,34,3,0,0,51,
"Segment 28",5,4,0,21,0,0,0,25,
"Segment 29",6,0,0,15,3,0,0,23,
"Segment 30",8,0,0,14,0,0,0,23,
"Segment 31",0,0,0,17,0,0,0,22,
"Segment 32",4,3,0,14,5,0,0,30,
"Segment 33",9,0,0,13,0,0,0,20,
"Segment 34",16,4,0,16,3,0,0,33,
"Segment 35",5,0,0,8,4,0,0,17,
"Segment 36",12,0,0,34,3,0,0,40,
"Segment 37",12,3,0,31,4,0,0,51,
"Segment 38",10,0,0,14,0,0,0,31,
"Segment 39",0,0,0,0,0,0,0,0,
"Segment 40",0,0,0,7,0,0,0,8,
"Segment 41",0,0,0,0,0,0,0,0,
"Segment 42",0,0,0,0,0,0,0,0,
"Segment 43",0,0,0,5,0,0,0,9,
"Segment 44",4,5,0,3,0,0,0,14,
"Segment 45",0,0,0,0,0,0,0,0,
"Segment 46",4,0,0,0,0,0,0,3,
"Segment 47",0,0,0,0,0,0,0,0,
"Segment 48",0,0,0,0,0,0,0,0,
"Segment 50",0,0,0,0,0,0,0,0,
"Total",214,83,3,551,79,23,10,960,


" $500-$649 ($26,000-$33,799),  Caravan"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",9,0,0,3,0,0,0,13,
"Segment 02",7,0,0,0,0,0,0,10,
"Segment 03",32,0,0,0,0,0,0,34,
"Segment 04",12,0,0,0,0,0,0,19,
"Segment 05",4,0,0,5,0,0,0,8,
"Segment 06",0,0,0,0,0,0,0,0,
"Segment 07",0,0,0,0,0,0,0,0,
"Segment 08",0,0,0,0,0,0,0,0,
"Segment 09",0,0,0,0,0,0,0,0,
"Segment 10",0,0,0,0,0,0,0,0,
"Segment 11",0,0,0,0,0,0,0,0,
"Segment 12",9,0,0,3,0,0,0,11,
"Segment 13",59,3,0,11,0,0,0,80,
"Segment 14",12,0,0,3,0,0,0,18,
"Segment 15",0,0,0,0,0,0,0,0,
"Segment 16",0,0,0,0,0,0,0,0,
"Segment 17",0,0,0,0,0,0,0,0,
"Segment 18",0,0,0,0,0,0,0,0,
"Segment 19",5,0,0,0,0,0,0,5,
"Segment 20",47,0,0,26,0,0,0,72,
"Segment 21",27,0,0,10,0,0,0,39,
"Segment 22",0,0,0,0,0,0,0,0,
"Segment 23",0,0,0,0,0,0,0,0,
"Segment 24",39,0,0,25,0,0,3,63,
"Segment 25",16,0,0,11,0,0,0,28,
"Segment 26",5,0,0,0,0,0,0,5,
"Segment 27",5,0,0,9,0,0,0,18,
"Segment 28",4,0,0,13,0,0,0,23,
"Segment 29",38,0,0,35,0,0,0,72,
"Segment 30",42,0,0,24,0,0,0,64,
"Segment 31",95,0,0,110,0,0,0,209,
"Segment 32",5,0,0,13,0,0,0,17,
"Segment 33",10,0,0,9,0,0,0,21,
"Segment 34",28,0,0,3,0,0,0,38,
"Segment 35",192,4,0,40,0,0,0,241,
"Segment 36",80,0,0,35,0,0,0,119,
"Segment 37",87,5,0,46,0,0,0,142,
"Segment 38",752,21,0,176,4,3,3,967,
"Segment 39",30,0,0,9,0,0,0,37,
"Segment 40",80,5,0,23,0,0,0,100,
"Segment 41",89,0,0,17,0,0,4,110,
"Segment 42",12,0,0,0,0,0,0,22,
"Segment 43",95,6,0,37,4,0,6,137,
"Segment 44",210,0,0,48,4,0,7,274,
"Segment 45",28,3,0,8,0,0,0,45,
"Segment 46",175,4,0,48,6,0,0,235,
"Segment 47",123,0,0,28,6,0,0,159,
"Segment 48",40,4,0,16,0,0,8,75,
"Segment 50",20,0,0,3,0,0,0,25,
"Total",2561,63,10,848,34,9,38,3554,


" $500-$649 ($26,000-$33,799),  Cabin, houseboat"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",18,0,0,5,0,0,0,21,
"Segment 02",0,0,0,0,0,0,0,4,
"Segment 03",29,0,0,9,0,0,0,38,
"Segment 04",0,0,0,3,0,0,0,5,
"Segment 05",11,0,0,0,0,0,0,6,
"Segment 06",0,0,0,0,0,0,0,0,
"Segment 07",0,0,0,0,0,0,0,0,
"Segment 08",3,0,0,3,0,0,0,8,
"Segment 09",0,0,0,0,0,0,0,0,
"Segment 10",0,0,0,0,0,0,0,0,
"Segment 11",0,0,0,0,0,0,0,0,
"Segment 12",9,0,0,6,0,0,0,18,
"Segment 13",47,0,0,66,0,3,0,113,
"Segment 14",17,0,0,15,0,0,0,32,
"Segment 15",0,0,0,0,0,0,0,0,
"Segment 16",0,0,0,0,0,0,0,0,
"Segment 17",0,0,0,0,0,0,0,0,
"Segment 18",4,0,0,0,0,0,0,4,
"Segment 19",0,0,0,0,0,0,0,0,
"Segment 20",66,0,0,13,0,0,0,87,
"Segment 21",42,0,0,14,0,0,0,54,
"Segment 22",0,0,0,3,0,0,0,3,
"Segment 23",0,0,0,0,0,0,0,0,
"Segment 24",34,4,0,29,0,0,0,61,
"Segment 25",24,0,0,11,0,0,0,31,
"Segment 26",0,0,0,0,0,0,0,3,
"Segment 27",0,0,0,22,0,0,0,22,
"Segment 28",14,0,0,4,0,0,0,16,
"Segment 29",23,0,0,12,0,0,0,40,
"Segment 30",17,0,0,30,0,0,0,48,
"Segment 31",43,0,0,138,0,0,0,186,
"Segment 32",3,0,0,0,0,0,0,8,
"Segment 33",5,0,0,6,0,0,0,11,
"Segment 34",35,0,0,15,0,0,0,55,
"Segment 35",200,9,0,44,3,0,0,253,
"Segment 36",39,4,0,39,0,0,0,80,
"Segment 37",85,0,0,115,3,0,3,207,
"Segment 38",863,11,9,208,4,18,8,1119,
"Segment 39",43,3,0,19,0,0,0,65,
"Segment 40",66,4,0,27,0,0,0,103,
"Segment 41",17,0,0,11,0,0,0,30,
"Segment 42",7,0,0,4,0,0,0,17,
"Segment 43",46,0,0,33,0,0,0,87,
"Segment 44",114,5,0,45,6,3,0,173,
"Segment 45",35,0,0,11,0,0,0,55,
"Segment 46",41,0,0,23,0,0,0,65,
"Segment 47",4,0,0,5,0,0,0,6,
"Segment 48",12,0,0,3,0,0,0,17,
"Segment 50",11,3,0,4,0,0,0,17,
"Total",2026,43,7,1017,28,39,18,3180,


" $500-$649 ($26,000-$33,799),  Improvised home, tent, sleepers out"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",0,0,0,0,0,0,0,0,
"Segment 02",0,0,0,0,0,0,0,0,
"Segment 03",0,0,0,0,0,0,0,4,
"Segment 04",0,0,0,0,0,0,0,3,
"Segment 05",9,0,0,0,0,0,0,10,
"Segment 06",0,0,0,0,0,0,0,0,
"Segment 07",0,0,0,0,0,0,0,0,
"Segment 08",0,0,0,0,0,0,0,0,
"Segment 09",0,0,0,0,0,0,0,0,
"Segment 10",0,0,0,0,0,0,0,0,
"Segment 11",0,0,0,0,0,0,0,0,
"Segment 12",0,3,0,0,0,0,0,3,
"Segment 13",0,0,0,0,0,0,0,3,
"Segment 14",0,0,0,0,0,0,0,0,
"Segment 15",0,0,0,0,0,0,0,0,
"Segment 16",0,0,0,0,0,0,0,0,
"Segment 17",0,0,0,0,0,0,0,0,
"Segment 18",0,0,0,0,0,0,0,0,
"Segment 19",0,0,0,0,0,0,0,0,
"Segment 20",0,0,0,0,0,0,0,0,
"Segment 21",0,0,0,0,0,0,0,0,
"Segment 22",0,0,0,0,0,0,0,0,
"Segment 23",0,0,0,0,0,0,0,0,
"Segment 24",0,0,0,0,0,0,0,0,
"Segment 25",0,0,0,0,0,0,0,0,
"Segment 26",0,0,0,0,0,0,0,0,
"Segment 27",0,0,0,0,0,0,0,0,
"Segment 28",0,0,0,0,0,0,0,0,
"Segment 29",0,0,0,0,0,0,0,0,
"Segment 30",0,0,0,0,0,0,0,0,
"Segment 31",6,0,0,3,0,0,0,3,
"Segment 32",0,0,0,0,0,0,0,0,
"Segment 33",0,0,0,0,0,0,0,0,
"Segment 34",4,6,0,0,0,0,0,7,
"Segment 35",5,0,0,0,0,0,0,8,
"Segment 36",0,0,0,0,0,0,0,0,
"Segment 37",3,0,0,0,0,0,0,7,
"Segment 38",8,0,0,0,0,0,0,14,
"Segment 39",0,0,0,3,0,0,0,10,
"Segment 40",3,0,0,0,0,0,0,7,
"Segment 41",0,0,0,4,0,0,0,7,
"Segment 42",3,0,0,0,0,0,0,3,
"Segment 43",5,0,0,5,0,0,0,12,
"Segment 44",30,4,0,13,3,0,8,54,
"Segment 45",3,0,0,0,0,0,0,5,
"Segment 46",5,0,0,0,0,0,0,8,
"Segment 47",15,0,0,4,0,0,0,26,
"Segment 48",4,0,0,6,6,0,4,20,
"Segment 50",0,0,0,3,0,0,0,6,
"Total",123,23,0,55,17,0,18,229,


" $500-$649 ($26,000-$33,799),  House or flat attached to a shop, office, etc."
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",4,0,0,6,0,0,0,8,
"Segment 02",10,0,0,13,0,0,0,22,
"Segment 03",8,0,0,9,0,0,0,13,
"Segment 04",0,0,0,0,0,0,0,0,
"Segment 05",0,0,0,4,0,0,0,0,
"Segment 06",0,0,0,0,0,0,0,0,
"Segment 07",0,0,0,3,0,0,0,5,
"Segment 08",13,4,0,47,5,0,0,67,
"Segment 09",0,0,0,20,0,0,0,20,
"Segment 10",4,3,0,15,0,6,0,29,
"Segment 11",5,0,0,13,0,0,0,13,
"Segment 12",0,0,0,0,0,0,0,3,
"Segment 13",3,0,0,6,0,0,0,12,
"Segment 14",0,0,0,7,0,0,0,7,
"Segment 15",0,0,0,4,0,0,0,4,
"Segment 16",5,0,0,20,0,0,0,19,
"Segment 17",0,0,0,15,0,0,0,20,
"Segment 18",3,4,0,27,0,0,0,37,
"Segment 19",0,0,0,5,0,0,0,4,
"Segment 20",6,0,0,15,0,0,0,20,
"Segment 21",10,0,0,49,0,0,0,62,
"Segment 22",3,3,0,26,0,0,0,34,
"Segment 23",0,0,0,12,0,0,0,17,
"Segment 24",0,0,0,14,0,0,0,14,
"Segment 25",5,4,0,31,0,0,0,35,
"Segment 26",0,0,0,11,0,0,0,11,
"Segment 27",0,5,0,17,0,0,0,16,
"Segment 28",6,0,0,17,0,0,0,17,
"Segment 29",0,0,0,12,0,0,0,11,
"Segment 30",0,0,0,4,0,0,0,8,
"Segment 31",3,0,0,50,0,0,0,60,
"Segment 32",5,0,0,20,0,0,0,20,
"Segment 33",0,0,0,0,0,0,0,3,
"Segment 34",0,0,0,7,0,0,0,11,
"Segment 35",4,6,0,13,0,0,0,29,
"Segment 36",9,6,0,26,3,0,0,45,
"Segment 37",4,9,0,40,0,0,0,56,
"Segment 38",13,0,0,63,0,3,0,83,
"Segment 39",0,0,0,0,0,0,0,9,
"Segment 40",4,3,0,6,0,0,0,14,
"Segment 41",0,0,0,3,0,0,0,7,
"Segment 42",0,0,0,0,0,0,0,0,
"Segment 43",5,0,0,9,0,0,0,10,
"Segment 44",10,5,0,24,0,0,0,36,
"Segment 45",0,0,0,6,0,0,0,10,
"Segment 46",9,0,0,14,0,0,0,25,
"Segment 47",0,0,0,0,0,0,0,0,
"Segment 48",4,0,0,0,0,0,0,3,
"Segment 50",0,3,0,0,0,0,0,7,
"Total",163,59,0,693,23,20,3,954,


" $650-$799 ($33,800-$41,599),  Separate house"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",2683,422,19,428,61,19,16,3663,
"Segment 02",6228,955,10,767,94,21,20,8098,
"Segment 03",3029,522,6,438,74,95,20,4193,
"Segment 04",5185,1219,13,903,66,15,17,7421,
"Segment 05",6865,1198,13,737,81,18,9,8922,
"Segment 06",2858,1508,41,1609,55,9,16,6089,
"Segment 07",1987,1261,9,1210,44,3,15,4534,
"Segment 08",1611,225,3,381,26,9,9,2269,
"Segment 09",3369,729,10,703,84,12,17,4919,
"Segment 10",2827,760,3,1119,57,9,11,4792,
"Segment 11",7152,1225,15,1344,117,32,26,9921,
"Segment 12",5937,1833,15,1141,74,25,18,9049,
"Segment 13",6499,2633,55,4068,109,355,40,13758,
"Segment 14",3792,1188,34,3077,79,22,16,8202,
"Segment 15",718,493,7,753,16,5,3,1994,
"Segment 16",63,10,0,52,6,0,0,132,
"Segment 17",2617,807,23,1321,59,11,6,4858,
"Segment 18",788,110,0,385,29,0,9,1315,
"Segment 19",5801,1789,31,2479,87,18,23,10225,
"Segment 20",9399,1672,12,2245,122,45,23,13527,
"Segment 21",1799,314,3,494,37,58,11,2716,
"Segment 22",897,198,0,422,28,3,9,1557,
"Segment 23",6406,791,6,1022,82,17,10,8331,
"Segment 24",6734,1542,23,2040,78,79,29,10519,
"Segment 25",4858,926,10,2243,97,31,19,8186,
"Segment 26",3174,951,16,1679,68,7,14,5908,
"Segment 27",5718,1643,21,2831,123,25,26,10381,
"Segment 28",3240,946,13,1620,70,14,25,5923,
"Segment 29",4984,1601,41,3614,81,51,22,10401,
"Segment 30",6389,2173,40,4021,84,64,20,12798,
"Segment 31",3048,855,11,3534,95,52,15,7606,
"Segment 32",2366,840,16,4849,29,29,13,8154,
"Segment 33",5678,1635,9,1588,66,28,25,9034,
"Segment 34",8194,1648,14,1221,100,33,29,11244,
"Segment 35",12875,1917,16,2010,184,170,55,17219,
"Segment 36",14784,3074,22,5337,209,77,43,23539,
"Segment 37",13368,3399,29,8066,212,109,48,25236,
"Segment 38",14689,1895,63,4094,195,886,73,21902,
"Segment 39",1951,473,5,565,70,17,6,3083,
"Segment 40",4022,1107,21,1261,104,20,23,6552,
"Segment 41",2290,476,6,663,98,13,14,3557,
"Segment 42",1160,309,0,335,51,7,3,1875,
"Segment 43",3661,899,9,1085,107,30,23,5805,
"Segment 44",10616,2437,15,2317,454,86,62,15984,
"Segment 45",3540,866,8,797,200,15,14,5442,
"Segment 46",5663,1261,8,1408,345,41,31,8759,
"Segment 47",562,131,3,177,72,5,9,956,
"Segment 48",591,158,0,1838,78,0,24,2692,
"Segment 50",352,67,0,125,19,3,0,567,
"Total",233054,55092,756,86434,4761,2702,1015,383821,


" $650-$799 ($33,800-$41,599),  Semi-detached, row or terrace house, townhouse etc. with one storey"
"TEND Tenure Type","Owned outright","Owned with a mortgage","Purchased under a shared equity scheme","Rented","Occupied rent free","Occupied under a life tenure scheme","Other","Total",
"SA1 (EN)",
"Segment 01",320,38,3,205,8,102,3,685,
"Segment 02",603,82,4,286,10,53,3,1048,
"Segment 03",357,22,8,132,3,165,13,698,
"Segment 04",128,23,0,99,3,4,0,258,
"Segment 05",116,19,0,68,0,30,0,240,
"Segment 06",71,36,0,89,0,16,0,224,
"Segment 07",93,56,0,122,3,3,0,275,
"Segment 08",702,110,10,437,11,32,5,1307,
"Segment 09",250,56,4,176,7,23,0,515,
"Segment 10",269,73,0,355,8,80,9,800,
"Segment 11",549,98,9,280,14,75,0,1025,
"Segment 12",94,36,0,75,0,9,5,215,
"Segment 13",290,83,10,465,3,104,3,953,
"Segment 14",374,159,4,766,6,39,0,1358,
"Segment 15",142,55,3,257,4,7,0,468,
"Segment 16",15,4,0,38,0,0,0,59,
"Segment 17",208,69,3,366,9,37,0,701,
"Segment 18",173,26,0,193,5,3,0,408,
"Segment 19",229,110,3,333,6,28,0,708,
"Segment 20",873,146,25,606,21,194,11,1868,
"Segment 21",379,48,0,260,9,153,8,863,
"Segment 22",119,27,0,172,4,15,0,345,
"Segment 23",435,88,3,339,9,60,3,931,
"Segment 24",543,99,17,426,3,236,13,1334,
"Segment 25",1103,298,12,1431,32,111,5,2992,
"Segment 26",156,90,0,372,13,25,0,651,
"Segment 27",367,174,4,611,15,26,6,1204,
"Segment 28",164,76,0,325,3,18,0,586,
"Segment 29",485,184,10,993,13,169,11,1864,
"Segment 30",635,235,14,988,15,213,10,2108,
"Segment 31",840,282,20,2510,20,215,10,3890,
"Segment 32",249,111,4,1443,4,25,10,1852,
"Segment 33",129,37,4,187,0,13,0,367,
"Segment 34",97,20,0,87,4,37,0,247,
"Segment 35",375,42,10,234,6,207,6,880,
"Segment 36",720,135,9,1121,10,129,0,2130,
"Segment 37",1115,266,13,2528,24,204,13,4158,
"Segment 38",3241,242,100,1448,22,1914,70,7031,
"Segment 39",24,0,0,60,0,20,0,107,
"Segment 40",148,37,4,240,6,30,5,473,
"Segment 41",47,3,0,64,8,9,0,127,
"Segment 42",35,8,0,38,0,12,0,93,
"Segment 43",93,18,3,187,6,23,0,331,
