SA2_CODE_2021,C11_Se_h_NPUR_1,C11_Se_h_NPUR_2,C11_Se_h_NPUR_3,C11_Se_h_NPUR_4,C11_Se_h_NPUR_5,C11_Se_h_NPUR_6more,C11_Se_h_Tot,C11_SDRTHT1S_NPUR_1,C11_SDRTHT1S_NPUR_2,C11_SDRTHT1S_NPUR_3,C11_SDRTHT1S_NPUR_4,C11_SDRTHT1S_NPUR_5,C11_SDRTHT1S_NPUR_6mor,C11_SDRTHT1S_Tot,C11_SDRTHT2S_NPUR_1,C11_SDRTHT2S_NPUR_2,C11_SDRTHT2S_NPUR_3,C11_SDRTHT2S_NPUR_4,C11_SDRTHT2S_NPUR_5,C11_SDRTHT2S_NPUR_6mor,C11_SDRTHT2S_Tot,C11_SDRTHT_NPUR_1,C11_SDRTHT_NPUR_2,C11_SDRTHT_NPUR_3,C11_SDRTHT_NPUR_4,C11_SDRTHT_NPUR_5,C11_SDRTHT_NPUR_6mor,C11_SDRTHT_Tot,C11_F_a_1_2SB_NPUR_1,C11_F_a_1_2SB_NPUR_2,C11_F_a_1_2SB_NPUR_3,C11_F_a_1_2SB_NPUR_4,C11_F_a_1_2SB_NPUR_5,C11_F_a_1_2SB_NPUR_6mor,C11_F_a_1_2SB_Tot,C11_F_a_I_a_3SB_NPUR_1,C11_F_a_I_a_3SB_NPUR_2,C11_F_a_I_a_3SB_NPUR_3,C11_F_a_I_a_3SB_NPUR_4,C11_F_a_I_a_3SB_NPUR_5,C11_F_a_I_a_3SB_NPUR_6mor,C11_F_a_In_a_3SB_Tot,C11_F_a_4_8SB_NPUR_1,C11_F_a_4_8SB_NPUR_2,C11_F_a_4_8SB_NPUR_3,C11_F_a_4_8SB_NPUR_4,C11_F_a_4_8SB_NPUR_5,C11_F_a_4_8SB_NPUR_6mor,C11_F_a_4_8SB_Tot,C11_F_a_9mor_s_b_NPUR_1,C11_F_a_9mor_s_b_NPUR_2,C11_F_a_9mor_s_b_NPUR_3,C11_F_a_9mor_s_b_NPUR_4,C11_F_a_9mor_s_b_NPUR_5,C11_F_a_9m_s_b_NPUR_6mor,C11_F_a_9mor_st_bl_Tot,C11_F_a_AH_NPUR_1,C11_F_a_AH_NPUR_2,C11_F_a_AH_NPUR_3,C11_F_a_AH_NPUR_4,C11_F_a_AH_NPUR_5,C11_F_a_AH_NPUR_6mor,C11_F_a_AH_Tot,C11_F_a_Tot_NPUR_1,C11_F_a_Tot_NPUR_2,C11_F_a_Tot_NPUR_3,C11_F_a_Tot_NPUR_4,C11_F_a_Tot_NPUR_5,C11_F_a_Tot_NPUR_6mor,C11_F_a_Tot_Tot,C11_OD_CCH_NPUR_1,C11_OD_CCH_NPUR_2,C11_OD_CCH_NPUR_3,C11_OD_CCH_NPUR_4,C11_OD_CCH_NPUR_5,C11_OD_CCH_NPUR_6mor,C11_OD_CCH_Tot,C11_OD_IHTSO_NPUR_1,C11_OD_IHTSO_NPUR_2,C11_OD_IHTSO_NPUR_3,C11_OD_IHTSO_NPUR_4,C11_OD_IHTSO_NPUR_5,C11_OD_IHTSO_NPUR_6mor,C11_OD_IHTSO_Tot,C11_OD_H_f_a_s_o_NPUR_1,C11_OD_H_f_a_s_o_NPUR_2,C11_OD_H_f_a_s_o_NPUR_3,C11_OD_H_f_a_s_o_NPUR_4,C11_OD_H_f_a_s_o_NPUR_5,C11_OD_H_f_a_s_o_NPUR_6mor,C11_OD_H_f_a_s_o_Tot,C11_OD_Tot_NPUR_1,C11_OD_Tot_NPUR_2,C11_OD_Tot_NPUR_3,C11_OD_Tot_NPUR_4,C11_OD_Tot_NPUR_5,C11_OD_Tot_NPUR_6mor,C11_OD_Tot_Tot,C11_DS_ns_NPUR_1,C11_DS_ns_NPUR_2,C11_DS_ns_NPUR_3,C11_DS_ns_NPUR_4,C11_DS_ns_NPUR_5,C11_DS_ns_NPUR_6more,C11_Dwg_st_NS_Tot,C11_Tot_NPUR_1,C11_Tot_NPUR_2,C11_Tot_NPUR_3,C11_Tot_NPUR_4,C11_Tot_NPUR_5,C11_Tot_NPUR_6more,C11_Tot_Tot,C16_Se_h_NPUR_1,C16_Se_h_NPUR_2,C16_Se_h_NPUR_3,C16_Se_h_NPUR_4,C16_Se_h_NPUR_5,C16_Se_h_NPUR_6more,C16_Se_h_Tot,C16_SDRTHT1S_NPUR_1,C16_SDRTHT1S_NPUR_2,C16_SDRTHT1S_NPUR_3,C16_SDRTHT1S_NPUR_4,C16_SDRTHT1S_NPUR_5,C16_SDRTHT1S_NPUR_6mor,C16_SDRTHT1S_Tot,C16_SDRTHT2S_NPUR_1,C16_SDRTHT2S_NPUR_2,C16_SDRTHT2S_NPUR_3,C16_SDRTHT2S_NPUR_4,C16_SDRTHT2S_NPUR_5,C16_SDRTHT2S_NPUR_6mor,C16_SDRTHT2S_Tot,C16_SDRTHT_Tot_NPUR_1,C16_SDRTHT_Tot_NPUR_2,C16_SDRTHT_Tot_NPUR_3,C16_SDRTHT_Tot_NPUR_4,C16_SDRTHT_Tot_NPUR_5,C16_SDRTHT_Tot_NPUR_6mor,C16_SDRTHT_Tot_Tot,C16_F_a_1_2SB_NPUR_1,C16_F_a_1_2SB_NPUR_2,C16_F_a_1_2SB_NPUR_3,C16_F_a_1_2SB_NPUR_4,C16_F_a_1_2SB_NPUR_5,C16_F_a_1_2SB_NPUR_6mor,C16_F_a_1_2SB_Tot,C16_F_a_I_a_3SB_NPUR_1,C16_F_a_I_a_3SB_NPUR_2,C16_F_a_I_a_3SB_NPUR_3,C16_F_a_I_a_3SB_NPUR_4,C16_F_a_I_a_3SB_NPUR_5,C16_F_a_I_a_3SB_NPUR_6mor,C16_F_a_In_a_3_st_b_Tot,C16_F_a_4_8SB_NPUR_1,C16_F_a_4_8SB_NPUR_2,C16_F_a_4_8SB_NPUR_3,C16_F_a_4_8SB_NPUR_4,C16_F_a_4_8SB_NPUR_5,C16_F_a_4_8SB_NPUR_6mor,C16_F_a_4_8SB_Tot,C16_F_a_9mor_s_b_NPUR_1,C16_F_a_9mor_s_b_NPUR_2,C16_F_a_9mor_s_b_NPUR_3,C16_F_a_9mor_s_b_NPUR_4,C16_F_a_9mor_s_b_NPUR_5,C16_F_a_9m_s_b_NPUR_6mor,C16_F_a_9mor_st_bl_Tot,C16_F_a_AH_NPUR_1,C16_F_a_AH_NPUR_2,C16_F_a_AH_NPUR_3,C16_F_a_AH_NPUR_4,C16_F_a_AH_NPUR_5,C16_F_a_AH_NPUR_6mor,C16_F_a_AH_Tot,C16_F_a_Tot_NPUR_1,C16_F_a_Tot_NPUR_2,C16_F_a_Tot_NPUR_3,C16_F_a_Tot_NPUR_4,C16_F_a_Tot_NPUR_5,C16_F_a_Tot_NPUR_6mor,C16_F_a_Tot_Tot,C16_OD_CCH_NPUR_1,C16_OD_CCH_NPUR_2,C16_OD_CCH_NPUR_3,C16_OD_CCH_NPUR_4,C16_OD_CCH_NPUR_5,C16_OD_CCH_NPUR_6mor,C16_OD_CCH_Tot,C16_OD_IHTSO_NPUR_1,C16_OD_IHTSO_NPUR_2,C16_OD_IHTSO_NPUR_3,C16_OD_IHTSO_NPUR_4,C16_OD_IHTSO_NPUR_5,C16_OD_IHTSO_NPUR_6mor,C16_OD_IHTSO_Tot,C16_OD_H_f_a_s_o_NPUR_1,C16_OD_H_f_a_s_o_NPUR_2,C16_OD_H_f_a_s_o_NPUR_3,C16_OD_H_f_a_s_o_NPUR_4
106041129,719,1100,413,376,188,77,2874,15,8,4,3,0,0,32,0,0,0,0,0,0,0,18,10,4,3,0,0,32,17,6,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,3,0,0,0,0,0,5,20,3,0,0,0,0,25,34,16,0,5,0,0,49,0,0,0,0,0,0,0,11,9,0,0,0,0,16,46,21,0,4,0,0,68,3,0,0,0,0,0,4,802,1139,420,383,189,78,3006,687,1080,379,362,188,75,2773,6,9,0,0,0,0,16,0,0,0,0,0,0,0,6,9,0,0,0,0,16,64,18,5,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,61,18,5,0,0,0,89,37,17,0,0,0,0,48,0,0,0,0,0,0,3,0,0,0,0
107011131,1254,2552,1264,1258,526,247,7097,164,116,21,18,0,0,321,57,48,30,18,8,4,157,221,163,51,31,8,0,476,291,114,39,17,4,0,462,6,4,0,0,0,0,6,8,0,0,0,0,0,8,..,..,..,..,..,..,..,6,0,0,0,0,0,11,305,117,41,17,4,0,487,81,57,0,0,0,0,136,0,0,0,0,0,0,0,4,0,0,0,0,0,7,80,59,6,0,0,0,143,0,0,0,0,0,0,0,1865,2886,1356,1302,534,253,8203,1348,2572,1316,1306,546,292,7377,343,218,57,26,6,4,650,105,69,14,14,0,0,203,442,283,72,37,8,6,856,200,49,11,0,0,0,262,7,5,0,0,0,0,6,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,204,54,18,0,0,0,272,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6
107011132,226,654,421,572,260,106,2234,19,22,6,9,0,0,66,0,0,0,0,0,0,0,19,22,6,9,0,0,66,12,7,7,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,14,7,7,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,685,432,579,258,108,2324,281,749,499,635,288,140,2592,40,33,11,0,0,0,88,0,0,0,0,0,0,3,40,33,15,3,0,0,89,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107011134,606,1309,741,1054,433,172,4316,207,190,76,46,30,3,547,69,43,23,25,9,4,164,270,237,100,66,32,8,711,85,32,7,9,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,3,0,0,0,0,0,7,87,33,9,8,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,10,8,0,0,0,0,0,10,3,4,0,0,0,0,3,969,1581,851,1135,467,181,5185,725,1448,818,1041,380,199,4619,126,91,13,9,4,0,244,42,49,16,8,7,4,121,169,147,32,15,6,4,368,113,32,6,3,0,0,155,0,3,3,0,0,0,11,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,113,32,12,6,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,0,6
107011545,893,1378,741,666,318,184,4187,77,32,3,3,0,6,118,54,16,10,14,5,0,103,127,48,18,16,5,7,216,120,59,15,14,5,0,210,15,3,4,0,0,0,19,0,0,0,0,0,0,0,..,..,..,..,..,..,..,4,0,0,0,0,0,8,138,63,17,15,5,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,11,7,0,0,0,0,5,11,0,0,0,0,0,0,4,1171,1488,772,701,332,196,4660,912,1410,723,707,322,229,4301,37,20,5,0,0,0,65,32,33,16,11,8,8,104,66,55,20,8,9,8,166,193,89,18,12,5,3,331,17,3,8,4,4,0,33,0,0,0,0,0,0,0,..,..,..,..,..,..,..,11,5,0,0,0,0,24,219,100,29,21,9,3,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
107011546,656,958,477,428,192,90,2795,51,19,4,12,0,0,85,47,59,35,38,15,13,206,99,77,36,45,20,16,295,210,93,26,10,0,0,347,151,54,13,10,4,0,226,31,3,0,0,0,0,42,..,..,..,..,..,..,..,9,9,0,6,0,0,17,402,151,40,20,13,0,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,4,0,0,0,42,19,10,4,0,0,0,42,0,4,0,0,0,0,5,1177,1198,562,499,216,112,3771,581,860,449,398,172,116,2579,81,26,8,0,4,3,125,68,74,38,26,19,20,244,152,96,45,27,19,27,363,223,118,43,22,6,6,423,167,37,12,7,3,0,228,31,3,0,0,0,0,38,..,..,..,..,..,..,..,0,0,0,0,0,0,3,427,161,63,27,8,7,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0
107011547,447,541,222,176,74,31,1496,13,10,4,4,0,0,23,14,11,8,0,0,0,35,25,21,9,4,0,0,58,72,24,4,5,3,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,71,24,4,5,3,0,102,55,45,4,0,0,0,108,0,0,0,0,0,0,0,0,4,0,0,0,0,5,59,53,8,0,0,0,118,0,0,0,0,0,0,0,604,637,239,187,76,32,1780,406,470,197,173,71,39,1356,175,72,7,7,0,0,271,21,20,6,10,0,0,48,195,90,15,16,5,0,322,53,20,8,0,4,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,53,20,8,0,4,0,84,20,17,3,3,0,0,42,0,0,0,0,0,0,0,0,0,0,0
107021135,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107031136,401,1101,712,950,413,219,3791,134,129,47,27,4,8,346,25,28,3,17,0,0,73,159,156,53,39,9,9,424,39,39,13,10,3,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,4,0,0,0,0,0,7,46,36,12,10,3,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,0,0,14,6,4,3,0,0,0,15,0,0,0,0,0,0,0,607,1298,788,999,418,222,4332,448,1175,756,995,429,198,3998,144,141,38,25,8,0,353,45,65,38,27,8,0,178,189,209,78,48,10,3,532,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,4,0,0,0,0,0,4,14,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
107031137,326,656,408,363,176,98,2022,109,84,23,18,0,0,240,41,43,18,5,5,0,114,151,127,42,22,5,0,354,40,25,3,0,4,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,40,25,3,0,4,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,6,0,0,0,0,3,0,0,0,0,0,0,0,523,817,460,390,178,98,2465,318,640,370,342,156,91,1916,137,108,33,16,5,3,299,45,52,21,12,0,0,130,174,167,55,25,5,5,428,11,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,11,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
107031138,322,778,302,309,148,40,1893,72,74,19,14,6,0,178,101,152,33,20,5,4,315,167,228,49,32,14,4,493,91,48,7,4,3,0,153,73,62,7,3,0,0,142,110,61,0,0,0,0,166,..,..,..,..,..,..,..,11,0,0,0,0,0,11,276,165,13,10,0,0,471,6,3,0,0,0,0,6,0,0,0,0,0,0,0,18,5,6,0,0,0,36,24,11,6,0,0,0,41,0,0,0,0,0,0,0,787,1179,376,353,166,39,2905,294,793,290,280,144,57,1855,63,54,18,11,3,0,145,171,231,65,36,10,3,518,238,290,79,43,10,3,661,106,61,16,6,3,0,195,39,32,4,0,0,0,72,121,70,0,0,0,0,185,..,..,..,..,..,..,..,0,0,0,0,0,0,0,261,164,24,5,3,0,457,10,6,0,0,0,0,17,0,0,0,0,0,0,0,5,6,7,0
107031139,265,703,346,361,172,49,1887,12,12,5,0,0,0,24,15,22,4,8,0,0,41,23,37,12,8,0,0,72,16,19,5,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,16,22,5,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,311,757,358,365,173,49,2006,267,681,301,385,169,52,1844,8,19,9,3,4,0,43,31,38,10,9,0,0,83,38,55,16,10,3,0,129,16,16,5,3,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,16,16,5,3,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107031140,391,853,299,398,203,84,2223,28,14,3,3,0,0,49,20,20,3,7,0,0,48,43,29,10,9,0,0,98,84,27,0,6,0,0,115,7,0,0,0,0,0,10,0,0,0,0,0,0,0,..,..,..,..,..,..,..,8,3,0,0,0,0,11,95,34,4,7,0,0,138,4,6,0,0,0,0,17,0,0,0,0,0,0,0,3,0,0,0,0,0,9,6,10,4,0,0,0,20,0,0,0,0,0,0,0,541,930,314,409,200,85,2477,397,920,331,395,201,94,2330,11,25,10,0,0,0,44,10,27,14,0,0,0,52,23,44,21,4,0,0,97,93,38,5,7,0,0,138,8,5,0,0,0,0,11,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,97,43,9,9,0,0,155,3,9,0,4,0,0,14,0,0,0,0,0,0,0,0,3,0,0
107031141,391,1118,608,939,432,165,3652,117,98,27,19,0,0,259,54,82,52,28,10,3,235,170,187,80,50,13,3,495,67,74,28,19,4,3,193,29,35,4,0,0,0,68,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,95,110,31,21,4,3,261,40,12,0,0,0,0,49,0,0,0,0,0,0,0,0,5,0,4,0,3,13,40,19,0,4,0,3,58,0,0,0,0,0,0,0,685,1426,714,1013,446,174,4467,395,1258,742,1180,483,203,4260,108,123,45,25,3,5,310,192,224,120,81,9,11,633,295,352,155,109,14,11,941,49,64,26,7,0,0,148,0,3,0,0,0,0,3,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,49,67,26,14,0,0,150,49,13,3,0,0,0,60,0,0,0,0,0,0,0,3,10,0,0
107031142,481,920,532,585,232,118,2866,112,95,26,15,0,0,250,47,59,31,20,9,0,156,161,153,53,35,9,0,406,119,56,14,3,0,0,189,18,7,0,0,0,0,25,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,138,60,17,3,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,9,6,4,0,0,0,0,7,0,0,0,0,0,0,0,778,1136,605,619,243,114,3498,466,954,512,526,240,122,2820,199,154,38,15,5,0,406,85,93,40,28,4,3,248,278,241,78,42,13,0,660,38,16,4,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,0,0,0,0,0,0,0,36,20,3,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0
107031143,1171,2187,1156,959,422,234,6124,226,145,35,14,0,3,430,189,124,38,17,9,0,382,415,268,79,36,13,3,813,315,111,37,12,6,6,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,315,114,36,12,6,6,483,140,86,13,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,4,4,139,88,10,4,0,4,243,5,0,0,0,0,0,5,2043,2659,1283,1002,438,246,7671,1169,2104,1103,897,445,233,5954,165,86,26,11,0,0,288,213,149,46,26,10,4,449,377,235,74,35,15,4,740,373,215,56,29,4,0,674,3,0,0,0,0,0,3,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,378,209,56,29,4,0,680,153,88,5,0,0,0,248,0,0,0,0,0,0,0,9,5,0,3
107041144,1052,1817,906,1062,428,153,5417,254,168,44,26,7,4,508,203,186,98,47,14,4,542,455,354,137,76,24,10,1053,403,228,57,31,8,0,730,22,32,8,5,0,0,73,74,78,25,9,0,0,196,..,..,..,..,..,..,..,0,3,0,0,0,0,7,496,342,95,47,13,4,999,43,29,0,0,0,0,80,0,0,0,0,0,0,0,14,13,9,3,0,0,33,53,37,10,8,0,0,112,8,0,0,0,0,0,3,2075,2550,1151,1185,465,163,7586,992,1723,953,1020,492,178,5362,352,222,67,47,17,3,709,420,273,118,67,26,11,915,767,492,187,117,43,19,1617,174,126,29,24,0,0,357,24,22,14,0,4,0,65,117,144,62,6,3,0,344,..,..,..,..,..,..,..,0,0,0,0,0,0,3,314,288,107,36,8,0,766,0,0,0,0,0,0,4,0,0,0,0,0,0,0,18,17,5,4
107041145,709,1233,649,673,283,120,3670,276,206,63,34,9,10,593,276,274,134,87,37,10,818,551,482,192,117,44,21,1410,500,211,48,18,7,0,788,101,40,17,4,0,0,161,12,10,4,0,0,0,27,..,..,..,..,..,..,..,7,0,0,0,0,0,11,626,265,70,21,7,6,990,11,0,0,0,0,0,13,0,0,0,0,0,0,0,16,8,0,0,3,0,28,21,9,0,0,3,0,35,5,4,0,0,0,0,5,1908,1997,922,816,336,143,6116,661,1152,589,702,290,102,3488,396,226,78,37,21,5,769,424,344,127,114,23,13,1051,819,569,209,151,41,23,1818,253,144,43,18,11,3,470,126,74,25,4,4,0,227,22,25,3,0,0,0,49,..,..,..,..,..,..,..,0,0,0,0,0,0,0,402,235,73,26,10,10,755,11,3,0,0,3,0,16,0,0,0,0,0,0,0,4,5,0,8
107041146,888,1928,994,1183,509,187,5691,150,107,39,22,8,0,331,81,102,45,29,6,0,271,234,210,88,57,14,0,598,314,163,63,51,25,10,619,7,13,3,4,0,0,31,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,4,321,174,64,55,25,8,652,114,45,9,0,0,0,171,0,0,0,0,0,0,0,4,5,0,0,0,0,13,119,53,11,0,0,0,181,0,7,0,0,0,0,6,1566,2368,1152,1286,548,206,7129,894,1799,975,1231,518,244,5670,116,119,35,36,9,5,320,125,114,72,44,12,11,384,234,231,107,80,21,16,696,330,192,52,28,10,8,619,21,9,11,4,5,0,49,0,0,0,0,0,0,0,..,..,..,..,..,..,..,5,0,0,0,0,0,5,354,202,62,33,19,8,675,105,44,9,5,0,0,164,0,0,0,0,0,0,0,12,6,5,0
107041147,338,623,432,648,278,91,2404,39,44,17,7,0,0,110,9,26,17,0,0,0,62,53,76,37,9,3,0,177,13,6,3,0,0,0,20,16,29,13,4,4,0,61,0,0,0,0,0,0,0,..,..,..,..,..,..,..,10,0,0,3,0,0,8,32,34,13,6,4,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,3,0,0,0,0,0,5,0,0,0,0,0,0,0,420,731,485,664,281,91,2674,265,644,447,662,264,87,2364,12,12,4,3,0,0,35,19,21,14,11,3,0,65,32,33,18,16,3,0,98,51,84,49,20,7,0,216,22,23,8,0,0,0,49,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,74,110,51,24,7,0,270,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0
107041148,507,999,501,633,272,118,3039,70,55,17,14,0,0,152,94,90,40,31,5,0,264,158,146,58,39,10,0,416,78,75,24,12,0,0,185,37,30,11,4,0,0,84,0,0,0,0,0,0,0,..,..,..,..,..,..,..,6,0,0,0,0,0,6,118,105,33,16,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,10,5,0,0,0,0,0,7,0,0,0,0,0,0,3,796,1253,593,696,286,121,3743,444,1066,532,705,299,99,3138,53,45,7,3,4,0,109,92,89,48,37,11,3,273,142,130,54,40,17,3,384,81,58,29,13,5,0,181,36,66,9,6,0,0,117,4,6,0,0,0,0,18,..,..,..,..,..,..,..,0,0,0,0,0,0,0,122,127,42,19,9,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,3
107041150,763,1565,898,1044,450,174,4890,250,187,64,18,3,0,519,320,300,130,79,21,0,850,569,488,191,97,29,4,1374,256,103,28,6,0,0,395,86,48,3,3,0,0,149,9,11,0,0,0,0,20,..,..,..,..,..,..,..,6,8,0,0,0,0,14,360,163,33,13,0,3,581,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,3,0,0,0,0,12,6,4,4,0,4,0,16,0,0,0,0,0,0,0,1699,2221,1128,1158,482,174,6860,677,1513,797,1196,515,171,4867,166,119,35,21,11,0,358,268,201,126,65,21,4,686,435,322,161,87,26,13,1041,434,302,94,45,15,4,897,66,30,9,0,0,0,109,28,18,4,0,0,0,59,..,..,..,..,..,..,..,0,0,0,0,0,0,5,534,354,114,51,11,4,1067,12,5,0,0,0,0,15,0,0,0,0,0,0,0,6,8,0,3
107041548,200,196,141,130,58,30,753,18,19,4,4,3,0,48,56,127,52,21,12,0,271,78,146,56,21,14,0,317,376,288,64,32,10,0,771,693,556,144,55,15,0,1462,864,1036,304,125,21,3,2357,..,..,..,..,..,..,..,13,8,6,6,0,0,22,1946,1892,519,207,41,5,4615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,5,5,0,0,48,21,16,5,5,0,0,50,10,0,0,0,0,0,13,2246,2251,728,362,114,39,5739,174,192,122,102,50,41,676,12,11,3,0,0,0,30,86,115,51,25,13,3,289,98,126,52,26,13,5,316,306,256,79,33,15,6,689,648,556,166,52,10,0,1429,944,1274,330,134,27,0,2714,..,..,..,..,..,..,..,3,0,0,0,0,0,4,1901,2087,576,219,45,13,4839,4,0,0,0,0,0,4,0,0,0,0,0,0,0,9,4,3,8
