SA2_CODE_2021,C11_Se_h_NPUR_1,C11_Se_h_NPUR_2,C11_Se_h_NPUR_3,C11_Se_h_NPUR_4,C11_Se_h_NPUR_5,C11_Se_h_NPUR_6more,C11_Se_h_Tot,C11_SDRTHT1S_NPUR_1,C11_SDRTHT1S_NPUR_2,C11_SDRTHT1S_NPUR_3,C11_SDRTHT1S_NPUR_4,C11_SDRTHT1S_NPUR_5,C11_SDRTHT1S_NPUR_6mor,C11_SDRTHT1S_Tot,C11_SDRTHT2S_NPUR_1,C11_SDRTHT2S_NPUR_2,C11_SDRTHT2S_NPUR_3,C11_SDRTHT2S_NPUR_4,C11_SDRTHT2S_NPUR_5,C11_SDRTHT2S_NPUR_6mor,C11_SDRTHT2S_Tot,C11_SDRTHT_NPUR_1,C11_SDRTHT_NPUR_2,C11_SDRTHT_NPUR_3,C11_SDRTHT_NPUR_4,C11_SDRTHT_NPUR_5,C11_SDRTHT_NPUR_6mor,C11_SDRTHT_Tot,C11_F_a_1_2SB_NPUR_1,C11_F_a_1_2SB_NPUR_2,C11_F_a_1_2SB_NPUR_3,C11_F_a_1_2SB_NPUR_4,C11_F_a_1_2SB_NPUR_5,C11_F_a_1_2SB_NPUR_6mor,C11_F_a_1_2SB_Tot,C11_F_a_I_a_3SB_NPUR_1,C11_F_a_I_a_3SB_NPUR_2,C11_F_a_I_a_3SB_NPUR_3,C11_F_a_I_a_3SB_NPUR_4,C11_F_a_I_a_3SB_NPUR_5,C11_F_a_I_a_3SB_NPUR_6mor,C11_F_a_In_a_3SB_Tot,C11_F_a_4_8SB_NPUR_1,C11_F_a_4_8SB_NPUR_2,C11_F_a_4_8SB_NPUR_3,C11_F_a_4_8SB_NPUR_4,C11_F_a_4_8SB_NPUR_5,C11_F_a_4_8SB_NPUR_6mor,C11_F_a_4_8SB_Tot,C11_F_a_9mor_s_b_NPUR_1,C11_F_a_9mor_s_b_NPUR_2,C11_F_a_9mor_s_b_NPUR_3,C11_F_a_9mor_s_b_NPUR_4,C11_F_a_9mor_s_b_NPUR_5,C11_F_a_9m_s_b_NPUR_6mor,C11_F_a_9mor_st_bl_Tot,C11_F_a_AH_NPUR_1,C11_F_a_AH_NPUR_2,C11_F_a_AH_NPUR_3,C11_F_a_AH_NPUR_4,C11_F_a_AH_NPUR_5,C11_F_a_AH_NPUR_6mor,C11_F_a_AH_Tot,C11_F_a_Tot_NPUR_1,C11_F_a_Tot_NPUR_2,C11_F_a_Tot_NPUR_3,C11_F_a_Tot_NPUR_4,C11_F_a_Tot_NPUR_5,C11_F_a_Tot_NPUR_6mor,C11_F_a_Tot_Tot,C11_OD_CCH_NPUR_1,C11_OD_CCH_NPUR_2,C11_OD_CCH_NPUR_3,C11_OD_CCH_NPUR_4,C11_OD_CCH_NPUR_5,C11_OD_CCH_NPUR_6mor,C11_OD_CCH_Tot,C11_OD_IHTSO_NPUR_1,C11_OD_IHTSO_NPUR_2,C11_OD_IHTSO_NPUR_3,C11_OD_IHTSO_NPUR_4,C11_OD_IHTSO_NPUR_5,C11_OD_IHTSO_NPUR_6mor,C11_OD_IHTSO_Tot,C11_OD_H_f_a_s_o_NPUR_1,C11_OD_H_f_a_s_o_NPUR_2,C11_OD_H_f_a_s_o_NPUR_3,C11_OD_H_f_a_s_o_NPUR_4,C11_OD_H_f_a_s_o_NPUR_5,C11_OD_H_f_a_s_o_NPUR_6mor,C11_OD_H_f_a_s_o_Tot,C11_OD_Tot_NPUR_1,C11_OD_Tot_NPUR_2,C11_OD_Tot_NPUR_3,C11_OD_Tot_NPUR_4,C11_OD_Tot_NPUR_5,C11_OD_Tot_NPUR_6mor,C11_OD_Tot_Tot,C11_DS_ns_NPUR_1,C11_DS_ns_NPUR_2,C11_DS_ns_NPUR_3,C11_DS_ns_NPUR_4,C11_DS_ns_NPUR_5,C11_DS_ns_NPUR_6more,C11_Dwg_st_NS_Tot,C11_Tot_NPUR_1,C11_Tot_NPUR_2,C11_Tot_NPUR_3,C11_Tot_NPUR_4,C11_Tot_NPUR_5,C11_Tot_NPUR_6more,C11_Tot_Tot,C16_Se_h_NPUR_1,C16_Se_h_NPUR_2,C16_Se_h_NPUR_3,C16_Se_h_NPUR_4,C16_Se_h_NPUR_5,C16_Se_h_NPUR_6more,C16_Se_h_Tot,C16_SDRTHT1S_NPUR_1,C16_SDRTHT1S_NPUR_2,C16_SDRTHT1S_NPUR_3,C16_SDRTHT1S_NPUR_4,C16_SDRTHT1S_NPUR_5,C16_SDRTHT1S_NPUR_6mor,C16_SDRTHT1S_Tot,C16_SDRTHT2S_NPUR_1,C16_SDRTHT2S_NPUR_2,C16_SDRTHT2S_NPUR_3,C16_SDRTHT2S_NPUR_4,C16_SDRTHT2S_NPUR_5,C16_SDRTHT2S_NPUR_6mor,C16_SDRTHT2S_Tot,C16_SDRTHT_Tot_NPUR_1,C16_SDRTHT_Tot_NPUR_2,C16_SDRTHT_Tot_NPUR_3,C16_SDRTHT_Tot_NPUR_4,C16_SDRTHT_Tot_NPUR_5,C16_SDRTHT_Tot_NPUR_6mor,C16_SDRTHT_Tot_Tot,C16_F_a_1_2SB_NPUR_1,C16_F_a_1_2SB_NPUR_2,C16_F_a_1_2SB_NPUR_3,C16_F_a_1_2SB_NPUR_4,C16_F_a_1_2SB_NPUR_5,C16_F_a_1_2SB_NPUR_6mor,C16_F_a_1_2SB_Tot,C16_F_a_I_a_3SB_NPUR_1,C16_F_a_I_a_3SB_NPUR_2,C16_F_a_I_a_3SB_NPUR_3,C16_F_a_I_a_3SB_NPUR_4,C16_F_a_I_a_3SB_NPUR_5,C16_F_a_I_a_3SB_NPUR_6mor,C16_F_a_In_a_3_st_b_Tot,C16_F_a_4_8SB_NPUR_1,C16_F_a_4_8SB_NPUR_2,C16_F_a_4_8SB_NPUR_3,C16_F_a_4_8SB_NPUR_4,C16_F_a_4_8SB_NPUR_5,C16_F_a_4_8SB_NPUR_6mor,C16_F_a_4_8SB_Tot,C16_F_a_9mor_s_b_NPUR_1,C16_F_a_9mor_s_b_NPUR_2,C16_F_a_9mor_s_b_NPUR_3,C16_F_a_9mor_s_b_NPUR_4,C16_F_a_9mor_s_b_NPUR_5,C16_F_a_9m_s_b_NPUR_6mor,C16_F_a_9mor_st_bl_Tot,C16_F_a_AH_NPUR_1,C16_F_a_AH_NPUR_2,C16_F_a_AH_NPUR_3,C16_F_a_AH_NPUR_4,C16_F_a_AH_NPUR_5,C16_F_a_AH_NPUR_6mor,C16_F_a_AH_Tot,C16_F_a_Tot_NPUR_1,C16_F_a_Tot_NPUR_2,C16_F_a_Tot_NPUR_3,C16_F_a_Tot_NPUR_4,C16_F_a_Tot_NPUR_5,C16_F_a_Tot_NPUR_6mor,C16_F_a_Tot_Tot,C16_OD_CCH_NPUR_1,C16_OD_CCH_NPUR_2,C16_OD_CCH_NPUR_3,C16_OD_CCH_NPUR_4,C16_OD_CCH_NPUR_5,C16_OD_CCH_NPUR_6mor,C16_OD_CCH_Tot,C16_OD_IHTSO_NPUR_1,C16_OD_IHTSO_NPUR_2,C16_OD_IHTSO_NPUR_3,C16_OD_IHTSO_NPUR_4,C16_OD_IHTSO_NPUR_5,C16_OD_IHTSO_NPUR_6mor,C16_OD_IHTSO_Tot,C16_OD_H_f_a_s_o_NPUR_1,C16_OD_H_f_a_s_o_NPUR_2,C16_OD_H_f_a_s_o_NPUR_3,C16_OD_H_f_a_s_o_NPUR_4
101021007,362,493,159,136,58,26,1240,13,5,3,0,0,0,22,3,4,0,0,0,0,8,15,7,3,0,0,0,33,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,5,0,0,0,0,0,4,8,0,0,5,0,0,19,0,0,0,0,0,0,8,0,4,0,0,0,0,3,17,8,4,5,0,0,32,0,0,0,0,0,0,0,392,513,166,139,66,26,1307,408,561,173,148,64,35,1383,13,3,3,0,0,0,22,0,3,0,0,0,0,3,13,10,3,0,0,0,22,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,10,0,0,0,0,0,10,3,6,0,0,0,0,8,0,4,0,0,0,0,9,0,0,0,0
101021008,479,758,493,523,221,93,2563,131,93,41,12,11,3,292,38,31,18,12,0,0,100,171,127,59,26,12,5,388,79,26,3,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,3,0,0,0,0,0,5,80,24,3,0,0,0,123,12,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,0,0,14,0,0,0,0,0,0,0,740,909,559,548,238,95,3086,449,746,442,455,209,85,2382,142,85,34,27,6,4,289,72,82,33,17,6,3,210,213,161,64,44,10,4,503,36,3,0,0,0,0,40,14,4,0,4,0,0,20,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,4,45,13,0,3,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101021009,509,739,379,296,152,54,2130,226,140,51,27,4,4,455,107,99,40,22,7,7,274,333,237,92,48,10,6,730,414,145,48,27,13,6,645,353,188,51,18,6,3,619,82,64,14,6,0,0,169,..,..,..,..,..,..,..,11,0,7,0,0,0,17,865,397,116,53,17,3,1447,7,3,0,0,0,0,13,3,0,0,0,0,0,3,10,8,5,4,0,0,24,19,10,5,4,0,0,32,3,3,0,0,0,0,15,1732,1390,592,406,179,67,4358,488,680,337,284,137,59,1982,288,165,52,33,12,7,553,238,152,58,39,5,8,500,524,315,109,75,20,6,1049,352,119,57,26,3,0,555,172,92,28,15,0,0,314,372,193,81,28,15,6,687,..,..,..,..,..,..,..,5,0,0,0,0,0,5,901,399,172,67,20,6,1561,6,0,0,0,0,0,6,0,0,0,0,0,0,0,7,8,0,0
101021010,135,292,146,145,51,37,815,105,70,21,14,4,3,220,88,79,37,21,5,0,234,197,156,62,34,8,0,460,214,77,28,14,0,0,341,99,40,10,7,3,0,162,111,57,19,13,0,0,204,..,..,..,..,..,..,..,0,0,0,0,0,0,0,427,181,58,33,9,0,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,11,9,0,0,0,0,0,12,0,0,0,0,0,0,0,765,637,265,212,71,43,1990,152,275,140,154,53,31,802,124,62,30,15,0,0,233,145,107,46,27,6,4,334,270,164,80,41,6,5,566,151,62,31,17,10,0,267,80,35,23,7,0,0,145,140,64,28,10,6,0,237,..,..,..,..,..,..,..,0,0,0,0,0,0,0,368,160,86,34,11,0,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101021012,333,946,648,951,412,134,3426,194,173,61,26,5,0,459,31,53,21,10,0,0,118,228,226,79,37,7,3,579,45,25,10,10,0,0,96,3,3,0,0,0,0,6,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,49,32,12,14,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,7,0,4,3,0,0,0,7,0,0,0,0,0,0,0,610,1207,744,995,422,137,4118,379,946,630,905,413,129,3400,205,128,85,39,14,3,474,50,75,31,19,0,0,182,256,206,119,65,13,4,658,38,19,10,0,0,0,65,5,0,0,0,0,0,3,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,39,15,11,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101021610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,139,117,116,49,13,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101021611,567,1494,718,918,419,179,4297,17,7,3,3,0,0,40,5,0,0,0,0,0,6,17,10,3,8,0,0,41,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,3,4,4,0,0,0,11,3,6,4,0,0,0,11,58,46,9,7,0,0,119,0,3,3,0,4,0,14,5,5,0,0,0,0,9,56,58,12,7,4,0,140,0,0,0,0,0,0,3,651,1566,740,936,426,180,4497,633,1661,785,953,443,190,4656,3,3,0,0,0,0,14,3,3,0,0,0,0,10,11,10,3,0,0,0,17,5,0,0,0,0,0,7,0,0,0,0,0,0,0,3,4,0,0,0,0,6,..,..,..,..,..,..,..,0,0,0,0,0,0,0,7,9,0,0,0,0,16,16,11,5,0,0,0,31,3,4,0,3,3,0,16,3,0,0,4
101031013,303,384,101,112,48,19,974,12,0,0,0,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,12,7,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,7,3,0,0,0,0,15,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,4,0,0,0,0,0,0,0,330,387,106,112,52,19,1008,293,345,119,94,38,18,905,9,3,0,0,0,0,12,0,0,0,0,0,0,0,3,3,0,0,0,0,10,16,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,16,0,0,0,0,0,12,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
101031014,658,921,309,273,140,55,2364,118,38,8,3,0,0,166,7,0,4,5,0,0,10,122,38,10,8,0,0,182,86,17,4,0,0,0,108,4,0,0,0,0,0,4,3,0,0,0,0,0,4,..,..,..,..,..,..,..,4,0,0,0,0,0,4,98,19,4,0,0,0,122,4,0,0,0,0,0,8,0,0,0,0,0,0,0,3,7,0,0,0,0,11,10,3,0,0,0,0,18,0,0,0,0,0,0,5,893,984,326,284,150,55,2689,705,921,341,249,107,45,2365,63,27,3,0,0,0,92,11,0,0,0,0,0,17,78,32,3,0,0,0,112,116,31,0,4,0,0,159,4,0,0,0,0,0,4,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,122,31,0,4,0,0,161,4,5,0,0,0,0,12,0,0,0,0,0,0,0,9,8,0,0
101031015,293,468,137,153,59,32,1139,9,17,0,10,0,0,45,0,8,0,0,0,0,8,9,19,0,14,5,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,9,6,0,0,0,0,0,7,0,5,0,0,0,0,3,12,6,0,0,0,0,25,0,0,0,0,0,0,0,315,501,142,164,66,36,1218,291,483,131,141,68,30,1150,6,5,0,0,0,0,3,0,0,0,0,0,0,0,3,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,4,0,0,0,0,0,3,3,0,0,0,0,0,3,4,3,0,0,0,0,18,5,4,0,0,0,0,9,0,0,0,0
