SA2_CODE_2021,C21_CFNC_BPT_2000_2499,C21_CFNC_BPT_2500_2999,C21_CFNC_BPT_3000_3999,C21_CFNC_BPT_4000more,C21_CFNC_BPT_Ns,C21_CFNC_BPT_Tot,C21_CFNC_1F1P_Neg_ni_inc,C21_CFNC_1F1P_1_149,C21_CFNC_1F1P_150_399,C21_CFNC_1F1P_400_649,C21_CFNC_1F1P_650_799,C21_CFNC_1F1P_800_1249,C21_CFNC_1F1P_1250_1999,C21_CFNC_1F1P_2000_2499,C21_CFNC_1F1P_2500_2999,C21_CFNC_1F1P_3000_3999,C21_CFNC_1F1P_4000more,C21_CFNC_1F1P_Ns,C21_CFNC_1F1P_Tot,C21_CFNC_1E1A_Neg_ni_inc,C21_CFNC_1E1A_1_149,C21_CFNC_1E1A_150_399,C21_CFNC_1E1A_400_649,C21_CFNC_1E1A_650_799,C21_CFNC_1E1A_800_1249,C21_CFNC_1E1A_1250_1999,C21_CFNC_1E1A_2000_2499,C21_CFNC_1E1A_2500_2999,C21_CFNC_1E1A_3000_3999,C21_CFNC_1E1A_4000more,C21_CFNC_1E1A_Ns,C21_CFNC_1E1A_Tot,C21_CFNC_1F1NW_Neg_ni_inc,C21_CFNC_1F1NW_1_149,C21_CFNC_1F1NW_150_399,C21_CFNC_1F1NW_400_649,C21_CFNC_1F1NW_650_799,C21_CFNC_1F1NW_800_1249,C21_CFNC_1F1NW_1250_1999,C21_CFNC_1F1NW_2000_2499,C21_CFNC_1F1NW_2500_2999,C21_CFNC_1F1NW_3000_3999,C21_CFNC_1F1NW_4000more,C21_CFNC_1F1NW_Ns,C21_CFNC_1F1NW_Tot,C21_CFNC_1P1NW_Neg_ni_inc,C21_CFNC_1P1NW_1_149,C21_CFNC_1P1NW_150_399,C21_CFNC_1P1NW_400_649,C21_CFNC_1P1NW_650_799,C21_CFNC_1P1NW_800_1249,C21_CFNC_1P1NW_1250_1999,C21_CFNC_1P1NW_2000_2499,C21_CFNC_1P1NW_2500_2999,C21_CFNC_1P1NW_3000_3999,C21_CFNC_1P1NW_4000more,C21_CFNC_1P1NW_Ns,C21_CFNC_1P1NW_Tot,C21_CFNC_1A1NW_Neg_ni_inc,C21_CFNC_1A1NW_1_149,C21_CFNC_1A1NW_150_399,C21_CFNC_1A1NW_400_649,C21_CFNC_1A1NW_650_799,C21_CFNC_1A1NW_800_1249,C21_CFNC_1A1NW_1250_1999,C21_CFNC_1A1NW_2000_2499,C21_CFNC_1A1NW_2500_2999,C21_CFNC_1A1NW_3000_3999,C21_CFNC_1A1NW_4000more,C21_CFNC_1A1NW_Ns,C21_CFNC_1A1NW_Tot,C21_CFNC_BA_Neg_ni_inc,C21_CFNC_BA_1_149,C21_CFNC_BA_150_399,C21_CFNC_BA_400_649,C21_CFNC_BA_650_799,C21_CFNC_BA_800_1249,C21_CFNC_BA_1250_1999,C21_CFNC_BA_2000_2499,C21_CFNC_BA_2500_2999,C21_CFNC_BA_3000_3999,C21_CFNC_BA_4000more,C21_CFNC_BA_Ns,C21_CFNC_BA_Tot,C21_CFNC_BNW_Neg_ni_inc,C21_CFNC_BNW_1_149,C21_CFNC_BNW_150_399,C21_CFNC_BNW_400_649,C21_CFNC_BNW_650_799,C21_CFNC_BNW_800_1249,C21_CFNC_BNW_1250_1999,C21_CFNC_BNW_2000_2499,C21_CFNC_BNW_2500_2999,C21_CFNC_BNW_3000_3999,C21_CFNC_BNW_4000more,C21_CFNC_BNW_Ns,C21_CFNC_BNW_Tot,C21_CFNC_LFns_Neg_ni_inc,C21_CFNC_LFns_1_149,C21_CFNC_LFns_150_399,C21_CFNC_LFns_400_649,C21_CFNC_LFns_650_799,C21_CFNC_LFns_800_1249,C21_CFNC_LFns_1250_1999,C21_CFNC_LFns_2000_2499,C21_CFNC_LFns_2500_2999,C21_CFNC_LFns_3000_3999,C21_CFNC_LFns_4000more,C21_CFNC_LFns_Ns,C21_CFNC_LFns_Tot,C21_CFNC_Tot_Neg_ni_inc,C21_CFNC_Tot_1_149,C21_CFNC_Tot_150_399,C21_CFNC_Tot_400_649,C21_CFNC_Tot_650_799,C21_CFNC_Tot_800_1249,C21_CFNC_Tot_1250_1999,C21_CFNC_Tot_2000_2499,C21_CFNC_Tot_2500_2999,C21_CFNC_Tot_3000_3999,C21_CFNC_Tot_4000more,C21_CFNC_Tot_Ns,C21_CFNC_Tot_Tot,C21_CF_BFT_Neg_ni_inc,C21_CF_BFT_1_149,C21_CF_BFT_150_399,C21_CF_BFT_400_649,C21_CF_BFT_650_799,C21_CF_BFT_800_1249,C21_CF_BFT_1250_1999,C21_CF_BFT_2000_2499,C21_CF_BFT_2500_2999,C21_CF_BFT_3000_3999,C21_CF_BFT_4000more,C21_CF_BFT_Ns,C21_CF_BFT_Tot,C21_CF_BPT_Neg_ni_inc,C21_CF_BPT_1_149,C21_CF_BPT_150_399,C21_CF_BPT_400_649,C21_CF_BPT_650_799,C21_CF_BPT_800_1249,C21_CF_BPT_1250_1999,C21_CF_BPT_2000_2499,C21_CF_BPT_2500_2999,C21_CF_BPT_3000_3999,C21_CF_BPT_4000more,C21_CF_BPT_Ns,C21_CF_BPT_Tot,C21_CF_1F1P_Neg_ni_inc,C21_CF_1F1P_1_149,C21_CF_1F1P_150_399,C21_CF_1F1P_400_649,C21_CF_1F1P_650_799,C21_CF_1F1P_800_1249,C21_CF_1F1P_1250_1999,C21_CF_1F1P_2000_2499,C21_CF_1F1P_2500_2999,C21_CF_1F1P_3000_3999,C21_CF_1F1P_4000more,C21_CF_1F1P_Ns,C21_CF_1F1P_Tot,C21_CF_1E1A_Neg_ni_inc,C21_CF_1E1A_1_149,C21_CF_1E1A_150_399,C21_CF_1E1A_400_649,C21_CF_1E1A_650_799,C21_CF_1E1A_800_1249,C21_CF_1E1A_1250_1999,C21_CF_1E1A_2000_2499,C21_CF_1E1A_2500_2999,C21_CF_1E1A_3000_3999,C21_CF_1E1A_4000more,C21_CF_1E1A_Ns,C21_CF_1E1A_Tot,C21_CF_1F1NW_Neg_ni_inc,C21_CF_1F1NW_1_149,C21_CF_1F1NW_150_399,C21_CF_1F1NW_400_649,C21_CF_1F1NW_650_799,C21_CF_1F1NW_800_1249,C21_CF_1F1NW_1250_1999,C21_CF_1F1NW_2000_2499,C21_CF_1F1NW_2500_2999,C21_CF_1F1NW_3000_3999,C21_CF_1F1NW_4000more,C21_CF_1F1NW_Ns,C21_CF_1F1NW_Tot,C21_CF_1P1NW_Neg_ni_inc,C21_CF_1P1NW_1_149,C21_CF_1P1NW_150_399,C21_CF_1P1NW_400_649,C21_CF_1P1NW_650_799,C21_CF_1P1NW_800_1249,C21_CF_1P1NW_1250_1999,C21_CF_1P1NW_2000_2499,C21_CF_1P1NW_2500_2999,C21_CF_1P1NW_3000_3999,C21_CF_1P1NW_4000more,C21_CF_1P1NW_Ns
113031268,3,0,0,0,0,24,0,0,0,0,5,3,20,22,16,14,4,0,80,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,10,12,10,9,3,0,0,47,0,0,0,4,6,4,4,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,7,4,0,13,33,33,26,5,0,3,4,0,139,0,0,0,0,0,0,0,0,0,0,0,25,26,7,4,0,19,48,56,90,70,56,53,36,29,465,0,0,0,0,0,0,6,33,33,62,55,14,199,0,0,0,0,3,0,8,0,4,5,0,0,21,0,0,0,0,0,7,25,56,39,77,31,3,240,0,0,0,0,0,0,3,12,11,8,8,0,45,0,0,0,0,0,10,21,27,4,4,3,0,69,0,0,0,0,5,3,8,0,0,3,0,0
113031269,13,13,0,3,0,84,0,0,0,0,0,6,116,84,60,35,16,0,320,0,0,0,0,0,4,14,19,3,5,0,4,52,0,0,5,3,8,25,65,26,21,5,9,0,165,0,3,3,16,15,45,41,9,7,0,5,0,146,0,0,0,0,6,5,8,9,0,0,0,0,29,0,0,0,0,0,0,5,0,0,0,4,0,19,21,8,17,53,175,172,141,28,12,18,7,21,677,0,0,0,0,0,0,4,0,0,0,0,100,106,22,9,26,74,210,281,509,335,231,213,124,134,2169,0,0,0,0,0,0,44,91,121,226,230,41,746,0,0,0,0,0,7,24,20,14,14,8,8,93,0,0,0,4,5,11,146,165,142,180,122,28,804,0,0,0,0,0,3,23,31,22,22,10,6,123,0,0,0,0,3,40,89,61,29,23,31,17,295,0,0,0,5,6,25,39,14,3,0,0,4
113031270,3,3,4,0,0,59,0,0,0,0,0,11,69,40,22,31,12,0,193,0,0,0,0,0,5,7,4,0,0,0,3,27,0,0,0,0,4,27,31,27,8,9,9,0,111,0,0,0,8,9,26,23,11,0,7,3,0,91,0,0,0,0,0,0,7,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,5,15,5,4,34,90,70,76,12,10,8,6,7,340,0,0,0,0,0,0,0,0,0,0,0,62,64,15,5,10,46,107,162,281,178,97,106,84,74,1167,0,0,0,0,0,4,14,32,26,51,78,14,226,0,0,0,0,0,0,11,6,0,5,4,3,31,0,0,0,0,0,6,49,52,44,43,38,13,236,0,0,0,0,0,3,9,10,12,14,15,4,64,0,0,0,0,3,18,47,29,7,12,17,3,127,0,0,0,0,3,14,13,5,0,0,0,0
113031271,11,6,4,3,3,90,3,3,3,6,9,34,84,64,38,40,26,0,306,0,0,0,0,0,3,15,8,9,3,5,4,52,0,3,4,4,8,40,63,29,8,13,18,7,191,0,4,3,12,14,37,31,16,7,0,8,0,129,0,0,0,0,0,5,10,0,6,0,0,3,20,0,0,0,0,0,7,4,3,4,3,4,3,33,17,18,5,47,136,134,90,18,8,3,7,17,503,0,0,0,0,3,0,0,0,0,0,0,100,104,22,28,13,70,175,301,397,290,170,183,129,144,1929,0,0,4,0,0,8,55,79,109,172,159,60,643,0,0,3,0,0,3,13,7,9,10,4,10,58,0,0,0,5,4,21,132,141,129,138,74,47,682,0,0,0,0,3,6,23,22,35,26,16,6,135,0,0,0,0,4,25,94,49,28,22,19,15,256,0,0,0,3,4,11,18,9,10,0,6,5
114011272,11,7,13,14,0,100,0,0,0,3,4,4,24,24,24,23,33,0,136,0,0,0,0,0,3,11,6,5,4,8,0,43,0,0,0,0,0,11,24,24,7,14,27,0,116,3,0,0,12,13,33,40,24,6,7,13,3,156,0,0,0,0,4,4,0,6,3,0,0,0,20,0,0,0,0,0,0,4,0,0,0,0,0,8,21,20,17,52,159,214,192,59,26,41,18,29,846,0,0,0,0,3,3,0,0,0,0,0,46,59,23,20,21,77,188,294,353,179,107,141,152,79,1637,0,0,0,0,0,4,13,12,13,61,70,13,172,0,0,0,0,0,0,12,15,18,16,8,3,71,0,0,0,0,0,8,33,35,62,64,75,26,306,0,0,0,0,0,5,7,6,11,12,4,0,45,0,0,0,0,0,3,11,19,8,13,23,8,96,0,0,0,0,3,3,8,6,3,3,0,7
114011273,10,0,5,3,0,29,0,0,0,0,0,0,14,16,8,7,5,0,48,0,0,0,0,0,0,4,0,0,4,0,0,9,0,0,0,0,0,8,11,4,3,3,4,0,39,0,0,0,0,9,18,14,0,4,0,0,0,55,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,12,11,3,29,63,108,56,12,7,10,0,7,322,0,0,0,0,0,0,6,0,0,0,0,17,27,12,12,3,33,75,148,122,59,32,46,37,30,597,0,0,0,0,0,0,6,8,11,22,23,5,70,0,0,0,0,0,0,5,4,0,0,0,0,14,0,0,0,0,0,0,13,13,14,28,10,5,81,0,0,0,0,0,0,3,8,3,7,3,0,21,0,0,0,0,0,0,12,9,7,4,4,3,43,0,0,0,0,0,6,0,3,5,0,0,0
114011274,4,9,0,6,0,44,0,0,0,0,0,3,35,17,7,5,10,0,85,0,0,0,0,0,0,8,5,0,4,3,0,23,0,0,0,0,0,14,19,5,8,0,4,0,50,0,0,3,3,3,27,16,6,4,0,0,0,60,0,0,0,0,0,0,8,0,0,3,0,0,13,0,0,0,0,0,0,5,0,0,0,0,0,8,20,8,3,26,120,95,80,15,6,6,13,10,397,0,0,0,0,0,0,6,0,0,0,0,29,39,20,8,10,40,133,157,194,78,47,45,44,35,802,0,0,0,0,0,0,4,9,15,19,22,4,72,0,0,0,0,0,0,9,5,0,3,3,5,26,0,0,0,0,0,4,32,26,22,24,18,3,140,0,0,0,0,0,0,11,10,3,9,0,3,41,0,0,0,0,0,5,18,9,0,6,4,0,47,0,0,0,0,0,4,15,0,0,0,0,4
114011275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114011276,8,3,0,0,0,38,0,0,0,0,0,0,14,18,11,12,14,0,76,0,0,0,0,0,0,8,7,6,3,5,0,31,0,0,0,3,0,5,7,12,6,8,12,0,57,0,0,0,4,0,27,14,10,5,5,11,0,71,0,0,0,0,4,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,5,9,8,6,21,78,104,79,34,13,6,14,9,391,0,0,0,0,0,0,0,0,0,0,0,26,28,9,8,11,25,81,141,159,95,69,58,78,36,781,0,0,0,0,0,0,7,8,13,33,34,3,95,0,0,0,0,0,0,12,7,6,4,0,0,27,0,0,0,0,0,5,17,20,23,37,31,3,134,0,0,0,0,0,0,3,0,3,9,9,0,31,0,0,0,0,0,0,9,14,6,10,10,4,55,0,0,0,0,0,3,6,3,0,0,3,3
114011277,10,9,12,10,0,80,0,0,0,0,0,13,72,60,37,46,22,0,249,0,0,0,0,0,0,19,12,11,5,9,0,56,0,0,0,0,3,22,60,27,8,12,12,3,150,0,0,0,5,23,44,46,23,5,0,4,3,163,0,0,0,6,3,12,6,3,0,0,0,0,31,0,0,0,0,0,0,3,0,0,4,0,0,8,31,12,13,78,223,253,195,34,14,11,7,21,899,0,0,0,0,0,3,0,0,0,0,0,69,82,31,12,17,98,272,352,450,225,146,158,96,106,1963,0,0,0,0,0,0,22,50,53,85,113,13,335,0,0,0,0,3,3,40,17,12,19,7,0,99,0,0,0,0,0,15,110,93,92,99,77,16,500,0,0,0,0,0,5,28,18,16,27,15,3,117,0,0,0,3,0,13,78,56,28,18,21,8,224,0,0,0,0,8,17,34,9,11,0,5,6
114011278,12,6,3,4,4,86,0,0,0,0,0,13,120,71,43,27,10,5,295,0,0,0,3,0,6,14,15,7,6,4,0,57,0,0,0,5,8,29,60,21,6,11,12,3,149,0,0,4,8,16,36,31,9,6,0,4,0,113,0,0,0,0,3,12,7,0,0,4,0,0,25,0,0,0,0,0,4,3,5,0,3,0,0,11,32,10,22,62,280,245,182,30,8,4,5,31,910,0,0,0,0,3,5,5,0,0,0,0,82,95,33,14,25,85,327,360,505,243,143,143,73,125,2083,0,0,0,0,0,3,37,89,93,130,87,24,456,0,0,0,3,3,10,45,22,16,5,8,5,113,0,0,0,0,5,17,135,164,89,115,52,15,592,0,0,0,0,0,0,28,17,26,32,15,4,118,0,0,0,0,3,46,135,52,31,13,24,6,310,0,0,6,4,12,24,43,13,7,4,4,9
114011279,12,7,4,0,0,91,0,0,0,0,0,9,63,45,21,25,3,3,180,0,0,0,0,0,4,16,8,6,4,5,0,44,0,0,0,4,5,28,54,17,8,4,7,0,132,0,0,9,17,18,51,38,7,3,0,0,0,142,0,0,0,4,0,9,10,3,4,0,0,0,33,0,0,0,0,0,3,6,4,0,0,5,3,18,48,16,20,106,435,350,226,36,9,9,11,45,1292,0,0,0,0,7,3,0,0,0,0,0,82,97,55,16,24,131,470,489,475,185,101,103,55,136,2233,0,0,0,0,0,0,26,36,34,62,43,12,216,0,0,0,0,0,9,35,16,6,14,0,7,88,4,0,0,0,5,3,101,88,67,52,14,18,351,0,0,0,0,0,4,28,13,13,9,9,4,74,0,0,0,0,3,22,96,44,8,9,6,10,202,0,0,0,5,11,9,32,9,6,0,0,6
114011280,0,6,4,4,0,34,0,0,0,0,0,4,20,15,4,10,3,0,58,0,0,0,0,0,0,7,0,0,0,0,0,16,0,0,0,6,3,12,10,3,4,0,3,0,45,0,0,3,5,7,16,17,7,0,0,6,5,57,0,0,0,0,3,3,4,0,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,10,17,11,4,41,165,123,92,14,0,4,4,12,488,0,0,0,0,3,0,0,0,0,0,0,26,38,18,14,9,54,185,173,170,51,26,21,24,46,798,0,0,0,0,0,0,10,10,4,15,15,5,55,0,0,0,0,0,10,9,4,0,3,0,3,27,0,0,0,0,3,6,21,21,12,13,5,0,87,0,0,0,0,0,0,6,0,3,0,0,0,17,0,0,0,0,0,6,13,11,0,0,6,0,38,0,0,0,0,0,10,7,0,6,0,0,5
114011281,0,0,0,5,0,36,0,0,0,0,0,5,24,17,7,8,4,0,60,0,0,0,0,0,3,0,3,4,6,0,0,17,0,0,0,0,3,4,14,6,3,0,3,0,47,0,0,0,3,0,20,9,5,0,3,0,0,45,0,0,0,0,0,5,8,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,9,7,10,16,66,42,47,3,11,6,5,7,210,0,0,0,0,0,0,0,0,0,0,0,17,25,9,4,5,22,77,79,129,65,38,42,19,29,522,0,0,0,0,0,0,8,10,13,25,36,11,101,0,0,0,0,0,7,4,5,5,6,4,0,30,0,0,0,0,0,0,30,27,18,37,26,8,150,0,0,0,0,0,0,4,4,0,6,8,0,31,0,0,0,0,0,0,16,8,3,0,3,0,36,0,0,0,0,0,0,8,7,3,3,0,3
114011282,23,13,6,7,0,154,0,0,0,0,0,19,90,50,26,11,20,0,223,0,0,0,0,0,0,10,10,5,8,9,0,42,0,0,0,5,4,28,24,21,12,13,9,0,120,5,0,14,25,24,59,52,20,9,8,10,0,215,0,0,0,4,0,12,8,0,0,0,0,0,40,0,0,0,0,0,0,3,5,4,0,0,0,15,54,27,21,127,344,389,304,70,36,19,23,35,1448,0,0,0,3,20,7,3,0,0,0,0,76,106,58,30,35,169,405,552,590,250,143,103,117,121,2570,0,0,0,0,0,4,19,37,39,73,50,9,239,0,0,0,6,0,12,47,27,13,13,5,11,131,0,0,0,0,0,16,117,119,82,88,35,26,477,0,0,0,0,0,5,23,22,20,18,19,0,107,0,0,0,0,3,16,60,31,13,7,18,11,167,0,0,0,5,4,15,32,12,11,3,0,0
114011283,5,4,0,5,0,52,0,0,0,0,0,4,21,12,15,12,10,0,78,0,0,0,3,0,0,4,10,4,3,0,0,25,0,0,4,3,0,12,17,8,4,3,7,5,71,0,0,8,7,13,30,20,7,0,0,3,0,98,0,0,5,4,6,9,4,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,28,17,9,50,132,133,103,19,4,15,7,4,523,0,0,0,0,4,0,4,0,0,0,0,31,40,33,18,22,69,160,208,220,84,45,50,53,45,992,0,0,0,0,0,3,6,15,10,16,21,9,79,0,0,0,0,0,7,12,8,3,4,5,0,37,0,0,0,0,3,3,40,27,28,22,17,7,143,0,0,0,0,0,0,4,9,0,0,4,6,23,0,0,0,0,0,12,22,9,3,7,3,5,58,0,0,0,0,0,3,17,8,3,0,4,4
114021284,19,16,7,18,0,100,0,0,0,0,0,7,36,38,28,33,46,4,200,0,0,0,0,0,0,6,7,5,0,9,0,32,0,0,0,0,0,9,23,25,8,14,53,0,129,0,0,4,7,12,29,54,24,19,10,28,4,193,0,0,0,0,0,5,13,3,0,5,8,0,31,0,0,0,0,0,0,6,0,0,0,6,6,10,36,25,14,65,171,263,304,106,62,68,53,28,1189,3,0,0,0,7,3,3,0,0,0,0,64,81,33,25,17,81,191,335,473,249,164,182,308,107,2165,0,0,0,0,0,0,8,22,20,63,154,19,292,0,0,0,0,0,3,12,11,17,15,24,0,90,0,0,0,0,0,6,38,34,57,101,177,17,426,0,0,0,0,0,6,3,3,8,11,24,8,65,0,0,0,0,0,14,20,27,13,23,74,12,190,0,0,0,0,6,11,10,6,5,0,16,3
114021285,10,3,0,0,0,32,0,0,0,0,0,6,35,27,26,7,4,0,101,0,0,0,0,0,0,14,6,5,8,4,0,34,0,0,0,0,0,14,19,15,5,0,5,3,61,0,0,0,3,3,15,11,7,6,0,0,0,42,0,0,0,0,0,0,7,0,0,0,0,0,15,0,0,0,0,0,5,3,4,0,0,0,4,10,12,0,0,16,60,53,46,7,3,0,0,3,201,0,0,0,0,0,0,0,0,0,0,0,22,28,12,0,0,18,68,105,152,98,75,63,28,32,663,0,0,0,0,0,4,7,20,36,59,63,10,203,0,0,0,0,0,8,14,11,8,9,4,5,54,0,0,0,0,0,5,45,56,44,58,32,16,261,0,0,0,0,0,0,15,14,9,16,10,7,75,0,0,0,0,0,12,42,28,18,21,13,0,131,0,0,0,3,0,9,20,4,4,0,4,3
114021286,15,13,10,9,0,89,0,0,0,0,0,5,44,31,32,27,27,4,174,0,0,0,0,0,0,8,9,5,7,0,0,34,0,0,0,0,0,13,30,24,15,18,21,0,112,0,4,9,7,4,34,25,12,3,9,0,0,113,0,0,0,5,0,5,11,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,6,15,18,12,42,107,145,111,25,18,8,6,13,520,0,0,0,0,0,0,0,0,0,0,0,39,39,22,15,19,59,118,220,293,153,115,132,123,58,1325,0,0,0,0,0,0,22,39,38,82,103,12,293,0,0,0,0,0,0,28,11,13,4,8,6,74,0,0,0,0,0,4,55,73,84,105,66,11,398,0,0,0,0,0,0,10,12,12,24,17,0,78,0,0,0,0,0,10,43,31,25,21,33,7,166,0,0,0,0,0,14,16,14,5,3,4,0
114021287,10,3,8,8,0,66,0,0,0,0,0,4,32,33,36,24,22,0,148,0,0,0,0,0,0,8,6,4,4,5,5,37,0,0,0,3,4,17,42,15,4,14,11,0,119,0,0,7,9,7,40,24,9,3,5,10,0,111,0,0,0,0,3,6,6,5,0,4,0,0,23,0,0,0,0,0,0,3,0,0,0,0,0,4,20,7,11,38,100,131,117,23,19,14,22,11,510,0,0,0,0,0,5,5,0,4,4,0,41,56,25,15,18,50,119,209,291,159,99,121,112,66,1277,0,0,0,0,0,6,16,33,40,68,107,11,279,0,0,0,0,0,0,15,15,10,9,11,3,71,0,0,0,0,0,8,62,66,68,68,71,13,346,0,0,0,0,0,0,21,20,8,23,12,6,84,0,0,0,0,0,7,39,29,16,12,22,12,140,0,0,0,4,3,11,8,10,0,0,3,4
114021288,9,11,4,5,0,48,0,0,5,0,0,3,14,16,5,7,19,0,69,0,0,0,0,0,0,0,0,5,0,6,0,14,0,0,0,0,0,10,8,7,9,8,13,0,46,0,0,0,5,0,11,15,9,0,3,15,0,62,0,0,0,0,0,0,4,0,0,0,4,0,12,0,0,0,0,0,0,0,3,0,0,3,0,7,5,6,3,12,35,47,47,15,9,5,8,9,201,0,0,0,0,0,0,0,0,0,0,0,19,22,11,8,8,23,42,80,117,56,50,49,101,32,564,0,0,0,0,0,0,6,6,11,23,42,12,102,0,0,0,0,0,0,13,0,0,6,3,4,28,0,0,0,0,0,0,16,13,36,29,32,6,135,0,0,0,0,0,0,3,6,0,0,7,0,17,0,0,0,3,0,0,17,4,6,4,4,0,42,0,0,0,0,0,0,4,0,0,0,3,4
114021289,14,7,8,12,0,73,0,0,0,0,0,3,36,22,26,30,27,3,142,0,0,0,0,0,4,6,0,5,0,8,0,25,0,0,0,0,3,7,16,12,5,6,27,4,86,0,3,0,10,11,19,29,10,3,4,13,0,111,0,0,0,0,0,0,3,0,4,0,0,0,16,0,0,0,0,0,4,4,3,0,0,0,0,13,23,10,13,36,101,136,97,36,16,12,13,8,508,0,0,0,4,0,0,0,0,0,0,0,34,38,23,22,23,56,118,192,236,122,77,91,142,56,1151,3,0,0,0,0,6,9,14,12,39,52,11,150,0,0,0,0,0,6,11,14,0,9,18,0,55,0,0,0,0,0,4,42,35,38,48,58,10,238,0,0,0,0,0,0,15,7,4,11,15,8,51,0,0,0,0,0,5,25,10,3,16,22,7,89,0,0,0,4,0,0,9,5,3,0,0,5
115011290,17,7,13,4,0,73,0,0,0,0,0,3,36,36,44,50,44,0,208,0,0,0,6,0,0,23,16,23,19,9,3,98,0,0,0,0,5,8,46,38,22,21,22,6,161,0,0,3,13,9,21,38,22,4,9,3,0,121,0,0,0,4,0,10,20,8,0,0,0,4,48,0,0,0,0,0,3,5,4,0,0,0,0,23,103,28,21,85,141,203,153,46,17,11,3,21,831,0,0,0,0,0,0,0,0,0,0,0,67,78,103,32,27,103,167,264,346,226,176,265,248,105,2072,0,0,0,0,0,0,16,47,98,295,697,34,1179,0,0,0,0,0,8,51,20,25,42,27,0,177,0,0,0,0,0,9,64,99,134,239,322,16,887,0,0,0,0,0,3,46,44,43,75,108,7,330,0,0,0,0,4,31,118,165,60,122,164,6,675,5,0,3,5,5,21,67,27,14,23,18,8
115011291,17,11,14,12,0,102,0,0,0,0,0,0,22,23,37,39,59,0,189,0,0,0,0,0,3,14,16,15,12,8,6,74,0,0,0,0,0,14,46,44,21,22,49,0,194,0,0,4,17,15,42,56,33,8,17,8,4,202,0,0,8,0,0,13,13,4,3,3,4,0,46,0,0,0,0,0,0,3,0,3,3,4,0,11,105,34,25,78,155,184,190,50,21,13,9,12,880,0,0,0,0,0,0,0,0,0,0,0,57,60,108,38,31,102,170,272,384,205,160,212,304,81,2067,0,0,0,0,0,3,10,31,65,203,772,33,1119,0,0,0,0,0,4,26,29,24,32,48,7,165,0,0,0,0,0,5,43,71,97,187,402,23,821,0,0,0,0,0,9,26,24,33,65,115,12,279,0,0,0,0,0,13,66,90,35,109,216,19,561,0,0,5,3,3,15,38,19,15,26,33,5
115011294,3,0,4,10,0,32,0,0,0,0,0,0,3,9,9,11,16,0,55,0,0,0,0,0,0,3,6,4,3,4,0,24,0,0,0,0,0,3,18,11,0,9,14,0,49,0,0,0,0,0,13,19,10,0,5,8,0,52,0,0,0,0,0,3,6,3,0,5,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,4,20,7,0,30,51,122,89,37,13,14,17,8,405,0,0,0,0,0,0,0,0,0,0,0,18,20,14,11,0,24,52,145,147,87,43,76,95,28,731,0,0,0,0,0,0,6,9,10,46,189,10,263,0,0,0,0,0,0,0,7,4,7,18,0,32,0,0,0,0,0,0,12,12,20,55,166,9,287,0,0,0,0,0,0,4,0,6,17,30,3,65,0,0,0,0,0,0,6,14,8,15,70,8,130,0,0,0,4,0,8,10,9,5,5,10,0
115011296,5,18,9,13,0,53,0,0,0,0,0,0,12,12,20,25,34,0,104,0,0,0,0,0,0,6,10,3,10,9,0,39,0,0,0,0,4,3,32,20,15,13,53,5,134,0,0,3,5,6,15,35,14,16,13,20,0,132,0,0,0,4,0,3,4,7,3,0,0,3,21,0,0,0,0,0,4,0,0,5,4,0,0,16,58,29,16,43,63,118,134,49,24,29,20,10,595,0,0,0,5,4,0,0,0,0,0,0,25,33,66,29,18,60,75,146,238,121,111,127,233,44,1267,0,0,0,0,0,0,4,20,20,65,490,28,635,0,0,0,0,0,3,17,11,17,21,33,0,109,0,0,0,0,0,3,11,27,27,79,304,16,472,0,0,0,0,0,0,9,14,19,35,71,8,151,0,0,0,0,0,9,35,38,28,61,181,18,361,0,0,0,5,4,12,13,10,13,20,26,8
