SA2_CODE_2021,Ot_ty_Ed_Ins_Ft_st_C11_P,Ot_ty_Ed_Ins_Ft_st_C16_M,Ot_ty_Ed_Ins_Ft_st_C16_F,Ot_ty_Ed_Ins_Ft_st_C16_P,Ot_ty_Ed_Ins_Ft_st_C21_M,Ot_ty_Ed_Ins_Ft_st_C21_F,Ot_ty_Ed_Ins_Ft_st_C21_P,Ot_ty_Ed_Ins_Pt_st_C11_M,Ot_ty_Ed_Ins_Pt_st_C11_F,Ot_ty_Ed_Ins_Pt_st_C11_P,Ot_ty_Ed_Ins_Pt_st_C16_M,Ot_ty_Ed_Ins_Pt_st_C16_F,Ot_ty_Ed_Ins_Pt_st_C16_P,Ot_ty_Ed_Ins_Pt_st_C21_M,Ot_ty_Ed_Ins_Pt_st_C21_F,Ot_ty_Ed_Ins_Pt_st_C21_P,O_t_E_I_F_P_s_s_ns_C11_M,O_t_E_I_F_P_s_s_ns_C11_F,O_t_E_I_F_P_s_s_ns_C11_P,O_t_E_I_F_P_s_s_ns_C16_M,O_t_E_I_F_P_s_s_ns_C16_F,O_t_E_I_F_P_s_s_ns_C16_P,O_t_E_I_F_P_s_s_ns_C21_M,O_t_E_I_F_P_s_s_ns_C21_F,O_t_E_I_F_P_s_s_ns_C21_P,Oth_ty_Edu_Ins_Tot_C11_M,Oth_ty_Edu_Ins_Tot_C11_F,Oth_ty_Edu_Ins_Tot_C11_P,Oth_ty_Edu_Ins_Tot_C16_M,Oth_ty_Edu_Ins_Tot_C16_F,Oth_ty_Edu_Ins_Tot_C16_P,Oth_ty_Edu_Ins_Tot_C21_M,Oth_ty_Edu_Ins_Tot_C21_F,Oth_ty_Edu_Ins_Tot_C21_P,Type_Educ_Insti_ns_C11_M,Type_Educ_Insti_ns_C11_F,Type_Educ_Insti_ns_C11_P,Type_Educ_Insti_ns_C16_M,Type_Educ_Insti_ns_C16_F,Type_Educ_Insti_ns_C16_P,Type_Educ_Insti_ns_C21_M,Type_Educ_Insti_ns_C21_F,Type_Educ_Insti_ns_C21_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P,Tot_C21_M,Tot_C21_F,Tot_C21_P
101021007,9,6,0,4,13,0,15,5,9,7,7,11,17,3,9,12,0,0,0,0,0,0,0,0,0,11,8,17,7,13,23,14,9,25,136,139,279,239,246,488,186,176,367,459,453,903,565,593,1155,590,573,1162
101021008,0,10,5,15,11,16,21,13,25,35,14,33,47,18,28,45,0,0,0,0,0,0,0,0,0,11,20,39,22,44,59,24,46,71,298,282,575,268,303,574,258,262,521,1257,1361,2617,1203,1234,2436,1245,1215,2462
101021009,20,7,13,21,35,30,66,20,42,59,21,45,64,46,62,110,0,0,0,0,0,0,0,0,0,34,47,81,29,56,86,84,85,170,499,345,847,444,400,846,300,294,597,1419,1343,2755,1401,1467,2866,1514,1510,3026
101021010,3,9,9,13,12,10,21,15,24,36,14,18,33,15,22,42,0,0,0,0,0,0,0,0,0,15,21,40,20,29,49,31,32,58,181,149,332,154,139,295,136,98,234,682,650,1327,646,638,1283,697,658,1355
101021012,17,11,14,23,12,11,25,14,46,62,19,40,64,18,38,58,0,0,0,3,0,5,0,0,0,21,51,73,34,56,91,32,48,80,251,227,473,290,262,560,199,200,399,2061,2119,4184,2209,2182,4397,2051,2039,4087
101021610,0,0,0,0,13,10,21,0,0,0,3,0,3,28,30,62,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,43,37,83,0,0,0,62,68,123,109,108,215,0,0,0,258,284,534,1052,1042,2093
101021611,12,10,8,17,12,8,22,27,49,76,20,46,66,38,54,95,0,0,0,0,4,6,0,0,0,36,56,85,22,58,80,45,71,119,475,407,878,814,746,1566,483,409,894,2274,2306,4580,2679,2656,5334,2510,2537,5048
101031013,0,4,5,9,3,6,7,0,7,8,0,4,5,0,4,5,0,0,0,0,0,0,0,0,0,0,7,8,10,7,15,4,10,11,63,58,123,97,106,204,105,122,221,296,318,610,288,327,610,320,357,674
101031014,6,6,6,14,6,15,21,7,11,20,3,17,25,7,18,28,0,0,0,0,0,0,0,0,0,7,19,20,11,26,34,15,28,46,324,204,523,508,332,845,407,184,593,991,962,1947,1118,995,2114,1055,877,1928
101031015,0,3,5,3,4,3,8,4,17,21,0,4,4,6,6,14,0,0,0,0,0,0,0,0,0,4,16,20,3,7,9,9,13,21,121,68,191,165,175,335,172,150,321,468,427,892,487,491,974,501,466,967
101031016,24,7,13,21,5,9,15,7,20,22,13,22,34,11,15,31,0,0,0,0,3,3,5,0,3,19,29,49,20,37,57,16,27,44,546,413,961,384,303,688,312,273,585,1281,1143,2421,1153,1068,2214,1226,1245,2472
101041017,7,0,0,0,6,0,11,8,23,31,8,16,26,12,23,37,0,0,0,0,3,3,0,0,0,7,30,35,7,19,28,18,27,48,324,310,634,381,378,760,300,298,602,926,1017,1944,974,1035,2005,991,1128,2125
101041018,14,3,6,11,4,4,8,11,32,38,9,22,31,6,14,25,0,5,0,0,3,0,0,0,0,12,35,53,16,33,48,9,18,31,368,358,721,407,436,839,344,303,647,1078,1165,2246,1043,1156,2204,1034,1066,2098
101041019,3,3,4,6,10,10,22,12,13,25,10,20,32,9,21,31,0,0,0,0,0,0,0,0,0,14,18,33,16,28,36,20,37,55,237,281,523,417,414,831,297,329,624,1045,1207,2249,1195,1275,2463,1158,1293,2455
101041020,8,6,5,6,12,11,16,9,24,28,3,18,21,9,12,22,0,0,0,0,0,0,0,0,0,9,24,36,9,21,28,17,22,37,310,273,585,384,357,737,390,329,720,1263,1336,2596,1157,1227,2387,1217,1237,2449
101041021,3,0,5,5,0,4,3,5,11,14,0,9,11,7,9,13,0,0,0,0,0,0,0,0,0,5,9,15,0,15,16,4,11,18,105,117,226,133,130,265,98,123,223,387,415,803,448,446,891,432,514,952
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,9,0,5,7,9,14,3,4,5,5,3,8
101041023,0,0,0,3,0,6,7,3,13,14,0,7,11,4,7,10,0,0,0,0,0,0,0,0,0,6,13,14,3,13,14,3,13,16,91,108,198,148,170,316,174,157,331,390,414,799,403,434,837,463,440,899
101041024,3,0,0,4,0,6,6,5,15,18,4,10,14,4,7,7,0,0,0,0,0,0,0,0,0,7,12,22,9,8,19,4,14,11,130,99,229,130,136,271,177,176,355,438,444,883,416,427,835,443,456,899
101041025,5,4,6,5,6,7,18,5,29,35,8,24,27,11,22,33,0,0,0,0,0,0,0,3,3,9,34,42,10,29,36,16,33,52,260,334,595,415,499,913,300,318,622,1071,1220,2292,1248,1371,2619,1209,1333,2539
101041026,10,3,4,7,3,0,3,10,19,29,6,19,30,9,21,31,3,0,3,0,0,0,0,0,0,18,23,38,6,25,31,13,22,34,179,195,367,334,343,682,388,369,757,906,979,1887,935,1013,1946,1068,1011,2078
101041027,5,4,5,10,3,5,4,10,24,38,3,12,15,8,16,25,3,0,3,0,0,0,0,0,0,18,32,47,14,18,26,9,22,26,332,306,635,420,444,863,375,423,799,1064,984,2047,1070,1047,2112,1085,1115,2197
101051539,20,16,17,30,26,29,61,44,49,96,26,71,95,36,60,101,0,0,5,0,0,0,0,0,0,55,57,120,40,84,126,69,95,157,1177,686,1868,1402,913,2305,1161,684,1848,3491,3030,6524,3679,3275,6952,3728,3406,7129
101051540,21,23,3,21,23,11,32,3,21,31,13,28,46,23,22,38,0,0,0,0,0,0,0,0,0,16,35,53,32,35,68,42,29,71,389,347,737,610,561,1170,603,547,1152,1619,1617,3240,1832,1817,3651,1927,1882,3809
101061541,16,7,12,20,10,10,18,8,10,13,10,14,19,6,20,29,0,0,0,0,0,0,0,0,0,8,16,25,14,22,39,16,36,48,219,217,434,257,345,606,183,138,320,896,971,1870,970,1129,2098,959,982,1931
101061542,11,10,9,9,7,7,11,15,28,47,13,27,42,19,42,61,0,0,0,0,0,0,0,0,0,17,36,58,15,37,54,29,44,74,277,305,582,417,380,800,370,341,708,1534,1622,3159,1765,1876,3644,1942,2082,4023
101061543,6,7,8,10,8,11,22,10,15,25,11,23,33,4,16,23,0,0,0,0,0,0,0,0,0,15,17,30,13,25,45,18,29,45,341,390,734,405,436,841,367,369,739,1455,1589,3046,1514,1670,3189,1511,1669,3184
101061544,5,0,0,9,3,8,12,7,7,15,3,10,9,0,11,9,0,0,0,0,0,3,0,0,0,7,13,16,6,16,20,6,15,23,225,248,472,298,311,609,356,330,686,979,991,1974,962,1046,2005,1063,1045,2108
102011028,11,0,4,8,4,4,3,13,34,44,16,24,41,8,25,35,0,0,0,0,0,0,0,0,0,23,40,56,19,25,47,12,32,45,215,203,416,197,175,370,130,120,249,1201,1209,2406,1196,1199,2396,1191,1218,2410
102011029,0,3,10,15,0,6,7,12,28,43,10,29,37,12,20,32,0,0,0,0,3,3,0,0,0,12,32,45,19,37,56,11,27,43,335,279,612,250,298,546,209,221,427,1504,1502,3006,1410,1521,2931,1417,1455,2869
102011030,11,4,6,10,8,3,9,4,15,16,8,12,20,0,20,14,0,0,0,4,0,3,0,0,0,9,18,25,17,23,31,5,18,24,209,151,361,255,229,485,212,192,410,677,683,1359,684,740,1416,619,698,1323
102011031,20,8,10,13,11,11,24,14,41,57,15,40,57,15,36,48,0,0,0,0,0,0,0,0,0,29,53,82,25,46,77,25,45,70,404,485,885,374,526,903,393,632,1029,1860,2131,3992,1822,2049,3876,1993,2320,4314
102011032,27,20,18,38,26,29,51,32,70,103,42,55,95,41,63,109,3,0,0,0,0,0,0,0,0,46,89,132,57,73,126,65,95,157,764,859,1617,672,751,1420,610,612,1216,2485,2820,5307,2585,2804,5386,2811,3054,5869
102011033,13,7,14,20,3,7,11,14,22,33,16,22,39,10,11,25,0,0,0,0,0,0,0,0,0,18,28,45,21,39,61,14,16,33,174,169,350,265,160,418,110,98,209,1121,1157,2281,1122,1098,2215,1062,1030,2090
102011034,9,10,4,14,5,4,8,5,28,35,10,22,30,13,19,29,0,0,0,0,0,0,0,0,0,6,37,45,14,29,38,13,27,41,184,232,419,137,179,318,145,223,361,964,1061,2026,898,1012,1902,983,1123,2105
102011035,14,7,3,14,5,8,13,5,21,26,11,24,38,8,22,32,0,0,0,0,0,0,0,0,0,12,23,40,18,30,50,12,32,45,166,158,323,148,153,303,89,92,181,985,1045,2027,951,1012,1964,997,1069,2068
102011036,7,0,5,5,9,14,25,14,28,41,10,26,36,16,22,42,0,0,0,0,0,0,0,0,0,18,31,47,9,29,40,30,37,65,217,215,433,169,143,314,107,115,222,1351,1316,2664,1245,1230,2473,1222,1289,2508
102011037,5,4,4,11,4,5,6,5,22,26,6,16,26,7,11,22,0,0,0,0,0,0,0,0,0,11,29,35,8,24,32,12,16,31,245,256,506,130,127,256,113,144,258,926,990,1915,809,884,1690,858,942,1794
102011038,4,3,4,6,3,4,7,11,18,29,8,22,23,4,19,19,0,0,0,0,0,0,0,0,0,11,27,37,8,25,30,12,19,29,139,180,317,178,173,349,135,143,271,876,988,1864,921,1005,1923,969,1003,1977
102011039,16,9,8,18,5,9,16,19,32,54,26,46,69,24,32,54,0,4,5,0,3,3,0,0,0,35,36,68,31,54,87,30,42,70,442,453,897,298,344,644,346,327,670,1894,1955,3850,1914,1944,3854,2213,2255,4470
102011040,24,22,21,39,11,21,29,31,75,106,31,60,90,49,58,107,0,4,4,0,0,0,0,0,4,41,95,131,46,80,129,60,74,141,856,989,1846,824,966,1791,730,815,1537,2958,3281,6242,2938,3253,6194,3119,3305,6426
102011041,8,12,8,16,6,10,18,12,51,61,7,24,35,15,28,45,0,0,0,0,0,5,0,0,0,17,53,69,22,31,54,27,33,59,267,235,507,251,234,484,185,199,384,1426,1478,2896,1508,1539,3052,1629,1724,3358
102011042,27,7,16,23,13,13,20,27,32,56,17,37,56,24,34,55,0,0,0,0,0,3,0,0,3,42,44,87,24,61,80,33,47,78,527,531,1056,500,571,1072,411,463,869,1701,1774,3472,1711,1907,3614,1704,1834,3534
102011043,14,7,10,13,3,13,21,20,42,68,20,32,52,20,22,43,0,0,0,0,0,0,0,0,3,35,47,82,26,45,70,33,37,61,309,356,661,387,444,829,277,319,592,1574,1686,3254,1605,1778,3380,1635,1664,3300
102021044,18,11,23,33,15,11,20,36,61,90,25,56,78,34,44,70,0,4,5,0,0,0,0,0,0,41,72,114,38,78,107,47,51,99,583,729,1315,677,859,1534,649,847,1501,2849,3182,6030,3051,3299,6345,3290,3523,6811
102021045,13,7,17,30,7,13,20,17,33,46,13,41,60,19,21,38,0,0,0,0,0,0,0,0,0,18,40,57,28,65,88,20,39,61,360,385,744,287,317,599,261,264,527,1761,1844,3601,1644,1814,3456,1620,1749,3367
102021046,4,3,7,11,5,3,12,11,25,32,12,20,32,15,21,33,0,0,0,0,0,0,0,0,0,16,25,40,15,27,40,20,24,47,286,281,562,311,343,648,312,303,616,1141,1228,2364,1197,1252,2449,1285,1295,2578
102021047,14,5,17,21,18,22,37,15,59,76,24,50,77,19,36,54,0,0,0,0,0,0,0,0,0,24,71,92,35,64,102,40,58,93,376,400,780,333,370,704,266,294,560,2234,2402,4637,2125,2325,4447,2113,2296,4406
102021048,26,10,28,35,19,24,44,18,52,70,23,85,111,31,51,86,0,0,0,0,3,5,0,0,0,33,64,93,33,120,157,48,78,128,677,774,1455,896,1018,1910,784,893,1676,2812,3037,5850,3100,3387,6485,3038,3257,6291
102021049,0,6,6,7,7,0,5,0,12,12,7,11,13,4,12,13,0,0,0,0,0,0,0,0,0,0,12,12,10,18,21,6,10,14,108,106,212,152,141,297,88,71,157,458,518,975,545,571,1121,509,529,1035
102021050,10,7,11,16,3,12,13,11,22,34,5,23,30,7,19,30,0,0,0,0,0,0,0,0,0,13,29,43,17,36,49,13,30,46,277,332,607,351,395,747,295,333,629,1256,1394,2649,1315,1421,2734,1240,1336,2577
102021051,9,4,3,10,12,6,10,8,13,21,3,10,10,7,18,29,0,0,0,0,0,0,0,0,0,10,17,24,12,14,25,15,25,39,115,113,229,111,111,225,108,87,194,776,837,1612,759,764,1524,768,735,1502
102021052,6,3,7,6,7,4,8,7,13,24,3,16,23,12,14,22,0,0,0,0,0,0,0,0,0,11,16,27,11,25,31,18,11,34,133,127,259,128,132,260,165,159,321,716,746,1459,725,744,1471,802,877,1679
102021053,16,9,10,20,15,9,25,21,36,57,19,29,46,27,31,64,0,0,0,0,0,0,0,4,4,29,47,75,23,43,69,40,44,91,713,728,1439,620,708,1328,528,566,1089,1927,2036,3966,1904,2071,3972,1878,2055,3937
102021054,12,7,7,8,3,5,9,9,29,43,7,23,31,11,21,37,4,0,4,0,0,0,0,0,0,11,37,54,13,20,36,19,26,51,322,350,671,439,507,949,319,318,642,1102,1212,2314,1255,1373,2626,1235,1274,2513
102021055,6,14,12,26,3,12,13,8,15,19,5,18,29,10,17,28,0,0,0,0,0,4,0,0,0,11,19,30,20,38,51,11,26,38,171,142,312,200,177,372,106,101,208,810,873,1677,866,883,1748,760,846,1606
102021056,3,8,11,17,17,20,36,15,32,50,25,54,80,30,52,80,3,0,3,0,0,0,0,0,0,21,37,60,35,64,96,43,73,116,394,411,797,378,405,775,490,578,1069,2052,2156,4211,2470,2633,5096,3218,3629,6846
102021057,20,9,21,27,16,15,28,13,25,33,14,22,41,5,22,35,0,6,6,0,0,0,0,0,0,14,39,59,23,42,65,21,41,58,330,345,674,319,353,676,348,352,699,1217,1289,2506,1221,1389,2608,1283,1415,2702
103011059,4,7,11,20,8,9,17,8,30,33,6,27,29,13,28,48,0,0,0,0,0,0,0,0,3,8,35,39,17,34,49,26,39,62,308,298,606,383,360,749,304,303,607,1534,1572,3100,1927,1917,3839,2008,2050,4058
103011060,11,3,9,10,6,4,6,11,12,27,3,12,17,3,12,18,0,0,0,0,0,0,0,0,0,16,19,39,3,19,28,9,16,25,373,184,550,628,316,946,434,201,635,1185,1007,2192,1335,1115,2446,1147,952,2100
103011061,3,0,0,0,9,3,6,3,6,10,8,10,16,0,9,12,0,0,0,0,0,0,0,0,0,3,7,14,7,12,14,7,8,16,255,143,395,400,265,662,399,284,678,684,585,1269,794,683,1476,771,705,1474
103011612,6,11,11,14,16,11,19,7,21,29,16,19,41,17,18,31,0,0,0,0,0,0,0,0,0,8,25,34,25,33,59,36,25,56,910,416,1328,1093,597,1690,1051,278,1331,2341,1906,4249,2328,1938,4270,2046,1485,3529
103011613,6,6,4,12,4,8,8,13,31,40,21,42,63,16,40,55,0,0,3,0,0,0,0,3,3,17,32,47,28,44,75,22,49,69,375,426,804,336,407,738,296,333,631,2033,2153,4184,2013,2258,4272,2147,2326,4468
103021062,0,0,4,4,5,0,5,5,10,10,0,16,16,0,6,7,0,0,0,0,0,0,0,0,0,3,8,16,0,22,20,4,6,13,255,236,485,429,401,834,368,394,763,902,950,1851,1014,1047,2063,984,1058,2044
103021063,5,5,9,12,7,5,8,9,20,25,13,18,23,6,8,20,0,0,0,0,0,0,0,0,0,8,21,29,14,26,38,14,15,31,452,432,887,403,435,835,347,336,686,1360,1397,2750,1203,1342,2552,1241,1271,2517
103021064,4,4,0,7,8,5,10,6,12,15,4,13,10,8,10,11,0,0,0,0,0,0,0,0,0,6,14,22,6,10,17,12,8,21,156,131,287,257,235,500,296,288,586,709,720,1430,769,793,1564,755,827,1581
103021065,6,0,3,3,9,5,17,10,21,27,0,14,23,13,24,36,0,0,0,0,0,0,0,5,5,10,21,35,7,24,28,15,31,55,310,334,641,510,480,989,484,447,929,1381,1409,2790,1525,1600,3123,1461,1583,3041
103021066,0,0,0,4,0,0,0,0,6,9,0,6,7,0,9,9,0,0,0,0,0,0,0,0,0,0,6,9,0,10,15,0,8,8,120,94,215,180,208,392,135,135,264,466,495,961,487,532,1022,441,489,925
103021067,4,0,3,3,4,11,19,3,13,20,6,30,32,12,13,21,0,3,3,0,0,0,0,0,0,12,16,27,6,33,39,17,19,45,472,480,955,499,581,1076,372,355,728,1670,1764,3435,1659,1851,3512,1552,1601,3149
103021068,9,5,0,0,0,0,4,3,4,9,4,9,13,0,4,8,0,0,0,0,0,0,0,0,0,6,14,19,7,11,19,8,5,11,153,139,299,188,201,387,184,162,342,509,540,1050,491,576,1068,516,485,1002
103021069,6,0,3,3,0,0,5,5,12,15,3,14,13,5,6,14,0,0,0,0,0,4,0,0,0,3,13,21,3,18,25,5,7,16,147,138,288,366,378,737,262,246,509,750,856,1605,918,1006,1927,776,835,1615
103031070,5,3,7,15,8,6,14,17,24,34,19,26,43,11,18,27,0,0,0,0,0,0,0,0,4,16,30,41,28,36,61,16,26,42,781,456,1231,990,636,1627,731,382,1114,1948,1611,3559,2120,1813,3939,1854,1570,3427
103031071,0,0,5,5,4,5,12,9,24,29,7,14,18,6,8,11,0,0,0,0,0,4,0,0,0,7,23,32,10,17,27,12,13,27,308,289,594,573,537,1119,352,332,683,1130,1150,2283,1314,1355,2671,1143,1195,2340
103031072,5,0,9,5,10,10,21,7,29,34,12,16,30,27,41,66,0,0,0,0,0,0,0,0,0,16,28,50,16,21,35,35,51,85,462,384,845,533,569,1101,348,360,710,1584,1574,3155,1717,1832,3548,1746,1885,3632
103031073,5,3,11,11,0,8,8,3,11,13,0,10,7,0,7,10,0,0,0,0,0,0,0,0,0,6,10,23,4,14,20,0,11,15,113,80,195,242,218,459,183,171,355,429,418,853,531,509,1036,455,453,904
103031074,16,4,3,9,7,9,13,7,17,26,12,16,24,9,33,42,0,0,0,0,0,0,0,0,0,14,24,39,16,20,36,13,37,53,489,378,871,711,648,1362,552,490,1040,1463,1421,2883,1693,1673,3369,1716,1689,3410
103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041076,3,0,3,3,0,3,4,3,13,21,3,12,15,11,18,28,0,0,0,0,0,0,0,0,0,3,21,26,4,16,21,9,25,30,249,237,488,301,276,576,249,245,498,992,1108,2103,1088,1178,2268,1091,1185,2281
103041077,18,12,12,17,11,19,30,19,39,63,18,49,68,28,41,62,3,0,4,0,3,3,0,0,0,30,52,85,21,63,89,35,62,101,796,769,1569,813,867,1681,637,655,1289,2862,2962,5827,2754,2981,5735,2755,2846,5600
103041078,18,14,8,25,18,21,41,31,42,67,34,51,82,25,52,74,0,0,0,0,0,0,0,0,0,40,47,86,50,61,113,47,74,119,541,518,1056,575,568,1145,541,549,1088,2624,2841,5469,3128,3225,6361,3645,3888,7528
103041079,3,0,7,9,3,4,7,15,21,35,8,21,29,9,32,42,0,0,0,0,0,0,0,0,0,19,26,47,6,29,36,11,36,46,254,242,497,503,482,992,402,406,806,1571,1642,3212,1845,1967,3813,1850,1851,3705
104011080,21,15,16,30,17,10,26,19,43,68,16,33,51,28,40,67,0,0,3,0,0,4,0,0,0,32,58,89,35,54,85,40,55,96,804,652,1464,906,737,1647,662,675,1336,2681,2664,5344,2807,2676,5485,2652,2761,5414
104011081,17,17,13,34,12,11,25,17,34,49,10,24,37,15,23,39,0,0,0,0,0,0,0,0,4,34,36,69,26,41,69,25,39,63,491,391,879,793,689,1483,1590,739,2325,2068,2128,4189,2133,2224,4352,2978,2208,5182
104011082,12,0,9,13,7,9,18,22,37,59,12,28,40,14,39,48,0,5,5,0,0,0,0,0,0,31,45,76,13,37,49,17,47,66,439,515,958,678,700,1378,581,541,1123,1887,2108,3990,1958,2034,3994,1943,2064,4011
104021083,8,0,8,8,8,6,11,4,14,23,4,12,20,7,14,24,0,0,0,0,0,0,0,5,0,7,18,26,4,16,24,15,25,36,120,121,240,220,257,474,260,259,523,856,942,1790,875,1009,1877,954,1075,2030
104021084,26,19,11,31,19,17,38,21,50,69,27,49,78,27,42,69,0,0,0,0,0,0,0,3,7,26,67,94,48,67,111,47,68,110,547,650,1198,699,727,1428,574,628,1201,2254,2574,4834,2518,2738,5254,2500,2790,5292
104021085,22,17,16,32,4,11,15,21,40,59,16,30,44,16,41,57,0,0,0,0,0,0,0,0,0,28,53,84,28,49,76,24,50,74,383,455,843,510,655,1170,491,595,1087,1360,1554,2915,1434,1805,3240,1621,1939,3562
104021086,8,0,7,12,0,0,5,3,3,8,4,16,18,0,3,8,0,0,0,0,0,0,0,0,0,3,12,17,7,24,28,5,3,9,116,84,197,180,160,337,148,146,293,549,580,1126,556,629,1191,582,597,1179
104021087,3,0,0,0,0,0,5,10,11,14,0,4,11,0,6,12,0,0,0,0,3,0,0,0,0,5,11,20,0,11,17,7,6,15,120,105,221,175,159,339,164,155,326,462,465,927,442,450,889,428,403,827
104021088,12,0,3,9,4,9,13,7,16,22,14,30,46,9,25,37,0,0,0,0,0,0,0,0,0,12,19,32,16,32,51,15,39,53,210,184,395,239,275,514,178,181,359,1155,1215,2364,1196,1359,2555,1395,1523,2921
104021089,32,12,27,36,14,15,36,21,58,84,26,51,79,23,52,79,0,0,0,0,3,3,4,0,4,31,86,114,37,77,120,46,68,113,520,529,1046,606,634,1243,556,541,1096,2736,2973,5711,2735,2924,5659,2709,2882,5585
104021090,0,0,0,0,0,4,4,0,14,17,6,16,19,6,7,8,0,0,0,0,0,0,0,0,0,3,14,19,6,15,19,6,8,12,131,127,256,179,184,365,166,185,349,570,625,1203,561,628,1190,574,648,1220
104021091,15,17,11,22,10,17,28,13,36,48,13,40,53,17,24,41,0,0,0,0,4,4,0,0,4,24,39,62,35,52,85,28,48,78,381,348,733,518,543,1061,396,400,796,1592,1671,3261,1741,1823,3565,1823,1944,3772
105011092,4,3,0,0,10,0,11,3,8,7,0,9,9,0,13,9,0,0,0,0,0,0,0,0,0,12,12,19,3,4,11,7,9,21,313,285,599,375,325,701,306,312,615,695,714,1408,734,731,1458,629,625,1255
105011093,0,8,0,7,0,0,4,0,11,15,3,14,12,0,10,8,0,0,0,0,5,4,0,0,0,0,11,17,9,17,24,7,10,13,239,212,450,319,272,592,321,305,625,721,688,1407,753,767,1516,691,717,1410
105011094,0,0,0,0,0,0,0,6,7,13,3,3,3,3,4,4,0,0,0,0,0,0,0,0,0,6,9,15,7,3,8,5,4,8,197,175,377,338,342,683,249,282,531,584,665,1240,666,729,1399,603,652,1252
105011095,0,0,0,0,0,0,7,3,9,14,0,3,4,0,5,3,0,0,0,0,0,0,0,0,0,4,11,14,0,6,6,3,7,10,228,215,446,293,309,608,237,240,473,735,782,1515,733,840,1567,655,752,1404
105011096,7,3,6,4,0,0,0,5,9,14,4,9,7,0,10,10,0,0,0,0,0,0,0,0,0,9,10,23,5,11,22,0,10,14,443,328,766,469,423,888,684,711,1391,1026,970,1992,1013,1015,2026,1024,1156,2182
105021097,24,6,12,21,11,15,23,22,47,68,24,46,67,20,39,55,0,4,4,0,0,8,0,0,5,33,64,95,37,61,97,30,54,82,898,930,1831,823,809,1633,779,811,1591,2637,2794,5429,2372,2548,4914,2337,2581,4914
105021098,3,5,3,12,5,5,5,0,4,5,0,3,7,0,7,10,0,0,0,0,0,0,0,0,0,6,8,10,10,9,20,0,10,13,143,63,212,232,184,414,215,214,428,368,348,715,404,385,792,373,389,760
105031099,8,0,3,8,5,0,7,8,18,27,4,16,19,7,10,17,0,5,6,0,5,7,0,0,0,13,23,35,7,23,24,12,8,30,368,306,672,431,448,877,561,573,1129,1267,1220,2482,1148,1246,2391,1237,1311,2552
105031100,14,3,13,18,10,9,18,10,28,45,15,21,39,18,22,45,0,0,0,0,0,0,0,0,3,16,40,60,22,34,51,29,32,59,377,378,754,402,430,834,492,493,990,1622,1735,3358,1543,1666,3209,1645,1780,3433
105031101,9,13,16,29,27,26,52,16,36,48,20,43,64,33,54,89,5,0,5,0,5,5,0,0,0,22,49,63,31,62,92,61,78,142,490,493,979,578,611,1193,738,751,1490,2161,2456,4620,2369,2635,5006,2832,3203,6029
105031102,5,4,5,7,20,12,30,6,21,25,11,14,34,29,19,49,0,0,3,0,0,0,0,0,4,11,22,35,20,21,42,49,35,82,251,252,501,358,392,749,474,452,928,1162,1158,2325,1377,1431,2814,1658,1710,3369
105031103,10,3,0,3,11,4,16,7,17,26,3,19,17,7,11,11,0,0,0,0,0,0,0,0,0,16,19,32,3,15,25,15,18,30,207,176,386,292,269,563,295,259,555,807,808,1616,928,894,1829,988,942,1931
105031104,4,5,0,0,0,0,0,6,9,13,4,4,8,5,4,7,0,0,0,0,0,0,0,0,0,3,10,12,6,4,13,3,4,11,165,176,345,217,212,438,263,250,513,591,682,1276,616,636,1246,632,674,1313
105031105,7,3,3,4,9,6,12,5,19,24,0,8,11,4,5,7,0,0,0,0,6,6,0,0,0,12,21,31,4,9,13,12,10,20,206,247,454,365,362,724,445,437,876,937,1012,1951,1024,1041,2069,1089,1093,2188
105031106,0,10,8,11,0,7,7,6,23,27,3,9,14,3,14,17,0,0,0,0,0,0,0,0,0,8,21,30,8,15,25,4,22,30,736,355,1092,1087,600,1689,1184,480,1659,1601,1227,2824,1837,1409,3250,1964,1292,3252
106011107,5,7,8,9,15,12,28,15,24,35,3,22,25,24,33,52,0,0,0,0,0,0,0,0,0,17,19,36,13,28,38,38,44,82,257,259,515,365,352,718,246,261,510,1365,1354,2722,1521,1599,3123,1802,1987,3792
106011108,28,13,15,28,22,22,44,28,44,73,19,72,88,22,39,60,3,3,8,5,4,6,0,0,0,49,62,111,30,90,120,39,69,104,1305,803,2107,1540,829,2367,2066,634,2700,3348,2921,6275,3610,3139,6750,4380,3213,7592
106011109,5,3,3,7,15,9,21,14,11,26,4,22,28,9,20,29,0,0,0,0,0,0,0,0,0,16,17,29,9,29,35,24,30,51,208,216,431,480,468,948,290,210,497,1005,1067,2076,1251,1316,2571,1303,1281,2573
