SA2_CODE_2021,C21_OD_H_f_so_FH_Tot,C21_OD_H_f_so_LP_H,C21_OD_H_f_so_GH,C21_OD_H_f_so_OH,C21_OD_H_f_so_Tot,C21_OD_Tot_FH_CF_no_ch,C21_OD_Tot_FH_CF_w_ch,C21_OD_Tot_FH_One_PFam,C21_OD_Tot_FH_oth_fa,C21_OD_Tot_FH_Tot,C21_OD_Tot_LP_H,C21_OD_Tot_GH,C21_OD_Tot_OH,C21_OD_Tot_Tot,C21_DS_ns_FH_CF_no_ch,C21_DS_ns_FH_CF_w_ch,C21_DS_ns_FH_One_PFam,C21_DS_ns_FH_oth_fa,C21_DS_ns_FH_Tot,C21_DS_ns_LP_H,C21_DS_ns_GH,C21_DS_ns_OH,C21_DS_NS_Tot,C21_Tot_FH_CF_no_ch,C21_Tot_FH_CF_w_ch,C21_Tot_FH_One_PFam,C21_Tot_FH_oth_fa,C21_Tot_FH_Tot,C21_Tot_LP_H,C21_Tot_GH,C21_Tot_OH,C21_Tot_Tot
101021007,5,7,0,5,15,6,9,0,0,19,15,0,17,51,0,0,0,0,5,5,0,7,14,653,386,118,9,1160,529,34,230,1950
101021008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,756,1015,438,40,2251,755,69,194,3271
101021009,9,7,0,5,17,10,0,0,0,11,10,0,8,23,0,5,0,0,3,0,0,3,19,1091,1032,496,71,2688,2059,167,265,5182
101021010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,505,502,217,32,1263,924,95,105,2376
101021012,5,0,0,3,9,0,0,0,0,5,0,0,3,9,0,0,0,0,0,3,0,0,3,1043,1973,470,27,3513,728,70,139,4443
101021610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,1110,148,6,1740,167,18,62,1990
101021611,3,0,0,0,3,3,5,3,0,11,6,0,16,30,5,0,0,0,6,3,0,4,16,1863,2257,394,35,4557,760,62,286,5664
101031013,0,0,0,0,0,0,0,0,0,4,4,0,4,11,3,4,0,0,10,3,0,5,17,334,200,81,5,620,343,27,112,1093
101031014,7,10,0,4,19,4,4,0,0,13,13,0,13,37,0,0,0,0,0,3,0,8,12,781,611,296,21,1702,944,88,203,2938
101031015,4,0,0,0,7,4,0,0,0,4,9,0,6,14,0,0,0,0,3,3,0,9,13,474,354,83,9,921,340,14,193,1471
101031016,0,0,0,0,5,7,0,3,0,5,10,0,45,62,9,3,0,0,16,17,6,91,126,789,781,221,13,1805,704,227,840,3579
101041017,4,0,0,0,0,12,0,3,0,18,38,8,23,92,3,0,0,0,9,4,0,5,17,1158,624,418,32,2233,1129,103,302,3770
101041018,0,0,0,5,4,12,0,3,0,12,15,4,30,65,3,0,0,0,3,6,0,5,15,1412,653,405,24,2495,1123,78,366,4063
101041019,3,0,0,0,3,9,3,3,0,19,21,0,38,75,3,3,0,0,10,7,0,0,13,1086,809,428,23,2346,1114,102,233,3796
101041020,3,4,0,4,12,22,8,0,0,28,26,3,18,75,3,0,0,0,3,0,0,0,3,1385,908,329,22,2642,965,88,331,4029
101041021,3,0,0,0,5,20,4,3,0,28,36,4,18,89,0,0,0,0,3,3,0,4,8,539,345,140,16,1039,444,34,159,1672
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,10,0,0,3,14
101041023,0,0,0,0,0,18,3,6,0,31,29,3,31,95,0,4,0,0,4,3,3,4,13,455,239,159,15,871,465,37,142,1516
101041024,4,0,0,0,4,13,3,0,0,17,3,0,33,60,0,0,0,0,0,9,0,3,10,535,282,123,10,951,341,36,205,1530
101041025,0,0,0,0,7,6,0,0,0,8,11,0,78,98,17,4,4,0,27,13,0,10,49,1811,941,378,27,3158,1580,122,370,5230
101041026,3,4,0,3,10,14,3,4,0,22,23,0,56,100,0,0,0,0,0,9,0,3,11,1400,650,323,27,2404,1094,90,381,3966
101041027,6,0,0,0,9,37,3,3,0,44,109,0,50,204,5,7,0,0,9,8,0,7,25,1658,666,348,17,2691,1397,111,448,4651
101051539,22,19,4,3,47,16,9,3,6,28,39,0,27,100,3,4,0,0,6,16,0,10,30,2479,2340,1215,90,6125,3099,261,512,9995
101051540,4,4,0,5,5,0,4,4,0,6,19,0,17,43,0,3,3,0,7,5,0,0,14,1848,1427,387,27,3688,1280,82,560,5618
101061541,0,0,0,0,0,0,0,0,0,3,0,0,7,14,0,0,0,0,0,12,0,9,22,694,781,288,22,1790,692,41,151,2675
101061542,3,0,0,0,6,3,0,4,0,9,8,0,6,21,7,9,0,0,19,13,0,0,35,1407,1703,305,24,3441,677,61,283,4458
101061543,5,3,0,0,8,7,3,0,0,4,6,0,12,23,3,3,0,0,11,7,0,3,14,1161,1057,531,50,2798,1306,102,255,4461
101061544,5,7,0,3,19,11,5,0,0,11,28,0,8,46,4,3,0,0,8,4,0,4,17,1004,711,249,22,1992,931,66,325,3312
102011028,4,6,4,0,7,0,0,3,0,4,0,4,0,8,0,0,0,0,0,0,0,0,0,749,995,306,14,2066,417,46,153,2677
102011029,8,3,0,0,5,35,4,7,0,43,83,8,8,145,0,0,0,0,0,0,0,0,7,1435,1333,354,29,3150,995,78,237,4457
102011030,0,0,0,0,6,4,4,0,0,8,16,0,8,39,5,3,0,0,18,8,0,0,28,499,512,152,17,1179,407,52,174,1817
102011031,3,0,0,0,4,8,0,0,0,5,3,0,0,10,5,0,0,0,5,4,0,0,10,1636,1627,551,34,3849,1668,92,199,5804
102011032,0,9,0,0,7,0,0,0,0,0,8,0,0,10,7,0,0,0,12,31,3,3,48,2242,1938,1176,101,5450,3355,413,512,9730
102011033,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,4,6,0,0,8,509,930,277,13,1736,316,42,54,2145
102011034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,815,834,334,15,2004,952,43,175,3175
102011035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,663,956,339,13,1963,480,65,50,2561
102011036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,704,1133,361,19,2222,519,61,61,2862
102011037,0,0,0,0,0,0,0,0,0,0,4,3,0,7,0,0,0,0,0,4,0,0,6,680,795,273,25,1772,674,70,74,2589
102011038,0,0,0,0,0,3,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,834,878,266,13,1995,627,55,80,2760
102011039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,8,1661,1828,567,29,4083,1186,170,328,5769
102011040,10,10,0,7,30,33,17,33,0,85,165,16,43,308,9,4,5,0,10,34,0,3,53,2828,2238,1389,112,6567,3350,355,637,10904
102011041,4,0,0,0,7,3,0,0,0,4,0,0,0,7,7,0,0,0,6,0,0,0,9,1084,1426,349,21,2883,680,86,124,3776
102011042,8,6,0,0,18,16,12,13,3,35,56,0,10,104,0,0,0,0,6,6,0,0,9,1542,1288,835,81,3743,2140,214,281,6380
102011043,0,4,0,0,4,4,0,0,0,4,19,0,18,43,0,0,0,0,0,3,0,0,3,1107,1220,612,44,2985,1212,121,181,4502
102021044,0,3,0,0,4,3,0,0,0,5,3,0,9,16,0,0,0,0,0,9,0,0,6,2159,2541,1271,79,6055,2091,201,371,8717
102021045,4,0,0,0,8,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,5,907,1216,823,57,2999,765,142,142,4052
102021046,11,0,0,3,16,31,3,5,0,39,51,6,17,119,3,0,0,0,3,3,0,0,3,1085,871,557,35,2549,1267,117,225,4157
102021047,3,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,9,1599,1987,756,44,4382,1195,130,174,5885
102021048,0,0,0,0,0,4,0,5,0,10,28,3,16,62,0,0,0,0,0,0,0,3,5,2100,1965,1501,114,5673,2572,306,535,9095
102021049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,465,86,3,895,121,17,60,1101
102021050,0,0,0,0,6,9,0,8,0,14,13,0,4,36,0,0,0,0,0,3,0,0,8,1524,941,541,34,3051,1480,126,238,4886
102021051,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,6,0,0,5,490,639,203,19,1349,316,50,50,1763
102021052,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,8,818,688,322,23,1851,571,55,97,2574
102021053,19,10,3,3,27,22,11,18,0,48,79,13,46,181,3,6,0,0,9,15,0,4,27,1794,1240,955,79,4062,2644,262,471,7447
102021054,0,0,0,0,0,8,0,6,0,10,20,0,10,44,3,0,0,0,9,5,0,0,8,1091,857,537,48,2523,1483,138,252,4401
102021055,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,10,448,645,307,16,1418,395,51,70,1928
102021056,0,0,0,0,0,0,0,0,0,0,4,0,0,4,6,4,0,0,15,5,0,0,17,1500,2668,994,52,5215,963,145,226,6550
102021057,3,0,0,0,3,0,0,5,0,5,6,4,9,20,0,0,0,0,0,0,0,5,3,830,809,621,44,2311,1020,151,238,3724
103011059,0,0,0,0,0,0,4,0,0,5,7,0,11,19,5,0,0,0,3,0,0,0,4,1178,1438,625,35,3273,827,98,190,4396
103011060,0,0,0,0,0,5,3,0,0,3,0,0,0,9,3,6,0,0,8,8,0,7,22,824,797,178,15,1814,508,50,186,2556
103011061,0,0,0,0,0,0,0,0,0,7,6,0,9,18,0,0,0,0,0,3,0,0,7,592,391,204,6,1203,549,44,281,2074
103011612,8,5,0,0,18,9,3,0,0,14,11,0,34,54,6,0,0,0,5,7,0,4,18,1026,632,521,65,2240,1893,242,315,4684
103011613,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,3,10,1439,1654,720,53,3867,1215,151,224,5460
103021062,3,5,0,3,4,0,3,0,0,3,8,0,18,28,8,8,0,0,18,3,0,6,21,652,612,236,32,1530,720,39,333,2620
103021063,3,5,0,8,11,0,0,4,0,6,15,0,28,49,0,3,0,0,5,4,0,0,8,1067,803,459,46,2373,1301,85,259,4013
103021064,0,0,0,0,4,0,3,0,0,6,3,0,5,19,5,0,0,0,5,0,0,0,7,756,520,203,25,1500,616,72,256,2446
103021065,4,14,3,3,22,6,0,0,0,15,28,3,29,68,4,3,0,0,3,4,0,9,17,1158,904,445,34,2539,1185,83,404,4214
103021066,5,0,0,0,3,4,0,0,0,6,3,0,4,8,0,0,0,0,0,4,0,0,3,505,309,128,23,963,514,28,111,1609
103021067,8,0,0,5,12,3,3,3,0,7,12,0,20,44,3,4,0,4,15,12,0,5,35,1125,1057,535,35,2762,1279,106,328,4479
103021068,3,5,0,0,3,3,0,0,0,3,6,0,15,19,0,3,0,0,6,4,0,0,10,342,301,146,7,798,371,28,152,1348
103021069,5,3,0,0,11,4,5,4,0,13,14,0,43,69,3,7,3,0,14,18,0,17,52,662,548,202,17,1428,675,38,305,2445
103031070,17,0,0,3,20,8,4,0,0,13,8,0,8,32,0,3,0,0,8,7,0,9,13,1285,1019,676,56,3038,1963,147,303,5458
103031071,12,13,0,0,26,9,8,3,0,13,23,0,8,45,6,0,0,0,9,3,0,3,20,1028,857,328,30,2243,869,56,317,3484
103031072,6,5,0,5,14,7,5,0,0,14,48,4,59,131,0,3,4,0,8,3,0,4,16,1322,1353,546,46,3267,1306,163,323,5051
103031073,6,0,0,0,8,4,0,0,0,4,4,0,4,20,0,0,0,0,3,7,0,0,3,450,247,156,9,863,563,36,170,1629
103031074,7,3,0,3,15,7,0,0,0,8,19,0,24,58,0,0,0,0,7,4,0,0,10,1303,1174,349,32,2855,1035,87,444,4424
103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041076,8,0,0,0,13,3,4,0,0,10,4,0,11,19,3,3,0,0,8,0,0,3,11,835,838,300,39,2014,708,46,206,2977
103041077,7,11,0,5,29,3,6,3,0,16,19,0,8,45,4,8,0,0,15,13,6,6,33,1837,1648,973,97,4556,2756,265,582,8157
103041078,8,4,0,0,12,0,0,0,0,8,12,0,7,26,3,0,0,0,9,6,3,3,19,2163,2825,942,65,5994,1804,238,373,8412
103041079,121,37,4,15,181,55,58,16,3,124,44,4,30,208,0,0,0,0,5,4,0,0,11,1418,1466,320,19,3222,889,47,299,4453
104011080,45,18,3,7,80,30,16,8,0,56,65,5,41,175,0,6,3,0,10,16,0,0,28,1995,1568,1197,102,4861,2508,253,511,8137
104011081,38,13,0,4,53,49,21,0,5,79,65,5,74,220,7,4,3,0,14,17,0,9,39,2152,1483,598,64,4296,1356,204,523,6377
104011082,17,15,0,9,41,86,9,9,3,106,156,8,321,587,13,0,7,0,18,11,0,34,69,2750,1397,710,68,4924,2124,233,865,8140
104021083,3,0,0,0,3,7,0,0,0,3,6,0,11,23,0,0,0,0,7,3,0,3,11,636,600,317,21,1577,595,98,204,2470
104021084,4,0,0,0,4,33,5,10,0,50,105,9,75,233,7,7,0,0,15,16,0,14,45,1894,1570,1053,68,4582,2280,293,477,7629
104021085,0,0,0,0,3,3,0,0,0,4,10,0,49,60,4,0,0,0,5,10,0,5,27,1148,886,568,45,2639,1488,166,377,4675
104021086,0,0,0,0,0,11,6,3,0,19,21,0,4,42,0,0,0,0,0,0,0,0,0,462,470,130,7,1069,227,37,104,1437
104021087,4,0,0,0,8,7,4,4,0,13,14,0,12,38,0,0,0,0,0,0,0,3,8,459,244,126,5,845,489,45,147,1517
104021088,3,0,0,0,9,16,5,0,0,19,24,0,30,76,4,3,4,0,14,8,0,7,24,1335,1187,382,25,2935,645,83,170,3835
104021089,0,5,0,0,12,48,10,0,0,54,97,6,53,211,6,0,0,0,12,8,0,8,31,2230,2015,1045,75,5372,2111,232,424,8135
104021090,0,0,0,0,0,22,7,3,0,34,37,0,102,175,3,0,0,0,6,5,0,6,17,665,393,235,14,1316,578,79,268,2236
104021091,0,0,0,0,0,38,3,3,3,49,39,12,187,282,10,4,3,0,18,15,3,9,41,1691,1408,638,49,3794,1352,221,492,5859
105011092,0,0,0,3,4,3,0,0,0,3,4,4,49,57,0,5,4,0,16,13,0,27,58,262,274,176,24,739,383,29,308,1459
105011093,3,5,0,3,8,3,0,0,0,4,12,0,47,60,3,0,0,0,7,4,0,9,15,383,369,150,21,923,481,33,370,1813
105011094,0,0,0,0,3,0,0,0,0,0,0,0,25,27,0,0,0,0,3,8,0,0,14,354,308,213,16,891,427,48,249,1607
105011095,4,0,0,0,7,6,3,0,0,4,9,0,19,31,6,6,0,0,17,15,0,4,35,490,441,178,30,1141,563,34,199,1942
105011096,9,4,0,0,13,54,16,13,0,90,134,18,170,406,21,10,12,0,40,50,3,44,134,478,319,223,25,1041,658,62,800,2568
105021097,0,0,0,0,5,0,0,0,0,3,4,0,70,80,10,4,0,0,9,14,0,12,40,1897,1407,1037,92,4429,2713,162,718,8021
105021098,0,0,0,0,0,3,0,0,0,7,10,0,61,70,16,23,4,0,40,53,5,53,151,203,158,109,5,476,285,16,315,1093
105031099,7,3,0,0,9,7,0,3,0,10,11,0,47,65,5,11,4,0,21,12,0,9,37,893,632,312,35,1870,939,73,531,3409
105031100,3,0,0,0,3,4,0,0,0,4,4,0,5,15,0,0,0,0,0,3,0,11,14,1006,1073,503,50,2627,921,118,315,3978
105031101,4,10,5,8,29,5,0,0,0,9,15,3,13,39,0,3,0,0,4,9,7,16,39,1856,2006,898,77,4832,2226,290,589,7933
105031102,8,0,0,0,8,6,5,0,0,13,5,0,30,53,0,0,0,0,0,12,0,4,19,937,1048,512,50,2549,900,123,341,3907
105031103,0,0,0,0,0,0,0,0,0,4,0,0,5,8,0,4,4,0,11,4,0,5,18,638,729,160,10,1541,324,33,198,2093
105031104,6,0,0,0,7,4,0,0,0,10,13,0,38,60,0,0,0,0,0,0,0,3,11,510,371,206,17,1110,483,34,213,1836
105031105,3,0,0,0,9,0,0,0,0,4,5,0,19,31,4,3,0,0,12,3,0,6,15,636,595,281,33,1540,656,54,299,2549
105031106,17,8,0,0,28,7,3,0,0,18,22,0,22,65,5,0,0,0,13,0,0,11,20,819,649,407,45,1915,931,90,366,3307
106011107,0,0,0,0,0,4,0,0,0,4,3,0,3,12,0,5,0,0,6,5,0,0,15,1358,1656,505,28,3540,798,82,210,4628
106011108,5,9,0,0,17,5,0,0,0,14,29,0,18,58,7,3,0,0,10,10,0,4,22,2017,2031,1547,94,5686,2357,221,410,8679
106011109,0,0,0,0,0,0,0,0,0,0,3,0,0,5,6,3,0,0,4,0,0,0,9,985,1069,373,23,2445,594,69,201,3312
106011110,6,4,0,0,11,15,3,4,0,17,12,0,9,47,3,6,4,0,11,3,0,0,21,1198,1106,335,24,2662,865,51,208,3788
106011111,0,0,0,0,7,0,0,0,0,0,7,0,4,10,0,6,0,0,3,8,3,0,15,1890,2249,1260,94,5494,1831,198,312,7833
106011112,3,0,0,3,11,13,0,5,0,22,52,5,43,121,4,3,0,0,6,0,0,0,12,1563,1982,743,62,4345,1524,148,336,6356
106011113,0,0,0,0,3,0,0,3,0,3,10,5,6,20,0,0,0,0,4,0,0,3,9,555,688,143,16,1398,303,31,183,1918
106021114,18,25,0,0,40,30,5,8,3,52,149,7,7,210,0,8,0,0,8,9,0,0,17,791,1025,417,51,2285,768,82,100,3232
106021116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,842,1246,317,14,2415,485,43,83,3029
106021614,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,5,1755,2054,922,77,4808,1834,194,235,7067
106021615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,1637,2233,850,53,4782,1212,144,186,6317
106021616,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,3,0,0,7,0,0,0,7,771,807,500,46,2133,797,89,143,3161
106021617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,1152,1055,564,41,2811,1200,76,127,4214
106021618,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,4,0,0,9,1565,2300,583,45,4502,685,147,105,5433
106031119,4,5,0,6,12,16,0,0,0,24,11,0,19,63,11,0,0,0,6,12,0,6,24,929,632,244,15,1816,641,62,177,2696
106031120,3,4,0,0,12,0,0,8,0,11,6,0,10,29,0,0,0,0,0,0,0,0,0,948,587,362,22,1922,759,91,140,2908
106031121,3,5,0,0,11,48,6,0,0,57,44,3,29,130,16,3,4,0,20,27,0,3,59,3410,1825,919,62,6216,2746,214,488,9667
106031122,10,6,0,4,18,35,8,21,3,71,114,15,76,284,0,0,0,0,0,6,0,0,8,1293,1366,1008,67,3735,1623,182,346,5879
106031123,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,3,597,830,137,8,1575,206,24,53,1857
106031124,3,8,0,3,14,4,4,0,0,6,16,0,9,27,0,0,0,0,6,7,0,9,20,1324,291,162,18,1799,747,61,214,2817
106031125,0,0,0,0,0,15,4,9,0,23,54,8,27,108,3,0,0,0,3,0,0,0,6,1590,1863,610,34,4092,973,89,215,5371
106041126,0,0,0,0,3,5,0,0,0,13,11,0,16,35,3,3,0,0,3,12,0,10,22,1125,1258,641,43,3066,1345,135,371,4915
106041127,4,0,0,0,10,5,0,3,0,8,3,0,9,21,3,0,0,0,7,9,0,0,12,456,450,140,13,1061,364,33,120,1578
106041128,0,0,0,0,5,3,0,0,0,3,7,4,0,13,0,0,0,0,4,0,0,0,5,656,674,252,21,1594,678,75,124,2479
106041129,4,3,0,4,4,23,0,3,0,20,34,0,13,64,4,0,0,0,7,4,0,3,19,1066,830,253,14,2164,903,78,280,3427
107011131,0,0,0,0,7,0,0,0,0,0,0,0,0,4,3,0,3,0,3,8,0,0,15,2549,2719,1325,96,6694,2239,198,299,9430
107011132,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,1053,1817,476,18,3362,471,58,72,3968
107011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107011134,7,4,0,0,17,0,0,5,0,7,4,0,0,17,0,0,0,0,6,0,0,0,5,1463,2022,630,48,4168,1093,102,144,5509
107011545,4,0,0,0,10,0,4,0,0,4,0,0,0,10,0,0,0,0,4,0,0,0,3,1177,1501,882,64,3619,1333,174,236,5373
107011546,3,3,0,0,13,0,0,0,3,3,5,0,0,14,0,0,0,0,5,0,0,3,8,819,905,637,45,2404,1275,103,241,4036
107011547,0,0,0,0,0,19,0,3,0,30,50,0,18,91,0,0,0,0,0,3,0,3,5,464,405,185,34,1083,695,43,133,1958
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107031136,0,0,0,0,4,0,0,0,0,0,0,0,0,4,5,0,0,0,11,6,0,0,12,1814,2705,797,56,5374,932,100,116,6526
107031137,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,5,721,682,415,37,1855,644,77,102,2668
107031138,15,4,0,4,26,11,6,0,0,22,9,0,17,51,3,0,0,0,3,5,0,4,10,1326,868,287,34,2510,975,69,169,3734
107031139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734,787,187,6,1715,359,28,89,2189
107031140,7,3,0,5,10,4,0,4,0,11,13,0,12,32,3,0,0,0,6,9,0,5,12,1051,949,206,26,2237,613,60,190,3103
107031141,4,5,0,0,9,7,4,8,0,14,46,0,8,69,3,0,0,0,3,3,0,0,10,1907,2742,726,46,5420,1081,113,195,6807
107031142,3,4,0,0,11,4,0,0,0,3,4,0,0,11,0,0,0,0,3,0,0,3,4,1146,1157,550,59,2907,958,104,143,4114
107031143,7,9,0,0,14,56,6,17,5,84,154,4,49,289,0,0,0,0,5,8,0,0,9,2052,1885,1429,93,5459,2332,199,409,8399
107041144,28,16,9,5,53,7,8,8,0,24,16,9,7,59,0,0,0,0,6,8,0,0,10,2065,2375,975,90,5503,2249,415,348,8523
107041145,11,8,0,0,20,10,3,0,0,14,18,3,16,53,0,9,0,0,4,5,0,0,10,1548,1710,931,90,4268,2031,232,277,6812
107041146,6,11,3,0,20,27,7,14,10,57,97,9,20,186,4,8,5,0,14,13,0,4,34,1884,2831,769,72,5555,1739,420,226,7946
107041147,11,0,0,0,14,0,3,0,0,11,0,0,0,14,5,5,5,0,12,3,0,0,16,797,1423,272,18,2512,436,49,76,3068
107041148,10,7,0,0,21,0,5,5,0,10,7,0,0,21,0,0,3,0,6,4,0,0,13,1298,1644,347,27,3310,801,104,142,4359
107041150,15,12,0,5,34,11,10,0,0,20,12,0,9,45,4,0,0,0,4,3,0,0,6,1869,2777,841,59,5545,1888,138,238,7801
107041548,42,53,11,7,115,26,13,5,0,42,53,11,8,115,3,3,0,0,4,17,0,3,28,2415,855,513,87,3870,3069,852,410,8198
107041549,9,5,4,0,16,4,3,3,0,9,5,4,0,16,3,0,0,0,5,3,0,11,21,1563,1597,637,99,3900,1945,691,361,6894
108011151,9,0,0,5,10,4,3,0,0,11,13,0,6,27,0,0,0,0,0,0,0,4,3,677,487,202,20,1377,525,55,201,2159
108011152,11,25,0,5,45,21,13,5,0,39,93,0,56,188,5,4,0,0,11,12,0,3,32,2265,1034,673,53,4031,2246,200,445,6919
108011153,3,0,0,0,4,39,3,8,0,51,62,4,41,162,0,0,0,0,5,0,0,3,10,1044,578,281,19,1929,701,80,385,3092
108011154,5,8,0,0,10,18,3,0,0,16,32,0,43,89,0,0,0,0,0,5,0,10,18,1015,355,303,24,1697,1212,77,175,3162
108021155,3,4,0,0,10,11,0,6,0,18,42,10,42,105,0,3,0,0,9,7,0,0,19,1426,1166,964,94,3644,1546,156,399,5745
108021156,4,0,0,3,11,17,4,0,0,21,17,12,83,135,4,3,0,0,9,3,0,5,28,1157,820,430,44,2453,1014,146,446,4058
108021157,8,9,0,5,22,26,0,8,0,33,42,0,61,132,0,0,0,0,5,0,0,0,8,635,452,272,24,1387,610,57,190,2247
108021158,9,11,0,0,26,18,5,5,4,33,46,0,117,195,7,0,0,0,12,26,0,10,50,873,439,383,37,1736,1307,100,368,3508
108021159,3,0,0,4,6,3,0,4,0,9,6,0,18,37,3,0,0,0,9,4,4,0,19,1030,735,348,24,2139,824,106,282,3348
108021160,0,5,0,0,5,5,0,3,0,10,13,0,107,119,0,3,0,0,3,0,0,4,9,980,394,225,19,1624,729,71,313,2736
108031161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,40,11,0,109,52,6,35,193
108041162,9,12,0,3,28,65,10,9,0,78,135,5,85,300,6,5,0,0,10,14,5,11,42,3146,1499,704,40,5399,2235,178,409,8221
108041164,3,0,0,5,13,17,0,0,0,19,30,0,9,60,6,0,0,0,6,19,0,10,38,2651,1731,1045,87,5516,2873,314,433,9136
108041165,0,0,0,0,0,6,0,3,0,13,26,0,24,66,5,0,0,0,8,3,0,0,8,678,553,175,14,1418,414,49,190,2073
108041166,4,9,0,0,10,3,4,0,0,8,7,0,8,30,0,0,0,0,9,5,0,0,9,1449,1333,655,40,3477,1028,115,200,4822
108041619,9,5,0,0,10,5,0,3,0,14,24,0,58,99,4,3,3,0,9,3,3,22,39,1437,1076,554,36,3105,1690,195,351,5338
108041620,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,3,5,0,7,14,2319,1798,705,49,4874,1802,178,202,7054
108051167,7,7,0,0,20,0,0,3,0,10,11,0,19,37,0,0,0,0,0,4,3,0,14,823,417,221,20,1475,673,55,190,2391
108051168,3,11,0,3,16,20,0,0,0,26,51,7,18,99,7,0,0,0,7,22,0,4,39,1955,1094,478,34,3565,1308,149,311,5328
108051169,5,5,0,4,16,7,0,7,3,17,45,0,14,76,6,0,0,0,3,8,0,4,20,2237,1629,1292,110,5264,2773,257,538,8834
108051170,7,4,0,0,15,45,8,7,0,56,67,5,29,162,5,4,0,0,8,8,0,13,27,2093,1088,517,45,3739,1359,130,405,5634
108051171,0,0,0,0,4,6,5,0,0,5,13,0,6,15,4,0,0,0,4,0,0,0,10,590,467,330,29,1419,655,56,115,2244
109011172,4,0,0,0,4,3,0,0,0,7,12,0,4,22,3,4,0,0,6,4,0,6,9,1827,2207,657,59,4746,1594,243,257,6843
109011173,0,0,0,0,0,5,0,0,0,9,14,0,23,41,0,0,3,0,4,5,0,0,9,1067,942,606,55,2666,1303,159,316,4449
109011174,10,8,0,7,17,3,3,0,0,10,8,0,6,18,3,0,0,0,9,0,0,0,13,1232,891,446,40,2604,1737,166,264,4771
109011175,3,0,0,0,4,4,0,0,0,5,3,0,4,15,6,0,0,0,11,7,0,0,16,1421,1390,410,23,3244,1039,76,357,4717
109011176,3,0,0,0,3,4,0,0,0,6,17,0,20,46,0,3,0,0,7,13,0,0,18,1551,1359,927,72,3904,2327,248,373,6848
109021177,3,0,0,0,3,3,0,0,0,3,0,0,8,11,0,0,0,0,0,8,0,15,16,347,251,119,10,735,382,25,163,1292
109021178,0,0,0,0,3,17,4,0,0,22,25,0,54,97,4,0,0,0,3,4,0,10,18,755,669,219,20,1659,564,37,344,2602
109021179,0,0,0,0,3,0,0,0,0,8,5,0,26,33,11,4,3,0,15,13,4,14,45,390,332,104,9,836,313,37,240,1423
109031180,3,6,0,0,11,8,0,0,0,8,17,3,7,37,6,0,0,0,4,4,0,3,14,780,452,248,17,1491,864,51,126,2538
