SA2_CODE_2021,C11_1_74_1PF_CU15DS,C11_1_74_1PF_CU15NDS,C11_1_74_1PFnCU15DS,C11_1_74_1PF_NDCO,C11_1_74_Tot,C11_75_99_1PF_CU15DS,C11_75_99_1PF_CU15NDS,C11_75_99_1PFnCU15DS,C11_75_99_1PF_NDCO,C11_75_99_Tot,C11_100_149_1PF_CU15DS,C11_100_149_1PF_CU15NDS,C11_100_149_1PFnCU15DS,C11_100_149_1PF_NDCO,C11_100_149_Tot,C11_150_199_1PF_CU15DS,C11_150_199_1PF_CU15NDS,C11_150_199_1PFnCU15DS,C11_150_199_1PF_NDCO,C11_150_199_Tot,C11_200_224_1PF_CU15DS,C11_200_224_1PF_CU15NDS,C11_200_224_1PFnCU15DS,C11_200_224_1PF_NDCO,C11_200_224_Tot,C11_225_274_1PF_CU15DS,C11_225_274_1PF_CU15NDS,C11_225_274_1PFnCU15DS,C11_225_274_1PF_NDCO,C11_225_274_Tot,C11_275_349_1PF_CU15DS,C11_275_349_1PF_CU15NDS,C11_275_349_1PFnCU15DS,C11_275_349_1PF_NDCO,C11_275_349_Tot,C11_350_449_1PF_CU15DS,C11_350_449_1PF_CU15NDS,C11_350_449_1PFnCU15DS,C11_350_449_1PF_NDCO,C11_350_449_Tot,C11_450_549_1PF_CU15DS,C11_450_549_1PF_CU15NDS,C11_450_549_1PFnCU15DS,C11_450_549_1PF_NDCO,C11_450_549_Tot,C11_550_649_1PF_CU15DS,C11_550_649_1PF_CU15NDS,C11_550_649_1PFnCU15DS,C11_550_649_1PF_NDCO,C11_550_649_Tot,C11_650_749_1PF_CU15DS,C11_650_749_1PF_CU15NDS,C11_650_749_1PFnCU15DS,C11_650_749_1PF_NDCO,C11_650_749_Tot,C11_750_849_1PF_CU15DS,C11_750_849_1PF_CU15NDS,C11_750_849_1PFnCU15DS,C11_750_849_1PF_NDCO,C11_750_849_Tot,C11_850_949_1PF_CU15DS,C11_850_949_1PF_CU15NDS,C11_850_949_1PFnCU15DS,C11_850_949_1PF_NDCO,C11_850_949_Tot,C11_950over_1PF_CU15DS,C11_950over_1PF_CU15NDS,C11_950over_1PFnCU15DS,C11_950over_1PF_NDCO,C11_950over_Tot,C11_Rns_1PF_CU15DS,C11_Rns_1PF_CU15NDS,C11_Rns_1PFnCU15DS,C11_Rns_1PF_NDCO,C11_Rns_Tot,C11_Tot_1PF_CU15DS,C11_Tot_1PF_CU15NDS,C11_Tot_1PFnCU15DS,C11_Tot_1PF_NDCO,C11_Tot_Tot,C16_1_74_1PF_CU15DS,C16_1_74_1PF_CU15NDS,C16_1_74_1PFnCU15DS,C16_1_74_1PF_NDCO,C16_1_74_Tot,C16_75_99_1PF_CU15DS,C16_75_99_1PF_CU15NDS,C16_75_99_1PFnCU15DS,C16_75_99_1PF_NDCO,C16_75_99_Tot,C16_100_149_1PF_CU15DS,C16_100_149_1PF_CU15NDS,C16_100_149_1PFnCU15DS,C16_100_149_1PF_NDCO,C16_100_149_Tot,C16_150_199_1PF_CU15DS,C16_150_199_1PF_CU15NDS,C16_150_199_1PFnCU15DS,C16_150_199_1PF_NDCO,C16_150_199_Tot,C16_200_224_1PF_CU15DS,C16_200_224_1PF_CU15NDS,C16_200_224_1PFnCU15DS,C16_200_224_1PF_NDCO,C16_200_224_Tot,C16_225_274_1PF_CU15DS,C16_225_274_1PF_CU15NDS,C16_225_274_1PFnCU15DS,C16_225_274_1PF_NDCO,C16_225_274_Tot,C16_275_349_1PF_CU15DS,C16_275_349_1PF_CU15NDS,C16_275_349_1PFnCU15DS,C16_275_349_1PF_NDCO,C16_275_349_Tot,C16_350_449_1PF_CU15DS,C16_350_449_1PF_CU15NDS,C16_350_449_1PFnCU15DS,C16_350_449_1PF_NDCO,C16_350_449_Tot,C16_450_549_1PF_CU15DS,C16_450_549_1PF_CU15NDS,C16_450_549_1PFnCU15DS,C16_450_549_1PF_NDCO,C16_450_549_Tot,C16_550_649_1PF_CU15DS,C16_550_649_1PF_CU15NDS,C16_550_649_1PFnCU15DS,C16_550_649_1PF_NDCO,C16_550_649_Tot,C16_650_749_1PF_CU15DS,C16_650_749_1PF_CU15NDS,C16_650_749_1PFnCU15DS,C16_650_749_1PF_NDCO,C16_650_749_Tot,C16_750_849_1PF_CU15DS,C16_750_849_1PF_CU15NDS,C16_750_849_1PFnCU15DS,C16_750_849_1PF_NDCO,C16_750_849_Tot,C16_850_949_1PF_CU15DS,C16_850_949_1PF_CU15NDS,C16_850_949_1PFnCU15DS,C16_850_949_1PF_NDCO,C16_850_949_Tot,C16_950over_1PF_CU15_DS,C16_950over_1PF_CU15_NDS,C16_950over_1PFnoCU15_DS,C16_950over_1PF_NDCO,C16_950over_Tot,C16_Rns_1PF_CU15DS,C16_Rns_1PF_CU15NDS,C16_Rns_1PFnCU15DS,C16_Rns_1PF_NDCO,C16_Rns_Tot,C16_Tot_1PF_CU15DS,C16_Tot_1PF_CU15NDS,C16_Tot_1PFnCU15DS,C16_Tot_1PF_NDCO,C16_Tot_Tot,C21_1_74_1PF_CU15DS,C21_1_74_1PF_CU15NDS,C21_1_74_1PFnCU15DS,C21_1_74_1PF_NDCO,C21_1_74_Tot,C21_75_99_1PF_CU15DS,C21_75_99_1PF_CU15NDS,C21_75_99_1PFnCU15DS,C21_75_99_1PF_NDCO,C21_75_99_Tot,C21_100_149_1PF_CU15DS,C21_100_149_1PF_CU15NDS,C21_100_149_1PFnCU15DS,C21_100_149_1PF_NDCO,C21_100_149_Tot,C21_150_199_1PF_CU15DS,C21_150_199_1PF_CU15NDS,C21_150_199_1PFnCU15DS,C21_150_199_1PF_NDCO,C21_150_199_Tot,C21_200_224_1PF_CU15DS,C21_200_224_1PF_CU15NDS,C21_200_224_1PFnCU15DS,C21_200_224_1PF_NDCO,C21_200_224_Tot,C21_225_274_1PF_CU15DS,C21_225_274_1PF_CU15NDS,C21_225_274_1PFnCU15DS,C21_225_274_1PF_NDCO,C21_225_274_Tot,C21_275_349_1PF_CU15DS,C21_275_349_1PF_CU15NDS,C21_275_349_1PFnCU15DS,C21_275_349_1PF_NDCO,C21_275_349_Tot,C21_350_449_1PF_CU15DS,C21_350_449_1PF_CU15NDS,C21_350_449_1PFnCU15DS,C21_350_449_1PF_NDCO,C21_350_449_Tot
124031463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,3,0,4,0,3,9,4,10,0,3,19,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,31,8,14,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,3,0,3,5,3,15,0,6,21,3,12,4,9,25,3,5,0,0,13,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,44,12,23,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,15,0,6,24
124031464,0,9,0,4,10,0,5,3,8,17,6,21,4,4,40,7,28,4,19,59,0,19,3,12,36,4,52,13,23,89,16,90,12,52,171,5,31,9,19,64,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,9,44,264,49,146,499,0,0,0,3,3,0,0,0,0,0,3,17,6,5,32,0,16,5,10,28,0,5,0,4,12,9,24,3,17,49,0,83,12,43,135,14,124,35,64,239,7,28,9,10,52,0,3,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,19,45,311,76,160,589,0,0,0,0,3,0,6,0,0,6,0,9,0,5,21,0,16,0,10,31,0,8,4,5,20,0,19,6,11,34,3,102,18,40,155,20,190,33,108,347
124031465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,8,0,3,6,6,8,0,3,20,0,3,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,0,12,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,8,0,3,15,0,10,0,4,14,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,26,9,7,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,5,0,6,0,7,23
124031707,0,7,0,8,16,0,14,6,3,27,3,31,3,9,51,5,24,6,13,45,11,27,6,9,46,5,38,3,8,55,6,65,12,10,101,12,31,13,0,58,0,0,0,0,4,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,18,41,257,51,77,432,0,0,0,0,0,0,10,0,5,9,0,27,3,12,46,8,20,5,13,44,0,16,3,8,25,6,23,0,6,33,0,33,4,12,43,15,79,17,41,146,10,33,3,15,57,0,6,0,3,9,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,5,0,10,21,40,250,52,115,448,0,0,0,3,8,0,4,0,4,3,4,20,4,17,41,5,28,6,7,44,0,7,0,6,18,6,17,0,4,34,0,16,5,10,26,7,63,15,38,119
124031708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,9,0,10,5,4,19,15,27,9,12,52,3,23,6,5,41,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,77,19,25,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,4,0,0,5,0,17,7,3,23,3,27,0,12,42
124041466,0,0,0,0,4,0,0,0,3,4,0,0,3,4,10,5,11,5,6,20,0,15,4,8,29,5,23,9,15,57,13,81,15,26,134,10,36,10,13,63,0,4,4,0,11,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,13,33,188,47,87,358,0,0,0,0,0,0,0,0,3,5,0,3,6,3,12,0,8,0,5,13,3,5,0,4,11,3,11,0,10,24,3,48,4,24,81,13,84,21,44,173,9,28,14,14,60,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,32,194,51,114,388,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,0,4,0,7,12,0,0,0,3,6,3,8,0,5,18,0,26,9,8,39,14,85,22,53,174
124041467,0,0,0,0,0,0,6,3,0,9,4,13,7,13,35,9,38,5,15,67,5,22,9,12,49,0,56,5,26,89,13,118,15,31,178,13,64,13,18,106,0,9,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,14,51,345,56,126,586,0,0,0,3,0,0,0,0,4,4,0,9,0,9,19,0,19,7,13,33,0,11,6,13,33,8,31,6,9,52,0,37,12,25,74,16,107,22,42,194,9,45,3,15,75,0,3,0,0,4,3,8,0,0,6,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,5,8,0,6,22,49,279,53,131,514,0,0,0,0,0,0,3,0,0,3,0,0,0,0,7,0,7,0,7,21,0,14,0,7,23,0,29,0,14,47,6,35,3,13,60,15,114,24,58,213
124041468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,6,0,15,0,0,14,0,11,0,6,12,0,4,0,0,5,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,38,4,12,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,8,0,7,0,3,17,0,4,0,3,4,0,4,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,22,7,12,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,3,0,15,0,3,16
124051469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,4,0,20,6,22,0,4,39,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,46,9,11,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,23,6,12,40,0,14,0,3,21,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,43,14,20,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,5,0,0,3,0,15,0,13,33
124051470,0,0,0,0,4,0,0,0,0,0,0,4,4,3,11,3,4,0,0,10,0,4,0,3,10,0,12,4,8,28,12,70,17,25,117,21,63,16,26,121,0,4,0,0,16,5,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,38,174,36,73,324,0,0,0,0,0,0,0,0,0,0,3,4,0,5,9,0,3,0,0,8,0,5,0,0,6,0,3,0,0,6,4,20,0,5,36,14,89,21,44,166,8,42,6,29,88,3,6,4,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,40,182,30,87,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,0,5,0,0,3,5,0,0,3,6,0,13,3,6,17,18,72,21,29,137
124051580,0,4,0,0,3,0,0,0,0,0,0,14,0,5,22,3,16,0,3,24,0,15,0,0,19,7,28,6,5,44,18,64,10,29,122,4,39,6,11,62,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,30,185,31,61,305,0,0,0,0,3,0,0,0,0,0,0,4,0,5,9,0,8,0,3,10,0,0,0,0,7,5,3,9,7,17,8,39,3,18,63,26,111,20,51,200,0,9,3,10,26,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,5,37,186,33,95,350,0,0,0,0,0,0,0,0,0,4,3,3,4,8,18,0,7,0,0,7,0,0,0,4,9,0,5,0,9,20,5,40,4,10,53,23,140,22,56,238
124051581,0,0,0,8,8,0,11,4,12,26,8,16,6,12,37,9,30,3,24,61,3,27,5,19,51,6,68,3,39,113,26,146,11,46,230,11,68,11,24,116,0,3,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,12,0,5,16,69,372,46,192,673,0,0,0,0,4,0,0,0,0,0,0,11,3,11,30,6,21,0,17,43,4,6,0,11,20,3,15,0,13,37,14,87,13,53,167,25,203,24,89,347,3,21,3,10,41,0,0,0,3,6,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,6,4,30,63,399,57,220,736,0,0,0,4,0,0,0,0,4,4,0,9,0,4,19,5,17,3,11,43,4,11,0,11,22,5,17,0,17,41,3,58,19,49,133,20,203,35,94,354
125011475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125011582,0,0,0,4,4,0,3,0,0,3,3,3,3,0,10,0,10,5,4,15,0,8,0,6,11,0,8,3,9,17,6,14,3,3,31,13,36,11,18,76,8,14,8,0,33,0,3,0,4,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,3,3,8,33,99,37,49,227,0,0,0,0,0,0,0,0,0,0,0,7,3,4,9,4,3,0,0,10,0,0,3,0,3,0,0,0,3,7,3,8,3,4,16,9,27,8,11,53,11,27,7,15,70,7,10,0,8,27,0,6,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,7,3,15,37,99,35,69,239,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,7,4,3,21,0,6,0,4,11,0,3,0,11,17,0,10,0,5,17,5,24,3,19,50
125011583,0,0,0,0,3,0,0,0,0,8,0,6,0,6,4,0,0,0,4,11,0,0,4,0,4,6,5,9,0,21,7,41,7,20,71,0,17,10,8,40,3,4,3,4,15,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,9,21,81,31,55,195,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,5,0,0,8,0,5,3,5,10,0,9,0,0,10,0,7,6,9,27,15,30,11,22,76,8,13,3,6,28,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,22,78,24,46,179,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,0,7,6,0,0,0,3,10,0,0,4,5,6,0,3,0,8,12,8,21,3,15,43
125011584,0,0,0,0,4,0,0,0,3,6,0,8,0,4,5,3,4,3,11,13,0,0,0,0,0,3,6,0,3,14,0,8,0,4,16,8,11,5,0,25,0,0,0,0,6,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,17,49,19,26,113,0,0,0,0,0,0,0,0,0,0,4,3,0,0,5,3,0,0,5,10,0,3,0,3,3,3,3,5,0,7,0,0,0,3,10,7,14,0,4,21,10,11,3,6,32,0,4,0,0,6,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,25,47,8,34,110,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,0,5,6,0,0,0,4,4,0,6,0,5,11,0,5,0,0,6,3,15,6,8,25
125011585,0,0,0,0,0,0,0,3,0,4,3,6,0,3,13,0,0,0,9,10,0,7,0,3,9,0,11,6,5,22,0,26,13,15,51,6,19,8,8,37,6,4,4,0,6,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,16,69,31,39,156,0,0,0,0,0,0,0,0,0,4,0,4,0,4,8,0,0,0,5,5,0,4,3,0,10,0,8,0,4,9,5,9,4,12,22,5,20,8,23,56,7,20,6,5,34,0,9,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,20,71,24,53,164,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,4,12,0,0,0,0,4,0,7,0,9,10,0,8,7,8,26,5,17,5,23,51
125011586,0,0,0,0,0,0,0,0,0,3,0,7,5,7,14,0,3,3,8,13,0,5,5,0,9,0,3,0,0,3,0,12,7,16,40,17,41,15,21,89,10,10,12,15,41,3,10,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,5,11,28,104,52,70,250,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,3,0,4,7,0,3,0,0,3,6,3,0,3,10,0,9,3,7,15,5,20,10,24,53,6,30,21,26,85,10,16,7,23,49,3,0,3,3,13,0,3,3,3,16,0,0,0,0,0,0,0,0,0,0,0,0,6,3,13,28,92,56,108,287,0,0,0,0,0,0,0,0,0,0,4,0,0,3,6,0,0,0,0,3,0,3,0,0,11,0,0,0,4,5,0,3,5,3,14,10,28,5,16,57
125011587,0,0,0,0,0,0,0,0,0,0,0,9,3,0,10,0,3,0,7,8,0,0,0,0,0,0,4,0,6,13,6,20,3,18,46,10,15,4,7,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,58,16,35,125,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,0,8,12,0,0,4,6,9,0,3,0,0,5,4,8,5,7,17,5,22,8,9,35,3,13,4,5,23,0,4,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,13,52,26,33,124,0,0,0,4,4,0,0,0,0,0,0,0,0,4,4,0,4,0,3,8,0,0,0,3,5,0,0,0,6,7,0,8,0,3,15,4,8,13,11,39
125011709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,12,5,9,0,0,14,0,20,3,8,34,0,7,0,4,16,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,56,8,25,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,13,3,23,5,12,36,4,10,3,3,20,0,3,0,5,7,0,4,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12,49,12,20,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,6
125011710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,21,0,4,26,0,0,4,5,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,5,8,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,8,0,3,10,0,36,6,25,63,3,18,8,20,44,0,0,0,4,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,63,20,53,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,24,0,9,28
125021477,0,4,0,3,8,4,14,6,12,35,11,31,10,19,74,8,10,7,21,49,0,3,5,3,8,8,12,0,8,24,6,20,3,17,46,7,50,17,33,108,8,20,4,6,36,0,4,4,0,9,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3,4,0,9,18,54,167,71,130,418,0,0,4,3,7,0,0,0,3,3,4,16,11,20,44,9,26,13,20,59,0,5,4,11,23,4,14,0,14,36,5,5,7,12,26,6,31,10,24,80,5,32,13,24,78,3,28,0,16,49,4,8,4,0,21,6,5,0,6,7,0,0,0,0,3,0,0,0,0,0,0,8,0,9,17,42,182,72,152,452,0,0,0,0,3,0,0,0,6,3,0,9,8,23,39,9,15,10,16,46,0,7,0,15,26,3,4,3,10,30,0,7,0,16,26,3,24,18,27,73
125021478,0,8,0,8,13,0,7,5,14,18,0,27,12,13,59,3,16,0,4,20,5,7,0,3,14,0,11,0,9,24,3,5,7,13,29,12,26,9,16,70,0,16,5,10,33,4,5,4,0,11,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,8,0,3,16,35,126,53,96,309,0,0,0,5,5,0,4,5,0,11,4,22,13,16,50,9,10,7,9,34,4,4,5,7,27,0,16,3,5,28,0,11,0,9,24,9,22,7,22,57,8,22,11,16,59,4,18,4,14,37,4,6,0,3,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,46,135,59,106,345,0,0,0,0,0,0,0,0,0,0,0,13,0,11,26,3,12,3,10,24,0,7,0,14,19,5,16,0,8,30,6,9,4,10,23,0,33,13,25,65
125021711,0,0,0,0,0,0,4,0,0,4,0,4,0,0,4,0,0,0,0,3,0,3,0,0,3,0,3,0,0,3,0,0,0,4,3,0,11,5,9,22,0,11,12,4,30,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,43,23,16,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,3,0,0,0,0,0,0,0,0,0,0,0,5,3,0,12,0,0,0,3,14,7,16,11,13,35,5,12,5,0,15,0,6,0,0,12,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,19,46,27,19,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,6,0,0,3,0,4,0,0,0,0,4,0,15,0,3,22
125021712,0,0,0,0,0,0,0,0,3,0,0,5,0,0,10,0,0,0,0,7,0,0,0,0,3,0,4,0,0,4,0,11,0,9,16,8,26,7,8,49,3,16,11,4,39,0,12,5,3,23,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,17,77,33,35,165,0,0,0,0,3,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,5,0,4,0,3,8,0,3,3,3,15,5,19,7,5,37,6,22,8,16,53,4,14,7,9,35,0,5,4,3,16,0,6,3,0,9,0,5,0,0,3,0,0,0,0,0,0,9,3,6,12,25,87,43,45,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,4,0,5,7,0,6,6,0,13,7,31,10,10,55
125031479,0,0,0,10,11,0,4,5,9,17,7,17,11,17,43,9,19,10,13,51,6,5,4,9,20,5,5,3,6,27,6,41,10,30,85,10,62,10,30,109,3,17,7,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,3,18,51,181,59,133,416,0,0,0,3,6,0,0,0,0,0,0,7,3,15,24,5,12,3,12,31,0,7,0,16,27,5,9,4,8,36,7,9,7,13,40,13,52,16,34,119,15,49,20,11,98,9,13,5,8,28,5,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,9,55,173,67,128,421,0,0,0,0,0,0,0,0,0,0,5,5,4,11,20,4,4,0,9,27,0,5,0,9,17,3,3,3,18,26,5,11,10,7,30,9,55,20,33,118
