SA2_CODE_2021,C21_650_799_1PF_1C,C21_650_799_1PF_2C,C21_650_799_1PF_3C,C21_650_799_1PF_4mC,C21_650_799_Tot,C21_800_999_1PF_1C,C21_800_999_1PF_2C,C21_800_999_1PF_3C,C21_800_999_1PF_4mC,C21_800_999_Tot,C21_1000_1499_1PF_1C,C21_1000_1499_1PF_2C,C21_1000_1499_1PF_3C,C21_1000_1499_1PF_4mC,C21_1000_1499_Tot,C21_1500_1999_1PF_1C,C21_1500_1999_1PF_2C,C21_1500_1999_1PF_3C,C21_1500_1999_1PF_4mC,C21_1500_1999_Tot,C21_2000_2499_1PF_1C,C21_2000_2499_1PF_2C,C21_2000_2499_1PF_3C,C21_2000_2499_1PF_4mC,C21_2000_2499_Tot,C21_2500_2999_1PF_1C,C21_2500_2999_1PF_2C,C21_2500_2999_1PF_3C,C21_2500_2999_1PF_4mC,C21_2500_2999_Tot,C21_3000_3999_1PF_1C,C21_3000_3999_1PF_2C,C21_3000_3999_1PF_3C,C21_3000_3999_1PF_4mC,C21_3000_3999_Tot,C21_4000more_1PF_1C,C21_4000more_1PF_2C,C21_4000more_1PF_3C,C21_4000more_1PF_4mo_ch,C21_4000more_Tot,C21_Par_inc_st_1PF_1C,C21_Par_inc_st_1PF_2C,C21_Par_inc_st_1PF_3C,C21_Par_inc_st_1PF_4mC,C21_Par_inc_st_Tot,C21_All_inc_ns_1PF_1Ch,C21_All_inc_ns_1PF_2C,C21_All_inc_ns_1PF_3C,C21_All_inc_ns_1PF_4mC,C21_All_inc_ns_Tot,C21_Tot_1PF_1C,C21_Tot_1PF_2C,C21_Tot_1PF_3C,C21_Tot_1PF_4mC,C21_Tot_Tot
101021007,3,7,0,5,11,5,7,0,0,14,13,10,0,0,27,5,4,0,0,11,9,0,0,0,14,0,0,0,0,6,0,0,4,0,4,0,0,0,0,0,7,0,0,0,12,0,0,0,0,0,61,32,15,8,121
101021008,15,9,3,0,26,32,13,3,5,47,45,22,10,3,79,38,10,5,0,55,28,12,3,3,50,15,8,4,0,20,12,8,8,0,25,7,4,0,0,12,18,13,4,0,40,5,4,0,0,15,260,126,53,23,455
101021009,13,11,4,0,29,28,5,5,3,43,58,28,7,3,92,66,22,7,0,100,39,21,0,0,59,23,7,3,0,34,18,11,0,0,37,10,5,0,0,15,14,10,4,3,37,4,0,0,0,6,315,139,41,13,511
101021010,3,0,0,0,7,11,3,0,0,20,25,8,0,0,42,23,11,4,0,40,17,6,3,0,30,9,3,0,0,13,7,0,0,0,11,5,3,3,0,12,3,3,0,0,12,3,0,0,0,0,147,52,19,8,216
101021012,11,8,0,0,14,14,6,5,0,32,36,17,4,0,58,55,19,9,0,86,46,27,5,0,79,21,3,6,0,32,28,18,3,0,53,15,17,5,0,37,8,18,7,0,36,3,4,0,0,5,274,155,46,8,480
101021610,0,4,0,0,10,5,0,0,0,3,11,8,0,0,17,15,13,4,0,32,15,14,0,0,29,7,7,0,0,10,9,0,3,0,10,6,9,0,0,11,0,0,0,0,0,0,0,0,0,0,73,64,12,4,155
101021611,8,3,0,3,11,19,8,0,0,30,41,19,3,0,61,39,15,0,6,56,38,28,4,0,76,17,7,0,0,26,15,8,4,0,27,7,12,6,0,27,15,20,9,6,42,5,0,0,0,5,223,137,42,15,415
101031013,7,0,0,0,7,7,3,3,0,18,7,3,4,4,16,7,0,0,0,10,6,0,0,0,3,3,0,0,0,4,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,54,16,9,6,89
101031014,16,8,7,3,32,30,6,3,5,42,35,16,4,0,54,18,8,0,0,28,14,11,3,3,30,3,7,0,0,11,9,0,0,0,15,7,5,3,0,9,11,5,0,0,18,5,0,0,0,7,173,78,31,16,303
101031015,0,3,0,0,9,4,0,0,0,10,12,7,0,0,15,5,0,3,0,12,9,3,0,0,6,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,13,0,0,0,0,0,56,17,11,4,90
101031016,8,4,0,0,17,14,14,0,0,30,27,8,5,0,44,23,15,0,0,35,18,8,0,0,26,4,5,0,0,12,7,3,0,0,17,3,4,0,0,6,14,6,0,0,14,4,0,0,0,4,138,66,22,4,223
101041017,22,6,15,0,44,30,14,3,6,54,64,26,7,6,104,23,20,6,0,50,12,8,0,0,29,10,0,0,0,8,5,4,0,0,3,6,3,0,0,8,7,9,5,8,33,6,4,0,0,8,240,117,51,29,432
101041018,22,17,3,0,34,33,13,3,4,54,58,18,16,8,102,19,15,5,0,39,8,13,8,0,35,6,4,0,0,12,4,3,4,0,10,3,6,0,0,4,16,9,4,0,33,3,3,0,0,5,231,121,51,13,418
101041019,29,10,5,7,50,31,11,0,4,51,57,32,5,0,96,39,16,3,0,56,23,6,0,0,32,8,0,0,0,12,7,0,0,0,14,7,0,0,4,11,6,12,0,0,25,9,4,0,0,12,270,115,36,21,444
101041020,14,8,3,0,27,28,5,6,4,43,62,13,7,5,81,16,4,4,4,28,8,3,0,0,17,6,6,0,0,18,4,5,0,0,6,0,0,0,0,0,21,18,4,0,39,9,0,0,0,5,207,86,29,12,345
101041021,9,0,0,0,11,14,0,0,0,21,20,10,6,0,36,12,9,0,0,17,6,10,3,0,14,4,0,0,0,7,3,0,0,0,6,0,0,0,0,6,13,3,4,0,13,0,0,0,0,4,86,34,15,8,146
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041023,8,6,0,0,10,19,3,0,0,27,17,5,4,5,36,6,3,0,0,15,5,3,0,0,16,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,5,3,4,15,5,0,0,0,4,96,38,19,10,164
101041024,5,3,0,0,15,8,5,6,0,17,15,12,0,5,28,10,0,0,0,9,5,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,3,0,0,13,4,0,0,0,3,61,38,17,7,123
101041025,22,16,0,0,39,32,16,3,0,51,53,24,7,3,82,24,28,4,0,62,19,14,0,0,28,12,4,0,0,9,9,0,0,0,9,6,0,0,0,6,18,7,4,0,32,3,0,0,0,3,229,129,21,11,390
101041026,13,5,5,0,23,24,14,0,5,45,60,17,3,7,79,28,17,4,0,48,8,8,4,0,23,9,0,0,0,6,5,0,0,0,5,0,0,0,0,0,16,10,0,0,31,6,3,0,0,10,191,98,25,17,331
101041027,22,12,0,0,38,47,10,0,0,65,61,14,5,0,79,23,6,8,0,35,13,5,3,0,24,5,3,0,0,9,0,0,0,0,0,0,0,0,0,3,20,5,7,0,32,5,0,0,0,3,240,73,30,16,355
101051539,63,34,19,8,114,76,43,14,8,138,192,66,30,11,294,86,54,25,4,168,77,33,14,7,123,33,14,7,0,55,14,12,6,5,41,8,0,0,0,13,34,20,7,0,68,10,5,0,0,19,695,347,140,49,1236
101051540,20,8,5,0,35,34,14,6,6,51,55,18,7,3,86,25,9,3,0,48,23,11,5,4,33,3,9,0,0,11,8,3,5,0,21,4,0,0,0,13,13,3,0,3,27,5,0,3,0,7,246,100,44,20,406
101061541,9,9,8,0,21,21,5,6,4,35,35,19,5,3,61,27,18,9,0,51,15,8,0,0,27,14,3,0,0,19,10,3,3,0,19,0,0,4,0,3,9,9,5,0,26,0,0,0,0,0,163,76,43,14,296
101061542,12,3,0,0,14,11,4,0,0,15,28,13,5,5,42,29,14,3,0,47,27,22,7,0,53,16,3,0,0,16,8,9,3,0,13,18,9,0,0,24,11,18,5,0,30,4,3,0,0,3,185,102,26,11,326
101061543,28,19,11,5,65,44,23,13,4,81,72,21,11,10,109,33,19,4,0,54,28,10,7,3,37,4,7,0,0,15,7,0,0,0,12,3,0,0,0,3,10,6,4,9,31,11,9,0,0,19,304,134,65,40,544
101061544,9,3,0,3,23,31,11,0,7,38,34,14,5,0,51,13,4,0,0,24,12,7,0,0,15,4,0,0,0,8,0,0,0,0,3,0,0,0,0,5,8,10,0,0,15,14,3,0,0,14,156,66,27,13,262
102011028,10,11,0,0,22,17,3,0,0,21,41,17,7,0,70,26,21,5,0,51,31,8,0,0,38,5,5,0,0,14,11,6,5,0,23,10,4,3,0,19,5,10,8,0,21,0,0,0,0,0,172,100,35,7,314
102011029,20,11,0,0,35,25,4,0,0,35,56,15,8,0,86,33,15,0,3,47,24,14,7,0,46,11,10,0,0,17,10,0,3,3,16,6,9,0,0,17,18,8,4,0,28,0,0,0,0,8,221,111,33,5,369
102011030,5,6,0,0,14,11,0,0,0,10,24,10,5,0,33,9,8,5,0,25,16,0,0,0,17,4,6,0,0,13,3,3,0,0,11,0,0,0,0,0,9,6,3,0,20,8,0,0,0,8,105,34,20,7,165
102011031,25,17,3,0,42,35,16,3,0,51,75,30,9,0,113,46,31,7,0,91,40,15,4,0,65,20,13,3,0,33,7,15,3,0,29,9,13,8,0,25,13,12,4,0,32,5,0,0,0,8,336,174,54,8,575
102011032,66,25,10,6,105,85,28,6,3,122,185,67,21,3,277,126,49,6,5,188,63,45,15,5,134,24,15,0,0,46,15,23,4,0,38,15,8,4,0,29,50,24,3,4,71,11,0,0,0,16,750,340,74,27,1196
102011033,11,19,0,0,34,14,3,3,0,27,29,27,7,3,62,17,13,7,4,42,21,12,0,0,37,8,3,4,5,25,6,5,3,0,14,4,0,0,0,7,0,3,0,0,10,4,4,0,0,6,132,102,42,19,293
102011034,20,6,3,0,32,28,7,3,5,41,47,21,0,0,76,20,18,3,0,45,17,12,4,0,33,9,6,0,0,17,4,6,0,0,11,0,6,0,0,6,10,7,6,0,15,4,4,0,0,6,194,112,25,11,343
102011035,17,7,8,0,34,21,8,0,0,37,41,13,10,4,67,24,20,0,0,49,26,10,3,0,44,4,6,0,0,19,7,6,0,0,16,10,3,0,0,9,11,7,6,3,26,5,0,0,0,5,196,94,36,16,346
102011036,7,8,0,0,19,17,17,4,0,36,59,23,9,3,89,40,18,8,0,66,17,12,8,0,39,10,8,5,0,23,13,11,5,0,25,0,4,0,0,7,12,14,4,3,30,0,0,0,0,0,200,120,50,14,374
102011037,15,4,6,0,24,22,12,0,0,34,48,4,0,0,50,30,5,4,0,37,18,10,0,3,33,9,10,0,0,17,4,4,0,0,14,0,6,0,0,9,8,0,3,0,11,0,0,0,0,0,183,65,20,7,276
102011038,3,7,4,0,15,23,10,4,0,34,43,10,15,0,68,24,21,3,0,49,22,10,0,4,35,8,5,0,0,12,6,7,3,0,11,6,0,0,0,6,11,5,0,0,18,0,0,0,0,0,166,84,32,4,280
102011039,11,8,7,0,27,28,12,6,0,50,61,36,8,3,113,40,32,8,0,84,33,26,9,0,59,14,11,3,0,25,11,19,0,0,34,19,16,5,0,45,28,15,13,0,62,4,0,0,0,0,300,196,70,13,578
102011040,64,49,18,5,135,94,36,11,3,152,201,80,27,12,318,119,63,19,4,207,89,46,15,3,155,31,18,9,0,54,18,12,6,3,40,10,10,3,0,29,46,35,4,0,88,10,4,0,0,12,819,430,126,39,1414
102011041,8,7,0,0,19,26,9,4,0,36,44,30,5,3,83,27,17,6,0,48,23,14,8,3,55,8,10,0,0,21,8,9,4,0,22,8,3,0,0,12,5,13,6,0,27,0,3,0,0,6,174,140,36,7,360
102011042,47,24,9,5,81,67,16,7,0,98,120,46,17,5,179,72,26,0,3,107,47,14,9,0,75,28,11,0,0,32,19,6,0,0,32,9,10,4,0,17,31,14,4,0,53,10,4,0,0,15,545,214,66,23,855
102011043,29,21,15,3,72,39,16,4,6,65,86,38,17,6,143,42,19,4,3,79,26,17,7,0,53,23,11,3,0,37,5,6,4,0,8,10,8,3,0,16,21,18,5,0,41,6,0,0,0,11,340,186,73,26,629
102021044,51,46,22,7,117,113,33,19,10,162,204,81,24,7,319,103,51,14,4,175,66,36,12,8,123,35,18,3,0,63,21,19,5,0,43,10,11,3,0,16,37,36,10,5,88,7,5,3,0,11,756,394,122,42,1318
102021045,42,31,18,5,96,66,33,13,8,123,109,66,25,15,212,45,25,6,0,84,31,24,5,5,64,14,11,3,4,27,15,7,3,0,23,3,0,0,0,8,17,17,8,4,43,5,5,0,0,8,422,288,108,47,858
102021046,36,11,10,0,55,45,11,7,3,67,104,38,12,4,155,48,18,5,0,68,20,12,4,0,40,16,9,0,3,26,5,8,3,0,15,0,0,0,0,5,13,9,8,0,35,16,0,0,0,16,362,150,56,15,586
102021047,30,13,14,4,57,46,19,6,0,79,117,39,15,8,183,70,31,14,5,112,54,26,7,0,92,19,13,6,0,29,14,5,4,0,23,13,9,9,0,24,20,13,8,0,44,4,0,3,0,10,455,206,87,28,791
102021048,82,54,16,3,157,131,46,18,20,208,244,102,28,10,383,116,52,16,4,193,74,36,12,4,129,27,16,4,0,45,11,17,5,3,33,12,3,5,0,14,34,22,15,8,75,20,0,0,0,30,919,434,144,59,1556
102021049,0,0,0,0,5,3,0,0,0,10,13,7,0,4,22,3,4,0,0,5,4,0,0,0,7,3,0,0,0,7,3,4,0,0,10,4,4,0,0,11,3,0,0,0,5,0,0,0,0,3,50,26,9,8,91
102021050,24,13,7,0,52,50,24,3,0,78,90,36,7,3,142,29,30,8,3,72,26,20,3,4,49,15,3,0,0,26,10,4,0,0,16,0,0,0,0,0,11,10,7,5,29,11,9,0,0,17,316,173,41,22,562
102021051,7,5,0,0,11,17,8,4,0,26,25,14,3,4,43,22,4,4,0,33,8,7,3,0,28,12,0,0,0,19,3,5,6,0,8,0,4,0,0,4,9,7,0,0,14,4,0,0,0,4,133,54,20,5,210
102021052,14,10,4,0,36,28,12,4,0,42,48,17,10,6,72,30,9,3,0,45,19,8,0,3,32,4,4,0,0,9,0,5,0,0,5,6,0,0,0,12,11,7,6,5,30,0,6,0,0,3,187,93,34,12,333
102021053,46,24,15,0,83,76,29,15,3,121,145,48,13,11,213,74,42,8,5,128,59,33,3,0,95,31,14,3,0,45,11,9,4,0,24,16,3,0,0,16,23,26,9,3,62,12,6,0,0,21,621,257,74,23,978
102021054,23,32,6,4,64,42,17,5,4,67,90,38,8,0,132,45,27,3,0,76,17,14,0,0,34,11,5,0,0,14,6,7,4,0,11,5,7,0,0,10,17,10,8,0,34,7,0,0,0,9,318,170,46,19,553
102021055,14,9,0,0,27,10,7,3,0,16,53,23,6,3,79,19,9,4,0,40,25,15,9,3,48,11,6,0,0,20,7,8,0,0,14,0,3,0,0,3,12,13,3,0,29,3,0,0,0,4,165,104,35,9,313
102021056,36,28,20,3,85,58,34,16,14,118,120,66,34,20,241,68,65,17,9,159,50,29,18,14,106,23,19,6,3,48,18,12,7,5,48,8,3,3,0,14,19,26,17,3,70,8,3,3,0,17,461,338,161,76,1038
102021057,39,21,12,8,69,57,22,10,6,92,90,37,12,10,143,31,23,8,7,65,25,15,0,3,41,8,7,4,0,24,3,3,0,0,6,3,0,0,0,8,16,11,11,3,32,13,0,4,0,17,367,179,67,33,653
103011059,22,12,12,3,57,45,24,13,14,84,60,44,25,9,135,43,18,12,3,76,30,26,8,4,69,19,12,5,0,33,10,6,7,0,21,5,0,0,0,10,18,16,3,0,46,11,0,0,6,19,300,202,100,35,635
103011060,7,5,0,0,10,13,0,0,0,17,31,9,4,5,39,12,8,0,0,24,18,6,0,0,27,8,3,0,0,9,0,4,0,0,6,0,0,0,0,8,4,0,3,0,10,4,0,0,0,4,117,45,18,5,188
103011061,11,8,0,0,16,10,6,3,0,21,25,11,3,0,39,23,10,6,0,33,18,6,0,0,19,4,0,0,0,5,0,0,0,0,3,0,0,0,0,3,11,0,0,0,17,0,6,0,0,7,125,55,21,5,211
103011612,27,15,4,3,56,55,21,5,4,83,80,33,3,10,120,42,16,3,5,67,36,21,3,4,58,5,5,0,0,12,4,0,0,0,9,7,0,0,0,7,19,13,0,0,33,4,3,0,0,4,325,148,34,20,532
103011613,21,11,11,4,51,37,21,6,4,77,96,45,21,7,167,52,37,13,3,108,45,24,0,5,71,20,6,3,0,31,15,8,6,0,33,8,7,3,0,16,22,20,7,0,54,6,11,0,0,22,382,224,94,36,737
103021062,14,11,7,3,34,32,0,0,6,35,26,14,5,0,45,13,12,0,0,23,11,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,5,0,16,4,0,0,0,7,125,71,25,22,245
103021063,24,23,9,5,57,33,23,6,9,71,58,27,15,6,109,26,12,4,0,51,12,8,0,3,25,0,3,0,6,9,3,3,0,0,7,3,0,0,0,8,10,15,6,8,32,7,0,4,0,11,240,140,53,33,474
103021064,11,3,0,0,19,12,8,0,0,20,29,14,4,8,44,10,5,0,4,15,12,5,0,0,16,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,7,0,0,22,10,0,0,0,10,128,54,14,14,207
103021065,23,12,13,3,56,29,17,8,7,63,68,20,13,0,105,24,14,5,0,40,21,11,4,3,32,9,0,0,0,5,8,5,0,0,17,5,0,0,0,9,19,14,0,6,39,9,3,0,0,9,253,124,51,25,458
103021066,4,9,3,0,13,13,0,0,0,23,17,8,3,0,33,5,0,0,0,10,0,6,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,10,0,0,0,0,0,71,37,22,5,127
103021067,28,12,8,4,53,34,13,9,13,67,53,36,14,7,122,46,21,10,4,72,20,17,3,5,44,6,10,7,0,23,5,9,0,5,12,3,7,0,0,8,10,8,6,3,28,4,6,3,0,9,272,161,73,41,546
103021068,8,8,4,0,15,6,3,3,0,16,20,10,0,3,31,4,0,5,0,17,4,0,3,0,7,0,0,0,0,0,5,0,0,0,7,4,0,0,0,4,10,5,0,4,18,3,0,0,0,3,79,40,23,13,148
103021069,8,7,0,0,15,24,6,0,0,34,13,14,4,3,33,5,3,5,6,20,9,8,0,0,13,4,0,0,0,8,5,0,0,0,3,0,3,3,0,8,5,3,3,0,18,5,0,0,0,4,115,56,21,11,200
103031070,37,18,12,4,75,78,13,12,4,108,91,38,16,9,153,43,10,8,6,68,27,11,5,0,41,8,9,0,0,20,13,7,4,0,24,11,7,0,0,11,15,13,8,0,34,10,0,0,0,13,420,163,83,29,693
103031071,18,14,0,3,34,18,8,9,0,37,42,16,4,4,69,22,11,0,0,33,21,5,3,5,33,8,0,0,0,14,7,3,0,0,11,3,4,0,0,11,13,5,3,0,23,0,4,0,0,4,189,97,34,17,343
103031072,26,22,3,7,60,51,10,10,3,75,57,36,9,4,112,38,29,10,3,83,36,11,3,6,56,11,3,6,0,21,11,3,7,0,20,0,4,0,0,9,15,13,3,0,32,0,0,0,3,5,299,165,70,33,566
103031073,9,5,4,0,13,18,3,0,0,22,16,5,0,3,24,9,0,0,6,14,0,4,0,0,5,0,0,0,0,5,3,0,0,0,3,0,0,0,0,0,0,0,4,4,9,5,0,0,0,10,107,32,9,7,153
103031074,21,9,4,4,35,32,5,4,4,48,42,16,5,0,70,16,3,8,0,30,16,6,7,0,30,6,5,0,0,10,3,0,0,0,11,0,3,3,0,3,16,9,7,0,42,3,3,0,0,11,211,88,52,25,368
103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041076,19,13,4,4,37,24,4,6,5,39,34,20,9,0,66,21,11,4,3,42,10,9,4,0,24,4,3,0,4,12,6,3,0,0,8,3,0,0,0,3,10,5,6,0,24,3,0,0,0,3,169,101,29,12,308
103041077,54,29,15,5,102,73,25,6,10,120,119,72,14,13,224,71,38,20,5,129,50,20,11,0,80,18,7,0,0,24,11,8,9,0,25,12,4,0,0,15,24,23,11,5,52,15,4,6,0,26,548,289,102,57,991
103041078,30,31,14,10,88,54,29,8,10,96,114,56,16,12,205,68,47,19,7,141,58,37,15,5,112,19,13,5,0,44,20,13,9,0,43,14,9,5,0,26,21,13,11,3,47,9,0,0,4,18,478,296,128,64,963
103041079,18,8,6,4,30,14,8,0,0,25,45,19,16,3,82,33,10,3,0,44,15,7,0,0,28,8,0,0,0,12,9,7,0,0,13,7,4,0,0,6,18,12,7,0,30,4,0,0,0,7,187,102,38,9,335
104011080,65,43,12,13,139,79,50,22,12,157,159,84,36,13,303,70,40,12,4,120,45,19,7,5,77,16,9,5,0,25,7,11,7,0,22,3,4,5,0,8,30,24,12,0,74,20,7,5,0,33,650,367,147,62,1226
104011081,43,19,5,0,68,57,12,3,4,75,80,29,9,8,126,36,19,8,4,63,16,10,3,0,35,12,5,0,0,15,3,4,0,0,10,5,0,0,0,9,35,10,6,0,55,13,3,0,0,19,373,160,62,31,633
104011082,46,16,13,3,75,76,27,10,4,114,124,38,12,4,184,51,19,8,6,86,21,5,0,0,32,8,5,0,4,19,4,4,0,0,11,8,4,0,0,12,29,12,9,3,49,21,0,0,0,23,466,165,68,26,727
104021083,20,16,4,5,45,12,17,3,0,38,40,28,7,0,79,20,12,3,3,36,16,6,0,0,19,0,0,0,0,9,3,0,0,0,6,0,4,0,0,7,7,11,4,0,20,0,4,0,0,4,174,120,35,8,330
104021084,63,31,13,8,113,70,23,3,6,103,150,67,31,21,269,79,42,18,7,144,38,20,10,0,68,13,9,4,0,28,14,9,0,4,24,12,3,0,5,24,42,21,8,4,81,12,4,0,0,17,613,286,113,63,1080
104021085,25,15,3,3,49,45,20,6,0,71,96,36,14,9,151,43,21,7,0,79,23,5,4,0,37,8,3,0,0,9,9,4,3,0,16,4,4,0,0,5,17,17,7,5,43,5,3,0,0,12,334,160,62,25,579
104021086,8,0,4,0,15,9,6,0,0,14,19,9,0,0,23,7,7,0,0,16,4,0,3,0,9,0,0,0,0,0,0,3,0,0,3,6,0,0,0,7,11,3,4,0,12,0,0,0,0,0,80,32,18,0,137
104021087,9,3,5,0,18,13,8,0,0,20,18,7,4,0,30,4,4,5,0,9,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,12,0,0,0,0,4,76,33,17,3,132
104021088,19,10,3,0,35,30,15,3,0,42,57,32,14,0,105,27,15,4,0,54,15,10,0,0,33,4,3,0,0,12,3,4,0,0,4,7,3,0,0,12,12,4,3,0,27,4,0,0,0,4,218,128,37,11,393
104021089,66,29,12,0,111,82,29,13,4,132,154,73,19,3,250,87,56,13,6,170,57,26,9,0,96,13,8,0,0,26,12,9,4,0,16,4,3,4,5,17,31,31,14,4,80,8,5,0,0,23,616,344,108,25,1093
104021090,14,5,7,0,24,22,4,5,3,37,33,19,4,0,52,16,9,0,0,27,12,5,3,0,19,4,5,0,0,9,6,0,0,0,5,3,0,0,0,3,13,9,0,0,28,6,0,0,0,3,159,67,16,9,254
104021091,26,23,5,3,63,63,21,7,4,101,101,39,14,10,161,41,23,12,0,81,29,16,3,0,55,11,9,0,0,18,7,10,0,0,20,3,0,0,0,5,20,18,3,5,46,8,5,0,0,16,376,195,60,31,661
105011092,12,7,0,4,19,11,4,0,0,21,18,6,3,3,30,9,3,0,0,14,13,4,0,3,13,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,4,0,0,8,6,4,4,0,9,97,53,17,16,180
105011093,7,3,0,0,16,12,8,0,0,18,13,0,0,0,21,12,3,0,5,14,9,5,0,0,15,3,0,0,0,0,5,0,0,0,7,0,0,0,0,9,10,5,0,0,12,3,0,0,0,8,88,36,14,7,152
105011094,9,6,4,0,23,11,12,5,3,30,26,8,6,0,34,13,11,0,3,23,3,3,0,0,8,5,0,0,0,4,4,0,0,0,6,0,0,0,0,4,3,3,0,3,15,11,0,0,0,8,120,53,27,26,221
105011095,7,12,3,3,29,14,0,3,0,19,17,8,6,0,38,10,4,0,0,15,3,0,0,0,7,0,0,0,0,4,8,0,0,0,6,4,0,0,0,5,7,0,5,0,18,8,4,0,0,10,104,46,22,10,187
105011096,25,5,4,9,36,18,7,0,3,33,39,16,8,3,55,9,0,0,0,14,4,3,0,0,10,0,0,0,0,3,0,0,0,3,0,4,0,0,0,5,13,4,0,3,17,0,3,0,0,6,135,49,26,26,234
105021097,49,32,17,0,101,76,29,18,11,132,124,63,20,8,220,73,34,15,4,124,47,22,13,3,89,11,10,0,0,27,24,8,4,0,35,3,5,4,0,7,38,28,6,5,73,17,0,3,5,29,597,296,120,46,1063
105021098,3,0,0,0,7,11,4,0,0,16,9,0,4,0,14,5,0,0,0,8,5,0,0,0,7,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,3,5,0,3,11,0,5,0,0,3,58,30,12,10,115
105031099,16,13,8,0,41,21,10,3,0,37,33,14,13,5,61,26,3,7,3,36,13,0,0,0,21,6,5,0,0,11,0,0,3,0,3,6,0,0,0,7,9,0,3,0,15,9,4,0,0,14,190,69,52,17,321
105031100,23,15,6,3,44,36,17,7,6,65,74,34,22,3,132,39,32,6,0,77,12,17,6,0,33,15,3,5,0,21,5,5,0,0,12,4,0,4,0,10,13,7,12,6,31,10,9,0,0,15,281,160,67,21,537
105031101,35,25,14,8,77,55,31,8,3,92,139,59,29,12,236,69,49,24,0,139,59,28,11,4,97,16,6,0,0,29,17,5,5,0,27,9,8,7,0,14,25,20,5,7,61,14,7,0,4,17,486,269,117,43,917
105031102,25,11,9,6,47,27,24,6,0,60,62,35,7,13,117,31,26,8,4,70,26,14,0,0,42,18,3,3,0,18,3,4,3,4,17,4,0,0,0,11,19,6,3,0,35,11,4,5,3,24,274,163,59,43,542
105031103,8,0,0,0,16,9,3,3,0,18,15,18,5,0,37,9,9,4,3,24,4,5,5,0,13,4,6,0,0,6,3,0,0,0,4,3,0,0,0,9,9,7,0,0,17,6,0,0,0,6,98,44,22,6,165
105031104,6,8,3,3,21,10,6,3,0,12,34,15,7,0,52,10,7,0,3,22,8,0,0,0,11,3,0,0,0,3,0,0,0,0,4,3,3,0,0,3,11,7,5,0,16,3,3,0,0,8,115,54,25,12,211
105031105,12,6,5,5,29,13,15,5,8,38,40,12,5,8,63,18,7,3,4,33,12,3,3,0,19,0,7,0,0,11,0,3,0,0,3,5,0,0,0,5,9,14,5,4,30,5,3,0,0,7,137,83,28,32,286
105031106,13,12,8,4,41,37,13,10,4,66,58,17,10,0,87,22,14,6,0,41,13,3,4,0,25,0,9,0,0,10,0,4,0,0,3,9,3,0,0,8,13,10,3,6,34,12,0,3,0,14,238,108,57,24,428
106011107,15,16,3,0,39,29,21,4,0,56,46,34,15,4,103,28,25,6,0,56,29,18,3,4,53,14,4,3,3,23,10,10,3,7,29,10,9,0,3,19,10,13,7,7,34,10,0,0,0,13,235,185,58,30,513
106011108,74,72,31,9,185,125,43,27,22,219,194,98,44,16,355,97,51,22,7,174,64,31,8,4,104,28,15,5,0,51,6,21,4,3,35,8,6,0,4,16,42,22,22,6,92,19,7,0,3,36,832,459,206,95,1596
106011109,13,5,7,0,27,28,11,7,0,55,54,19,9,4,77,17,15,8,7,49,18,7,0,0,31,8,6,0,0,13,4,3,0,0,6,3,0,3,0,6,16,12,0,7,38,4,0,0,0,11,207,117,49,26,395
106011110,13,16,4,0,34,21,9,0,0,31,54,19,9,0,75,28,10,9,0,36,8,17,5,0,30,14,9,0,0,19,7,0,0,0,6,0,6,0,4,6,24,7,4,0,38,3,5,0,0,6,197,104,30,16,349
106011111,78,34,28,13,149,110,35,20,8,172,166,77,43,19,296,91,46,11,3,155,54,36,10,3,105,17,14,5,3,49,14,8,3,0,28,4,3,0,3,16,41,17,9,6,74,8,5,5,0,21,723,362,172,69,1319
106011112,29,25,9,9,72,49,20,7,10,80,88,42,19,5,150,61,23,5,6,94,47,24,9,3,85,20,10,4,4,39,18,11,5,0,31,9,11,4,0,25,16,14,7,11,42,4,3,3,0,9,414,215,83,55,768
106011113,10,6,0,0,18,10,4,0,0,14,15,8,0,0,31,8,0,0,0,14,12,5,0,0,19,4,5,0,0,7,4,0,0,0,4,4,0,0,0,4,6,3,0,0,9,4,4,0,0,5,91,37,12,4,149
