SA2_CODE_2021,C21_650_799_1PF_1C,C21_650_799_1PF_2C,C21_650_799_1PF_3C,C21_650_799_1PF_4mC,C21_650_799_Tot,C21_800_999_1PF_1C,C21_800_999_1PF_2C,C21_800_999_1PF_3C,C21_800_999_1PF_4mC,C21_800_999_Tot,C21_1000_1499_1PF_1C,C21_1000_1499_1PF_2C,C21_1000_1499_1PF_3C,C21_1000_1499_1PF_4mC,C21_1000_1499_Tot,C21_1500_1999_1PF_1C,C21_1500_1999_1PF_2C,C21_1500_1999_1PF_3C,C21_1500_1999_1PF_4mC,C21_1500_1999_Tot,C21_2000_2499_1PF_1C,C21_2000_2499_1PF_2C,C21_2000_2499_1PF_3C,C21_2000_2499_1PF_4mC,C21_2000_2499_Tot,C21_2500_2999_1PF_1C,C21_2500_2999_1PF_2C,C21_2500_2999_1PF_3C,C21_2500_2999_1PF_4mC,C21_2500_2999_Tot,C21_3000_3999_1PF_1C,C21_3000_3999_1PF_2C,C21_3000_3999_1PF_3C,C21_3000_3999_1PF_4mC,C21_3000_3999_Tot,C21_4000more_1PF_1C,C21_4000more_1PF_2C,C21_4000more_1PF_3C,C21_4000more_1PF_4mo_ch,C21_4000more_Tot,C21_Par_inc_st_1PF_1C,C21_Par_inc_st_1PF_2C,C21_Par_inc_st_1PF_3C,C21_Par_inc_st_1PF_4mC,C21_Par_inc_st_Tot,C21_All_inc_ns_1PF_1Ch,C21_All_inc_ns_1PF_2C,C21_All_inc_ns_1PF_3C,C21_All_inc_ns_1PF_4mC,C21_All_inc_ns_Tot,C21_Tot_1PF_1C,C21_Tot_1PF_2C,C21_Tot_1PF_3C,C21_Tot_1PF_4mC,C21_Tot_Tot
216011407,19,14,9,6,49,31,14,7,0,54,72,33,11,8,117,28,11,5,0,41,12,8,9,0,26,3,4,0,0,12,6,5,4,0,11,6,3,0,0,8,16,14,12,6,38,10,3,0,0,13,250,139,68,18,483
216011408,8,0,5,0,15,11,3,0,3,20,15,4,9,0,28,7,3,0,0,8,5,6,0,0,15,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,6,0,3,13,3,0,0,0,3,76,28,18,5,127
216011409,6,3,5,0,14,18,0,0,0,23,12,7,0,0,29,12,9,5,0,25,8,4,0,0,10,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,3,4,0,0,13,7,0,0,0,7,87,41,11,10,149
216011410,9,0,3,0,15,12,3,0,0,21,15,9,4,0,32,6,4,0,0,20,11,3,0,0,8,3,0,0,0,10,0,0,0,0,0,0,3,0,0,6,10,8,0,0,18,0,0,0,0,0,94,48,24,7,166
216021411,18,10,3,0,31,25,10,3,4,37,34,9,13,5,56,16,9,0,0,26,12,10,0,0,25,4,0,0,0,6,3,0,0,0,5,0,0,0,0,0,9,5,7,0,24,6,0,0,0,4,154,76,34,18,276
216021412,7,6,0,0,16,18,5,0,0,21,13,0,4,0,18,0,6,0,0,8,0,4,0,0,5,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,5,8,0,8,0,0,0,0,0,64,29,9,5,105
216021413,26,16,6,4,51,44,13,3,3,69,75,41,17,4,135,31,15,8,3,59,21,9,7,0,46,11,0,0,0,12,7,0,0,0,12,4,0,0,0,0,9,8,4,0,26,13,7,0,0,18,307,146,61,16,526
216021414,14,15,9,0,36,28,13,5,4,46,44,23,9,3,80,24,14,4,0,39,11,7,0,0,22,9,0,0,0,6,3,4,0,0,7,0,6,0,0,4,13,9,4,0,27,7,0,0,0,7,194,108,32,10,343
216031415,26,14,7,0,51,37,21,6,8,72,69,27,20,4,122,35,12,8,5,58,21,11,7,0,35,8,8,3,0,18,4,5,0,0,4,0,0,0,0,0,12,14,3,3,32,5,0,0,0,14,267,143,65,31,513
216031416,28,34,16,5,84,73,21,3,12,107,115,65,16,10,203,83,37,14,3,130,30,26,7,0,70,11,4,0,0,16,9,6,0,0,20,8,3,6,0,14,28,28,11,4,75,16,6,0,0,28,491,273,107,51,918
216031418,8,5,3,0,16,13,3,4,0,15,19,9,0,3,28,7,5,0,0,9,6,7,0,0,11,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,7,8,0,0,14,0,0,0,0,0,73,30,10,14,123
216031419,11,10,8,3,31,33,13,3,0,52,46,19,7,6,73,35,13,0,0,50,15,14,4,0,30,8,0,0,0,10,7,6,0,0,7,0,0,0,0,0,12,8,6,0,20,11,6,0,0,15,212,112,34,11,365
216031593,7,3,0,0,14,3,3,5,0,17,31,21,8,4,60,24,15,4,4,36,16,9,0,0,29,9,9,0,0,19,4,4,0,0,12,6,0,0,0,8,15,6,9,0,30,0,0,0,0,4,142,84,29,13,268
216031594,54,29,16,7,108,73,32,17,10,131,94,59,17,12,186,47,24,17,9,97,24,11,0,0,41,4,8,0,3,15,11,5,0,0,13,5,0,0,0,6,17,17,14,0,48,8,6,3,0,20,426,268,117,54,872
217011420,9,6,4,0,13,28,12,0,0,42,30,8,12,6,60,17,7,0,0,26,9,3,4,0,14,0,0,0,0,4,4,0,3,0,8,6,0,0,0,5,4,5,0,0,15,3,0,0,0,8,158,65,32,13,273
217011421,26,19,4,0,53,34,17,7,0,49,67,36,9,6,119,27,20,6,4,56,17,5,0,0,30,7,3,0,0,17,5,0,0,0,6,0,4,0,0,7,12,10,4,4,29,8,0,0,0,5,248,122,46,21,439
217011422,29,22,12,5,68,56,17,8,3,86,61,25,13,3,106,40,8,0,0,54,19,11,0,0,30,11,12,0,0,23,5,9,0,0,15,4,3,0,0,7,26,10,4,0,41,8,0,4,4,12,329,152,60,16,554
217011423,13,11,0,0,25,16,3,0,0,28,19,9,9,0,33,13,3,0,4,21,6,8,0,0,16,5,5,0,0,9,3,0,0,0,3,3,0,0,0,3,12,6,6,4,30,0,0,0,0,0,107,41,18,11,181
217031471,9,4,0,0,16,15,0,0,0,19,17,8,7,0,27,8,8,3,3,20,8,0,0,0,11,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,4,3,0,0,12,4,0,0,0,4,84,32,21,5,142
217031472,22,18,8,3,52,37,27,3,3,65,70,39,14,5,130,38,19,11,0,73,21,11,9,0,46,12,6,3,0,28,5,3,0,0,9,0,3,0,0,7,13,14,4,0,33,8,0,0,0,8,279,165,78,28,543
217031473,3,0,4,0,10,9,3,8,0,30,11,5,0,4,24,13,4,4,0,20,5,10,0,0,14,5,7,0,0,11,0,0,0,0,7,0,0,0,0,0,11,7,0,0,19,0,0,0,0,4,81,41,20,7,157
217031474,11,4,0,0,15,20,5,5,0,29,29,9,8,0,46,13,9,4,0,26,10,3,0,0,12,0,0,0,4,4,3,3,0,0,7,3,0,0,0,4,15,8,3,0,23,0,6,0,0,3,131,51,17,9,209
217031475,15,10,11,0,33,12,8,4,3,26,31,8,5,0,42,13,8,8,0,24,15,5,0,0,19,9,0,0,0,12,0,0,0,0,5,6,0,0,0,13,6,9,5,0,18,3,0,0,0,4,140,73,27,9,248
217031476,9,3,0,0,17,13,6,0,0,16,17,6,0,0,25,15,4,4,0,19,5,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,6,3,4,0,18,0,0,0,0,0,94,30,13,0,137
217041477,7,4,3,0,22,21,4,3,3,33,25,11,7,5,48,14,6,4,0,22,8,7,3,0,17,11,0,0,0,11,8,4,0,0,12,7,0,0,0,7,12,16,5,0,27,0,0,0,0,0,136,75,25,12,247
217041478,16,6,3,0,28,19,18,7,0,45,50,11,8,3,70,31,7,6,0,42,11,12,4,0,31,5,0,0,0,9,0,0,0,0,7,3,0,0,0,10,19,9,4,3,28,11,0,0,0,16,202,82,32,14,336
217041479,59,42,13,5,116,84,41,10,10,145,171,60,27,10,272,82,47,10,8,149,36,28,8,0,74,22,17,5,0,43,15,12,0,0,25,4,11,3,0,18,23,22,7,9,66,8,7,0,0,13,619,329,114,47,1108
217041480,26,19,0,0,49,35,22,0,0,61,75,29,11,9,121,54,28,6,0,88,17,18,6,0,40,10,3,0,0,18,12,0,0,0,17,5,0,0,0,6,16,7,6,0,33,0,0,0,4,7,323,168,46,11,548
297979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301011001,35,26,5,5,73,43,27,9,5,88,125,65,20,4,220,85,27,11,3,120,66,34,9,0,106,26,16,0,0,51,8,19,4,0,31,6,9,0,0,10,28,16,6,7,56,9,5,0,0,12,503,275,88,32,892
301011002,4,0,0,5,12,3,0,0,4,12,31,12,8,0,45,26,15,3,0,38,26,7,0,0,32,18,10,0,0,25,10,8,3,0,19,7,14,5,0,29,10,3,4,0,21,4,0,0,0,7,152,77,19,10,255
301011003,24,14,5,3,44,34,13,4,5,53,71,41,4,3,118,54,30,4,3,94,39,22,10,6,74,24,12,0,3,34,17,18,5,0,44,10,6,6,4,23,23,19,3,5,52,3,0,0,0,3,344,188,59,28,618
301011004,41,19,9,5,80,71,25,3,5,100,136,56,18,5,208,81,38,11,5,134,55,31,8,0,94,40,18,4,0,56,14,17,4,0,30,6,3,3,0,15,31,19,4,3,62,9,10,0,0,21,581,267,69,27,942
301011005,14,8,5,0,26,20,5,0,0,27,38,16,3,0,64,19,18,0,0,38,12,9,0,0,23,9,0,0,0,10,9,0,0,0,12,0,0,0,0,0,7,0,5,0,11,0,0,0,0,7,150,76,17,3,252
301011006,14,9,4,0,30,36,7,4,0,52,53,41,10,4,110,40,36,6,0,88,37,25,9,4,71,7,8,4,0,23,10,7,0,0,23,11,9,9,0,24,19,19,0,0,34,8,0,0,0,8,249,184,59,13,510
301021007,28,12,5,0,49,54,24,6,3,86,116,49,12,6,183,54,42,9,4,106,58,36,13,0,101,22,6,0,0,23,17,9,0,0,32,22,5,0,0,30,26,16,7,0,53,0,8,0,0,13,463,237,59,16,767
301021008,5,8,5,0,17,19,7,5,0,26,22,19,8,3,56,23,15,3,0,39,15,15,3,0,32,4,5,0,0,14,8,5,0,0,13,6,8,0,0,11,9,4,6,0,16,0,0,0,0,7,129,91,26,6,251
301021009,21,14,10,0,44,41,22,9,5,71,93,56,22,12,176,67,36,11,3,116,33,21,7,3,65,16,11,0,4,28,7,14,0,0,23,3,8,0,0,19,17,18,7,3,46,6,0,5,0,12,365,219,76,38,695
301021011,9,5,5,5,19,9,9,3,0,16,20,19,6,3,42,17,13,5,0,33,23,8,0,0,28,19,6,0,0,20,7,8,3,0,18,9,3,0,0,12,11,10,0,0,23,0,0,0,0,0,129,83,23,10,242
301021012,18,12,6,4,45,32,24,15,3,76,113,47,18,8,185,55,49,16,3,121,49,38,4,3,95,20,15,4,0,45,14,19,5,0,43,7,12,7,0,22,23,24,6,5,53,5,7,0,0,13,395,273,91,32,787
301021013,22,8,5,4,39,39,11,9,4,56,83,28,6,5,126,52,29,11,5,96,36,30,5,3,76,6,17,0,0,26,14,17,5,0,41,0,3,4,0,4,26,19,3,3,54,3,0,3,0,10,334,197,66,29,619
301021550,3,0,0,0,4,5,0,0,0,8,15,3,5,0,19,4,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,3,0,0,3,0,0,0,0,0,59,16,12,0,86
301021551,42,12,7,0,58,48,9,3,0,61,74,14,4,0,98,15,6,0,0,26,5,3,0,3,8,0,7,0,0,8,0,0,0,0,6,0,0,0,0,3,18,8,3,0,36,11,0,0,6,14,289,92,24,13,414
301031014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301031015,13,9,0,0,25,12,3,0,0,23,43,9,0,0,57,20,21,0,0,52,23,23,3,3,49,11,11,0,0,22,7,4,4,0,16,9,8,0,0,16,5,8,0,0,17,0,0,0,0,6,179,119,14,0,311
301031016,19,9,3,0,41,39,11,0,3,56,74,46,8,7,126,50,33,9,4,92,39,29,13,0,79,22,9,0,3,32,14,16,0,0,30,9,7,0,0,17,16,14,0,0,33,5,4,0,0,3,315,204,39,16,578
301031017,8,7,3,0,12,17,0,0,0,17,30,9,0,0,53,16,7,3,0,29,17,10,5,0,32,5,0,0,0,5,10,3,0,0,12,3,5,0,0,9,6,5,4,0,20,0,0,0,0,0,132,56,14,0,210
301031018,13,7,0,0,18,35,3,3,0,42,58,28,10,4,101,53,23,9,0,83,20,17,0,0,47,13,3,0,0,19,9,7,0,0,21,4,6,3,0,13,12,14,0,0,22,5,0,0,0,5,234,128,30,10,405
301031019,10,7,0,0,15,9,4,4,0,17,26,28,3,0,52,23,28,8,0,62,24,20,6,0,60,12,4,0,0,15,6,10,0,0,24,9,11,0,0,16,9,13,5,0,31,0,0,0,0,0,132,133,32,7,312
301031020,30,8,3,0,43,41,18,4,0,61,104,34,8,7,149,54,34,9,0,100,60,31,7,0,99,18,7,7,0,28,18,12,0,0,28,9,9,0,3,26,16,16,4,4,38,3,3,0,0,6,418,189,51,16,678
301031021,29,23,5,6,64,67,21,5,0,100,126,39,22,7,193,86,43,10,3,141,56,30,6,6,95,25,9,4,0,38,30,12,0,3,41,10,4,5,0,22,18,21,4,0,40,8,0,0,0,7,525,248,71,26,869
302011022,19,14,3,0,30,12,10,5,0,30,50,28,3,6,85,39,16,10,0,61,21,13,3,0,40,14,8,0,0,25,9,6,4,0,20,3,0,0,0,6,10,6,3,0,27,0,4,0,0,5,205,121,30,14,371
302011023,8,3,0,0,7,14,8,0,0,20,36,14,0,4,63,31,16,3,0,50,28,13,5,0,53,10,9,0,0,22,10,12,3,0,20,11,3,0,0,21,9,10,3,4,20,0,0,0,0,0,165,105,21,10,295
302011024,16,5,4,0,21,21,5,0,0,30,48,23,10,0,75,42,18,9,0,67,41,18,7,0,60,18,7,7,0,36,15,9,0,0,25,9,14,0,0,24,8,14,0,0,23,5,0,0,0,5,237,108,35,7,391
302011025,19,11,0,0,26,21,13,0,3,38,84,29,6,0,117,52,32,9,0,88,37,25,3,0,60,12,10,4,0,23,9,9,6,0,27,4,9,7,0,20,12,14,5,0,28,0,0,0,0,8,277,161,41,9,487
302011026,3,7,0,0,14,5,10,0,0,13,28,13,5,0,44,32,17,6,0,54,18,19,0,0,35,7,5,5,0,16,12,6,0,0,21,7,9,0,0,15,7,5,0,3,13,6,0,3,0,3,128,99,18,3,257
302021027,15,9,3,0,26,15,3,0,0,27,63,22,4,5,101,65,24,5,0,90,34,17,0,0,55,29,12,4,0,45,11,15,0,0,20,11,9,0,0,20,9,20,5,3,33,4,3,0,0,8,283,148,34,5,476
302021028,23,10,4,0,38,40,9,5,0,62,86,22,8,6,118,49,19,4,8,75,32,18,6,0,53,13,9,0,0,23,15,8,0,0,22,3,3,0,0,10,24,9,0,0,29,8,3,0,0,10,361,132,34,14,546
302021029,4,3,0,0,12,17,7,3,0,26,41,13,4,0,68,25,17,3,0,46,15,14,4,0,41,12,9,0,0,24,7,7,0,0,20,3,3,0,0,10,9,3,0,3,21,0,0,0,0,0,163,97,27,8,294
302021030,5,0,0,0,11,13,6,0,0,24,18,9,7,0,44,9,18,6,4,31,21,10,3,0,32,4,3,0,0,13,4,3,5,0,8,5,0,0,0,0,5,0,3,0,9,0,0,0,0,0,100,63,26,10,194
302021031,19,16,0,0,35,36,12,3,0,53,69,33,4,3,104,47,20,3,0,75,51,34,7,0,96,19,0,0,0,22,19,15,0,5,40,10,7,4,4,31,22,20,4,0,42,0,4,0,0,0,341,175,30,11,564
302021032,18,8,6,0,28,27,8,4,0,35,52,14,8,3,71,28,13,3,0,43,17,13,0,0,32,9,3,0,0,15,4,8,0,0,10,12,4,0,0,12,14,8,4,0,26,0,0,0,0,4,221,86,22,5,341
302021033,17,3,3,0,22,22,9,0,4,35,38,22,5,0,60,23,7,0,0,29,15,11,5,0,26,3,11,0,0,16,13,10,0,0,30,3,3,0,0,11,7,3,5,5,23,0,0,0,0,0,175,95,22,15,299
302021034,7,7,8,0,28,20,5,0,4,27,47,13,4,0,60,44,8,10,0,59,23,12,3,5,42,20,7,3,0,28,16,11,5,0,24,11,13,0,0,27,9,5,6,0,29,6,0,0,0,6,223,103,35,12,376
302031035,27,5,0,0,32,29,10,6,0,41,68,28,8,3,110,47,13,4,0,72,25,27,0,0,52,19,7,0,0,25,17,7,0,5,26,7,8,0,0,12,10,9,0,0,18,3,0,0,0,4,285,124,24,17,448
302031036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302031037,4,0,0,0,8,3,0,0,0,3,9,3,0,0,16,7,0,0,0,11,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,9,0,0,0,0,0,0,0,0,0,0,49,10,0,0,65
302031038,6,4,0,0,8,19,8,0,0,27,43,12,0,0,56,22,11,5,0,39,16,8,0,0,22,6,0,0,0,6,12,8,0,0,15,3,7,0,0,8,3,3,0,0,16,0,0,0,0,0,145,72,10,8,240
302031039,8,6,4,0,13,22,16,3,0,41,67,28,4,8,97,25,31,4,0,59,31,15,3,3,51,10,7,0,0,16,10,4,3,0,23,3,11,5,0,12,10,16,3,0,25,6,0,0,0,5,223,144,33,8,410
302031040,26,12,0,0,39,28,7,4,0,35,78,24,4,0,105,60,16,3,0,75,63,18,0,0,76,13,10,3,0,24,24,6,8,0,26,14,6,0,0,22,18,11,3,0,32,3,0,0,0,3,359,121,23,0,499
302041041,29,22,8,3,57,48,30,7,7,93,118,47,17,13,201,78,39,7,7,130,52,20,9,3,85,25,15,6,0,44,18,17,0,0,34,3,11,6,0,19,30,21,10,5,64,6,3,0,0,7,470,257,83,44,855
302041042,16,7,0,0,21,35,9,5,0,47,60,33,6,0,101,50,21,0,4,77,37,23,0,0,58,11,9,0,0,18,13,5,0,0,23,6,4,0,0,12,18,11,6,0,43,5,0,0,0,4,279,147,32,7,465
302041043,8,0,0,0,8,12,0,0,0,27,27,21,0,0,48,16,7,0,0,29,6,4,0,0,13,9,9,0,0,16,7,4,0,0,13,0,0,0,0,6,10,9,0,0,18,0,0,0,0,3,117,60,12,7,193
302041044,8,4,0,0,21,24,6,0,0,36,26,11,4,5,40,18,11,0,0,32,17,3,6,0,28,9,0,0,0,12,4,7,4,0,14,3,9,0,0,10,7,10,0,0,13,3,0,0,0,3,144,66,18,6,229
302041045,28,22,7,0,68,39,9,8,8,63,121,36,11,0,175,75,38,3,4,121,36,23,4,0,62,13,7,6,0,29,20,8,5,0,32,11,3,0,0,11,25,9,4,3,41,0,0,0,0,3,406,191,57,19,674
302041046,35,12,9,3,56,48,11,5,0,71,87,30,7,0,128,46,15,7,6,65,33,14,0,0,45,9,3,3,0,16,14,3,0,0,18,0,9,0,0,9,14,7,4,0,30,4,3,0,0,15,355,149,47,18,566
303011047,3,8,0,0,12,10,7,0,0,15,44,18,0,0,58,39,18,0,0,59,38,18,3,3,55,19,7,3,0,32,12,13,8,0,28,8,13,4,3,27,16,10,5,0,28,0,0,0,0,0,210,116,27,10,363
303011048,6,5,0,0,9,17,5,3,0,19,36,14,0,0,47,15,14,0,0,26,20,20,0,4,42,10,0,0,0,14,7,4,0,0,11,8,6,4,0,11,12,3,0,0,22,0,0,0,0,0,138,59,14,4,219
303011049,19,15,3,0,33,26,14,0,0,45,73,25,4,0,105,67,50,5,0,119,44,23,9,0,78,21,6,3,0,31,22,12,3,0,36,12,7,0,0,16,10,18,3,0,32,5,0,0,0,6,340,181,42,10,570
303011050,20,9,5,0,33,29,3,10,0,35,58,14,9,0,79,37,14,11,0,63,33,20,0,0,54,12,6,0,0,22,14,8,0,0,23,0,0,5,0,7,15,14,6,3,33,0,0,0,0,5,257,101,42,9,407
303011051,8,5,3,4,25,15,7,4,0,33,75,22,3,0,101,36,19,6,0,62,36,20,4,0,65,21,10,0,0,39,17,15,3,0,42,17,20,0,0,35,9,9,0,6,30,10,3,0,0,12,284,149,39,9,489
303021052,17,5,0,0,27,27,4,0,4,35,56,11,3,0,74,42,10,5,0,57,34,20,4,0,52,10,6,0,0,18,7,5,0,0,12,3,9,0,0,12,10,6,4,0,20,8,0,0,0,8,275,98,20,3,391
303021053,17,3,3,0,23,27,9,0,0,40,66,31,0,3,99,57,17,5,0,79,38,29,7,0,74,17,6,4,0,25,20,10,3,0,41,30,15,6,0,47,19,19,3,0,37,0,0,0,0,0,333,141,37,4,511
303021054,9,0,0,0,13,8,4,0,0,17,20,3,5,0,28,15,8,0,0,24,5,14,0,0,26,5,5,0,0,9,4,0,0,0,4,10,3,0,0,13,6,10,0,0,12,3,5,0,0,3,101,52,9,0,167
303021055,5,3,0,0,12,24,4,0,0,30,52,15,0,0,66,32,13,4,0,49,29,17,4,0,50,12,0,0,0,17,10,10,0,0,16,8,10,0,0,19,13,7,0,0,17,3,0,0,0,3,206,100,12,0,320
303021056,13,8,3,0,26,34,8,4,0,47,41,18,4,0,68,34,24,0,0,57,31,22,7,0,55,12,0,6,0,21,7,4,4,0,16,9,0,0,0,8,11,10,8,0,31,0,0,0,0,6,232,117,37,7,398
303021057,5,3,0,0,10,15,0,0,0,18,25,9,5,0,35,14,18,0,0,37,30,9,5,0,40,10,0,0,0,8,4,6,0,0,16,7,4,0,0,8,10,9,0,0,27,0,0,3,0,4,125,74,14,0,214
303021058,8,4,0,0,16,15,4,0,0,17,23,10,0,0,34,20,11,6,0,30,14,4,0,0,17,8,0,0,0,10,7,9,0,0,11,4,0,0,0,5,8,7,4,0,16,0,0,0,0,0,130,55,4,3,190
303021059,8,6,0,0,15,21,4,0,0,24,23,20,0,0,42,32,14,4,0,51,24,15,0,0,43,14,0,0,0,18,10,6,0,0,20,13,7,0,0,22,6,11,3,0,25,0,0,0,0,0,171,103,20,0,294
303031060,17,10,0,5,29,30,15,8,0,47,81,25,3,0,112,64,20,3,0,85,39,24,8,0,69,19,4,8,0,26,19,11,3,0,31,5,11,4,0,22,16,15,8,4,38,11,0,0,0,11,334,164,42,15,550
303031061,13,8,0,3,22,20,3,3,0,30,23,6,4,0,33,21,12,3,4,37,17,9,0,0,23,13,5,0,0,16,6,3,0,0,16,3,0,0,0,6,5,6,0,0,13,0,0,0,0,5,163,60,25,7,254
303031062,9,12,4,0,25,18,9,3,0,30,58,22,7,3,90,34,16,4,0,54,29,16,8,0,53,7,5,4,0,14,19,5,3,0,27,6,5,0,0,10,13,14,0,10,35,7,3,0,0,5,219,127,44,20,409
303031063,38,15,5,0,57,46,8,4,6,50,88,49,8,0,150,82,39,6,4,128,31,34,4,0,71,15,12,5,0,27,11,23,4,4,40,13,10,3,0,29,26,17,6,0,41,0,3,0,0,9,418,224,57,16,720
303031064,10,0,0,0,13,15,4,4,0,21,21,23,3,0,44,26,9,3,0,32,19,15,6,5,40,12,7,0,0,19,5,6,0,0,17,7,9,4,0,22,3,9,0,0,21,0,0,0,0,0,162,92,34,5,297
303031065,10,13,0,0,19,22,12,6,0,38,51,12,5,5,77,48,15,7,4,63,26,16,3,0,44,16,8,0,0,24,6,12,0,0,19,13,4,0,0,13,8,12,4,5,23,6,5,0,3,15,262,112,34,18,418
303031066,11,5,0,0,22,28,11,7,0,49,65,39,7,3,112,51,21,9,0,86,37,15,0,3,54,12,7,0,0,22,12,0,3,0,17,7,7,0,0,12,10,11,5,0,24,3,0,0,0,3,270,159,38,11,476
303041067,14,4,0,0,19,15,3,0,0,28,33,6,6,0,44,13,9,3,0,30,16,10,4,0,28,3,0,0,0,12,0,5,3,0,6,0,0,0,0,0,10,3,4,0,13,5,0,0,0,5,146,55,28,5,230
303041068,20,5,0,0,26,24,10,3,3,36,59,18,5,4,85,48,24,3,0,75,29,17,0,0,50,11,8,5,0,18,11,12,3,0,23,6,0,0,0,8,18,8,0,0,24,0,0,0,0,0,271,116,24,8,420
303041069,6,3,0,0,13,7,0,0,5,12,33,6,0,0,40,18,0,0,0,24,18,7,0,0,19,6,4,0,0,7,7,3,0,0,13,0,9,0,0,6,4,4,5,0,10,0,0,0,0,0,113,47,11,0,172
303041070,14,0,4,0,17,20,0,4,0,27,52,15,3,0,73,26,20,0,0,52,14,6,5,0,29,11,9,0,0,16,5,4,4,0,15,5,4,0,0,13,12,9,4,0,18,0,0,0,0,0,191,78,24,11,304
303041071,10,5,4,0,18,16,7,3,0,24,40,13,11,0,61,28,13,8,0,45,29,21,0,0,61,7,11,5,0,22,18,15,0,0,28,14,18,3,0,33,11,15,0,0,28,3,0,0,0,3,185,131,34,3,362
303051072,18,15,3,0,30,25,18,6,3,49,66,27,4,7,102,44,16,5,3,66,28,4,6,0,47,11,12,0,0,20,3,10,0,0,15,6,0,0,0,8,12,7,3,0,23,0,4,0,0,5,256,129,38,22,446
303051073,48,21,0,4,69,59,22,6,0,94,123,70,12,3,208,62,42,13,6,128,69,24,11,9,116,23,20,6,0,45,12,17,7,0,38,10,12,7,0,27,13,27,11,3,54,5,3,0,0,9,542,322,85,36,983
303051074,11,4,5,4,18,13,14,3,7,30,35,12,8,5,56,28,21,10,0,53,27,11,4,3,45,14,0,4,0,22,4,14,5,0,26,3,0,0,0,12,4,7,3,0,17,5,0,0,0,5,163,93,48,19,324
303051075,15,18,7,0,33,25,17,4,8,45,64,30,17,5,117,42,29,13,3,84,32,22,6,3,65,20,10,5,0,33,18,3,4,0,26,4,4,5,0,16,14,11,7,6,44,5,0,0,3,9,289,178,68,33,566
303051076,19,14,7,8,54,55,15,7,3,83,74,29,13,14,127,60,14,12,0,85,20,11,3,5,40,12,5,3,0,21,6,5,4,0,11,0,0,0,0,5,11,12,9,4,37,9,0,5,0,11,347,149,72,51,624
303061077,3,0,0,0,7,18,8,0,3,36,32,8,3,3,45,20,9,4,4,36,15,9,0,4,32,10,5,3,0,18,0,10,0,5,21,0,10,0,0,11,10,10,0,0,21,0,0,0,0,0,121,96,27,28,271
303061078,18,12,6,5,43,37,13,0,0,46,84,41,13,8,143,45,37,6,10,95,40,12,0,0,58,24,13,0,0,41,9,10,0,5,22,6,4,0,5,10,9,5,9,4,26,4,0,0,0,7,348,170,44,34,597
303061079,23,7,3,0,37,24,11,0,0,39,54,18,7,5,82,26,11,4,0,43,25,6,7,3,40,10,6,4,0,19,4,7,0,0,10,7,0,0,0,12,10,5,3,4,19,0,0,0,0,5,234,95,32,29,391
303061080,34,12,0,5,52,61,19,3,5,83,105,57,16,12,190,54,23,5,0,87,43,18,3,3,69,17,22,3,0,45,18,10,5,0,38,5,0,3,3,15,18,13,7,5,44,0,3,0,0,7,436,223,66,41,761
304011081,5,4,3,0,15,18,3,0,0,20,31,18,7,3,62,26,18,0,5,45,29,13,0,0,40,12,0,0,0,14,12,7,3,0,21,8,10,0,0,13,4,9,3,0,18,0,0,0,0,0,165,90,26,9,291
304011082,13,10,0,0,18,14,8,0,0,28,47,14,5,0,68,23,11,4,4,42,21,24,7,0,52,17,6,0,0,22,4,8,0,0,18,3,0,0,0,6,9,8,0,0,11,0,0,0,0,0,164,92,21,10,289
304011083,9,0,0,0,13,12,3,0,0,19,23,16,3,5,46,18,11,3,0,35,19,7,4,0,25,7,5,0,0,11,3,4,0,0,3,5,0,0,0,4,0,7,0,0,11,0,3,0,0,3,108,65,15,8,193
304011084,7,5,0,0,6,3,4,0,0,10,42,18,7,0,66,44,18,6,0,64,26,22,0,0,51,11,4,0,0,21,11,4,4,0,18,13,5,5,0,23,12,5,0,3,25,0,0,0,0,0,176,109,24,5,309
