SA2_CODE_2021,C11_PI_S_R225_274,C11_PI_S_R275_349,C11_PI_S_R350_449,C11_PI_S_R450_549,C11_PI_S_R550_649,C11_PI_S_R650more,C11_PI_S_R_NS,C11_PI_S_R_Tot,C11_AI_NS_R1_74,C11_AI_NS_R75_99,C11_AI_NS_R100_149,C11_AI_NS_R150_199,C11_AI_NS_R200_224,C11_AI_NS_R225_274,C11_AI_NS_R275_349,C11_AI_NS_R350_449,C11_AI_NS_R450_549,C11_AI_NS_R550_649,C11_AI_NS_R650more,C11_AI_NS_R_NS,C11_AI_NS_R_Tot,C11_Tot_R1_74,C11_Tot_R75_99,C11_Tot_R100_149,C11_Tot_R150_199,C11_Tot_R200_224,C11_Tot_R225_274,C11_Tot_R275_349,C11_Tot_R350_449,C11_Tot_R450_549,C11_Tot_R550_649,C11_Tot_R650more,C11_Tot_R_NS,C11_Tot_R_Tot,C16_Neg_Ni_inc_R1_74,C16_Neg_Ni_inc_R75_99,C16_Neg_Ni_inc_R100_149,C16_Neg_Ni_inc_R150_199,C16_Neg_Ni_inc_R200_224,C16_Neg_Ni_inc_R225_274,C16_Neg_Ni_inc_R275_349,C16_Neg_Ni_inc_R350_449,C16_Neg_Ni_inc_R450_549,C16_Neg_Ni_inc_R550_649,C16_Neg_Ni_inc_R650more,C16_Neg_Ni_inc_R_NS,C16_Neg_Ni_inc_R_Tot,C16_1_149_R1_74,C16_1_149_R75_99,C16_1_149_R100_149,C16_1_149_R150_199,C16_1_149_R200_224,C16_1_149_R225_274,C16_1_149_R275_349,C16_1_149_R350_449,C16_1_149_R450_549,C16_1_149_R550_649,C16_1_149_R650more,C16_1_149_R_NS,C16_1_149_R_Tot,C16_150_299_R1_74,C16_150_299_R75_99,C16_150_299_R100_149,C16_150_299_R150_199,C16_150_299_R200_224,C16_150_299_R225_274,C16_150_299_R275_349,C16_150_299_R350_449,C16_150_299_R450_549,C16_150_299_R550_649,C16_150_299_R650more,C16_150_299_R_NS,C16_150_299_R_Tot,C16_300_399_R1_74,C16_300_399_R75_99,C16_300_399_R100_149,C16_300_399_R150_199,C16_300_399_R200_224,C16_300_399_R225_274,C16_300_399_R275_349,C16_300_399_R350_449,C16_300_399_R450_549,C16_300_399_R550_649,C16_300_399_R650more,C16_300_399_R_NS,C16_300_399_R_Tot,C16_400_499_R1_74,C16_400_499_R75_99,C16_400_499_R100_149,C16_400_499_R150_199,C16_400_499_R200_224,C16_400_499_R225_274,C16_400_499_R275_349,C16_400_499_R350_449,C16_400_499_R450_549,C16_400_499_R550_649,C16_400_499_R650more,C16_400_499_R_NS,C16_400_499_R_Tot,C16_500_649_R1_74,C16_500_649_R75_99,C16_500_649_R100_149,C16_500_649_R150_199,C16_500_649_R200_224,C16_500_649_R225_274,C16_500_649_R275_349,C16_500_649_R350_449,C16_500_649_R450_549,C16_500_649_R550_649,C16_500_649_R650more,C16_500_649_R_NS,C16_500_649_R_Tot,C16_650_799_R1_74,C16_650_799_R75_99,C16_650_799_R100_149,C16_650_799_R150_199,C16_650_799_R200_224,C16_650_799_R225_274,C16_650_799_R275_349,C16_650_799_R350_449,C16_650_799_R450_549,C16_650_799_R550_649,C16_650_799_R650more,C16_650_799_R_NS,C16_650_799_R_Tot,C16_800_999_R1_74,C16_800_999_R75_99,C16_800_999_R100_149,C16_800_999_R150_199,C16_800_999_R200_224,C16_800_999_R225_274,C16_800_999_R275_349,C16_800_999_R350_449,C16_800_999_R450_549,C16_800_999_R550_649,C16_800_999_R650more,C16_800_999_R_NS,C16_800_999_R_Tot,C16_1000_1249_R1_74,C16_1000_1249_R75_99,C16_1000_1249_R100_149,C16_1000_1249_R150_199,C16_1000_1249_R200_224,C16_1000_1249_R225_274,C16_1000_1249_R275_349,C16_1000_1249_R350_449,C16_1000_1249_R450_549,C16_1000_1249_R550_649,C16_1000_1249_R650more,C16_1000_1249_R_NS,C16_1000_1249_R_Tot,C16_1250_1499_R1_74,C16_1250_1499_R75_99,C16_1250_1499_R100_149,C16_1250_1499_R150_199,C16_1250_1499_R200_224,C16_1250_1499_R225_274,C16_1250_1499_R275_349,C16_1250_1499_R350_449,C16_1250_1499_R450_549,C16_1250_1499_R550_649,C16_1250_1499_R650more,C16_1250_1499_R_NS,C16_1250_1499_R_Tot,C16_1500_1999_R1_74,C16_1500_1999_R75_99,C16_1500_1999_R100_149,C16_1500_1999_R150_199,C16_1500_1999_R200_224,C16_1500_1999_R225_274,C16_1500_1999_R275_349,C16_1500_1999_R350_449,C16_1500_1999_R450_549,C16_1500_1999_R550_649,C16_1500_1999_R650more,C16_1500_1999_R_NS,C16_1500_1999_R_Tot,C16_2000_2499_R1_74,C16_2000_2499_R75_99,C16_2000_2499_R100_149,C16_2000_2499_R150_199,C16_2000_2499_R200_224,C16_2000_2499_R225_274,C16_2000_2499_R275_349,C16_2000_2499_R350_449,C16_2000_2499_R450_549,C16_2000_2499_R550_649,C16_2000_2499_R650more,C16_2000_2499_R_NS,C16_2000_2499_R_Tot,C16_2500_2999_R1_74,C16_2500_2999_R75_99,C16_2500_2999_R100_149,C16_2500_2999_R150_199,C16_2500_2999_R200_224,C16_2500_2999_R225_274,C16_2500_2999_R275_349,C16_2500_2999_R350_449,C16_2500_2999_R450_549,C16_2500_2999_R550_649
117021327,11,16,52,44,55,66,13,264,0,7,3,0,3,6,10,4,8,0,0,8,52,33,58,81,140,122,316,609,850,472,330,378,83,3474,0,0,0,0,0,11,10,3,5,3,6,4,45,0,0,5,0,0,4,6,0,3,0,0,3,23,3,4,9,7,4,6,11,12,8,0,5,0,72,0,4,12,18,8,8,11,8,7,3,0,3,85,0,0,11,19,11,19,14,11,3,0,6,0,99,0,0,4,12,13,25,26,30,10,4,4,0,129,0,0,3,9,7,22,35,40,11,15,3,0,155,0,0,3,4,13,22,49,62,29,4,17,3,203,0,0,4,7,11,20,64,95,44,28,22,5,292,0,0,0,6,0,7,46,114,62,19,37,8,301,0,0,0,4,7,13,41,153,131,61,55,8,470,0,0,0,5,0,4,22,115,160,85,84,5,492,0,0,0,0,0,3,14,37,59,61
117021328,3,3,15,25,7,10,4,80,0,0,0,0,0,0,0,0,0,0,0,4,10,4,8,13,35,19,41,76,178,232,95,71,26,800,0,0,0,0,0,0,0,6,0,0,4,0,10,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,6,4,3,0,0,10,0,0,6,0,0,0,5,0,0,0,0,0,15,0,0,0,0,4,4,4,4,0,0,0,0,23,0,0,0,0,0,0,5,4,7,0,0,0,19,0,0,0,0,0,4,10,3,3,6,5,0,33,0,0,0,0,0,5,3,5,6,7,4,0,40,0,0,0,4,0,0,10,8,16,7,3,0,55,0,0,0,0,3,0,4,9,11,26,7,7,68,0,0,0,0,0,4,15,21,21,32,24,0,115,0,0,0,0,0,0,9,13,21,35,35,4,121,0,0,0,0,0,0,0,8,21,15
117021636,4,16,18,27,27,15,10,124,0,4,0,3,0,0,0,4,0,0,0,4,18,29,47,48,53,50,114,272,363,276,189,95,40,1577,0,0,3,0,5,3,0,3,3,0,4,7,26,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,3,0,0,0,0,4,0,0,0,27,0,0,23,7,9,4,4,0,0,0,0,4,59,0,4,15,6,5,3,6,9,4,0,3,4,60,0,0,0,8,12,4,4,19,3,4,6,3,67,0,0,10,0,4,7,7,14,7,0,6,0,66,0,0,0,0,0,4,18,35,10,11,10,0,91,0,0,0,0,0,3,16,35,14,11,12,9,115,0,0,0,0,0,4,13,35,24,17,15,0,105,0,0,5,3,3,5,12,73,65,37,33,4,240,0,0,3,0,3,3,12,40,72,48,59,4,242,0,0,0,0,0,3,9,19,36,47
117021637,11,37,46,24,8,10,6,161,0,10,3,8,0,8,0,6,0,0,0,6,42,35,103,99,100,150,203,525,552,226,111,61,68,2226,3,0,7,0,0,0,4,8,3,4,0,3,41,0,0,0,3,3,0,0,4,0,0,0,0,15,3,4,15,6,4,3,3,0,0,6,0,0,52,0,4,39,21,4,7,12,13,3,0,0,0,100,4,5,28,19,17,21,14,13,5,3,0,3,122,0,0,9,12,8,19,13,17,3,3,0,0,85,0,0,11,8,11,20,19,45,18,4,0,5,134,0,0,3,3,13,32,26,53,30,6,6,4,176,0,0,6,9,4,29,25,86,38,17,10,9,227,0,0,0,3,5,16,26,85,39,17,13,0,218,0,0,4,3,0,9,31,120,95,43,21,4,331,0,0,0,3,6,5,14,81,129,57,44,4,332,0,0,0,4,0,6,0,32,74,48
117031329,4,7,22,33,36,89,3,200,0,3,0,5,0,0,7,17,22,3,13,18,74,18,68,34,79,84,147,327,551,475,384,689,62,2915,0,0,0,3,3,0,3,12,5,4,16,4,58,0,0,3,0,0,0,0,0,0,0,0,0,9,3,0,12,4,4,0,7,7,3,3,9,0,57,0,5,36,0,8,10,11,10,4,0,3,0,82,0,5,11,3,3,10,13,9,0,4,6,3,72,0,0,7,9,9,17,20,15,11,3,6,0,97,0,0,0,0,11,5,23,20,16,9,5,0,96,0,0,0,3,4,5,33,45,14,14,18,3,154,0,0,4,0,4,10,45,59,39,18,24,3,207,0,0,0,0,5,4,28,44,48,28,28,3,192,0,0,0,0,3,9,17,72,86,53,71,3,315,0,0,0,0,0,12,14,48,129,87,122,6,417,0,0,0,0,0,0,3,18,29,54
117031330,9,6,26,68,74,66,10,262,0,3,7,3,0,0,8,8,10,7,0,3,41,43,68,85,47,28,102,161,563,899,625,459,77,3155,0,0,6,0,0,0,0,5,6,11,7,0,43,0,0,5,0,0,0,0,0,0,4,0,0,11,5,6,7,3,0,4,0,0,6,0,0,0,31,0,6,24,5,0,5,3,6,6,0,9,0,64,0,5,26,10,4,3,8,9,7,0,3,0,65,0,0,3,7,0,3,7,6,12,13,16,4,74,0,3,3,5,5,3,7,7,11,12,11,0,68,4,3,0,0,0,7,6,8,27,22,11,0,92,0,0,0,0,0,4,8,18,32,23,32,4,128,0,0,0,0,0,4,12,27,55,48,27,6,181,0,0,0,0,0,6,14,41,130,120,104,4,414,0,0,0,4,0,8,12,19,157,168,129,7,506,3,0,0,0,0,7,8,10,90,133
117031331,14,18,34,51,33,107,10,320,5,21,5,7,3,0,4,6,9,4,19,24,114,176,384,242,195,144,229,430,632,672,491,685,147,4429,7,0,14,0,4,11,19,21,20,31,80,6,213,4,4,3,0,0,5,3,0,0,3,8,0,43,35,17,60,10,11,3,6,7,9,0,14,9,188,12,16,139,33,9,8,31,9,5,5,11,19,287,7,14,135,31,20,16,13,17,7,13,10,9,295,3,9,33,19,15,22,28,12,14,9,15,6,181,0,0,25,42,16,20,38,23,19,11,24,5,219,3,0,20,11,25,23,51,34,32,26,31,10,262,0,0,10,16,16,14,47,76,49,31,44,6,297,0,0,0,7,3,16,27,51,43,37,47,11,252,0,0,0,6,0,12,33,102,116,80,117,12,499,0,0,0,0,0,10,20,81,144,136,150,8,552,0,0,0,4,0,0,7,10,42,87
117031333,8,28,50,47,71,102,11,329,4,5,0,0,3,5,18,33,17,11,21,20,147,59,160,124,114,149,466,984,1159,794,674,1078,138,5884,0,5,3,0,0,0,15,21,16,10,16,8,94,0,4,3,0,0,0,5,5,11,0,0,0,38,10,7,28,9,0,5,13,13,4,3,3,6,95,0,0,66,0,7,10,17,19,10,3,8,9,149,3,5,57,36,12,12,39,44,10,11,12,8,235,0,5,12,13,6,27,56,49,18,7,13,5,211,0,0,10,26,13,20,57,69,35,18,9,7,266,0,0,14,6,17,22,103,112,34,18,34,4,368,0,0,5,6,5,14,115,202,74,24,48,7,507,0,0,0,0,3,16,89,173,78,48,49,10,468,0,0,5,6,11,18,85,290,184,97,136,9,836,0,0,0,0,6,10,50,182,209,171,214,13,844,0,0,0,0,0,4,13,28,53,70
117031336,6,13,25,55,66,118,21,318,9,19,9,4,4,0,5,18,5,8,12,19,103,139,344,151,109,68,158,331,692,781,602,822,144,4332,0,0,13,5,0,5,5,16,12,11,20,12,98,5,4,6,6,0,0,3,6,0,0,8,0,41,28,16,57,17,5,4,5,4,4,6,0,9,153,12,15,166,11,11,5,10,3,3,5,0,3,243,4,13,132,17,9,4,12,13,13,10,6,11,234,3,4,18,8,9,4,13,14,8,8,14,6,101,0,4,17,28,16,22,13,16,18,10,12,5,157,0,0,8,3,8,13,17,32,24,14,26,8,150,0,0,3,3,6,13,24,54,39,30,34,3,221,0,0,0,0,4,5,22,51,53,43,36,10,235,0,0,0,7,7,8,22,74,116,96,92,12,424,0,0,6,0,3,4,21,53,168,139,154,9,550,0,0,0,0,3,9,5,7,61,77
117031638,0,0,11,41,21,48,5,135,0,3,0,0,0,0,3,3,3,3,3,0,30,10,20,15,42,40,82,119,256,367,223,271,27,1471,0,0,0,3,3,32,384,103,7,38,21,6,600,0,0,0,0,3,0,53,22,5,10,9,4,99,0,0,6,6,3,4,48,24,0,7,3,3,109,0,0,4,4,3,9,41,14,3,0,3,4,84,0,4,0,6,3,10,34,6,3,9,4,0,81,0,0,0,0,0,3,34,6,3,3,4,5,70,0,0,0,4,0,3,14,8,3,15,9,0,58,0,0,0,0,3,0,22,11,7,18,0,0,66,0,0,0,0,0,3,29,32,15,17,12,0,105,0,0,0,0,0,4,17,24,26,28,19,0,122,0,0,0,0,0,10,21,44,36,42,51,3,202,0,0,0,0,0,0,17,20,57,78,64,6,236,0,0,0,0,0,5,5,6,23,48
117031639,3,3,12,19,19,16,6,81,0,4,0,5,0,0,0,8,8,3,3,6,36,17,47,36,31,26,51,89,291,239,185,159,47,1213,0,0,3,10,6,0,10,74,61,112,141,16,425,0,0,0,0,0,0,0,16,5,12,15,0,47,4,0,8,5,7,4,4,16,0,16,21,7,89,4,0,23,6,3,3,5,13,0,7,13,4,79,0,0,16,5,0,0,3,15,11,19,11,5,83,0,0,4,7,0,4,3,20,13,14,17,4,94,0,0,0,0,6,0,8,19,16,23,17,3,101,0,0,5,0,4,0,4,27,20,21,28,4,104,0,0,0,0,4,0,11,27,32,40,21,5,145,0,0,0,6,0,0,6,22,34,42,38,0,143,0,0,0,0,0,3,6,29,61,73,69,4,251,0,0,4,4,5,0,0,21,55,72,58,6,224,0,0,0,0,3,3,7,3,30,46
117031640,5,11,33,46,58,69,8,248,0,6,3,0,0,4,0,5,3,3,4,10,41,52,111,67,97,65,217,449,706,611,494,472,89,3426,0,0,4,0,0,0,6,12,7,8,14,0,58,0,0,0,0,0,0,0,3,6,6,3,0,15,10,6,18,7,9,3,0,9,9,5,8,5,76,3,6,41,10,0,0,6,8,3,3,0,6,100,0,4,43,11,4,9,20,12,11,3,8,4,127,0,0,6,3,6,13,21,21,7,3,10,0,82,3,0,3,8,5,6,25,23,22,8,16,4,124,0,0,0,3,8,14,48,48,22,15,17,0,172,0,4,0,0,7,11,47,67,60,18,34,9,247,0,0,3,4,0,12,29,65,54,26,45,6,236,0,0,0,3,0,3,34,106,110,63,92,3,415,0,0,5,0,0,4,18,81,116,109,134,3,465,0,0,0,0,0,4,0,20,63,70
117031641,0,9,17,27,59,110,12,245,3,6,0,0,4,0,0,0,4,4,18,15,52,30,85,69,79,45,107,106,258,504,620,1033,116,3067,0,0,9,0,3,6,0,4,6,12,26,12,75,0,0,0,0,0,0,0,0,0,0,5,0,7,7,7,17,8,0,0,0,0,0,0,6,5,48,0,7,25,9,5,0,0,0,0,4,5,4,59,0,0,43,10,0,10,0,0,5,9,16,0,88,3,0,14,13,12,3,4,13,9,3,10,0,81,3,3,9,7,13,19,11,3,11,8,22,3,108,0,0,3,0,3,12,13,5,12,16,36,5,111,0,0,0,6,0,8,23,21,38,19,52,6,166,0,0,0,0,0,0,4,23,30,34,61,0,157,3,0,5,4,3,8,8,26,76,77,140,11,358,0,0,0,3,3,3,12,15,86,93,190,13,416,0,0,0,0,7,0,5,0,24,40
117031642,5,10,16,48,49,78,16,263,21,32,8,3,0,0,6,9,7,0,4,25,119,248,506,206,139,49,77,224,359,498,377,431,143,3266,7,5,13,4,0,3,5,28,9,10,24,15,122,9,4,11,0,3,0,3,3,0,0,0,4,43,56,27,68,12,4,6,4,4,3,3,4,8,193,18,21,181,20,9,6,10,6,3,3,4,11,297,13,3,196,34,20,4,12,15,5,3,7,12,320,0,4,28,17,6,5,10,12,10,9,7,7,121,4,8,21,36,16,13,12,14,12,14,8,6,173,0,0,20,4,15,23,25,18,8,10,13,0,151,3,0,7,7,3,7,26,32,17,11,31,3,153,0,0,5,4,5,0,15,43,19,18,37,0,145,3,0,5,4,5,3,19,56,72,57,67,13,288,0,0,0,0,0,0,9,30,65,93,128,9,354,0,0,0,0,0,4,3,9,41,65
117031643,0,0,7,23,21,6,4,62,0,0,5,0,0,0,0,0,0,4,0,8,16,5,0,4,9,6,11,23,136,266,200,95,24,788,0,0,0,0,0,0,0,0,20,17,50,0,92,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,4,0,3,0,16,0,0,0,0,0,0,0,0,0,0,5,0,14,0,0,0,0,0,3,4,0,7,8,4,0,20,0,0,0,0,0,0,0,0,6,4,5,0,20,0,0,0,0,0,0,7,4,9,7,12,3,45,0,0,0,0,0,0,3,6,15,13,16,0,46,0,0,0,0,3,0,3,4,24,26,19,0,92,0,0,0,0,0,0,0,5,25,33,29,3,95,0,0,0,0,3,4,3,12,38,58,58,8,179,0,0,0,0,0,0,0,9,64,80,55,4,204,0,0,0,0,0,5,0,3,21,56
117031644,0,4,3,9,15,50,7,98,6,0,0,7,3,0,0,12,12,14,51,32,139,57,115,55,50,22,30,74,204,376,247,857,127,2211,5,0,0,5,0,0,0,0,7,8,22,9,53,0,0,0,0,0,0,0,0,0,6,9,7,12,0,0,0,0,0,0,0,3,0,0,0,5,12,3,0,0,0,0,0,0,0,0,0,5,0,21,0,0,4,0,0,0,0,3,0,7,11,0,30,0,0,5,0,0,0,0,0,9,6,6,0,25,0,0,0,0,0,0,0,12,9,4,11,3,33,0,0,0,0,4,3,0,4,19,13,26,6,74,0,0,0,0,0,0,6,14,21,13,31,6,87,0,0,0,0,0,0,0,11,24,19,39,8,100,3,0,0,0,0,5,4,10,46,39,96,15,213,0,0,0,0,0,3,0,6,58,79,123,12,282,0,0,0,0,0,0,0,0,21,22
117031645,4,0,7,19,34,123,20,214,5,0,0,0,0,0,0,14,20,12,67,32,149,14,3,38,40,28,27,69,241,531,511,1587,225,3323,0,0,0,0,3,6,3,25,34,46,174,22,319,0,0,0,0,0,0,0,3,8,4,18,0,32,0,0,0,0,3,5,6,4,5,10,26,0,52,0,0,0,0,3,3,0,7,15,3,31,0,65,0,0,0,3,0,0,4,10,0,11,26,3,64,0,0,0,3,0,6,3,10,14,12,37,6,78,0,0,0,5,0,0,5,6,13,34,67,8,138,0,0,0,0,4,0,4,14,24,34,82,6,174,0,0,3,0,0,0,7,15,30,59,146,17,277,0,0,0,0,0,0,0,14,30,49,155,20,274,0,0,0,3,9,0,6,23,54,109,290,26,520,0,0,3,7,0,5,5,16,52,126,323,21,555,0,0,0,3,0,0,0,6,15,46
117031646,3,3,15,26,16,21,13,103,0,0,0,3,0,0,46,37,8,7,13,6,131,25,42,52,45,16,66,250,323,433,246,285,77,1859,0,0,0,4,8,16,22,73,45,62,105,16,355,0,0,5,0,5,0,0,9,3,5,13,0,43,3,0,10,0,3,0,0,4,8,10,15,5,68,0,0,14,4,0,0,0,10,4,6,13,4,55,0,0,11,10,5,3,8,10,11,7,11,0,78,0,0,11,6,6,4,3,14,12,8,15,4,75,0,0,0,8,6,5,11,22,13,9,13,4,83,0,0,5,3,3,4,7,16,23,17,28,4,109,0,0,0,4,0,3,7,13,25,25,36,3,119,0,0,0,3,0,0,4,11,25,30,29,3,106,0,0,0,5,0,0,0,17,64,52,66,8,206,0,0,0,0,0,0,0,20,40,84,56,5,215,0,0,0,0,0,0,3,7,12,25
117031647,6,9,16,16,59,50,6,205,15,32,8,12,5,4,0,0,8,8,8,23,121,310,719,289,157,51,53,105,263,405,585,486,171,3602,9,7,19,13,0,3,3,9,20,31,102,11,225,9,13,8,6,5,0,0,3,0,0,12,3,67,86,38,97,19,5,9,5,4,0,8,13,10,296,24,29,271,26,9,0,0,7,5,5,0,12,392,13,16,270,48,16,4,3,6,7,10,14,13,421,5,8,41,30,3,11,7,6,4,0,14,4,123,0,9,33,64,21,21,13,11,5,4,23,0,212,0,4,20,19,20,10,8,12,16,19,37,5,179,0,7,8,15,5,3,17,21,24,22,68,4,199,0,0,4,10,4,3,6,17,32,31,54,0,162,3,0,8,11,3,9,3,25,84,74,112,5,339,0,0,5,0,0,4,4,11,98,116,170,6,417,0,0,0,0,0,0,3,12,31,75
117031648,4,0,0,8,33,25,6,76,0,0,0,0,0,0,0,0,4,4,0,3,13,3,8,12,7,12,16,18,79,168,312,144,17,798,0,0,0,0,6,5,9,7,39,64,206,14,354,0,0,0,0,0,0,0,0,3,6,15,0,32,0,0,0,0,0,0,0,0,4,5,14,0,26,0,0,3,0,4,0,0,0,8,3,10,0,34,0,0,13,0,0,0,3,0,5,6,14,3,51,0,0,0,0,0,3,0,3,4,11,18,0,52,0,0,0,3,0,8,4,4,18,6,17,0,55,0,0,0,0,0,6,7,8,20,18,41,0,101,0,0,0,0,3,3,9,12,31,27,47,4,140,0,0,3,0,0,0,3,10,31,34,45,0,131,0,0,3,0,0,5,5,10,78,66,117,0,287,0,0,0,0,0,0,3,10,83,95,149,8,342,0,0,0,0,0,0,0,0,42,42
118011339,4,13,43,86,65,125,14,352,0,5,7,3,0,0,9,11,17,10,11,19,89,28,80,30,38,28,101,211,565,739,558,830,95,3303,0,0,5,0,0,0,0,3,5,0,10,7,38,0,0,3,0,0,0,0,0,0,0,3,0,8,5,0,15,0,0,0,0,7,9,0,6,5,40,5,0,28,0,3,0,5,0,5,3,0,3,56,0,0,21,3,6,0,8,8,4,9,0,4,63,0,0,6,0,0,8,8,12,19,10,4,0,77,0,0,4,6,8,0,10,18,12,3,16,6,82,0,0,0,0,3,0,16,37,28,23,23,0,131,0,0,0,0,0,0,10,38,41,23,39,10,158,0,0,0,4,0,0,6,33,36,42,34,4,154,0,0,0,0,0,6,9,46,76,88,108,4,330,0,0,0,0,0,6,4,32,95,116,167,12,434,0,0,0,0,0,4,6,8,34,66
118011340,10,14,57,100,76,159,10,432,0,3,3,4,4,0,11,11,8,21,32,31,138,38,67,51,33,27,89,333,851,894,669,1074,135,4265,0,0,0,0,4,0,5,3,8,8,15,7,45,0,0,0,0,3,0,0,0,4,6,5,6,23,4,3,15,6,0,3,5,7,0,5,0,5,50,0,0,22,5,4,0,3,3,3,3,8,4,59,0,0,26,12,0,4,8,12,9,6,14,3,83,0,0,6,5,0,8,7,13,20,7,8,4,78,0,4,3,0,4,5,10,23,36,10,20,3,124,0,0,0,0,3,3,9,32,33,24,37,0,148,0,0,3,0,3,5,9,48,51,40,58,0,229,0,0,0,0,0,0,8,45,59,45,61,11,229,0,0,0,4,0,0,16,58,95,118,134,13,443,3,0,3,0,5,0,10,57,112,132,204,13,532,0,0,0,0,0,4,4,15,61,79
118011341,4,12,33,44,44,98,8,243,5,3,4,0,6,0,11,7,6,3,5,15,57,32,58,70,47,46,103,213,397,525,394,772,96,2753,0,0,0,0,0,4,4,9,8,3,17,9,58,3,0,0,0,0,0,0,0,0,0,4,5,9,4,3,15,0,0,5,5,3,3,0,7,0,46,0,4,22,9,0,0,4,4,8,0,4,6,56,0,4,21,19,5,10,7,12,7,3,4,0,98,3,0,3,10,0,8,3,20,12,3,16,5,83,0,0,0,0,0,7,8,24,8,12,21,4,91,0,0,0,0,0,9,19,37,23,17,22,0,128,0,0,0,0,0,0,15,40,23,24,37,3,153,0,0,0,0,0,3,7,42,27,25,57,4,165,0,0,0,5,3,3,15,47,54,66,88,4,287,0,0,0,0,0,0,6,39,59,85,100,3,300,0,0,0,5,0,0,0,7,44,47
118011342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118011344,0,11,7,33,15,30,6,102,0,0,0,0,0,0,0,0,0,0,5,4,18,10,6,7,8,14,32,102,254,334,165,325,54,1305,0,0,0,0,0,0,4,0,0,0,9,4,19,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,6,4,3,4,0,25,0,0,8,3,3,4,5,8,5,8,3,0,42,0,0,0,0,0,0,6,9,15,3,0,0,36,0,0,0,0,0,0,0,10,16,15,12,0,50,0,0,0,0,0,0,0,8,21,12,18,0,65,0,0,0,0,0,0,3,18,20,22,29,5,102,0,0,0,0,0,0,8,18,15,24,25,0,99,0,0,0,0,0,0,10,18,40,36,49,3,156,0,0,0,0,0,0,0,10,49,65,56,3,188,0,0,0,0,0,0,0,0,13,19
118011345,3,8,11,27,44,156,13,273,0,0,0,0,0,0,9,8,0,3,17,6,44,14,25,39,58,73,205,369,464,329,314,970,61,2922,0,0,0,0,0,0,3,7,0,0,15,5,39,0,0,0,0,0,0,0,3,0,0,3,0,15,0,0,0,0,0,0,9,5,3,0,3,4,27,0,0,15,0,3,5,6,4,4,0,3,0,55,0,0,4,9,5,3,12,12,9,10,0,9,72,0,0,4,5,0,7,26,28,3,4,10,4,100,0,0,3,6,3,8,19,25,5,0,7,10,84,0,0,3,0,5,9,37,38,14,4,17,5,136,0,0,4,4,0,0,49,46,36,16,13,5,173,0,0,0,0,0,9,27,61,43,14,28,0,178,0,0,0,0,0,8,40,92,77,32,41,12,304,0,0,0,0,0,0,16,58,92,69,102,5,347,0,0,0,0,0,0,4,10,33,36
118011346,0,0,13,19,19,45,15,103,0,0,0,0,0,0,0,0,3,0,0,7,13,4,6,6,9,11,17,32,161,194,156,390,50,1039,0,0,0,0,0,0,0,0,4,0,11,5,13,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,5,0,4,0,0,0,0,0,0,0,0,5,0,6,0,13,0,0,0,3,0,7,0,0,0,3,9,0,18,0,0,0,0,0,0,0,4,0,5,9,4,25,0,0,0,0,0,0,3,9,5,11,10,0,37,0,0,0,0,0,0,0,5,12,18,7,0,43,0,0,0,0,0,0,0,5,12,26,24,3,76,0,0,0,0,0,0,0,3,15,13,18,0,56,0,0,0,0,0,3,4,5,16,30,39,0,111,0,0,0,0,0,0,3,4,25,25,50,0,106,0,0,0,0,0,0,0,0,13,18
