SA2_CODE_2021,C21_Chr_Ch_nfd_0_14,C21_Chr_Ch_nfd_15_24,C21_Chr_Ch_nfd_25_34,C21_Chr_Ch_nfd_35_44,C21_Chr_Ch_nfd_45_54,C21_Chr_Ch_nfd_55_64,C21_Chr_Ch_nfd_65_74,C21_Chr_Ch_nfd_75_84,C21_Chr_Ch_nfd_85ov,C21_Chr_Ch_nfd_Tot,C21_Chr_Oth_Ch_0_14,C21_Chr_Oth_Ch_15_24,C21_Chr_Oth_Ch_25_34,C21_Chr_Oth_Ch_35_44,C21_Chr_Oth_Ch_45_54,C21_Chr_Oth_Ch_55_64,C21_Chr_Oth_Ch_65_74,C21_Chr_Oth_Ch_75_84,C21_Chr_Oth_Ch_85ov,C21_Chr_Oth_Ch_Tot,C21_Christ_Tot_0_14,C21_Christ_Tot_15_24,C21_Christ_Tot_25_34,C21_Christ_Tot_35_44,C21_Christ_Tot_45_54,C21_Christ_Tot_55_64,C21_Christ_Tot_65_74,C21_Christ_Tot_75_84,C21_Christ_Tot_85ov,C21_Christ_Tot_Tot,C21_Hinduism_0_14,C21_Hinduism_15_24,C21_Hinduism_25_34,C21_Hinduism_35_44,C21_Hinduism_45_54,C21_Hinduism_55_64,C21_Hinduism_65_74,C21_Hinduism_75_84,C21_Hinduism_85ov,C21_Hinduism_Tot,C21_Islam_0_14,C21_Islam_15_24,C21_Islam_25_34,C21_Islam_35_44,C21_Islam_45_54,C21_Islam_55_64,C21_Islam_65_74,C21_Islam_75_84,C21_Islam_85ov,C21_Islam_Tot,C21_Judaism_0_14,C21_Judaism_15_24,C21_Judaism_25_34,C21_Judaism_35_44,C21_Judaism_45_54,C21_Judaism_55_64,C21_Judaism_65_74,C21_Judaism_75_84,C21_Judaism_85ov,C21_Judaism_Tot,C21_OR_AusAborTrad_0_14,C21_OR_AusAborTrad15_24,C21_OR_AusAborTrad25_34,C21_OR_AusAborTrad35_44,C21_OR_AusAborTrad45_54,C21_OR_AusAborTrad55_64,C21_OR_AusAborTrad65_74,C21_OR_AusAborTrad75_84,C21_OR_AusAborTrad85ov,C21_OR_AusAborTrade_Tot,C21_OR_Sikhism_0_14,C21_OR_Sikhism_15_24,C21_OR_Sikhism_25_34,C21_OR_Sikhism_35_44,C21_OR_Sikhism_45_54,C21_OR_Sikhism_55_64,C21_OR_Sikhism_65_74,C21_OR_Sikhism_75_84,C21_OR_Sikhism_85ov,C21_OR_Sikhism_Tot,C21_OR_Ot_Re_Gr_0_14,C21_OR_Ot_Re_Gr_15_24,C21_OR_Ot_Re_Gr_25_34,C21_OR_Ot_Re_Gr_35_44,C21_OR_Ot_Re_Gr_45_54,C21_OR_Ot_Re_Gr_55_64,C21_OR_Ot_Re_Gr_65_74,C21_OR_Ot_Re_Gr_75_84,C21_OR_Ot_Re_Gr_85ov,C21_OR_Ot_Re_Gr_Tot,C21_Oth_Rel_Tot_0_14,C21_Oth_Rel_Tot_15_24,C21_Oth_Rel_Tot_25_34,C21_Oth_Rel_Tot_35_44,C21_Oth_Rel_Tot_45_54,C21_Oth_Rel_Tot_55_64,C21_Oth_Rel_Tot_65_74,C21_Oth_Rel_Tot_75_84,C21_Oth_Rel_Tot_85ov,C21_Oth_Rel_Tot_Tot,C21_SBOSB_No_RA_0_14,C21_SBOSB_No_RA_15_24,C21_SBOSB_No_RA_25_34,C21_SBOSB_No_RA_35_44,C21_SBOSB_No_RA_45_54,C21_SBOSB_No_RA_55_64,C21_SBOSB_No_RA_65_74,C21_SBOSB_No_RA_75_84,C21_SBOSB_No_RA_85ov,C21_SBOSB_No_RA_Tot,C21_Rel_aff_ns_0_14,C21_Rel_aff_ns_15_24,C21_Rel_aff_ns_25_34,C21_Rel_aff_ns_35_44,C21_Rel_aff_ns_45_54,C21_Rel_aff_ns_55_64,C21_Rel_aff_ns_65_74,C21_Rel_aff_ns_75_84,C21_Rel_aff_ns_85ov,C21_Rel_aff_ns_Tot,C21_Tot_0_14,C21_Tot_15_24,C21_Tot_25_34,C21_Tot_35_44,C21_Tot_45_54,C21_Tot_55_64,C21_Tot_65_74,C21_Tot_75_84,C21_Tot_85ov,C21_Tot_Tot
101031016,36,9,13,27,18,13,12,0,0,119,0,0,0,0,0,0,0,0,0,0,419,281,234,313,509,531,418,195,75,2977,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,0,4,4,0,0,26,3,3,12,0,0,4,4,0,0,30,790,676,877,524,578,444,236,82,11,4211,76,105,177,82,89,84,68,19,5,704,1296,1081,1326,939,1198,1069,738,289,88,8035
101041017,19,11,11,15,11,29,36,9,0,141,0,0,0,0,0,0,0,0,0,4,438,241,248,329,496,767,940,598,239,4299,5,3,23,6,6,4,0,0,0,43,4,0,5,3,7,4,0,0,0,17,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,3,0,0,0,19,0,0,6,6,4,6,0,0,0,22,6,5,5,8,4,8,0,0,0,40,749,429,403,366,402,427,423,155,56,3415,129,77,67,75,73,92,100,60,20,700,1343,758,751,790,1000,1323,1484,823,319,8581
101041018,18,13,12,17,22,40,41,18,10,190,0,0,0,0,0,0,0,0,0,0,406,259,204,305,520,818,1051,662,218,4447,0,4,14,0,0,0,6,0,0,23,7,0,5,5,0,0,0,0,0,14,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,0,0,0,15,5,0,0,0,6,5,5,3,0,30,13,4,3,7,6,5,3,3,0,48,670,378,402,353,412,490,505,228,63,3494,129,67,64,78,116,101,128,84,62,828,1227,725,700,763,1073,1432,1703,976,345,8938
101041019,23,8,11,20,17,29,14,15,0,139,0,0,0,0,0,0,6,0,0,5,469,254,223,324,443,710,672,478,174,3746,6,0,10,15,0,0,6,0,0,38,4,0,8,3,5,0,0,0,0,15,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,5,3,6,4,9,6,0,0,31,5,5,4,6,4,9,6,0,0,35,936,488,515,511,505,575,403,148,45,4132,137,80,73,102,85,98,74,71,70,801,1564,839,847,968,1066,1413,1178,704,287,8872
101041020,46,27,23,24,34,54,33,16,5,256,0,0,0,0,0,4,3,0,0,12,438,271,198,313,520,822,711,329,83,3694,5,0,4,0,0,0,0,0,0,17,3,0,4,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,3,4,14,3,17,13,0,0,50,9,3,3,16,5,17,13,0,0,56,915,484,470,475,570,946,725,152,33,4771,123,89,84,82,142,201,164,39,10,930,1496,854,778,896,1259,1999,1641,525,121,9557
101041021,0,10,5,3,9,14,6,5,3,54,0,0,0,0,0,0,4,0,0,4,173,102,82,130,182,297,347,243,116,1673,0,0,0,0,0,0,0,0,0,7,5,0,4,4,5,0,0,0,0,13,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,9,342,186,185,202,237,264,260,77,42,1794,48,22,25,35,29,43,40,22,10,271,570,321,296,380,452,610,651,350,163,3792
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,22,0,0,0,0,0,5,0,0,0,3,0,0,0,0,9,10,18,3,0,43
101041023,14,6,5,6,4,3,14,3,0,57,0,0,0,0,0,0,0,0,0,4,149,80,72,110,180,280,368,232,86,1545,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,14,318,184,149,146,187,207,222,63,26,1491,76,29,36,27,33,47,41,34,20,343,539,289,260,283,409,548,631,327,136,3425
101041024,12,0,8,4,5,19,9,3,0,55,0,0,0,0,0,0,3,0,0,6,136,91,67,104,208,340,332,174,27,1479,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,3,0,0,0,0,0,5,0,0,13,261,176,179,164,203,266,252,57,13,1562,60,47,25,43,66,76,74,36,0,439,463,321,269,324,478,694,665,272,42,3525
101041025,30,14,19,24,18,41,47,20,14,218,0,0,0,0,0,0,0,6,0,7,443,277,230,340,590,934,1156,832,307,5113,11,0,25,7,3,0,0,0,0,47,10,0,9,3,0,0,0,0,0,17,4,0,4,3,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,5,4,0,0,6,6,0,0,30,5,3,10,3,0,6,6,0,0,42,959,554,624,567,643,795,824,317,85,5360,88,68,67,52,102,117,149,102,60,805,1519,916,977,996,1366,1877,2149,1252,453,11513
101041026,21,12,5,13,13,32,29,15,0,143,0,0,0,0,0,0,0,0,0,9,367,205,177,264,430,814,942,563,193,3951,3,0,8,7,0,7,0,0,0,18,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,8,4,0,0,24,0,4,0,0,11,6,4,0,0,31,619,367,395,367,449,668,576,201,48,3689,114,86,57,75,96,167,162,58,37,851,1110,661,642,716,1011,1663,1699,827,276,8600
101041027,19,10,9,6,14,22,33,19,7,134,0,0,0,0,0,0,0,0,0,6,271,173,167,205,390,734,1144,646,294,4017,3,0,12,5,0,0,0,0,0,36,12,0,7,4,0,0,9,0,0,31,0,0,0,0,0,3,0,0,0,8,7,0,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,9,6,6,3,3,3,8,0,0,40,20,0,12,3,4,3,8,0,0,56,792,366,415,463,501,818,873,307,107,4657,151,76,80,95,96,161,193,77,39,970,1251,624,691,792,1006,1748,2262,1058,444,9888
101051539,73,39,54,42,37,37,36,22,3,345,0,0,0,0,0,4,5,0,0,6,1985,1294,1373,1497,1725,2107,1998,1346,594,13921,63,27,128,57,12,6,3,4,0,301,41,13,46,39,10,4,6,0,0,167,0,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,15,4,21,8,7,0,0,0,0,53,18,12,28,16,18,7,4,0,0,100,26,13,48,25,21,16,4,0,0,152,1992,1099,1336,918,808,676,509,220,68,7618,348,246,418,300,298,208,189,110,66,2181,4491,2708,3394,2882,2907,3036,2721,1688,733,24565
101051540,41,19,19,26,27,35,37,17,0,228,6,0,0,0,3,5,3,3,0,26,1116,758,598,745,1165,1560,1363,718,248,8269,8,4,8,3,3,6,0,0,0,36,5,0,5,10,15,0,0,0,0,38,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,3,5,4,0,0,0,0,10,3,0,5,8,12,6,6,0,0,41,6,0,5,8,17,7,6,0,0,52,886,475,456,499,524,582,412,142,25,3991,265,121,124,162,161,249,203,88,29,1395,2285,1357,1207,1434,1877,2423,1996,948,299,13839
101061541,33,13,12,15,19,7,12,6,0,124,0,0,0,0,0,0,0,0,0,4,573,314,318,422,482,568,537,338,188,3740,5,0,17,9,3,0,0,0,0,40,7,0,7,0,3,4,0,0,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,8,0,0,4,3,0,0,0,0,0,17,0,0,6,8,0,0,0,0,0,29,644,333,342,339,310,197,166,69,20,2417,68,48,46,49,72,47,54,37,43,468,1310,711,746,841,871,820,767,452,252,6763
101061542,46,37,18,33,42,35,24,7,0,237,3,0,0,0,0,0,0,0,0,9,1070,610,422,741,1077,959,789,400,100,6168,0,0,0,0,3,0,0,0,0,15,7,7,8,8,9,6,0,0,0,44,3,0,0,5,3,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,11,5,11,7,4,15,9,0,3,0,49,9,13,10,4,16,8,0,3,0,57,1253,685,551,722,898,668,457,172,23,5445,196,80,74,111,135,144,114,53,12,913,2542,1400,1068,1595,2162,1805,1374,631,135,12713
101061543,36,13,24,17,15,28,21,0,0,156,0,0,0,0,0,0,0,0,0,0,972,650,527,638,797,1028,1045,686,264,6602,9,5,20,7,0,0,0,0,0,43,211,71,44,93,20,21,16,3,0,483,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,10,0,7,10,0,0,0,0,0,27,0,0,9,3,0,3,0,0,0,16,10,7,13,15,0,3,3,0,0,49,848,422,461,364,302,233,184,58,26,2909,174,90,96,106,104,98,85,73,55,885,2229,1246,1170,1236,1229,1390,1334,829,344,11004
101061544,17,16,11,9,17,16,16,11,0,115,0,0,0,0,3,0,0,3,0,6,685,412,395,413,661,853,877,498,136,4926,0,0,0,0,0,0,3,0,0,0,14,13,5,5,0,8,0,3,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,0,18,0,0,12,0,0,0,3,0,0,20,485,207,256,190,207,241,204,77,15,1878,132,64,69,75,99,155,97,60,22,775,1322,692,738,689,978,1262,1188,643,171,7677
102011028,36,34,12,26,27,29,17,3,0,191,0,0,0,0,0,0,0,0,0,0,541,421,177,324,539,635,480,260,54,3429,6,0,0,4,3,0,3,0,0,13,0,3,0,0,3,0,0,0,0,13,11,0,8,0,0,4,0,0,0,33,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,4,0,0,0,0,12,876,477,292,535,562,401,328,100,17,3586,95,32,18,57,52,38,39,19,7,356,1533,935,514,941,1178,1099,860,382,81,7513
102011029,54,31,14,22,39,47,42,16,3,262,0,0,0,0,0,0,0,0,0,4,695,502,269,452,756,977,1115,646,207,5630,0,0,0,0,4,4,3,0,0,7,5,0,7,4,6,7,0,0,0,23,4,0,0,0,0,14,8,3,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,9,5,9,3,0,0,25,0,3,4,8,5,9,3,0,0,30,1047,481,416,635,633,597,563,236,38,4639,85,53,46,61,73,75,110,68,12,591,1840,1048,745,1176,1497,1697,1821,958,260,11042
102011030,10,15,7,9,13,17,7,0,4,91,0,0,0,3,0,0,0,0,0,4,273,252,150,212,387,433,340,196,51,2296,0,0,4,7,0,0,0,0,0,12,3,4,6,6,6,10,0,0,0,35,0,0,0,0,0,0,6,0,0,11,0,0,3,0,0,0,0,0,0,6,4,0,0,3,0,0,0,0,0,7,0,0,4,10,0,4,0,0,0,19,11,0,9,7,0,4,0,0,0,32,299,232,192,225,270,292,186,66,23,1777,69,55,55,64,88,74,69,45,6,518,663,551,422,525,758,818,601,314,79,4716
102011031,87,34,33,50,50,76,50,34,18,431,13,0,0,6,0,4,4,0,3,32,1119,715,421,731,950,1179,1354,1245,610,8327,6,10,16,17,6,9,4,5,0,68,6,0,7,7,5,11,4,0,0,36,0,0,0,4,0,5,14,12,0,34,0,0,0,0,0,0,0,0,0,0,7,3,6,8,0,0,0,0,0,28,0,0,8,4,10,7,5,0,0,26,11,8,17,9,8,10,8,0,0,58,1050,701,540,635,646,536,493,326,164,5084,104,60,61,81,84,77,117,177,232,991,2324,1501,1059,1508,1740,1841,2000,1770,1008,14758
102011032,97,71,103,87,76,84,56,23,3,588,3,6,4,6,7,5,0,3,0,37,1267,880,1058,1096,1274,1509,1297,852,394,9644,81,60,271,106,24,17,12,6,0,595,75,13,78,56,14,11,4,5,3,261,0,6,3,6,3,5,9,9,0,38,0,0,0,0,0,0,0,0,0,3,26,14,62,23,0,4,0,0,0,129,8,15,29,17,8,11,5,0,0,85,32,31,89,44,8,15,5,0,0,223,1523,1335,1707,1238,977,846,620,210,91,8555,221,155,249,219,191,200,155,61,49,1505,3239,2519,3544,2836,2564,2658,2140,1160,551,21204
102011033,40,22,13,21,22,24,14,0,0,156,0,0,0,0,4,0,0,0,0,3,567,403,267,412,559,488,265,140,51,3154,25,4,11,31,12,9,4,0,6,80,9,16,11,7,6,3,5,0,0,51,4,0,0,0,0,0,4,0,0,12,0,5,0,0,0,0,0,0,0,5,3,0,3,0,0,0,5,0,0,19,0,0,6,4,3,0,0,0,0,14,6,3,9,8,3,3,5,0,0,35,734,449,416,426,325,253,106,38,14,2759,64,41,36,51,55,43,19,15,7,318,1419,920,756,936,968,804,418,195,74,6485
102011034,56,21,16,33,23,15,23,17,13,213,0,0,0,0,0,0,0,4,0,3,556,328,246,366,466,528,631,643,354,4124,8,3,3,5,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,14,0,0,0,5,3,3,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,7,5,6,0,0,0,24,7,0,7,7,5,6,0,0,0,30,690,389,411,366,320,297,234,145,76,2931,45,26,47,31,29,41,54,62,87,424,1320,754,711,789,833,887,931,860,520,7615
102011035,79,38,26,45,38,34,13,5,0,285,0,0,0,0,4,0,4,0,0,11,632,342,321,427,528,563,494,212,66,3585,12,0,15,14,5,7,4,0,0,58,17,0,12,6,3,0,4,0,0,45,0,0,0,0,6,0,6,0,0,10,0,0,0,0,0,0,0,0,0,5,7,0,4,0,0,0,0,0,0,7,0,0,0,3,5,4,0,0,0,20,3,0,8,4,5,4,3,0,0,35,754,424,451,454,389,311,173,66,10,3031,57,31,41,59,34,23,26,14,4,282,1493,808,856,1005,992,921,707,295,78,7157
