SA2_CODE_2021,C16_F_a_4_8_FH_One_PFam,C16_F_a_4_8_FH_oth_fa,C16_F_a_4_8_FH_Tot,C16_F_a_4_8_LP_H,C16_F_a_4_8_GH,C16_F_a_4_8_OH,C16_F_a_4_8_Tot,C16_F_a_9m_FH_CF_no_ch,C16_F_a_9m_FH_CF_w_ch,C16_F_a_9m_FH_One_PFam,C16_F_a_9m_FH_oth_fa,C16_F_a_9m_FH_Tot,C16_F_a_9m_LP_H,C16_F_a_9m_GH,C16_F_a_9m_OH,C16_F_a_9m_Tot,C16_F_a_a_h_FH_CF_no_ch,C16_F_a_a_h_FH_CF_w_ch,C16_F_a_a_h_FH_One_PFam,C16_F_a_a_h_FH_oth_fa,C16_F_a_a_h_FH_Tot,C16_F_a_a_h_LP_H,C16_F_a_a_h_GH,C16_F_a_a_h_OH,C16_F_a_a_h_Tot,C16_F_a_Tot_FH_CF_no_ch,C16_F_a_Tot_FH_CF_w_ch,C16_F_a_Tot_FH_One_PFam,C16_F_a_Tot_FH_oth_fa,C16_F_a_Tot_FH_Tot,C16_F_a_Tot_LP_H,C16_F_a_Tot_GH,C16_F_a_Tot_OH,C16_F_a_Tot_Tot,C16_OD_C_c_hb_FH_CF_no_ch,C16_OD_C_c_hb_FH_CF_w_ch,C16_OD_C_c_hb_FH_One_PFam,C16_OD_C_c_hb_FH_oth_fa,C16_OD_C_c_hb_FH_Tot,C16_OD_C_c_hb_LP_H,C16_OD_C_c_hb_GH,C16_OD_C_c_hb_OH,C16_OD_C_c_hb_Tot,C16_OD_Ih_t_s_FH_CF_no_ch,C16_OD_Ih_t_s_FH_CF_w_ch,C16_OD_Ih_t_s_FH_One_PFam,C16_OD_Ih_t_s_FH_oth_fa,C16_OD_Ih_t_s_FH_Tot,C16_OD_Ih_t_s_LP_H,C16_OD_Ih_t_s_GH,C16_OD_Ih_t_s_OH,C16_OD_Ih_t_s_Tot,C16_OD_H_f_so_FH_CF_no_ch,C16_OD_H_f_so_FH_CF_w_ch,C16_OD_H_f_so_FH_One_PFam,C16_OD_H_f_so_FH_oth_fa,C16_OD_H_f_so_FH_Tot,C16_OD_H_f_so_LP_H,C16_OD_H_f_so_GH,C16_OD_H_f_so_OH,C16_OD_H_f_so_Tot,C16_OD_Tot_FH_CF_no_ch,C16_OD_Tot_FH_CF_w_ch,C16_OD_Tot_FH_One_PFam,C16_OD_Tot_FH_oth_fa,C16_OD_Tot_FH_Tot,C16_OD_Tot_LP_H,C16_OD_Tot_GH,C16_OD_Tot_OH,C16_OD_Tot_Tot,C16_DS_ns_FH_CF_no_ch,C16_DS_ns_FH_CF_w_ch,C16_DS_ns_FH_One_PFam,C16_DS_ns_FH_oth_fa,C16_DS_ns_FH_Tot,C16_DS_ns_LP_H,C16_DS_ns_GH,C16_DS_ns_OH,C16_DS_NS_Tot,C16_Tot_FH_CF_no_ch,C16_Tot_FH_CF_w_ch,C16_Tot_FH_One_PFam,C16_Tot_FH_oth_fa,C16_Tot_FH_Tot,C16_Tot_LP_H,C16_Tot_GH,C16_Tot_OH,C16_Tot_Tot,C21_S_h_FH_CF_no_ch,C21_S_h_FH_CF_w_ch,C21_S_h_FH_One_PFam,C21_S_h_FH_oth_fa,C21_S_h_FH_Tot,C21_S_h_LP_H,C21_S_h_GH,C21_S_h_OH,C21_S_h_Tot,C21_SDRTHT1S_FH_CF_no_ch,C21_SDRTHT1S_FH_CF_w_ch,C21_SDRTHT1S_FH_One_PFam,C21_SDRTHT1S_FH_oth_fa,C21_SDRTHT1S_FH_Tot,C21_SDRTHT1S_LP_H,C21_SDRTHT1S_GH,C21_SDRTHT1S_OH,C21_SDRTHT1S_Tot,C21_SDRTHT2S_FH_CF_no_ch,C21_SDRTHT2S_FH_CF_w_ch,C21_SDRTHT2S_FH_One_PFam,C21_SDRTHT2S_FH_oth_fa,C21_SDRTHT2S_FH_Tot,C21_SDRTHT2S_LP_H,C21_SDRTHT2S_GH,C21_SDRTHT2S_OH,C21_SDRTHT2S_Tot,C21_SDRTHT_Tot_FH_CF_no_ch,C21_SDRTHT_Tot_FH_CF_w_ch,C21_SDRTHT_Tot_FH_One_PFam,C21_SDRTHT_Tot_FH_oth_fa,C21_SDRTHT_Tot_FH_Tot,C21_SDRTHT_Tot_LP_H,C21_SDRTHT_Tot_GH,C21_SDRTHT_Tot_OH,C21_SDRTHT_Tot_Tot,C21_F_a_1_2_FH_CF_no_ch,C21_F_a_1_2_FH_CF_w_ch,C21_F_a_1_2_FH_One_PFam,C21_F_a_1_2_FH_oth_fa,C21_F_a_1_2_FH_Tot,C21_F_a_1_2_LP_H,C21_F_a_1_2_GH,C21_F_a_1_2_OH,C21_F_a_1_2_Tot,C21_F_a_3_FH_CF_no_ch,C21_F_a_3_FH_CF_w_ch,C21_F_a_3_FH_One_PFam,C21_F_a_3_FH_oth_fa,C21_F_a_3_FH_Tot,C21_F_a_3_LP_H,C21_F_a_3_GH,C21_F_a_3_OH,C21_F_a_3_Tot,C21_F_a_4_8_FH_CF_no_ch,C21_F_a_4_8_FH_CF_w_ch,C21_F_a_4_8_FH_One_PFam,C21_F_a_4_8_FH_oth_fa,C21_F_a_4_8_FH_Tot,C21_F_a_4_8_LP_H,C21_F_a_4_8_GH,C21_F_a_4_8_OH,C21_F_a_4_8_Tot,C21_F_a_9m_FH_CF_no_ch,C21_F_a_9m_FH_CF_w_ch,C21_F_a_9m_FH_One_PFam,C21_F_a_9m_FH_oth_fa,C21_F_a_9m_FH_Tot,C21_F_a_9m_LP_H,C21_F_a_9m_GH,C21_F_a_9m_OH,C21_F_a_9m_Tot,C21_F_a_a_h_FH_CF_no_ch,C21_F_a_a_h_FH_CF_w_ch,C21_F_a_a_h_FH_One_PFam,C21_F_a_a_h_FH_oth_fa,C21_F_a_a_h_FH_Tot,C21_F_a_a_h_LP_H,C21_F_a_a_h_GH,C21_F_a_a_h_OH,C21_F_a_a_h_Tot,C21_F_a_Tot_FH_CF_no_ch,C21_F_a_Tot_FH_CF_w_ch,C21_F_a_Tot_FH_One_PFam,C21_F_a_Tot_FH_oth_fa,C21_F_a_Tot_FH_Tot,C21_F_a_Tot_LP_H,C21_F_a_Tot_GH,C21_F_a_Tot_OH,C21_F_a_Tot_Tot,C21_OD_C_c_hb_FH_CF_no_ch,C21_OD_C_c_hb_FH_CF_w_ch,C21_OD_C_c_hb_FH_One_PFam,C21_OD_C_c_hb_FH_oth_fa,C21_OD_C_c_hb_FH_Tot,C21_OD_C_c_hb_LP_H,C21_OD_C_c_hb_GH,C21_OD_C_c_hb_OH,C21_OD_C_c_hb_Tot,C21_OD_Ih_t_s_FH_CF_no_ch,C21_OD_Ih_t_s_FH_CF_w_ch,C21_OD_Ih_t_s_FH_One_PFam,C21_OD_Ih_t_s_FH_oth_fa,C21_OD_Ih_t_s_FH_Tot,C21_OD_Ih_t_s_LP_H,C21_OD_Ih_t_s_GH,C21_OD_Ih_t_s_OH,C21_OD_Ih_t_s_Tot,C21_OD_H_f_so_FH_CF_no_ch,C21_OD_H_f_so_FH_CF_w_ch,C21_OD_H_f_so_FH_One_PFam,C21_OD_H_f_so_FH_oth_fa
123021703,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,3,22,0,11,42,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,5,28,0,11,41,99,3,0,0,102,10,0,0,113,322,485,78,10,890,125,20,62,1089,707,2262,320,30,3316,308,42,113,3781,18,43,9,0,77,11,0,0,89,44,129,36,8,213,30,3,10,252,65,176,45,7,289,44,7,9,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,5,5,0,100,107,5,4,220,0,0,0,0,0,0,0,0,0,12,17,6,0,33,11,0,9,51,105,20,9,0,135,119,5,11,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123021704,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,3,0,0,0,5,4,9,4,0,15,14,0,5,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,0,0,0,9,0,4,0,0,10,4,0,3,14,595,1396,367,32,2387,442,72,127,3030,476,1184,247,30,1934,257,46,63,2298,63,157,54,11,286,133,3,22,451,95,199,81,8,377,97,16,33,515,158,348,135,17,659,235,18,52,961,0,7,7,0,13,8,0,0,16,0,0,0,0,0,0,0,0,0,8,18,0,0,20,6,0,0,27,0,0,0,0,0,0,0,0,0,3,9,4,0,17,6,0,0,25,16,29,10,0,56,20,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123021705,0,0,34,6,0,21,62,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,35,63,26,4,122,77,6,53,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,17,1079,2221,800,69,4169,1083,114,297,5663,852,1756,493,39,3141,573,100,154,3963,140,179,113,12,443,286,20,40,784,130,232,170,12,539,196,14,54,811,267,408,280,23,986,481,33,92,1590,12,28,12,0,50,49,0,5,109,8,8,8,4,26,22,0,7,58,11,26,6,0,42,7,0,8,59,0,0,0,0,0,0,0,0,0,5,8,0,0,11,4,3,3,21,38,64,26,3,134,86,8,21,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123021706,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3,0,0,4,0,0,0,0,3,5,0,0,8,738,1731,861,67,3406,937,122,275,4737,584,1318,674,52,2631,565,58,202,3467,105,189,80,10,380,230,11,40,667,64,240,144,9,461,190,23,61,738,169,428,228,20,842,422,34,104,1405,4,14,0,0,15,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,23,10,0,0,34,12,23,5,0,44,15,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123031445,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,5,4,0,0,0,4,24,0,7,39,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,4,3,0,0,7,29,0,7,44,0,0,0,0,7,0,0,5,12,544,740,182,20,1484,331,33,104,1961,520,740,209,15,1488,287,25,73,1874,32,0,6,0,41,56,0,0,98,0,0,0,0,0,0,0,0,0,32,0,6,0,41,56,0,0,98,0,0,0,0,0,18,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,7,0,0,16,7,0,0,0,10,19,0,0,36,4,0,0,0,3,39,0,9,53,0,0,0,0,0,0,0,0,0,0,0,0,0
123031446,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,5,0,10,11,0,0,20,0,0,0,0,3,0,0,0,3,0,4,0,0,4,0,0,0,4,0,4,0,0,9,4,0,3,10,7,10,5,0,15,4,0,0,17,4,6,0,0,9,7,0,0,13,845,1425,230,13,2517,333,38,107,2998,866,1630,259,20,2768,405,37,138,3351,28,10,3,0,42,21,0,0,63,0,3,0,0,3,0,0,0,7,29,11,3,0,45,22,0,0,72,6,0,0,0,13,6,0,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,11,10,3,0,0,14,10,0,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,4,0,0
123031447,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,17,7,5,0,34,43,6,7,79,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,4,6,0,0,12,4,0,4,21,6,12,0,0,18,8,0,3,30,6,8,4,0,13,0,0,0,15,1433,2209,685,50,4373,1026,84,290,5771,1671,2335,785,44,4832,1055,106,223,6221,88,21,28,5,145,217,3,20,387,7,13,9,0,35,9,0,0,48,98,36,40,3,177,219,3,21,430,9,0,12,0,16,39,0,0,55,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,7,0,23,7,0,0,31,15,10,13,0,42,52,3,0,98,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,3,0
123031448,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,0,3,8,4,0,0,0,3,17,5,9,29,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,8,4,6,4,0,11,19,5,9,40,5,0,0,0,11,3,0,0,10,753,1275,239,15,2280,342,41,129,2801,837,1391,242,13,2481,367,47,133,3025,4,0,7,0,17,3,0,0,19,3,4,3,0,10,0,0,0,11,7,4,9,0,29,11,0,0,33,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,5,0,0,0,5,14,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0
124011449,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,0,3,20,0,0,0,0,0,0,0,15,22,0,0,0,0,0,0,0,8,13,0,0,0,0,3,0,0,0,3,4,3,0,0,8,0,0,27,38,6,4,0,0,9,11,0,4,24,696,472,266,21,1454,810,91,202,2563,792,477,280,17,1564,867,81,151,2665,5,3,6,0,13,21,0,6,42,0,3,0,0,3,11,0,0,13,4,4,6,0,15,23,0,8,48,0,0,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,8,0,0,20,4,0,0,0,3,23,0,0,33,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
124011450,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,7,1875,2659,661,54,5243,1115,120,174,6654,1963,2603,643,46,5252,1051,99,103,6511,46,11,14,0,70,118,4,8,196,20,16,32,0,67,43,9,3,125,62,30,42,0,138,161,7,16,322,0,0,0,0,0,6,0,0,3,0,0,3,0,3,8,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,11,14,0,0,21,7,5,3,0,15,24,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124011451,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124011452,0,0,0,6,0,4,12,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,5,48,13,34,13,102,272,35,40,450,0,0,0,0,0,3,0,9,13,0,0,0,0,0,0,0,8,8,9,4,0,0,9,10,0,0,25,7,4,0,0,13,18,0,22,42,9,4,0,0,13,18,4,4,44,1365,1059,641,49,3115,2049,293,463,5921,1519,1000,542,39,3111,1703,221,247,5270,25,5,26,0,57,105,13,8,187,43,17,21,7,86,110,7,9,209,69,21,50,7,144,214,14,21,395,38,27,26,6,98,257,12,21,390,26,10,14,0,54,93,6,10,167,0,0,3,0,0,13,0,0,16,0,0,0,0,0,0,0,0,0,8,10,9,0,24,11,0,3,38,81,39,51,8,179,373,20,46,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0
124011453,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,4,3,5,0,10,51,6,6,67,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,6,4,0,0,3,8,0,0,13,1078,1392,499,27,2995,1071,119,159,4348,1217,1387,507,25,3141,1030,97,107,4387,8,3,14,0,28,35,0,3,70,0,0,5,0,4,4,0,0,10,12,5,16,0,40,38,0,3,81,0,0,3,0,8,37,0,5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,7,3,0,3,17,7,6,6,0,23,45,0,8,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124011454,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,11,4,5,0,21,44,0,3,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,4,0,0,4,0,0,3,0,5,3,0,0,10,3,5,3,0,10,10,0,0,16,2193,2863,793,58,5907,1615,143,190,7854,2313,2822,752,42,5926,1332,111,114,7483,57,16,25,3,106,159,3,7,272,34,15,21,0,74,114,3,5,193,93,31,48,3,178,273,5,9,464,21,3,3,0,24,119,0,8,150,0,0,0,0,0,16,0,4,24,3,0,0,0,0,13,0,0,17,0,0,0,0,0,0,0,0,0,18,3,0,0,24,11,0,0,33,40,11,11,0,54,161,0,16,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
124011455,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,5,0,0,0,6,8,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,5,0,0,3,10,3,3,0,0,3,3,0,0,11,781,625,219,9,1633,691,85,131,2546,828,656,224,24,1724,658,76,144,2605,9,0,5,0,17,41,0,5,64,5,4,0,0,10,15,0,3,32,15,5,5,0,24,59,0,12,97,0,0,0,0,0,0,0,0,0,3,3,0,0,6,4,0,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,3,0,12,8,3,0,0,15,5,3,6,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124021456,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124031457,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3,3,0,0,3,9,0,4,14,4,3,3,0,11,5,4,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,3,0,0,3,0,0,0,0,4,8,0,0,14,1368,1958,810,69,4211,895,118,201,5423,1348,1781,850,67,4045,923,130,233,5327,23,29,34,4,90,74,8,29,198,42,47,36,4,127,64,3,12,204,63,77,73,3,223,142,10,37,402,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,13,0,27,26,3,4,58,10,8,13,0,28,30,3,5,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124031459,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,3,0,0,0,3,53,0,7,64,20,3,4,0,35,58,0,38,137,0,0,0,0,0,0,0,0,0,0,0,5,0,4,4,0,0,6,21,3,10,0,34,64,0,38,148,4,0,0,0,3,3,0,0,7,1308,1919,534,34,3799,911,73,179,4955,1206,1821,528,36,3597,727,54,100,4474,34,14,15,4,71,99,0,4,173,52,47,34,0,135,91,13,11,242,95,60,50,4,204,186,10,6,410,0,4,0,0,6,46,0,5,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,8,3,0,0,8,10,5,3,0,12,55,0,5,71,15,0,9,0,22,67,3,4,95,0,0,0,0,0,0,0,0,0,0,0,4,0
124031460,14,0,35,10,0,20,63,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,11,8,19,0,43,16,4,23,83,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,4,4,0,0,7,0,0,0,6,1420,3390,823,46,5675,687,84,207,6655,1433,3117,781,39,5363,646,72,117,6203,25,25,20,0,71,46,0,7,125,68,100,94,5,263,111,12,16,401,93,126,111,9,341,155,12,20,528,0,0,4,0,3,10,0,0,12,7,6,3,0,16,15,0,0,31,4,6,14,0,16,21,0,3,40,0,0,0,0,0,0,0,0,0,3,5,0,0,5,0,0,0,6,10,6,20,0,46,46,0,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124031461,14,0,45,23,17,23,108,..,..,..,..,..,..,..,..,..,0,0,3,0,3,0,0,4,6,99,43,82,5,234,266,47,75,625,0,0,0,3,3,8,0,16,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,16,27,0,3,6,0,5,5,0,0,13,1562,2038,928,78,4599,1384,185,314,6482,1399,1873,818,56,4146,1033,119,174,5467,29,26,35,0,98,117,5,17,235,57,43,73,3,182,116,7,12,319,85,72,110,6,274,238,14,30,556,27,10,16,0,55,154,12,10,228,50,20,27,6,105,126,11,19,266,19,10,15,6,48,39,11,12,107,0,0,0,0,0,0,0,0,0,0,6,0,0,9,17,0,0,27,95,45,64,11,218,333,32,44,626,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
124031462,33,4,76,76,11,32,190,..,..,..,..,..,..,..,..,..,0,0,0,0,5,0,0,0,5,143,122,159,17,442,421,49,164,1079,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,4,3,11,0,0,0,0,4,3,0,0,3,4,0,0,0,3,9,4,3,15,7,8,0,0,26,4,0,0,33,1328,2275,1113,86,4806,1679,250,418,7152,978,2254,717,69,4017,798,141,222,5188,122,153,102,7,386,279,23,48,733,272,481,296,24,1070,504,71,145,1784,393,630,401,25,1451,783,98,189,2512,46,36,44,12,140,173,15,26,354,40,33,45,7,129,208,10,46,401,79,63,57,23,222,230,26,123,603,0,0,0,0,0,0,0,0,0,0,4,7,0,9,13,0,0,20,168,140,154,37,502,627,53,200,1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124031463,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,9,3,0,0,13,38,0,0,47,3,0,0,3,9,21,0,0,28,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,3,11,22,0,0,32,13,17,4,0,28,5,0,0,33,707,1394,254,23,2370,334,39,148,2897,770,1780,329,33,2913,353,33,97,3401,5,12,5,0,13,5,0,0,17,18,31,18,0,57,9,3,0,69,22,35,19,0,76,14,3,0,93,3,3,0,0,11,44,0,0,54,14,17,7,0,36,17,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,9,0,0,0,9,24,20,14,0,55,62,6,6,126,3,0,0,0,7,17,0,5,28,0,5,0,0,5,0,0,0,5,0,0,0,0
124031464,29,3,61,99,4,13,172,..,..,..,..,..,..,..,..,..,0,5,0,0,4,0,0,0,3,211,101,152,15,479,728,67,181,1458,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,14,21,0,0,0,0,4,0,0,0,5,0,3,0,0,9,3,0,18,29,3,0,3,0,11,9,0,0,22,1080,1116,840,96,3130,2003,239,443,5805,652,820,473,46,1989,708,118,167,2985,59,43,49,7,155,205,17,25,405,240,189,202,25,657,506,54,90,1307,294,227,252,29,807,711,75,115,1711,103,34,64,11,214,521,27,81,841,84,40,53,11,185,306,24,43,566,322,111,134,17,588,605,76,131,1399,229,79,75,21,413,361,63,51,884,0,7,0,0,5,6,4,7,17,742,268,333,63,1407,1801,194,301,3708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0
124031465,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,3,0,0,3,385,779,153,11,1318,233,26,72,1652,496,897,180,10,1583,259,21,62,1919,4,6,4,0,9,8,0,0,16,0,0,0,0,0,0,0,0,0,4,6,4,0,9,8,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124031707,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,3,0,5,0,0,4,5,0,0,9,0,8,3,0,11,5,0,0,13,3,10,0,0,17,8,0,0,19,1208,2305,836,58,4411,744,108,267,5525,1211,2185,657,43,4105,739,80,161,5089,23,32,61,5,120,70,7,24,221,40,54,110,0,208,95,6,35,343,63,86,176,6,330,163,13,63,570,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,0,12,7,0,0,19,10,4,6,0,13,8,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
