SA2_CODE_2021,C11_Aus_BP_B_OS,C11_Aus_Fa_O_B_OS,C11_Aus_Mo_O_B_OS,C11_Aus_BP_B_Aus,C11_Aus_Bplace_NS,C11_Aus_Tot_resp,C11_Aus_Ab_BP_B_OS,C11_Aus_Ab_Fa_O_B_OS,C11_Aus_Ab_Mo_O_B_OS,C11_Aus_Ab_BP_B_Aus,C11_Aus_Abor_Bplace_NS,C11_Aus_Abor_Tot_respons,C11_Chi_BP_B_OS,C11_Chi_Fa_O_B_OS,C11_Chi_Mo_O_B_OS,C11_Chi_BP_B_Aus,C11_Chi_Bplace_NS,C11_Chi_Tot_resp,C11_Cro_BP_B_OS,C11_Cro_Fa_O_B_OS,C11_Cro_Mo_O_B_OS,C11_Cro_BP_B_Aus,C11_Cro_Bplace_NS,C11_Cro_Tot_resp,C11_Dut_BP_B_OS,C11_Dut_Fa_O_B_OS,C11_Dut_Mo_O_B_OS,C11_Dut_BP_B_Aus,C11_Dut_Bplace_NS,C11_Dut_Tot_resp,C11_Eng_BP_B_OS,C11_Eng_Fa_O_B_OS,C11_Eng_Mo_O_B_OS,C11_Eng_BP_B_Aus,C11_Eng_Bplace_NS,C11_Eng_Tot_resp,C11_Fil_BP_B_OS,C11_Fil_Fa_O_B_OS,C11_Fil_Mo_O_B_OS,C11_Fil_BP_B_Aus,C11_Fil_Bplace_NS,C11_Fil_Tot_resp,C11_Fre_BP_B_OS,C11_Fre_Fa_O_B_OS,C11_Fre_Mo_O_B_OS,C11_Fre_BP_B_Aus,C11_Fre_Bplace_NS,C11_Fre_Tot_resp,C11_Ger_BP_B_OS,C11_Ger_Fa_O_B_OS,C11_Ger_Mo_O_B_OS,C11_Ger_BP_B_Aus,C11_Ger_Bplace_NS,C11_Ger_Tot_resp,C11_Gre_BP_B_OS,C11_Gre_Fa_O_B_OS,C11_Gre_Mo_O_B_OS,C11_Gre_BP_B_Aus,C11_Gre_Bplace_NS,C11_Gre_Tot_resp,C11_Hun_BP_B_OS,C11_Hun_Fa_O_B_OS,C11_Hun_Mo_O_B_OS,C11_Hun_BP_B_Aus,C11_Hun_Bplace_NS,C11_Hun_Tot_resp,C11_Ind_BP_B_OS,C11_Ind_Fa_O_B_OS,C11_Ind_Mo_O_B_OS,C11_Ind_BP_B_Aus,C11_Ind_Bplace_NS,C11_Ind_Tot_resp,C11_Iri_BP_B_OS,C11_Iri_Fa_O_B_OS,C11_Iri_Mo_O_B_OS,C11_Iri_BP_B_Aus,C11_Iri_Bplace_NS,C11_Iri_Tot_resp,C11_Ita_BP_B_OS,C11_Ita_Fa_O_B_OS,C11_Ita_Mo_O_B_OS,C11_Ita_BP_B_Aus,C11_Ita_Bplace_NS,C11_Ita_Tot_resp,C11_Kor_BP_B_OS,C11_Kor_Fa_O_B_OS,C11_Kor_Mo_O_B_OS,C11_Kor_BP_B_Aus,C11_Kor_Bplace_NS,C11_Kor_Tot_resp,C11_Leb_BP_B_OS,C11_Leb_Fa_O_B_OS,C11_Leb_Mo_O_B_OS,C11_Leb_BP_B_Aus,C11_Leb_Bplace_NS,C11_Leb_Tot_resp,C11_Mac_BP_B_OS,C11_Mac_Fa_O_B_OS,C11_Mac_Mo_O_B_OS,C11_Mac_BP_B_Aus,C11_Mac_Bplace_NS,C11_Mac_Tot_resp,C11_Mal_BP_B_OS,C11_Mal_Fa_O_B_OS,C11_Mal_Mo_O_B_OS,C11_Mal_BP_B_Aus,C11_Mal_Bplace_NS,C11_Mal_Tot_resp,C11_Mao_BP_B_OS,C11_Mao_Fa_O_B_OS,C11_Mao_Mo_O_B_OS,C11_Mao_BP_B_Aus,C11_Mao_Bplace_NS,C11_Mao_Tot_resp,C11_NZ_BP_B_OS,C11_NZ_Fa_O_B_OS,C11_NZ_Mo_O_B_OS,C11_NZ_BP_B_Aus,C11_NZ_Bplace_NS,C11_NZ_Tot_resp,C11_Pol_BP_B_OS,C11_Pol_Fa_O_B_OS,C11_Pol_Mo_O_B_OS,C11_Pol_BP_B_Aus,C11_Pol_Bplace_NS,C11_Pol_Tot_resp,C11_Rus_BP_B_OS,C11_Rus_Fa_O_B_OS,C11_Rus_Mo_O_B_OS,C11_Rus_BP_B_Aus,C11_Rus_Birthplac_ns,C11_Rus_Tot_resp,C11_Sam_BP_B_OS,C11_Sam_Fa_O_B_OS,C11_Sam_Mo_O_B_OS,C11_Sam_BP_B_Aus,C11_Sam_Birthplac_ns,C11_Sam_Tot_resp,C11_Sco_BP_B_OS,C11_Sco_Fa_O_B_OS,C11_Sco_Mo_O_B_OS,C11_Sco_BP_B_Aus,C11_Sco_Birthplac_ns,C11_Sco_Tot_resp,C11_Ser_BP_B_OS,C11_Ser_Fa_O_B_OS,C11_Ser_Mo_O_B_OS,C11_Ser_BP_B_Aus,C11_Ser_Bplace_NS,C11_Ser_Tot_resp,C11_SAf_BP_B_OS,C11_SAf_Fa_O_B_OS,C11_SAf_Mo_O_B_OS,C11_SAf_BP_B_Aus,C11_SAf_Bplace_NS,C11_SAf_Tot_resp,C11_Span_BP_B_OS,C11_Span_Fa_O_B_OS,C11_Span_Mo_O_B_OS,C11_Span_BP_B_Aus,C11_Span_Bplace_NS,C11_Span_Tot_resp,C11_SriL_BP_B_OS,C11_SriL_Fa_O_B_OS,C11_SriL_Mo_O_B_OS,C11_SriL_BP_B_Aus,C11_SriL_Bplace_NS,C11_SriL_Tot_resp,C11_Viet_BP_B_OS,C11_Viet_Fa_O_B_OS,C11_Viet_Mo_O_B_OS,C11_Viet_BP_B_Aus,C11_Viet_Bplace_NS,C11_Viet_Tot_resp,C11_Wel_BP_B_OS,C11_Wel_Fa_O_B_OS,C11_Wel_Mo_O_B_OS,C11_Wel_BP_B_Aus,C11_Wel_Bplace_NS,C11_Wel_Tot_resp,C11_Oth_BP_B_OS,C11_Oth_Fa_O_B_OS,C11_Oth_Mo_O_B_OS,C11_Oth_BP_B_Aus,C11_Oth_Bplace_NS,C11_Oth_Tot_resp,C11_Anc_ns_BP_B_OS,C11_Anc_ns_Fa_O_B_OS,C11_Anc_ns_Mo_O_B_OS,C11_Anc_ns_BP_B_Aus,C11_Anc_ns_Bplace_NS,C11_Anc_NS_Tot_resp,C11_Tot_P_BP_B_OS,C11_Tot_P_Fa_O_B_OS,C11_Tot_P_Mo_O_B_OS,C11_Tot_P_BP_B_Aus,C11_Tot_P_Bplace_NS,C11_Tot_P_Tot_resp,C16_Aus_BP_B_OS,C16_Aus_Fa_O_B_OS
115011621,160,587,456,3570,60,4833,0,0,0,3,0,3,928,23,34,50,19,1056,97,34,10,36,7,185,103,39,13,26,0,182,1209,445,259,2626,58,4595,399,14,27,0,4,439,36,4,9,29,0,69,174,42,25,215,3,459,111,36,15,80,0,240,38,5,0,7,0,50,690,10,11,8,12,727,219,103,78,826,13,1238,430,155,79,297,15,982,181,3,6,0,3,196,158,23,13,77,10,278,19,6,0,0,0,26,170,43,25,112,6,366,24,3,3,0,0,36,72,15,25,5,0,119,86,9,9,28,4,137,50,8,5,15,3,82,3,0,0,0,0,5,259,99,62,649,13,1082,59,3,6,10,5,72,229,25,13,10,0,273,103,20,7,4,4,134,231,8,6,5,5,248,66,0,0,0,0,70,29,12,11,31,0,83,1670,145,97,127,37,2076,109,10,21,178,319,629,7187,1206,822,6644,538,16404,221,600
115011622,23,91,48,333,9,495,0,0,0,0,0,0,151,4,4,8,4,164,4,4,0,0,0,8,14,4,3,6,0,24,121,61,36,270,7,494,112,0,0,0,0,122,4,0,0,3,0,3,14,0,6,13,0,41,21,0,0,11,0,34,9,0,0,0,0,12,156,0,3,4,8,171,31,11,6,76,0,128,65,25,0,33,5,127,38,0,0,0,0,44,18,8,0,3,0,33,6,0,0,0,0,6,36,3,3,16,0,59,25,9,0,0,0,34,0,6,0,0,0,6,13,0,0,8,0,23,6,0,0,0,0,12,6,3,0,0,0,13,21,10,6,57,0,103,0,3,0,0,0,9,28,0,4,0,0,31,14,0,0,0,0,21,35,0,5,0,0,34,10,0,0,0,0,10,3,0,0,10,0,8,307,17,20,14,0,350,11,0,0,20,56,91,1195,177,88,666,87,2211,67,130
115021297,141,797,535,5194,119,6787,0,3,0,5,0,7,632,36,24,51,9,745,119,34,13,23,3,192,196,58,43,84,4,380,1599,661,468,4317,114,7158,102,0,8,5,0,118,47,12,12,40,0,105,246,53,52,327,8,684,112,40,9,80,4,247,57,9,3,13,3,86,208,3,10,12,4,237,314,157,99,1390,32,1994,850,171,67,527,22,1643,91,3,9,0,0,102,476,70,46,161,30,781,8,0,0,4,0,12,190,41,15,121,0,366,32,10,3,4,0,40,96,37,27,11,3,181,86,19,6,25,0,136,38,10,4,15,0,67,4,5,0,0,0,6,321,169,93,1062,26,1665,41,11,4,13,0,69,133,12,9,9,0,158,71,7,4,26,10,113,69,12,0,0,0,89,17,0,0,0,0,19,52,13,8,43,0,122,1007,130,108,142,33,1418,83,19,22,188,539,843,6444,1608,1077,10236,884,20240,142,768
115021298,39,254,171,1491,25,1975,0,0,0,0,0,0,42,0,10,10,3,69,19,4,4,4,0,29,58,19,8,20,0,108,475,219,140,1204,40,2077,19,0,8,0,0,29,9,8,5,3,0,28,77,21,15,72,3,187,13,8,0,9,0,35,17,4,4,3,0,22,13,0,0,0,0,14,52,46,34,395,9,532,169,30,16,107,7,339,6,0,0,0,0,6,69,13,6,25,4,114,0,3,0,0,0,3,21,8,10,12,0,50,4,4,5,0,0,13,30,14,7,4,0,59,16,6,0,12,3,36,8,0,0,3,0,16,0,0,0,0,0,0,103,53,29,334,13,536,7,0,0,0,0,8,33,6,0,5,0,35,4,0,0,0,0,6,8,0,0,0,0,6,6,0,0,0,0,5,13,0,3,3,0,24,207,53,36,44,7,347,14,11,4,46,131,197,1296,474,317,2785,223,5096,35,241
115031299,10,84,94,755,24,965,0,0,0,0,0,9,9,0,5,3,0,12,4,0,0,0,0,4,30,11,14,6,0,60,187,101,71,577,22,962,7,0,0,0,0,7,9,0,0,3,0,14,42,10,10,67,0,126,7,0,0,5,0,13,10,0,0,4,0,9,0,0,0,0,0,0,45,34,16,195,3,293,23,12,0,19,0,57,0,0,0,0,0,0,3,6,0,0,0,11,0,0,0,0,0,0,12,4,4,19,0,42,5,6,0,0,0,7,15,8,3,0,0,31,9,0,0,0,0,14,0,0,0,3,0,6,0,0,0,0,0,0,35,14,23,168,8,245,6,3,4,0,0,10,3,0,0,0,4,12,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,11,82,21,10,19,3,135,10,3,0,34,354,404,469,197,148,1415,403,2635,17,102
115031300,89,853,639,7706,165,9452,0,0,0,49,0,49,38,5,8,36,0,87,57,12,9,10,0,89,217,76,45,118,10,467,1449,754,563,5455,169,8397,38,0,12,3,0,50,33,7,11,49,5,96,228,90,43,383,17,760,62,13,0,53,3,127,53,12,5,16,0,78,44,6,7,4,6,72,236,159,93,1658,36,2188,242,83,57,296,8,687,14,0,0,0,0,21,39,25,4,21,0,92,12,6,0,9,0,26,464,120,57,376,13,1032,23,14,3,7,0,47,87,36,42,14,0,184,81,22,11,43,3,153,26,4,0,9,0,41,11,8,3,0,0,19,269,169,90,1175,27,1738,12,0,0,11,0,22,34,4,3,0,4,46,26,15,0,19,0,63,7,10,0,0,0,17,3,0,4,0,0,5,52,20,16,58,0,140,412,137,110,184,6,855,79,18,12,336,954,1401,3724,1641,1130,13610,1329,21439,101,876
115041301,39,340,226,3095,59,3754,0,0,3,18,0,25,113,3,3,19,4,142,43,0,7,9,0,58,77,32,12,38,3,162,574,304,259,2279,71,3491,10,0,4,0,0,13,15,3,0,20,0,45,87,23,21,180,3,314,11,0,0,7,0,29,9,0,0,4,0,13,6,0,0,0,0,5,127,84,48,581,8,848,131,44,12,152,3,344,0,0,0,0,0,0,44,9,10,9,6,79,0,0,0,0,0,0,312,74,23,189,8,597,9,0,0,0,0,17,30,9,17,10,0,70,31,9,0,17,0,59,11,0,0,3,0,18,0,0,0,0,0,0,115,67,34,475,7,701,11,6,0,7,0,22,13,0,0,3,0,18,14,6,0,3,0,24,3,0,0,0,0,3,7,0,4,0,0,9,19,7,0,15,0,47,206,61,23,80,9,378,28,10,9,123,292,464,1816,693,466,5596,442,9013,60,452
115041623,11,72,37,408,16,542,0,0,0,0,0,0,30,0,3,3,0,36,19,5,0,0,0,27,11,3,0,4,0,16,74,35,29,297,11,446,3,0,0,0,0,4,0,0,0,0,0,3,12,4,0,32,0,48,11,4,0,13,3,31,0,0,0,0,0,0,11,0,5,0,0,14,19,15,5,93,3,131,64,18,6,55,3,151,10,0,0,0,0,7,21,0,0,7,0,26,0,0,0,0,0,0,110,29,12,49,4,206,3,0,3,0,0,7,5,4,0,0,0,10,3,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,12,13,9,80,0,112,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,11,0,0,0,0,0,0,5,0,0,0,0,5,0,3,0,3,0,7,66,17,12,13,0,106,13,0,8,18,112,150,458,143,88,805,152,1646,11,53
115041624,7,78,34,436,5,563,0,0,0,0,0,0,36,0,6,4,0,45,3,8,0,3,0,18,15,0,0,0,0,20,134,65,23,347,4,577,16,0,0,0,0,19,6,4,0,0,0,8,18,7,0,34,0,56,13,6,0,10,0,26,0,0,0,0,0,6,15,0,0,0,0,22,43,14,5,75,0,136,108,31,18,72,0,226,9,0,0,0,0,9,4,0,0,6,0,12,0,0,0,0,0,0,54,19,8,47,4,132,0,0,0,0,0,0,6,3,3,0,0,17,4,0,0,0,0,7,10,0,0,0,0,8,0,3,0,0,0,4,21,13,3,73,0,108,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,16,3,0,0,0,0,3,0,0,0,0,0,6,88,27,6,14,0,138,3,3,0,19,36,62,546,182,75,877,52,1732,44,171
115041625,124,569,363,3543,42,4649,0,0,0,3,0,4,653,14,20,20,9,712,100,15,8,30,0,158,130,33,17,47,4,231,961,390,264,2243,64,3916,760,17,20,0,10,814,28,4,7,24,0,69,104,40,27,172,8,345,86,14,9,63,0,177,36,4,5,8,0,55,700,11,14,8,16,745,190,74,49,622,12,952,257,117,44,257,22,697,66,0,0,0,3,65,76,26,6,38,4,150,15,9,0,0,0,25,188,55,41,135,3,415,29,3,0,0,0,35,83,20,21,19,3,140,88,5,15,29,0,143,43,4,0,25,0,77,16,0,0,0,0,22,226,74,61,545,20,926,39,4,0,7,0,47,193,11,12,3,0,215,99,19,7,3,0,131,146,9,13,0,0,170,35,5,0,0,4,49,28,8,8,21,0,72,1569,154,79,100,37,1932,94,12,23,115,464,706,6342,1037,708,6017,684,14787,151,591
116011303,266,353,258,2293,72,3240,0,0,0,24,0,31,665,0,9,21,12,713,81,12,3,13,3,110,103,22,9,32,4,172,813,262,184,1520,74,2854,671,7,37,0,5,724,21,3,0,13,0,34,104,30,24,123,0,290,113,8,11,39,13,186,56,5,0,9,0,72,1912,4,4,7,37,1956,141,72,45,563,22,847,287,58,21,108,6,475,105,0,0,0,11,119,202,28,11,26,7,283,23,3,3,0,3,39,138,31,23,39,0,236,143,9,15,4,9,172,44,23,17,6,0,84,110,9,10,16,0,140,37,0,0,3,5,53,56,12,3,0,3,78,113,44,41,344,13,554,189,5,0,4,3,198,42,9,4,0,0,50,67,0,3,6,0,82,122,5,7,0,3,137,21,0,0,4,4,20,17,11,0,11,0,41,3075,81,87,84,85,3407,241,17,12,118,714,1105,9154,708,532,4085,1058,15544,371,386
116011304,209,437,332,3354,117,4445,0,3,0,50,7,58,486,3,10,15,8,528,119,20,17,26,7,183,114,41,18,52,0,225,774,353,242,2228,133,3725,1336,14,51,5,28,1430,49,9,0,20,3,75,104,38,18,140,8,313,122,13,10,43,3,193,55,7,0,3,6,68,1088,0,8,3,22,1117,172,71,63,694,19,1019,249,64,25,123,11,471,120,0,0,0,0,121,197,32,10,18,0,262,22,0,3,0,0,25,350,53,21,104,15,539,143,19,7,3,5,183,76,13,16,7,4,126,305,12,16,17,10,356,35,5,0,7,0,49,114,16,9,0,5,142,193,69,57,453,23,794,56,0,0,0,0,61,66,9,0,0,0,74,95,4,8,7,0,115,85,0,0,0,0,93,51,0,0,0,5,51,15,3,7,17,0,36,2212,116,88,84,63,2559,210,17,14,161,682,1089,8393,918,658,5818,1091,16877,297,507
116011306,295,428,320,2656,164,3860,0,6,0,94,10,118,667,14,5,17,13,716,132,6,9,12,0,169,99,29,13,28,5,173,702,278,194,1769,121,3059,3097,38,74,17,55,3282,28,0,0,16,0,51,122,38,18,142,4,326,118,20,6,35,11,189,55,5,5,6,0,69,1671,15,17,6,48,1752,114,51,40,526,29,768,182,67,21,106,19,389,97,0,0,0,0,97,212,30,10,20,10,280,28,0,0,3,0,28,330,66,28,105,11,542,173,13,11,0,5,212,82,11,7,4,0,103,168,10,9,21,0,211,53,0,0,10,0,73,184,29,7,0,14,234,154,72,42,342,15,625,98,3,3,4,0,111,19,3,0,0,0,29,208,10,0,9,10,237,122,4,0,0,4,125,111,0,0,0,0,115,17,0,3,15,0,42,3410,145,104,130,133,3926,294,27,12,151,723,1207,11988,902,637,4702,1281,19505,591,502
116011307,212,903,561,6182,179,8031,0,0,8,37,0,55,779,20,40,34,18,892,163,26,0,28,3,221,125,56,21,78,0,286,1364,692,482,4348,176,7058,442,18,41,4,12,520,79,10,6,36,0,131,225,58,44,337,17,687,185,38,10,54,10,293,84,35,0,25,10,162,1020,20,9,9,16,1068,296,141,95,1523,55,2112,369,152,45,248,23,830,229,0,7,8,0,250,325,56,18,49,15,469,18,0,0,0,0,20,213,62,29,105,5,414,177,19,12,7,8,231,107,54,33,8,0,202,172,22,15,32,0,242,85,8,0,31,7,132,51,12,3,4,5,75,304,147,116,1031,35,1633,75,4,6,12,8,106,83,14,3,10,0,101,132,10,13,10,5,162,195,4,0,3,0,205,46,5,0,0,0,50,45,12,8,34,5,94,2213,246,127,201,63,2849,230,39,21,250,716,1253,8893,1802,1082,10924,1268,23971,285,997
116011560,186,287,197,1839,67,2585,4,3,0,30,0,36,553,6,4,9,17,586,172,9,0,36,6,224,48,10,9,21,6,91,507,197,115,1319,73,2210,677,12,27,12,20,747,19,0,5,6,0,27,95,22,23,81,0,220,161,11,15,53,8,242,54,8,3,4,0,65,1013,14,0,5,12,1048,121,43,31,451,13,659,183,48,15,96,12,356,90,4,3,0,4,104,217,27,14,19,9,282,16,0,0,0,0,21,192,47,14,79,0,332,66,17,3,0,3,88,38,7,3,10,7,69,61,9,4,16,3,93,21,0,0,3,0,33,59,9,8,0,3,77,70,39,30,281,12,432,70,7,5,0,0,78,20,3,3,0,0,27,79,9,4,8,3,93,73,0,0,0,0,73,54,3,0,0,4,62,12,3,0,17,0,32,2048,97,54,63,59,2321,173,17,14,88,415,698,6572,601,384,3346,695,11593,251,286
116011561,189,387,253,2501,83,3404,0,0,0,30,3,38,564,6,12,13,23,619,146,22,8,10,0,187,105,22,6,38,3,170,686,277,180,1764,91,2990,1054,15,34,0,20,1120,17,4,3,18,4,48,218,11,4,119,4,358,152,31,16,29,5,239,57,8,8,6,0,80,1252,7,14,3,29,1303,111,68,45,578,20,819,251,53,26,92,11,437,150,0,0,0,3,160,269,44,16,41,6,375,11,0,0,3,0,13,292,31,13,70,16,425,222,17,15,0,0,255,44,19,12,9,0,78,96,15,5,14,0,130,42,6,0,8,0,56,104,13,3,0,9,135,170,58,39,389,10,664,97,7,0,4,3,110,14,3,0,0,0,20,82,5,3,3,9,101,92,3,0,6,0,103,59,3,0,0,0,64,9,5,0,13,0,33,2639,129,72,86,54,2972,213,23,14,93,323,665,8581,813,498,4442,682,15017,279,357
116011626,170,315,275,2345,74,3184,0,0,0,23,7,32,597,6,17,16,6,638,103,12,11,18,0,135,65,26,7,25,0,125,644,233,170,1646,87,2777,456,6,16,8,9,493,33,0,0,14,5,54,122,20,13,140,5,300,196,19,18,47,4,281,46,4,0,0,0,52,1180,11,10,8,19,1227,141,74,43,627,17,903,178,38,16,120,15,373,109,0,0,0,6,113,228,41,11,49,8,341,17,4,0,3,0,23,377,59,33,112,12,601,72,4,7,0,4,86,46,16,4,7,0,71,74,3,6,21,6,109,21,0,3,6,0,34,44,0,5,4,4,56,121,67,43,386,13,622,45,10,0,4,0,54,52,0,4,0,0,57,83,6,3,8,0,104,173,4,4,5,3,184,54,0,0,0,0,58,9,8,5,6,0,30,2085,86,110,92,46,2424,186,12,3,95,403,703,7080,685,529,4337,705,13331,214,310
116011627,126,237,149,1560,45,2118,0,0,0,12,0,17,473,3,6,7,13,508,57,7,0,10,6,71,32,12,7,15,0,70,414,157,126,1097,67,1860,284,6,14,4,4,306,18,0,5,12,0,34,72,13,9,107,0,197,55,12,8,34,0,114,30,0,0,6,0,37,918,4,7,0,15,945,93,36,32,402,16,572,115,35,12,76,5,244,79,0,0,0,0,79,184,18,14,23,12,250,0,0,0,0,0,0,270,29,17,57,8,379,91,10,10,4,0,110,25,17,3,12,7,56,77,9,4,23,0,117,18,0,0,3,0,22,53,12,4,0,0,60,72,33,39,233,8,388,25,0,0,0,0,34,20,0,0,0,0,18,36,4,7,6,8,57,200,3,0,0,6,212,20,0,0,0,0,21,11,5,3,11,3,35,1486,56,38,54,27,1673,130,6,4,78,325,545,5017,451,340,2829,544,9178,190,198
116021309,210,373,298,2415,47,3344,0,0,0,4,0,4,801,16,26,20,16,879,110,9,7,16,0,144,77,11,8,36,11,143,700,284,192,1703,42,2919,1040,13,33,3,26,1120,48,4,5,18,0,84,112,19,14,130,9,284,90,18,12,34,3,151,29,3,3,3,0,38,1986,19,9,4,24,2044,157,63,53,581,13,865,227,77,26,167,9,505,119,5,5,0,3,127,131,40,5,41,0,214,13,3,4,9,0,27,135,35,26,77,0,282,81,17,7,0,0,108,68,20,18,3,0,113,69,13,7,11,6,109,39,4,0,3,4,51,24,10,7,4,0,39,160,65,38,366,12,639,18,0,3,0,0,31,88,12,7,0,0,111,120,9,4,11,0,140,277,7,0,6,6,288,43,0,3,0,0,49,18,3,0,18,0,46,2930,118,113,103,63,3320,123,8,13,58,289,484,9104,797,578,4307,537,15325,289,412
116021562,43,111,84,708,16,963,0,0,0,0,0,0,131,0,11,10,5,156,24,0,6,12,0,40,17,3,11,9,0,40,172,61,69,428,17,747,306,7,18,0,5,341,7,3,0,6,0,18,24,4,8,29,3,68,25,5,10,21,0,59,6,5,0,5,0,22,385,5,0,0,0,395,42,24,9,118,6,201,45,16,20,37,0,116,19,0,0,0,0,22,6,9,0,3,0,21,0,0,0,0,0,5,51,18,4,33,0,112,20,7,5,0,0,30,23,10,3,3,0,33,24,4,0,11,0,44,4,0,0,0,0,10,12,8,0,0,0,21,45,10,0,95,7,162,4,0,0,0,0,6,33,0,0,0,0,34,38,3,0,4,0,47,53,0,0,0,0,53,3,0,0,0,0,3,0,4,0,3,0,7,546,29,31,21,12,642,16,0,0,13,80,115,1943,217,183,1187,145,3681,63,81
116021563,260,762,507,4638,106,6276,0,0,0,29,0,41,704,13,20,18,17,772,81,13,7,21,0,130,124,48,14,73,0,255,1054,563,357,3143,94,5217,1570,17,52,11,41,1682,38,4,6,20,5,70,141,47,34,236,5,464,106,25,23,86,0,242,63,6,11,12,0,90,2257,32,20,0,23,2332,222,113,76,1031,27,1468,255,111,39,210,18,624,74,0,0,0,0,75,92,33,4,18,0,149,11,4,5,0,0,19,390,87,38,182,8,709,174,22,17,3,8,222,91,59,22,18,0,189,164,10,19,38,0,231,52,4,3,5,0,64,89,12,7,0,4,120,220,101,79,705,25,1129,28,5,0,0,0,31,147,18,4,0,0,174,139,6,7,15,0,160,358,14,10,3,0,384,39,0,3,0,0,42,34,9,11,48,0,99,2883,202,118,131,63,3396,170,18,6,164,528,894,10867,1436,876,8060,897,22126,339,797
116021628,139,372,265,2129,28,2925,0,0,0,3,0,4,436,5,11,16,9,474,57,15,10,13,0,92,69,34,10,34,5,154,611,273,211,1315,56,2462,694,18,26,4,22,755,22,3,0,12,0,44,84,22,24,118,5,254,53,13,5,29,5,109,20,10,7,6,0,42,1207,24,4,6,19,1266,139,61,41,415,13,674,165,87,23,150,4,430,68,0,3,0,0,73,79,25,10,26,0,136,14,5,0,7,0,21,137,52,24,111,4,331,33,7,3,0,0,41,75,19,12,0,0,111,48,15,4,11,4,81,37,5,5,16,0,58,25,3,3,0,0,27,125,49,40,298,9,533,18,9,0,3,0,30,152,7,6,0,0,162,64,9,4,3,0,78,165,5,3,9,0,183,20,0,0,0,0,20,15,4,5,17,0,43,1722,121,63,72,33,2017,102,14,9,51,194,378,5914,796,527,3651,383,11272,273,585
116021629,0,31,29,216,3,284,0,0,0,4,0,4,23,0,0,0,0,23,0,4,0,0,0,4,0,0,0,0,0,7,44,30,15,156,15,255,0,0,0,0,0,3,3,0,0,0,0,3,19,0,0,12,3,32,5,0,0,0,0,5,4,0,0,0,0,4,10,0,0,0,0,10,9,4,6,34,8,49,3,3,0,6,0,12,0,0,0,0,0,0,5,4,0,0,0,5,0,0,0,0,0,0,91,12,16,49,7,168,4,0,0,0,0,6,3,0,3,0,0,5,4,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,4,0,3,33,4,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3,4,4,0,58,8,0,0,18,42,75,273,56,54,430,64,875,12,28
116021630,56,227,170,2193,68,2712,0,0,0,19,3,27,44,5,6,4,0,60,29,3,5,0,0,41,50,19,8,38,7,120,297,211,138,1585,46,2279,54,0,10,0,0,66,11,0,4,12,0,23,84,22,3,120,3,232,36,9,0,23,0,76,23,6,0,6,0,36,23,3,0,3,0,32,74,42,31,460,14,621,145,51,17,118,9,340,3,0,0,0,0,3,24,3,0,15,0,47,4,0,0,0,0,8,270,37,19,113,7,452,43,4,3,0,0,57,32,13,9,0,0,57,52,8,10,24,0,95,11,0,3,11,0,25,7,0,0,0,0,11,72,54,32,310,11,481,15,0,0,0,0,20,22,0,3,4,0,29,11,0,0,3,0,18,5,0,0,0,0,4,9,0,0,0,0,9,10,6,3,8,0,28,197,47,37,40,13,334,49,11,10,113,306,482,1533,501,321,3978,445,6788,60,272
116021631,0,47,28,344,13,428,0,0,0,0,0,0,38,3,0,11,4,55,19,0,0,0,0,19,11,0,0,5,0,22,61,43,28,204,8,353,25,0,6,0,0,25,8,0,0,0,0,5,25,3,4,12,0,41,3,0,0,0,0,4,3,0,0,0,0,3,14,0,0,0,0,12,12,11,8,70,0,101,30,0,3,23,0,58,0,0,0,0,0,0,8,0,0,0,0,3,7,0,0,0,0,7,90,11,5,42,0,148,3,4,0,0,0,4,0,0,3,0,0,5,12,0,0,3,0,12,4,0,0,0,0,6,0,0,0,0,0,0,11,3,9,46,0,82,4,0,0,0,0,4,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,61,6,4,13,0,74,7,0,3,20,67,101,420,82,69,623,90,1288,39,93
