SA2_CODE_2021,C11_CFNC_BF_Neg_ni_inc,C11_CFNC_BF_1_149,C11_CFNC_BF_150_399,C11_CFNC_BF_400_649,C11_CFNC_BF_650_799,C11_CFNC_BF_800_1249,C11_CFNC_BF_1250_1999,C11_CFNC_BF_2000_2499,C11_CFNC_BF_2500_2999,C11_CFNC_BF_3000_3999,C11_CFNC_BF_4000more,C11_CFNC_BF_Ns,C11_CFNC_BF_Tot,C11_CFNC_BPT_Neg_ni_inc,C11_CFNC_BPT_1_149,C11_CFNC_BPT_150_399,C11_CFNC_BPT_400_649,C11_CFNC_BPT_650_799,C11_CFNC_BPT_800_1249,C11_CFNC_BPT_1250_1999,C11_CFNC_BPT_2000_2499,C11_CFNC_BPT_2500_2999,C11_CFNC_BPT_3000_3999,C11_CFNC_BPT_4000more,C11_CFNC_BPT_Ns,C11_CFNC_BPT_Tot,C11_CFNC_1F1P_Neg_ni_inc,C11_CFNC_1F1P_1_149,C11_CFNC_1F1P_150_399,C11_CFNC_1F1P_400_649,C11_CFNC_1F1P_650_799,C11_CFNC_1F1P_800_1249,C11_CFNC_1F1P_1250_1999,C11_CFNC_1F1P_2000_2499,C11_CFNC_1F1P_2500_2999,C11_CFNC_1F1P_3000_3999,C11_CFNC_1F1P_4000more,C11_CFNC_1F1P_Ns,C11_CFNC_1F1P_Tot,C11_CFNC_1E1A_Neg_ni_inc,C11_CFNC_1E1A_1_149,C11_CFNC_1E1A_150_399,C11_CFNC_1E1A_400_649,C11_CFNC_1E1A_650_799,C11_CFNC_1E1A_800_1249,C11_CFNC_1E1A_1250_1999,C11_CFNC_1E1A_2000_2499,C11_CFNC_1E1A_2500_2999,C11_CFNC_1E1A_3000_3999,C11_CFNC_1E1A_4000more,C11_CFNC_1E1A_Ns,C11_CFNC_1E1A_Tot,C11_CFNC_1F1NW_Neg_ni_inc,C11_CFNC_1F1NW_1_149,C11_CFNC_1F1NW_150_399,C11_CFNC_1F1NW_400_649,C11_CFNC_1F1NW_650_799,C11_CFNC_1F1NW_800_1249,C11_CFNC_1F1NW_1250_1999,C11_CFNC_1F1NW_2000_2499,C11_CFNC_1F1NW_2500_2999,C11_CFNC_1F1NW_3000_3999,C11_CFNC_1F1NW_4000more,C11_CFNC_1F1NW_Ns,C11_CFNC_1F1NW_Tot,C11_CFNC_1P1NW_Neg_ni_inc,C11_CFNC_1P1NW_1_149,C11_CFNC_1P1NW_150_399,C11_CFNC_1P1NW_400_649,C11_CFNC_1P1NW_650_799,C11_CFNC_1P1NW_800_1249,C11_CFNC_1P1NW_1250_1999,C11_CFNC_1P1NW_2000_2499,C11_CFNC_1P1NW_2500_2999,C11_CFNC_1P1NW_3000_3999,C11_CFNC_1P1NW_4000more,C11_CFNC_1P1NW_Ns,C11_CFNC_1P1NW_Tot,C11_CFNC_1A1NW_Neg_ni_inc,C11_CFNC_1A1NW_1_149,C11_CFNC_1A1NW_150_399,C11_CFNC_1A1NW_400_649,C11_CFNC_1A1NW_650_799,C11_CFNC_1A1NW_800_1249,C11_CFNC_1A1NW_1250_1999,C11_CFNC_1A1NW_2000_2499,C11_CFNC_1A1NW_2500_2999,C11_CFNC_1A1NW_3000_3999,C11_CFNC_1A1NW_4000more,C11_CFNC_1A1NW_Ns,C11_CFNC_1A1NW_Tot,C11_CFNC_BA_Neg_ni_inc,C11_CFNC_BA_1_149,C11_CFNC_BA_150_399,C11_CFNC_BA_400_649,C11_CFNC_BA_650_799,C11_CFNC_BA_800_1249,C11_CFNC_BA_1250_1999,C11_CFNC_BA_2000_2499,C11_CFNC_BA_2500_2999,C11_CFNC_BA_3000_3999,C11_CFNC_BA_4000more,C11_CFNC_BA_Ns,C11_CFNC_BA_Tot,C11_CFNC_BNW_Neg_ni_inc,C11_CFNC_BNW_1_149,C11_CFNC_BNW_150_399,C11_CFNC_BNW_400_649,C11_CFNC_BNW_650_799,C11_CFNC_BNW_800_1249,C11_CFNC_BNW_1250_1999,C11_CFNC_BNW_2000_2499,C11_CFNC_BNW_2500_2999,C11_CFNC_BNW_3000_3999,C11_CFNC_BNW_4000more,C11_CFNC_BNW_Ns,C11_CFNC_BNW_Tot,C11_CFNC_LFns_Neg_ni_inc,C11_CFNC_LFns_1_149,C11_CFNC_LFns_150_399,C11_CFNC_LFns_400_649,C11_CFNC_LFns_650_799,C11_CFNC_LFns_800_1249,C11_CFNC_LFns_1250_1999,C11_CFNC_LFns_2000_2499,C11_CFNC_LFns_2500_2999,C11_CFNC_LFns_3000_3999,C11_CFNC_LFns_4000more,C11_CFNC_LFns_Ns,C11_CFNC_LFns_Tot,C11_CFNC_Tot_Neg_ni_inc,C11_CFNC_Tot_1_149,C11_CFNC_Tot_150_399,C11_CFNC_Tot_400_649,C11_CFNC_Tot_650_799,C11_CFNC_Tot_800_1249,C11_CFNC_Tot_1250_1999,C11_CFNC_Tot_2000_2499,C11_CFNC_Tot_2500_2999,C11_CFNC_Tot_3000_3999,C11_CFNC_Tot_4000more,C11_CFNC_Tot_Ns,C11_CFNC_Tot_Tot,C11_CF_BFT_Neg_ni_inc,C11_CF_BFT_1_149,C11_CF_BFT_150_399,C11_CF_BFT_400_649,C11_CF_BFT_650_799,C11_CF_BFT_800_1249,C11_CF_BFT_1250_1999,C11_CF_BFT_2000_2499,C11_CF_BFT_2500_2999,C11_CF_BFT_3000_3999,C11_CF_BFT_4000more,C11_CF_BFT_Ns,C11_CF_BFT_Tot,C11_CF_BPT_Neg_ni_inc,C11_CF_BPT_1_149,C11_CF_BPT_150_399,C11_CF_BPT_400_649,C11_CF_BPT_650_799,C11_CF_BPT_800_1249,C11_CF_BPT_1250_1999,C11_CF_BPT_2000_2499,C11_CF_BPT_2500_2999,C11_CF_BPT_3000_3999,C11_CF_BPT_4000more,C11_CF_BPT_Ns,C11_CF_BPT_Tot,C11_CF_1F1P_Neg_ni_inc,C11_CF_1F1P_1_149,C11_CF_1F1P_150_399,C11_CF_1F1P_400_649,C11_CF_1F1P_650_799,C11_CF_1F1P_800_1249,C11_CF_1F1P_1250_1999,C11_CF_1F1P_2000_2499,C11_CF_1F1P_2500_2999,C11_CF_1F1P_3000_3999,C11_CF_1F1P_4000more,C11_CF_1F1P_Ns,C11_CF_1F1P_Tot,C11_CF_1E1A_Neg_ni_inc,C11_CF_1E1A_1_149,C11_CF_1E1A_150_399,C11_CF_1E1A_400_649,C11_CF_1E1A_650_799,C11_CF_1E1A_800_1249,C11_CF_1E1A_1250_1999,C11_CF_1E1A_2000_2499,C11_CF_1E1A_2500_2999,C11_CF_1E1A_3000_3999,C11_CF_1E1A_4000more,C11_CF_1E1A_Ns,C11_CF_1E1A_Tot,C11_CF_1F1NW_Neg_ni_inc,C11_CF_1F1NW_1_149,C11_CF_1F1NW_150_399,C11_CF_1F1NW_400_649,C11_CF_1F1NW_650_799
112011240,4,0,0,0,3,15,32,18,10,21,7,4,109,0,0,4,3,8,31,22,9,5,5,5,0,83,0,0,0,8,3,34,33,12,9,14,6,4,117,0,0,0,6,0,0,11,0,0,0,0,0,19,0,0,5,0,13,18,19,6,7,0,0,0,59,0,0,4,10,10,17,15,3,4,0,3,4,68,0,0,0,0,0,3,0,0,4,0,0,0,11,0,0,0,0,0,6,5,0,0,4,0,0,15,8,0,12,68,31,44,34,10,8,4,6,4,220,0,0,0,3,0,0,0,0,0,0,0,59,64,8,0,21,99,65,164,165,63,37,50,25,75,765,0,0,0,4,0,12,22,13,13,19,6,16,102,0,0,0,3,0,27,23,4,4,3,0,13,81,0,0,0,0,6,29,59,29,19,19,7,20,180,0,0,0,0,0,5,5,8,0,5,0,0,33,0,0,3,3,6
112011241,0,0,6,4,4,16,14,15,0,3,0,0,65,0,0,5,0,0,10,3,0,4,0,0,0,29,0,0,0,6,0,30,23,3,0,9,0,0,67,0,0,0,0,4,3,3,0,0,5,0,0,16,0,0,3,0,6,22,12,0,0,0,0,9,51,0,0,7,5,6,11,7,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,15,161,46,65,11,4,6,0,0,14,328,0,0,0,3,0,0,0,0,0,0,0,30,40,9,0,30,185,67,159,78,36,9,14,0,53,642,0,0,0,0,0,6,20,16,14,9,4,3,76,0,0,0,0,0,8,4,0,0,4,0,0,22,0,0,0,0,0,15,47,16,4,5,0,6,101,0,0,0,0,0,0,9,4,0,0,0,4,25,0,0,5,5,5
112011242,0,0,0,0,5,5,33,31,14,22,8,0,123,0,0,0,3,4,17,19,4,0,3,0,0,52,0,0,0,0,5,19,44,19,8,19,0,0,118,0,0,0,0,0,0,5,10,4,5,0,0,25,0,0,0,0,10,19,7,3,6,0,0,3,64,0,0,0,15,10,17,7,6,5,0,0,4,60,0,0,0,0,0,3,0,0,4,0,0,0,11,0,0,0,0,0,3,3,0,5,0,0,0,11,0,0,9,95,44,68,46,5,4,5,0,4,286,0,0,0,0,0,0,0,0,0,0,0,50,56,10,0,10,122,80,159,168,83,47,56,15,65,805,0,0,0,5,3,10,34,26,10,41,21,17,168,0,0,0,0,3,5,24,8,0,4,0,7,62,0,0,0,6,0,44,92,67,38,43,12,35,329,0,0,0,0,0,3,16,11,4,10,4,3,50,0,0,3,3,4
112011243,0,0,0,3,0,11,24,11,5,10,6,3,85,0,0,4,8,8,12,13,4,0,0,0,3,62,0,0,0,3,7,27,24,13,0,7,0,0,93,0,0,0,0,4,10,0,0,0,0,0,4,25,0,0,0,9,5,13,12,3,0,0,0,0,58,0,0,5,16,16,16,16,0,3,3,0,0,75,0,0,0,0,3,5,0,0,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,3,9,4,0,12,86,35,41,34,8,4,0,0,8,237,0,0,0,4,0,0,0,0,0,0,0,37,40,7,0,27,133,78,155,139,40,18,29,15,63,696,0,0,0,0,0,12,24,16,3,11,0,11,80,0,0,0,4,0,18,23,8,0,5,4,10,71,0,0,0,3,6,41,58,22,14,11,0,13,170,0,0,0,0,0,3,13,0,5,0,0,6,30,0,0,0,6,13
112021244,0,0,0,6,0,32,81,46,7,10,6,4,182,0,0,3,7,8,14,13,3,0,0,0,0,49,0,0,0,6,5,42,57,21,7,0,0,8,157,0,0,0,4,0,7,9,0,0,0,0,0,19,0,0,0,8,16,49,26,3,0,0,0,6,113,0,0,3,25,17,21,10,0,0,0,0,4,87,0,0,0,0,5,3,0,0,0,0,0,0,6,0,0,0,0,0,3,3,0,0,0,0,0,9,0,0,31,283,104,106,26,3,0,0,0,28,581,0,0,0,10,0,4,0,0,0,0,0,62,76,3,4,42,352,161,279,219,77,19,12,10,106,1291,0,0,0,0,0,17,90,60,21,20,0,13,221,0,0,0,0,4,14,10,7,0,0,3,0,36,0,0,0,0,4,47,145,46,10,11,0,17,276,0,0,0,0,0,16,24,7,0,3,0,3,54,0,0,0,11,18
112021245,4,0,7,4,15,27,46,22,0,9,0,9,139,0,0,3,0,7,15,9,0,0,0,0,0,44,0,0,3,11,4,32,34,6,0,3,0,3,104,0,0,0,0,3,12,12,5,0,0,0,0,29,0,4,4,10,8,27,29,5,0,0,0,5,90,0,0,5,30,17,15,6,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,4,0,0,0,4,9,4,6,19,132,44,42,9,0,0,0,0,6,268,0,0,0,5,0,0,0,0,0,0,0,52,56,11,6,45,198,104,176,148,43,9,15,5,77,838,0,0,0,5,3,13,43,30,9,5,5,13,132,0,0,0,0,7,10,13,6,3,0,0,4,44,0,0,0,4,7,34,61,24,0,3,0,22,158,0,0,0,0,4,9,13,7,0,0,0,9,41,0,0,0,9,16
112021246,0,0,0,0,3,44,102,62,17,31,3,0,267,0,0,3,4,3,26,22,8,0,0,0,5,67,0,0,0,3,6,60,79,27,6,4,3,6,189,0,0,0,0,0,9,17,5,3,5,0,0,40,0,0,0,12,22,35,24,5,5,0,0,0,110,4,0,0,33,24,29,14,5,4,0,0,4,111,0,0,0,3,0,8,0,0,0,0,0,0,14,0,0,0,0,0,0,8,0,0,0,0,0,12,0,0,30,214,97,113,36,3,0,4,6,17,524,0,0,0,9,3,6,0,0,0,0,0,79,94,3,3,30,280,159,320,309,117,40,43,13,109,1433,0,0,0,4,4,13,79,56,45,29,13,29,269,0,0,0,0,0,16,19,4,3,0,3,0,58,0,0,0,0,4,67,150,68,31,30,10,19,377,0,0,0,0,0,9,19,15,3,3,0,0,60,0,0,0,7,11
112021247,0,0,3,10,8,25,48,17,9,8,3,4,132,0,0,6,10,4,11,11,0,0,0,0,3,47,0,0,4,6,6,32,30,9,3,3,0,0,89,0,0,0,0,0,0,5,8,3,0,0,0,22,0,0,5,4,12,22,15,5,5,0,0,0,78,0,0,3,25,25,24,8,0,0,0,0,0,81,0,0,0,3,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,20,191,40,66,20,0,3,0,0,11,361,0,0,0,3,0,6,0,0,0,0,0,46,60,9,7,30,261,92,193,134,38,23,15,7,73,885,0,0,3,4,7,18,50,26,16,19,0,17,160,0,0,0,0,4,9,12,0,0,0,0,6,32,0,0,0,9,3,39,51,24,17,8,5,20,165,0,0,0,0,0,5,7,0,3,0,0,0,25,0,0,0,5,9
112021248,0,0,4,5,0,37,102,49,5,18,3,4,214,0,0,0,9,7,34,14,6,0,3,0,6,81,0,0,0,5,11,46,72,21,6,11,0,0,184,0,0,0,3,0,4,4,8,5,4,0,0,20,0,0,0,11,20,42,27,4,9,0,0,0,128,0,0,13,38,20,26,13,8,0,0,0,0,108,0,0,0,0,0,4,0,5,0,0,0,0,18,0,0,0,0,0,4,5,3,0,0,0,0,14,16,0,25,203,63,97,29,6,0,0,0,20,457,0,0,0,5,0,6,0,0,0,0,0,64,80,17,0,48,281,131,295,266,97,26,34,11,99,1304,0,3,0,0,3,16,76,57,33,27,16,23,245,0,0,0,6,4,28,17,8,3,4,0,8,68,0,0,3,8,12,77,158,40,26,30,0,19,368,0,0,0,0,0,10,31,8,0,4,0,4,66,0,0,0,10,19
112021249,4,0,3,14,21,53,104,59,25,32,6,3,326,6,0,3,12,14,37,36,7,4,6,0,0,125,6,0,7,13,7,56,105,40,18,20,7,3,275,0,0,0,0,0,11,16,7,4,0,0,0,44,0,5,5,8,30,58,38,8,13,0,0,0,172,0,0,8,21,26,42,22,9,0,0,0,6,135,0,0,0,0,3,6,13,0,3,0,0,0,30,0,0,0,0,0,0,4,3,0,0,0,4,14,7,0,30,156,67,106,45,12,0,0,0,19,446,0,0,0,4,5,3,3,0,0,0,0,91,107,19,4,52,237,166,372,382,144,67,67,21,131,1668,0,0,0,5,3,30,90,72,42,51,22,46,373,0,0,0,7,10,36,37,17,0,7,0,10,127,0,0,5,6,14,78,162,85,40,47,7,24,458,0,0,0,0,0,15,22,13,7,6,9,10,75,4,0,0,8,26
112031250,0,0,0,0,0,12,43,44,21,24,17,4,169,0,0,0,6,12,22,15,5,0,0,0,0,58,0,0,0,0,6,31,49,28,8,11,4,0,141,0,0,0,0,0,4,4,7,0,3,0,0,22,0,0,0,0,5,30,26,4,12,7,0,4,95,0,0,4,19,22,24,13,3,0,0,0,0,87,0,0,0,3,0,5,0,3,0,0,0,0,19,0,0,0,0,0,3,0,7,0,0,0,0,12,8,0,21,226,114,135,47,14,0,0,4,23,601,0,0,0,10,3,3,3,0,0,0,0,87,99,8,0,33,263,167,265,200,110,41,55,23,121,1295,0,0,0,0,0,6,32,18,31,35,20,17,160,0,0,0,5,4,17,23,7,7,7,5,8,75,0,0,3,0,3,44,116,56,52,47,13,31,360,0,0,0,0,6,9,21,13,3,10,0,6,62,0,0,3,9,11
112031251,0,0,0,0,4,13,40,23,9,0,0,0,92,0,0,0,3,3,10,0,0,0,0,0,0,23,0,0,3,4,9,27,27,9,0,8,0,0,92,0,0,0,0,0,4,4,4,0,5,0,0,13,0,0,0,4,13,26,14,3,3,0,0,0,64,0,0,0,21,13,18,3,4,0,0,0,0,57,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,3,4,0,0,0,0,0,7,4,4,7,163,62,80,13,3,0,0,0,7,354,0,0,0,3,4,0,0,0,0,0,0,48,61,6,4,22,202,100,191,117,42,12,21,0,61,775,0,0,0,0,4,10,31,26,17,14,4,14,131,0,0,0,0,4,12,17,11,0,0,0,0,49,0,0,0,5,3,41,90,32,3,8,4,14,199,0,0,0,0,0,8,20,5,0,3,0,0,36,0,0,0,3,13
112031252,5,0,5,11,7,20,54,35,9,19,12,4,176,0,0,0,6,11,20,18,8,0,8,0,0,73,0,0,3,7,12,33,50,17,13,12,5,3,151,0,0,0,0,3,3,11,8,0,0,0,0,32,0,0,0,14,8,24,30,9,11,3,0,6,108,0,0,10,17,20,34,16,4,6,4,0,4,118,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,6,4,0,0,0,0,0,14,9,0,36,155,61,78,35,11,6,0,0,7,390,0,0,0,3,0,0,0,0,0,0,0,84,85,15,0,57,214,133,226,225,84,44,44,13,112,1173,0,0,8,0,0,11,34,26,9,23,6,16,137,0,0,0,4,6,16,19,5,4,0,0,9,62,0,0,0,3,13,50,100,30,24,16,6,25,260,0,0,0,0,3,12,20,12,3,3,0,4,50,0,0,0,6,7
112031253,0,0,5,0,4,16,63,52,17,31,4,4,196,0,0,0,6,3,18,20,7,5,0,0,0,55,0,0,0,7,8,44,87,29,6,12,0,0,187,0,0,0,6,0,3,14,7,0,4,0,0,31,0,0,0,0,8,25,35,8,10,0,0,3,86,0,0,6,13,27,27,9,0,0,0,0,0,87,0,0,0,7,0,3,5,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,3,0,0,13,10,3,24,255,90,128,46,3,3,3,6,17,590,0,0,0,8,0,0,0,0,0,0,0,86,94,13,4,36,300,148,267,271,104,46,47,12,114,1357,0,0,0,4,4,14,40,38,19,29,9,29,196,0,0,0,3,5,21,32,5,3,0,5,5,83,0,4,4,8,13,63,138,75,29,33,3,29,394,0,0,0,0,0,12,19,12,11,0,0,8,62,0,0,0,5,16
112031254,0,0,0,6,6,16,80,76,20,28,9,7,248,0,0,3,7,12,29,22,6,0,0,0,0,87,0,0,0,4,7,61,99,33,18,12,0,7,244,0,0,0,0,4,7,15,3,4,4,5,0,39,0,0,4,12,22,52,43,10,13,3,3,4,158,0,0,0,47,30,36,21,0,0,0,0,0,142,0,0,7,5,3,6,3,0,0,0,0,0,27,0,0,0,0,0,0,6,3,0,0,0,6,14,29,0,46,456,221,260,91,19,6,4,7,53,1190,0,0,0,5,5,4,8,0,0,0,0,172,193,32,0,58,533,310,487,384,148,63,59,26,246,2350,0,0,0,0,0,15,49,43,30,28,12,14,189,0,0,0,4,3,29,34,13,4,0,0,10,100,0,0,5,0,7,63,157,77,39,36,12,27,430,0,0,0,0,3,8,25,12,4,5,0,10,76,0,0,3,9,17
112031550,0,0,0,0,0,19,82,49,20,17,6,5,207,0,0,4,8,6,29,22,3,0,0,0,4,74,0,0,0,9,5,47,76,35,6,0,4,4,186,0,0,0,4,0,9,13,10,0,0,0,3,42,0,0,3,7,16,27,42,4,8,3,0,7,114,0,0,10,22,24,41,14,0,0,0,0,4,120,0,0,0,5,4,8,4,0,0,0,0,0,20,0,0,0,0,0,0,3,3,4,0,0,5,16,11,0,53,422,213,263,97,14,7,3,8,41,1132,0,0,6,18,3,5,0,0,0,0,0,123,152,12,4,65,490,279,446,359,128,45,31,14,185,2063,0,0,0,0,0,19,70,71,43,42,8,17,270,0,0,4,4,0,26,22,8,0,3,0,4,72,0,3,0,0,0,56,185,94,40,33,10,33,467,0,0,0,4,0,0,28,18,12,8,3,4,72,0,0,0,0,4
112031551,0,0,0,0,0,0,13,3,0,5,0,0,30,0,0,0,6,0,5,4,3,0,0,0,4,15,0,0,0,3,0,11,14,7,6,4,0,0,52,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,6,7,17,0,5,0,0,0,34,0,0,0,6,8,5,6,0,0,0,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,41,11,29,22,4,4,4,0,3,127,0,0,0,0,0,0,0,0,0,0,0,13,17,3,0,10,56,27,62,75,24,16,12,7,25,317,0,0,0,0,0,0,12,11,3,21,7,7,77,0,0,0,0,0,9,17,5,3,5,0,4,33,0,0,0,0,3,22,42,38,13,14,5,15,152,0,0,0,0,0,0,5,0,0,4,4,3,20,0,0,0,0,0
112031552,0,0,0,0,0,3,43,21,9,8,3,0,91,0,0,0,0,3,8,3,4,0,0,0,0,23,0,0,0,0,6,15,31,13,0,3,0,0,75,0,0,0,0,0,3,5,0,0,0,0,0,14,0,0,0,5,5,15,20,0,6,0,0,0,47,0,0,6,15,18,14,10,0,0,0,0,6,68,0,0,0,5,0,0,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,29,315,124,157,50,3,0,0,5,26,712,0,0,0,8,0,3,4,0,0,0,0,55,76,16,0,36,350,160,230,158,37,16,13,4,95,1117,0,0,0,0,0,5,25,18,11,12,0,8,72,0,0,0,0,0,8,7,0,0,0,0,0,23,0,0,0,0,4,14,42,20,12,11,0,11,115,0,0,0,0,0,3,6,0,0,5,0,0,15,0,0,0,4,4
113011256,0,0,0,0,5,39,167,84,34,34,8,4,378,6,0,0,11,10,15,18,0,0,4,0,0,67,0,0,5,3,12,57,80,24,18,15,3,0,215,0,0,0,4,0,10,29,4,0,3,0,0,49,0,0,5,16,27,31,19,9,12,0,0,12,132,0,0,15,23,13,19,6,8,0,0,0,3,89,0,0,0,0,3,10,3,3,0,0,0,3,26,0,0,0,0,0,0,4,4,0,0,0,0,19,21,3,49,244,82,113,39,18,3,0,4,23,608,0,0,8,7,4,5,0,0,0,0,0,71,92,33,4,80,304,154,302,367,151,68,66,18,121,1674,4,0,0,0,6,20,121,86,56,67,21,53,447,0,0,0,8,5,15,25,10,3,7,4,3,75,6,0,0,7,6,116,249,115,47,60,11,49,666,0,0,0,0,3,14,31,18,9,5,4,3,94,0,0,8,8,34
113011257,19,0,7,8,13,60,143,57,18,22,16,7,379,0,0,4,0,8,18,13,7,0,4,0,0,58,3,0,6,13,14,56,67,15,14,5,3,6,205,0,0,0,3,0,15,6,12,4,5,0,0,47,3,4,4,15,27,37,19,6,9,0,0,7,136,0,0,4,16,6,13,10,0,3,0,0,4,57,0,0,0,0,0,0,4,0,0,0,0,0,13,0,0,0,3,0,0,3,0,0,6,0,7,13,10,3,25,135,40,49,10,4,0,0,4,13,300,0,0,0,0,6,0,0,0,0,0,0,76,96,46,7,54,204,116,251,288,104,48,37,28,123,1308,10,0,7,11,6,20,94,67,23,36,18,64,349,0,0,0,5,4,7,7,3,0,4,0,5,40,0,0,13,15,8,88,199,90,32,36,13,65,561,0,0,3,0,0,12,30,7,10,4,0,12,89,5,0,9,26,36
113011258,0,0,0,5,5,18,97,44,14,24,3,6,209,0,0,0,7,5,13,4,4,0,0,0,0,30,0,0,0,3,10,33,54,20,10,5,0,3,144,0,0,0,0,0,5,14,4,3,0,0,0,28,5,0,0,3,12,19,24,0,3,0,0,4,77,0,0,3,13,13,12,4,0,0,0,0,4,55,0,0,0,4,0,7,8,0,0,0,0,3,13,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,21,147,55,61,13,5,0,0,0,14,321,0,0,0,0,0,0,0,0,0,0,0,41,41,4,0,36,186,97,170,214,81,34,35,4,72,929,4,0,0,4,0,18,80,51,28,37,10,26,260,0,0,0,0,0,11,0,3,0,5,0,4,26,4,0,0,3,7,50,118,65,30,18,6,28,329,0,0,0,0,0,3,17,9,3,7,0,5,45,0,0,4,8,11
113011259,5,5,3,3,3,19,43,24,8,10,0,4,127,3,0,0,0,4,4,6,0,0,0,0,0,25,4,0,0,5,7,22,39,7,0,0,0,6,89,0,0,3,0,0,8,3,3,0,0,0,0,21,0,0,0,6,9,14,10,7,4,0,3,0,48,0,0,3,9,9,8,6,3,0,0,0,0,38,0,0,0,4,5,0,4,0,0,0,0,0,9,0,0,0,0,0,5,0,0,0,0,0,0,11,0,0,20,117,28,41,5,0,0,0,0,6,220,0,0,0,6,0,3,0,0,0,0,0,44,53,15,5,35,152,71,116,111,42,16,19,3,62,641,5,0,0,0,3,15,44,31,14,10,5,23,147,0,0,0,0,0,8,3,0,0,0,0,3,27,0,0,0,5,6,37,70,35,7,10,0,24,202,0,0,0,0,0,9,4,0,0,0,0,0,22,0,0,0,3,6
113021260,3,0,0,0,3,17,25,15,5,7,3,0,84,0,0,0,7,3,11,3,4,0,0,0,0,22,0,0,4,3,7,17,26,9,4,3,0,0,78,0,0,0,0,0,4,4,0,0,0,0,5,13,0,0,0,12,9,12,18,0,3,0,0,8,57,0,0,3,5,5,3,3,0,0,0,0,0,24,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,8,5,0,7,56,32,29,0,5,0,0,0,8,143,0,0,0,0,0,0,0,0,0,0,0,38,40,7,3,26,79,51,90,81,31,15,15,9,55,472,0,0,0,0,0,3,23,13,0,3,5,13,73,0,0,0,0,0,4,3,0,0,0,0,0,10,0,0,0,3,3,16,37,14,9,4,0,14,110,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,5
113021261,0,0,0,0,5,16,38,25,19,11,3,0,115,0,0,0,3,0,0,5,0,0,0,0,0,24,0,0,0,3,3,29,32,5,3,3,0,0,87,0,0,0,0,0,8,5,5,0,0,0,0,18,0,0,0,4,9,16,20,0,5,0,0,3,69,0,0,0,0,4,0,11,0,0,0,0,4,34,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,4,3,0,0,0,0,4,0,0,16,116,39,56,7,0,0,0,0,8,254,0,0,3,10,0,0,0,0,0,0,0,41,45,3,3,22,147,65,125,132,47,25,20,10,60,658,0,0,0,0,3,5,26,40,14,22,7,16,141,0,0,0,0,0,5,8,0,0,0,0,3,10,0,0,0,0,8,32,80,47,19,23,0,18,233,0,0,0,0,0,0,17,7,5,0,0,0,34,0,0,0,0,10
113021262,0,0,0,5,4,13,43,19,5,13,6,6,117,0,0,0,4,0,9,7,0,0,0,0,0,26,0,0,0,3,3,11,34,5,3,4,0,4,80,0,0,0,0,0,0,4,0,3,0,0,0,12,0,0,7,5,8,15,20,0,9,0,0,4,67,0,0,5,15,0,8,4,0,0,0,0,0,33,0,0,0,5,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,106,29,43,8,5,5,0,0,6,207,0,0,0,0,0,0,0,0,0,0,0,43,38,0,0,23,132,53,107,120,34,30,19,6,60,590,0,0,0,0,7,11,22,23,14,16,7,16,125,0,0,0,0,0,8,4,0,3,0,0,0,11,0,0,0,6,9,31,70,28,17,18,0,16,182,0,0,0,0,0,0,7,7,0,0,0,3,23,0,0,0,4,4
113031263,0,0,0,0,3,26,66,32,13,13,10,0,164,0,0,0,6,4,8,3,0,4,0,0,0,28,0,0,0,0,5,35,35,12,4,14,0,4,119,0,0,0,0,0,3,7,0,0,0,0,0,10,0,0,0,3,19,20,27,0,4,0,0,4,90,0,3,6,18,9,13,3,0,0,0,0,0,53,0,0,0,0,0,4,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,21,213,75,73,30,6,0,4,0,15,445,0,0,0,9,3,0,5,0,0,0,0,72,85,4,3,32,260,124,181,176,62,27,32,14,99,1016,0,0,0,0,3,13,53,39,16,24,8,20,173,0,0,0,0,0,4,7,0,0,0,0,7,16,0,0,0,0,6,42,78,37,17,12,0,20,217,0,0,0,0,0,6,11,4,6,5,0,0,24,0,0,0,9,14
