SA2_CODE_2021,C11_CFNC_MR_0_299,C11_CFNC_MR_300_449,C11_CFNC_MR_450_599,C11_CFNC_MR_600_799,C11_CFNC_MR_800_999,C11_CFNC_MR_1000_1399,C11_CFNC_MR_1400_1799,C11_CFNC_MR_1800_2399,C11_CFNC_MR_2400_2999,C11_CFNC_MR_3000_3999,C11_CFNC_MR_4000over,C11_CFNC_MR_NS,C11_CFNC_Tot,C11_CF_Cu15DS_MR_0_299,C11_CF_Cu15DS_MR_300_449,C11_CF_Cu15DS_MR_450_599,C11_CF_Cu15DS_MR_600_799,C11_CF_Cu15DS_MR_800_999,C11_CF_Cu15DS_MR_1000_1399,C11_CF_Cu15DS_MR_1400_1799,C11_CF_Cu15DS_MR_1800_2399,C11_CF_Cu15DS_MR_2400_2999,C11_CF_Cu15DS_MR_3000_3999,C11_CF_Cu15DS_MR_4000over,C11_CF_Cu15DS_MR_NS,C11_CF_Cu15DS_Tot,C11_CF_Cu15NDS_MR_0_299,C11_CF_Cu15NDS_MR_300_449,C11_CF_Cu15NDS_MR_450_599,C11_CF_Cu15NDS_MR_600_799,C11_CF_Cu15NDS_MR_800_999,C11_CF_Cu15NDS_MR_1000_1399,C11_CF_Cu15NDS_MR_1400_1799,C11_CF_Cu15NDS_MR_1800_2399,C11_CF_Cu15NDS_MR_2400_2999,C11_CF_Cu15NDS_MR_3000_3999,C11_CF_Cu15NDS_MR_4000over,C11_CF_Cu15NDS_MR_NS,C11_CF_Cu15NDS_Tot,C11_CF_NCu15DS_MR_0_299,C11_CF_NCu15DS_MR_300_449,C11_CF_NCu15DS_MR_450_599,C11_CF_NCu15DS_MR_600_799,C11_CF_NCu15DS_MR_800_999,C11_CF_NCu15DS_MR_1000_1399,C11_CF_NCu15DS_MR_1400_1799,C11_CF_NCu15DS_MR_1800_2399,C11_CF_NCu15DS_MR_2400_2999,C11_CF_NCu15DS_MR_3000_3999,C11_CF_NCu15DS_MR_4000over,C11_CF_NCu15DS_MR_NS,C11_CF_NCu15DS_Tot,C11_CF_NDCO_MR_0_299,C11_CF_NDCO_MR_300_449,C11_CF_NDCO_MR_450_599,C11_CF_NDCO_MR_600_799,C11_CF_NDCO_MR_800_999,C11_CF_NDCO_MR_1000_1399,C11_CF_NDCO_MR_1400_1799,C11_CF_NDCO_MR_1800_2399,C11_CF_NDCO_MR_2400_2999,C11_CF_NDCO_MR_3000_3999,C11_CF_NDCO_MR_4000over,C11_CF_NDCO_MR_NS,C11_CF_NDCO_Tot,C11_CF_Tot_MR_0_299,C11_CF_Tot_MR_300_449,C11_CF_Tot_MR_450_599,C11_CF_Tot_MR_600_799,C11_CF_Tot_MR_800_999,C11_CF_Tot_MR_1000_1399,C11_CF_Tot_MR_1400_1799,C11_CF_Tot_MR_1800_2399,C11_CF_Tot_MR_2400_2999,C11_CF_Tot_MR_3000_3999,C11_CF_Tot_MR_4000over,C11_CF_Tot_MR_NS,C11_CF_Tot_Tot,C11_1PF_Cu15DS_MR_0_299,C11_1PF_Cu15DS_MR_300_449,C11_1PF_Cu15DS_MR_450_599,C11_1PF_Cu15DS_MR_600_799,C11_1PF_Cu15DS_MR_800_999,C11_1PF_Cu15DS_MR_1000_1399,C11_1PF_Cu15DS_MR_1400_1799,C11_1PF_Cu15DS_MR_1800_2399,C11_1PF_Cu15DS_MR_2400_2999,C11_1PF_Cu15DS_MR_3000_3999,C11_1PF_Cu15DS_MR_4000over,C11_1PF_Cu15DS_MR_NS,C11_1PF_Cu15DS_Tot,C11_1PF_CU15_NDS_MR_0_299,C11_1PF_CU15_NDS_MR_300_449,C11_1PF_CU15_NDS_MR_450_599,C11_1PF_CU15_NDS_MR_600_799,C11_1PF_CU15_NDS_MR_800_999,C11_1PF_CU15_NDS_MR_1000_1399,C11_1PF_CU15_NDS_MR_1400_1799,C11_1PF_CU15_NDS_MR_1800_2399,C11_1PF_CU15_NDS_MR_2400_2999,C11_1PF_CU15_NDS_MR_3000_3999,C11_1PF_CU15_NDS_MR_4000over,C11_1PF_CU15_NDS_MR_NS,C11_1PF_CU15_NDS_Tot,C11_1PF_NCu15DS_MR_0_299,C11_1PF_NCu15DS_MR_300_449,C11_1PF_NCu15DS_MR_450_599,C11_1PF_NCu15DS_MR_600_799,C11_1PF_NCu15DS_MR_800_999,C11_1PF_NCu15DS_MR_1000_1399,C11_1PF_NCu15DS_MR_1400_1799,C11_1PF_NCu15DS_MR_1800_2399,C11_1PF_NCu15DS_MR_2400_2999,C11_1PF_NCu15DS_MR_3000_3999,C11_1PF_NCu15DS_MR_4000over,C11_1PF_NCu15DS_MR_NS,C11_1PF_NCu15DS_Tot,C11_1PF_NDCO_MR_0_299,C11_1PF_NDCO_MR_300_449,C11_1PF_NDCO_MR_450_599,C11_1PF_NDCO_MR_600_799,C11_1PF_NDCO_MR_800_999,C11_1PF_NDCO_MR_1000_1399,C11_1PF_NDCO_MR_1400_1799,C11_1PF_NDCO_MR_1800_2399,C11_1PF_NDCO_MR_2400_2999,C11_1PF_NDCO_MR_3000_3999,C11_1PF_NDCO_MR_4000over,C11_1PF_NDCO_MR_NS,C11_1PF_NDCO_Tot,C11_1PF_Tot_MR_0_299,C11_1PF_Tot_MR_300_449,C11_1PF_Tot_MR_450_599,C11_1PF_Tot_MR_600_799,C11_1PF_Tot_MR_800_999,C11_1PF_Tot_MR_1000_1399,C11_1PF_Tot_MR_1400_1799,C11_1PF_Tot_MR_1800_2399,C11_1PF_Tot_MR_2400_2999,C11_1PF_Tot_MR_3000_3999,C11_1PF_Tot_MR_4000over,C11_1PF_Tot_MR_NS,C11_1PF_Tot_Tot,C11_Tot_MR_0_299,C11_Tot_MR_300_449,C11_Tot_MR_450_599,C11_Tot_MR_600_799,C11_Tot_MR_800_999,C11_Tot_MR_1000_1399,C11_Tot_MR_1400_1799,C11_Tot_MR_1800_2399,C11_Tot_MR_2400_2999,C11_Tot_MR_3000_3999,C11_Tot_MR_4000over,C11_Tot_MR_NS,C11_Tot_Tot,C16_CFNC_MR_0_299,C16_CFNC_MR_300_449,C16_CFNC_MR_450_599,C16_CFNC_MR_600_799,C16_CFNC_MR_800_999,C16_CFNC_MR_1000_1399,C16_CFNC_MR_1400_1799,C16_CFNC_MR_1800_2399,C16_CFNC_MR_2400_2999,C16_CFNC_MR_3000_3999,C16_CFNC_MR_4000over,C16_CFNC_MR_NS,C16_CFNC_Tot,C16_CF_Cu15DS_MR_0_299,C16_CF_Cu15DS_MR_300_449,C16_CF_Cu15DS_MR_450_599,C16_CF_Cu15DS_MR_600_799,C16_CF_Cu15DS_MR_800_999,C16_CF_Cu15DS_MR_1000_1399,C16_CF_Cu15DS_MR_1400_1799,C16_CF_Cu15DS_MR_1800_2399,C16_CF_Cu15DS_MR_2400_2999,C16_CF_Cu15DS_MR_3000_3999,C16_CF_Cu15DS_MR_4000over,C16_CF_Cu15DS_MR_NS,C16_CF_Cu15DS_Tot,C16_CF_Cu15NDS_MR_0_299,C16_CF_Cu15NDS_MR_300_449,C16_CF_Cu15NDS_MR_450_599,C16_CF_Cu15NDS_MR_600_799,C16_CF_Cu15NDS_MR_800_999,C16_CF_Cu15NDS_MR_1000_1399,C16_CF_Cu15NDS_MR_1400_1799,C16_CF_Cu15NDS_MR_1800_2399,C16_CF_Cu15NDS_MR_2400_2999,C16_CF_Cu15NDS_MR_3000_3999,C16_CF_Cu15NDS_MR_4000over,C16_CF_Cu15NDS_MR_NS,C16_CF_Cu15NDS_Tot,C16_CF_NCu15DS_MR_0_299,C16_CF_NCu15DS_MR_300_449,C16_CF_NCu15DS_MR_450_599,C16_CF_NCu15DS_MR_600_799,C16_CF_NCu15DS_MR_800_999
117031643,9,0,0,3,3,18,18,57,49,45,34,7,239,0,0,0,0,3,3,5,9,7,3,5,5,31,6,0,0,0,0,12,16,52,43,52,46,9,239,4,0,0,0,0,4,5,12,12,11,6,0,43,3,0,5,0,0,3,0,4,6,6,0,0,37,9,4,3,3,7,18,30,81,59,70,56,16,351,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,3,0,3,0,0,0,0,18,0,0,0,0,0,0,4,4,6,0,0,0,13,0,0,0,0,0,0,4,5,3,4,0,4,16,5,0,0,0,0,6,12,15,6,11,3,6,57,16,3,4,7,8,43,55,145,110,124,94,28,645,10,4,5,0,9,26,32,67,32,53,36,4,267,0,0,0,0,0,0,5,11,4,4,8,0,43,7,0,0,3,7,11,14,45,30,47,59,13,235,0,0,0,0,0
117031644,13,0,0,0,0,13,10,29,23,24,74,13,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,5,3,16,0,35,0,0,0,0,0,0,0,0,0,3,8,0,6,4,0,0,0,0,0,0,0,0,4,7,0,10,4,0,0,0,0,4,5,12,7,7,21,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,9,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,8,4,15,17,0,0,0,0,16,9,44,27,38,103,13,264,14,0,0,0,8,9,12,22,14,42,54,12,177,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,4,4,0,10,22,0,43,0,0,0,0,0
117031645,18,3,0,5,4,15,22,49,37,61,52,18,281,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,9,21,23,18,22,4,104,0,0,0,0,0,7,0,7,3,4,7,3,26,0,0,0,0,0,0,0,8,3,7,4,4,27,8,0,0,4,0,13,12,32,32,32,36,10,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,9,8,0,28,4,0,0,0,0,0,0,5,0,3,7,0,18,0,0,0,0,0,0,0,5,5,3,6,0,17,8,0,0,4,4,5,0,13,6,16,18,5,69,30,4,0,6,11,28,30,92,74,107,107,29,519,14,0,4,4,6,16,12,49,30,52,40,8,235,0,0,0,0,0,0,0,0,0,0,5,0,13,8,3,0,3,0,4,13,20,19,19,31,7,123,0,0,0,0,0
117031646,8,0,0,0,6,8,11,31,31,39,17,4,150,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,8,4,15,8,13,8,0,61,0,0,0,0,0,0,0,4,0,3,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,11,4,14,13,16,8,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,5,0,6,0,12,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,4,8,4,0,8,0,32,12,0,3,0,8,25,14,54,48,55,33,9,260,5,0,0,5,6,8,11,27,16,24,9,6,112,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,10,9,17,12,9,6,0,66,0,0,0,0,0
117031647,3,0,0,8,0,9,11,49,68,79,26,8,266,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,4,24,18,34,14,3,97,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,3,3,5,0,0,13,0,0,0,0,4,4,3,31,28,38,16,3,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,13,0,0,3,0,0,0,0,9,7,3,0,0,36,3,0,3,7,4,13,20,95,104,117,42,12,424,13,0,0,9,7,15,38,84,88,119,59,9,453,0,0,0,0,0,0,0,0,0,0,3,0,7,7,0,0,3,4,7,13,35,33,42,23,6,180,0,0,0,0,0
117031648,6,5,0,0,4,6,11,43,46,68,28,7,220,0,0,0,0,0,0,6,0,0,0,0,0,7,4,0,3,0,0,8,7,12,22,33,16,0,112,0,0,0,0,0,3,5,0,0,9,3,0,20,0,0,0,0,0,0,0,0,0,0,8,0,11,5,0,4,0,0,9,14,15,24,41,25,9,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,4,0,0,5,0,0,6,0,23,9,0,4,0,4,15,24,57,82,114,60,17,388,21,3,0,4,8,19,28,83,48,67,38,5,328,0,0,0,0,0,0,0,0,0,5,0,0,6,9,0,0,0,4,11,12,53,40,53,31,7,221,0,0,0,0,0
118011339,15,8,0,0,10,16,28,51,49,81,118,24,390,3,0,0,4,0,8,4,12,3,10,19,11,79,11,9,0,0,7,11,16,47,49,94,242,20,508,4,6,0,0,0,3,7,16,11,16,29,14,104,10,0,0,0,4,4,12,3,3,8,5,3,46,25,6,4,8,11,29,30,76,70,132,296,54,739,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,4,3,12,5,16,9,3,51,0,0,0,0,0,0,4,3,0,3,5,3,13,0,0,0,4,0,0,3,3,3,3,5,4,26,9,0,0,4,4,11,10,18,8,27,14,10,108,51,17,4,11,23,56,72,145,120,235,426,83,1236,21,3,9,9,10,23,19,40,36,57,110,11,349,8,3,0,0,0,3,0,9,3,11,41,8,89,20,9,0,0,10,13,18,58,44,86,295,32,588,11,0,0,0,0
118011340,14,9,8,5,4,20,26,45,47,79,113,22,374,3,0,0,0,4,13,3,13,5,10,21,5,78,14,5,0,7,0,28,24,48,56,138,260,39,608,6,0,0,3,4,3,6,8,12,19,31,8,92,5,0,4,0,5,5,11,6,9,5,13,4,51,25,5,3,11,7,45,41,76,78,168,316,54,833,0,0,0,0,0,0,0,4,0,0,0,0,11,8,0,0,0,4,3,6,4,0,7,13,3,55,4,0,0,0,0,0,0,3,3,7,5,0,22,0,4,0,0,0,4,0,0,5,0,4,4,30,6,4,0,0,8,17,7,10,9,10,27,8,113,39,10,7,15,23,79,77,134,136,267,452,87,1319,25,7,9,10,4,22,25,35,35,75,97,22,361,4,0,0,0,4,8,8,11,4,16,42,8,93,22,7,0,4,11,22,27,77,61,116,287,29,673,6,0,0,0,6
118011341,18,4,3,6,3,17,10,46,41,68,121,9,346,0,0,0,0,0,8,3,6,7,9,22,0,50,11,0,5,4,4,17,20,42,38,110,220,36,512,3,0,0,0,3,9,7,8,10,12,21,0,79,4,4,0,0,0,0,4,6,0,6,12,0,48,16,0,6,3,10,35,32,55,62,139,269,40,686,0,0,0,0,0,0,0,4,0,6,0,0,11,0,0,0,0,0,0,0,3,8,8,9,6,36,7,0,0,0,0,3,0,0,3,4,7,0,27,4,0,0,0,5,4,9,7,0,5,5,0,25,7,0,0,0,6,5,13,21,16,18,21,6,110,42,10,8,14,23,57,64,124,111,222,410,54,1142,23,6,0,6,9,18,18,41,31,56,82,18,311,0,0,3,0,3,3,0,6,8,18,39,0,83,19,0,4,7,0,28,18,56,47,98,252,22,538,10,0,0,0,3
118011342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118011344,16,0,5,3,6,13,11,36,41,51,67,17,264,6,6,0,3,0,0,0,15,3,13,25,3,70,10,6,4,0,5,10,7,22,33,64,206,36,405,0,0,0,3,3,5,6,15,10,4,35,23,107,3,0,0,0,0,0,0,14,3,13,12,5,55,19,10,3,6,7,21,18,60,51,103,279,65,643,0,0,0,0,0,0,0,0,0,0,3,3,11,3,0,0,0,0,0,0,3,4,0,5,3,22,0,0,0,0,0,0,0,0,0,4,3,0,12,0,0,0,0,0,0,0,0,0,0,6,3,22,5,0,0,0,3,5,8,5,6,6,18,8,64,39,10,8,11,12,36,32,94,99,157,368,104,971,11,5,0,3,3,16,13,18,13,47,84,18,228,8,0,0,0,0,3,0,3,9,9,38,11,82,18,3,3,5,4,21,9,44,40,70,216,30,459,14,3,3,0,0
118011345,18,5,9,4,7,10,22,47,38,65,162,26,401,4,0,0,0,0,0,0,5,5,9,15,0,36,11,4,4,4,0,15,9,29,20,45,207,28,370,4,0,0,0,0,5,0,11,5,8,37,6,81,0,0,0,0,6,0,0,9,4,3,8,0,36,24,4,4,8,6,21,16,47,35,68,270,32,524,0,0,0,0,0,0,0,0,0,0,3,0,5,5,0,0,0,0,0,4,5,4,3,17,4,48,0,3,0,0,0,0,0,3,3,4,3,0,14,0,0,0,0,0,3,0,0,0,9,6,4,24,3,3,0,3,0,7,5,9,10,16,31,8,102,44,8,6,11,8,40,48,104,76,147,462,67,1023,23,6,0,7,3,22,21,44,39,51,171,11,394,0,0,0,0,0,0,0,0,5,6,25,4,46,12,0,0,4,0,11,18,31,25,63,241,16,426,5,0,0,0,0
118011346,19,4,0,3,0,8,13,24,23,23,74,17,219,4,0,0,0,0,4,0,3,0,10,43,12,90,23,0,4,0,3,10,12,29,33,41,178,41,372,7,0,0,0,3,3,9,12,6,15,52,8,121,6,0,5,0,3,11,5,5,0,10,28,8,77,40,0,4,0,10,28,31,49,38,77,303,69,667,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,0,0,6,4,8,5,0,25,0,0,0,0,0,0,0,0,0,0,3,3,11,0,0,0,0,0,5,0,6,0,0,5,0,12,3,0,0,4,0,6,0,13,4,3,17,10,58,64,4,4,6,9,44,42,89,70,103,397,102,938,35,3,0,3,0,9,14,24,21,31,66,23,220,8,0,0,0,0,4,3,8,8,14,50,10,106,19,0,0,4,3,13,4,30,24,50,207,32,389,8,0,0,3,0
118011347,13,0,0,0,0,10,13,18,24,25,78,17,201,0,0,0,0,0,0,0,0,0,3,11,0,22,9,0,0,0,0,7,4,10,15,21,109,12,189,4,0,0,0,0,0,0,3,0,4,20,4,45,0,0,0,0,0,0,4,0,0,5,3,0,23,13,0,0,4,0,3,11,15,23,33,144,23,275,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,6,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,4,12,8,0,0,3,0,0,3,6,7,6,10,9,50,34,0,0,10,3,11,30,43,53,63,227,42,529,14,3,0,4,8,9,7,33,22,33,67,14,210,0,0,0,0,0,0,3,0,0,0,10,0,19,4,0,0,0,0,7,4,15,20,31,125,9,224,3,0,0,0,0
118011649,19,0,6,0,5,12,18,33,32,64,107,28,317,0,0,0,0,0,5,3,0,3,9,41,7,71,16,0,0,0,4,5,10,23,25,44,196,27,353,10,0,3,0,0,9,8,17,5,9,43,10,116,9,0,0,0,0,4,3,5,6,4,24,11,60,35,3,3,3,4,20,19,49,35,68,306,53,604,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,3,5,3,0,6,8,0,31,3,0,0,0,0,0,0,0,0,0,6,7,26,0,0,0,0,0,0,0,6,0,3,8,7,32,16,0,0,0,0,7,6,9,5,12,22,11,88,66,5,8,8,11,37,43,90,75,144,441,88,1010,32,3,0,9,6,19,14,33,32,69,109,26,333,7,0,0,0,0,0,0,10,0,8,44,15,87,26,0,0,0,0,14,7,31,30,56,232,34,442,16,0,0,0,0
118011650,16,0,5,0,0,11,3,22,17,37,90,14,214,0,0,0,0,0,0,0,0,0,0,7,4,12,12,0,0,0,0,0,0,3,12,23,72,15,137,3,0,0,0,0,4,0,3,0,4,12,4,33,0,0,0,0,0,0,0,3,0,3,6,3,28,16,5,0,0,0,3,6,9,14,29,100,23,203,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,3,0,0,3,10,0,28,0,0,0,0,0,0,0,5,0,0,4,0,9,0,0,0,0,0,0,0,3,0,3,3,5,19,0,0,0,0,0,0,0,10,4,5,20,9,64,31,3,4,3,3,17,15,46,39,73,209,44,480,26,4,3,0,5,9,12,30,9,48,71,16,230,0,0,0,0,0,0,0,0,0,0,14,0,17,6,0,0,0,3,8,7,16,21,28,88,3,181,0,0,0,0,0
118021564,7,0,0,5,4,10,16,24,34,35,36,5,180,0,0,0,0,0,0,4,7,3,3,8,0,24,11,0,0,0,0,12,15,31,27,43,89,17,231,4,3,0,0,4,0,4,13,3,4,14,0,52,0,0,0,6,3,0,3,0,0,0,7,9,32,15,8,0,10,3,9,19,46,35,56,122,23,341,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,5,3,4,3,0,18,0,0,3,0,0,4,0,8,0,3,0,0,21,0,0,0,0,0,3,5,5,5,3,0,0,28,5,0,3,3,0,7,4,14,5,10,7,6,71,27,8,3,12,10,33,37,90,76,101,163,31,595,12,0,0,3,6,11,18,29,21,26,21,10,150,4,3,0,0,0,0,0,3,4,0,22,7,39,17,0,0,0,0,11,15,19,25,38,103,12,231,4,0,0,0,5
118021565,11,0,0,0,7,11,15,28,27,30,38,5,173,6,3,0,4,0,5,11,7,7,13,15,5,64,12,4,6,5,5,25,22,53,47,62,137,18,384,6,0,0,4,5,11,14,15,10,4,27,5,98,5,0,0,0,4,5,3,8,6,3,6,4,52,20,13,3,11,13,37,45,81,68,90,181,35,597,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,5,3,0,21,3,4,0,0,0,5,0,3,0,6,0,3,30,5,0,0,0,4,0,0,8,0,0,4,0,30,6,3,0,0,5,5,3,15,11,15,15,5,78,35,18,3,14,20,59,62,127,99,129,235,41,848,15,3,5,8,7,14,26,33,17,25,33,9,183,4,0,0,0,0,0,0,10,6,12,23,5,60,13,4,5,3,0,18,12,50,34,72,121,18,359,0,5,4,5,4
118021566,11,0,7,8,0,11,13,13,29,37,36,17,175,3,0,0,3,0,4,7,5,3,8,10,10,54,5,3,0,0,3,15,13,38,29,56,122,16,302,5,0,0,0,4,4,5,19,4,14,25,6,86,8,0,0,4,4,0,4,6,0,8,11,11,59,19,4,4,4,8,26,26,74,42,83,171,35,503,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,4,0,5,7,0,26,0,0,0,0,0,5,0,0,4,5,0,0,9,5,0,0,3,0,3,0,3,0,4,3,0,20,8,0,0,3,0,7,4,8,9,11,11,6,67,37,9,13,15,16,43,40,91,73,135,215,58,744,14,0,0,0,0,7,13,22,20,36,30,4,156,0,0,0,0,0,4,0,13,9,19,24,9,79,16,5,0,3,3,18,11,26,35,66,139,15,340,4,0,0,0,0
118021567,5,3,0,0,9,15,7,42,39,57,24,6,200,0,0,0,0,3,10,4,0,0,13,12,4,48,7,0,0,4,5,21,24,43,46,73,105,10,338,0,3,0,0,0,8,0,7,6,3,11,5,45,0,0,4,0,0,4,4,13,8,12,10,5,61,7,4,9,4,10,34,31,63,61,104,140,19,498,0,0,0,0,0,0,0,0,0,3,5,0,9,0,0,0,0,0,0,9,5,9,6,9,0,31,0,0,0,0,0,0,7,11,0,6,5,0,28,3,0,0,0,0,3,4,0,4,0,0,0,18,3,0,0,3,6,9,18,17,9,13,15,3,87,24,11,12,13,21,56,51,118,105,167,174,27,784,5,0,0,7,7,12,18,28,25,48,38,4,198,4,0,0,0,0,5,0,10,6,13,18,3,68,14,0,0,5,3,12,14,45,38,71,108,12,331,0,0,0,0,0
118021568,9,5,0,0,5,10,12,38,25,46,32,11,188,0,0,0,0,0,3,0,13,4,6,15,0,49,11,0,0,0,5,17,18,43,33,87,78,17,314,4,0,0,0,0,5,11,5,10,14,8,0,66,6,0,0,0,3,4,3,3,4,4,3,3,40,27,3,6,3,8,31,32,70,47,108,106,26,468,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,3,9,0,3,4,0,33,0,0,0,0,0,0,0,0,0,0,7,0,24,5,0,0,0,0,3,3,7,3,4,0,4,36,6,0,3,3,0,11,10,18,12,9,14,4,86,38,8,8,9,15,54,53,120,86,160,156,45,747,20,5,4,3,3,11,15,29,22,25,23,7,161,4,0,0,0,0,3,0,8,6,12,17,5,53,8,4,5,0,4,12,16,53,42,74,97,16,336,7,0,0,3,0
118021569,16,10,6,4,11,10,25,57,85,68,80,23,394,0,0,0,0,0,4,0,10,4,11,13,3,48,13,0,4,4,8,19,21,71,81,89,215,24,551,4,5,0,4,0,7,4,13,7,12,29,3,87,3,0,0,0,5,0,6,4,10,5,10,4,42,20,6,4,11,9,36,34,98,103,117,274,33,738,0,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,0,3,7,8,8,15,6,7,49,6,0,5,0,0,3,0,10,7,4,0,0,35,6,0,0,0,3,4,8,9,0,3,3,0,37,12,3,5,0,8,13,15,25,19,26,13,6,134,43,19,11,19,23,57,64,184,207,214,362,64,1261,17,5,3,0,6,18,22,58,59,74,58,12,328,0,0,0,0,5,8,0,8,0,5,25,0,59,21,4,0,6,11,22,27,73,60,102,204,18,546,5,3,0,0,3
118021570,8,0,0,8,0,24,11,43,27,56,52,8,236,4,0,0,0,0,4,4,10,4,8,7,0,37,13,0,3,5,9,17,15,45,29,72,144,20,374,4,0,0,4,0,4,5,6,6,3,12,0,57,0,0,5,0,0,0,9,5,5,9,6,0,40,19,4,5,4,15,27,36,64,47,92,176,31,515,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,6,4,3,0,0,21,0,0,0,0,0,6,0,9,3,0,4,0,19,0,0,0,7,0,5,6,3,0,0,3,0,24,0,0,4,3,0,11,5,16,8,5,13,3,75,26,4,6,15,17,57,55,124,82,159,240,37,824,12,0,0,0,4,14,13,29,22,34,49,11,196,3,0,0,0,0,0,4,3,0,18,13,5,51,14,0,0,7,5,11,18,35,29,75,168,19,387,3,0,0,0,3
118021651,18,3,4,6,10,36,37,57,62,81,96,10,415,3,4,0,0,3,5,5,11,3,12,19,6,70,13,0,0,7,9,23,29,60,58,112,252,25,594,10,0,0,0,5,11,5,9,7,15,15,4,89,5,0,0,0,0,3,3,5,3,8,11,3,53,28,7,3,11,20,44,41,84,71,145,307,37,803,0,0,0,0,0,0,0,0,5,0,0,0,6,4,0,0,0,0,4,4,10,10,10,8,0,51,4,0,0,0,0,0,0,6,0,3,5,0,27,4,0,0,4,3,0,4,9,0,0,3,5,30,16,3,0,4,3,3,10,20,13,13,18,12,112,56,16,4,24,31,82,87,160,149,240,414,66,1335,11,3,3,7,8,23,27,50,52,77,106,14,381,4,0,6,0,0,8,5,12,9,9,43,4,93,25,3,0,9,6,31,24,67,64,117,276,20,641,9,4,0,3,4
118021652,7,0,4,0,0,9,7,17,16,24,40,9,139,0,0,0,0,0,8,7,11,4,11,7,4,65,3,5,4,0,5,15,11,30,27,51,106,11,278,7,0,0,3,0,5,4,3,10,15,7,9,58,6,0,0,0,0,13,13,4,12,9,12,8,71,14,5,3,7,8,37,30,57,52,85,137,29,470,0,0,0,0,0,0,4,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,8,0,16,0,0,0,0,0,4,6,0,0,0,3,0,18,0,0,0,0,0,0,4,3,0,6,3,0,24,4,3,0,0,0,10,7,7,0,12,14,4,60,22,8,6,11,8,56,48,79,69,120,193,39,668,18,0,4,5,6,12,16,20,19,41,46,4,194,0,0,0,0,4,3,7,7,3,11,16,5,60,13,6,0,4,3,15,5,48,38,70,125,12,341,4,3,0,0,4
