SA2_CODE_2021,C21_SH_Tot_NPFH_6_mor,C21_SH_Tot_Tot,C21_SDRTHT_0b_s_a_b_NPFH_2,C21_SDRTHT_0b_s_a_b_NPFH_3,C21_SDRTHT_0b_s_a_b_NPFH_4,C21_SDRTHT_0b_s_a_b_NPFH_5,C21_SDRTHT_0b_s_a_b_NPFH_6mor,C21_SDRTHT_0b_s_a_b_Tot,C21_SDRTHT_1b_NPFH_2,C21_SDRTHT_1b_NPFH_3,C21_SDRTHT_1b_NPFH_4,C21_SDRTHT_1b_NPFH_5,C21_SDRTHT_1b_NPFH_6_mor,C21_SDRTHT_1b_Tot,C21_SDRTHT_2b_NPFH_2,C21_SDRTHT_2b_NPFH_3,C21_SDRTHT_2b_NPFH_4,C21_SDRTHT_2b_NPFH_5,C21_SDRTHT_2b_NPFH_6_mor,C21_SDRTHT_2b_Tot,C21_SDRTHT_3b_NPFH_2,C21_SDRTHT_3b_NPFH_3,C21_SDRTHT_3b_NPFH_4,C21_SDRTHT_3b_NPFH_5,C21_SDRTHT_3b_NPFH_6_mor,C21_SDRTHT_3b_Tot,C21_SDRTHT_4mb_NPFH_2,C21_SDRTHT_4mb_NPFH_3,C21_SDRTHT_4mb_NPFH_4,C21_SDRTHT_4mb_NPFH_5,C21_SDRTHT_4mb_NPFH_6_mor,C21_SDRTHT_4mb_Tot,C21_SDRTHT_NB_NS_NPFH_2,C21_SDRTHT_NB_NS_NPFH_3,C21_SDRTHT_NB_NS_NPFH_4,C21_SDRTHT_NB_NS_NPFH_5,C21_SDRTHT_NB_NS_NPFH_6_mor,C21_SDRTHT_NB_NS_Tot,C21_SDRTHT_Tot_NPFH_2,C21_SDRTHT_Tot_NPFH_3,C21_SDRTHT_Tot_NPFH_4,C21_SDRTHT_Tot_NPFH_5,C21_SDRTHT_Tot_NPFH_6_mor,C21_SDRTHT_Tot_Tot,C21_F_a_0b_s_a_b_NPFH_2,C21_F_a_0b_s_a_b_NPFH_3,C21_F_a_0b_s_a_b_NPFH_4,C21_F_a_0b_s_a_b_NPFH_5,C21_F_a_0b_s_a_b_NPFH_6_mor,C21_F_a_0b_s_a_b_Total,C21_F_a_1b_NPFH_2,C21_F_a_1b_NPFH_3,C21_F_a_1b_NPFH_4,C21_F_a_1b_NPFH_5,C21_F_a_1b_NPFH_6_mor,C21_F_a_1b_Tot,C21_F_a_2b_NPFH_2,C21_F_a_2b_NPFH_3,C21_F_a_2b_NPFH_4,C21_F_a_2b_NPFH_5,C21_F_a_2b_NPFH_6_mor,C21_F_a_2b_Tot,C21_F_a_3b_NPFH_2,C21_F_a_3b_NPFH_3,C21_F_a_3b_NPFH_4,C21_F_a_3b_NPFH_5,C21_F_a_3b_NPFH_6_mor,C21_F_a_3b_Tot,C21_F_a_4mb_NPFH_2,C21_F_a_4mb_NPFH_3,C21_F_a_4mb_NPFH_4,C21_F_a_4mb_NPFH_5,C21_F_a_4mb_NPFH_6_mor,C21_F_a_4mb_Tot,C21_F_a_NB_NS_NPFH_2,C21_F_a_NB_NS_NPFH_3,C21_F_a_NB_NS_NPFH_4,C21_F_a_NB_NS_NPFH_5,C21_F_a_NB_NS_NPFH_6_mor,C21_F_a_NB_NS_Tot,C21_F_a_Tot_NPFH_2,C21_F_a_Tot_NPFH_3,C21_F_a_Tot_NPFH_4,C21_F_a_Tot_NPFH_5,C21_F_a_Tot_NPFH_6_mor,C21_F_a_Tot_Tot,C21_OD_0b_s_a_b_NPFH_2,C21_OD_0b_s_a_b_NPFH_3,C21_OD_0b_s_a_b_NPFH_4,C21_OD_0b_s_a_b_NPFH_5,C21_OD_0b_s_a_b_NPFH_6_mor,C21_OD_0b_s_a_b_Tot,C21_OD_1b_NPFH_2,C21_OD_1b_NPFH_3,C21_OD_1b_NPFH_4,C21_OD_1b_NPFH_5,C21_OD_1b_NPFH_6_mor,C21_OD_1b_Tot,C21_OD_2b_NPFH_2,C21_OD_2b_NPFH_3,C21_OD_2b_NPFH_4,C21_OD_2b_NPFH_5,C21_OD_2b_NPFH_6_mor,C21_OD_2b_Tot,C21_OD_3b_NPFH_2,C21_OD_3b_NPFH_3,C21_OD_3b_NPFH_4,C21_OD_3b_NPFH_5,C21_OD_3b_NPFH_6_mor,C21_OD_3b_Tot,C21_OD_4mb_NPFH_2,C21_OD_4mb_NPFH_3,C21_OD_4mb_NPFH_4,C21_OD_4mb_NPFH_5,C21_OD_4mb_NPFH_6_mor,C21_OD_4mb_Tot,C21_OD_NB_NS_NPFH_2,C21_OD_NB_NS_NPFH_3,C21_OD_NB_NS_NPFH_4,C21_OD_NB_NS_NPFH_5,C21_OD_NB_NS_NPFH_6_mor,C21_OD_NB_NS_Tot,C21_OD_Tot_NPFH_2,C21_OD_Tot_NPFH_3,C21_OD_Tot_NPFH_4,C21_OD_Tot_NPFH_5,C21_OD_Tot_NPFH_6_mor,C21_OD_Tot_Tot,C21_DS_NS_NPFH_2,C21_DS_NS_NPFH_3,C21_DS_NS_NPFH_4,C21_DS_NS_NPFH_5,C21_DS_NS_NPFH_6_mor,C21_DS_NS_Tot,C21_Tot_NPFH_2,C21_Tot_NPFH_3,C21_Tot_NPFH_4,C21_Tot_NPFH_5,C21_Tot_NPFH_6_mor,C21_Tot_Tot
101021007,39,1114,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,11,17,0,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,25,4,5,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,9,5,0,0,0,0,3,0,0,0,0,0,0,11,4,0,0,0,19,0,0,0,0,0,5,685,178,179,77,42,1160
101021008,91,1943,0,0,0,0,0,0,4,0,0,0,0,4,55,24,13,0,0,96,63,51,29,13,3,158,6,3,3,4,0,17,0,0,3,0,0,3,131,75,45,20,7,276,0,0,0,0,0,0,3,5,0,0,0,5,3,4,0,0,0,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,11,7,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,921,530,504,196,94,2251
101021009,74,1477,0,0,0,0,0,0,12,5,0,0,0,16,153,55,32,3,0,247,133,62,54,23,10,281,0,0,4,5,0,9,3,0,0,0,0,3,307,115,88,27,10,554,4,0,0,0,0,4,82,13,5,0,0,95,254,121,62,19,6,471,26,17,11,0,0,59,0,0,0,0,0,6,6,0,0,0,0,8,367,149,85,25,15,640,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11,0,3,0,0,0,3,1316,609,484,187,93,2688
101021010,24,677,0,0,0,0,0,0,3,0,0,0,0,3,118,34,17,11,0,184,43,44,35,4,0,120,0,3,0,0,0,10,4,0,0,0,0,4,166,88,51,14,5,325,3,0,0,0,0,3,35,4,3,4,0,52,98,47,21,3,5,182,7,10,5,0,0,20,0,0,0,0,0,4,0,0,0,0,0,0,146,66,34,14,5,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609,317,221,78,33,1263
101021012,121,3078,0,0,0,0,0,0,0,0,0,0,0,0,90,18,14,0,0,120,113,65,31,7,0,218,14,21,17,3,0,51,0,0,0,0,0,0,215,105,55,10,3,394,0,0,0,0,0,0,9,0,0,0,0,5,9,5,0,0,0,11,7,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,25,10,0,0,5,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1236,813,953,385,127,3513
101021610,67,1656,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,17,20,19,11,4,0,54,0,0,0,0,0,0,0,0,0,0,0,0,34,24,10,4,0,66,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526,429,545,177,67,1740
101021611,237,4481,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,12,10,4,5,0,0,19,0,0,0,0,0,6,0,0,0,0,0,0,19,11,5,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,4,3,0,15,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,11,4,0,0,0,0,6,1909,907,1034,467,241,4557
101031013,19,601,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,10,372,85,90,54,19,620
101031014,53,1619,0,0,0,0,0,0,0,0,0,0,0,3,24,0,5,0,0,30,9,3,4,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,33,4,6,4,0,49,0,0,0,0,0,0,4,0,0,0,0,4,7,5,0,0,0,11,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,14,6,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,913,345,270,127,56,1702
101031015,38,915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,503,167,152,67,38,921
101031016,48,1517,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,5,0,17,22,12,12,6,0,49,0,0,6,0,0,15,0,0,0,0,0,0,39,18,19,7,0,90,6,0,0,0,0,3,13,3,0,0,0,19,45,17,5,0,0,66,28,16,13,4,0,70,9,5,5,0,3,25,0,4,0,0,0,5,105,46,19,12,3,180,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,5,10,0,7,0,0,16,825,371,390,171,57,1805
101041017,98,1906,0,0,0,0,0,0,3,0,0,0,0,3,44,3,5,0,0,51,51,19,6,8,0,79,11,0,0,0,0,12,3,0,0,0,0,3,117,17,8,9,4,153,0,0,0,0,0,0,5,0,0,0,0,5,57,11,7,0,0,80,40,12,4,0,0,59,5,0,3,3,0,13,0,0,0,0,0,0,110,28,16,3,0,150,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,4,0,18,9,0,0,0,0,9,1297,374,307,159,98,2233
101041018,62,2179,0,0,0,0,0,0,0,0,0,0,0,0,38,6,0,4,0,53,81,17,11,3,0,117,14,0,0,0,0,22,6,0,0,0,0,0,134,34,13,9,0,190,0,0,0,0,0,0,3,0,0,0,0,3,35,12,0,0,0,55,29,9,10,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,75,24,11,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,12,3,0,0,0,0,3,1560,390,352,132,62,2495
101041019,78,2204,0,0,0,0,0,0,0,0,0,0,0,3,48,4,3,0,0,53,13,7,3,0,0,22,7,0,6,0,0,9,0,0,0,0,0,0,68,10,10,0,0,92,0,0,0,0,0,0,3,0,0,0,0,3,11,4,0,0,0,12,5,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,18,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,9,0,0,0,0,0,0,12,4,0,0,3,19,3,0,5,0,0,10,1271,427,391,174,81,2346
101041020,110,2599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,9,6,0,0,0,0,6,8,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,21,8,0,0,5,28,3,0,0,0,0,3,1497,439,398,196,112,2642
101041021,27,905,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,30,34,6,7,0,0,47,0,0,0,0,0,3,0,0,0,0,0,0,70,6,9,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,5,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,3,4,0,0,15,0,0,0,0,0,0,7,0,0,0,0,5,11,0,0,0,0,15,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,27,4,0,0,0,28,3,0,0,0,0,3,594,174,172,63,26,1039
101041022,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10
101041023,34,773,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,18,19,4,6,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,37,10,6,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,15,8,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,8,0,0,0,23,0,0,0,0,0,0,5,0,0,0,0,5,10,7,0,0,0,15,3,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,23,7,3,0,0,31,0,0,0,0,0,4,529,143,110,60,34,871
101041024,33,932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,8,5,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,11,0,3,0,0,17,0,0,0,0,0,0,563,146,145,60,33,951
101041025,76,2647,0,0,0,0,0,0,5,0,0,0,0,5,90,20,0,4,0,117,113,20,12,0,0,142,11,4,5,0,0,23,0,0,0,0,0,0,219,42,23,7,5,289,0,0,0,0,0,0,4,0,0,0,0,4,84,21,4,4,0,109,36,13,10,3,0,63,3,0,0,0,0,7,4,0,0,0,0,5,135,39,18,3,0,190,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,14,3,3,0,0,27,1943,523,439,167,85,3158
101041026,53,2286,0,0,0,0,0,0,3,0,0,0,0,5,28,4,0,0,0,29,29,11,3,4,0,41,3,0,0,0,0,3,0,0,0,0,0,0,56,18,4,4,4,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,11,4,0,0,0,0,4,8,0,0,0,0,8,4,0,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,20,7,0,0,0,22,0,0,0,0,0,0,1510,379,319,127,59,2404
101041027,85,2432,0,0,0,0,0,0,3,0,0,0,0,3,45,8,0,0,0,52,38,16,3,0,0,55,3,4,0,0,0,3,0,3,0,0,0,0,86,23,8,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,31,10,0,0,0,43,30,3,3,0,0,34,10,0,0,0,0,9,0,0,0,0,0,5,72,12,4,0,0,86,6,0,0,0,0,6,7,0,0,0,0,7,28,0,0,0,0,28,4,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,4,44,5,0,3,0,0,9,1809,367,302,135,86,2691
101051539,243,5619,0,0,0,0,0,0,3,0,3,0,0,10,115,21,5,0,0,141,92,51,32,11,6,180,13,5,14,11,5,39,7,0,0,0,0,4,230,77,49,18,10,378,0,0,0,0,0,0,6,0,0,0,0,7,41,15,6,4,0,66,4,5,3,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0,50,23,9,4,0,88,0,0,0,0,0,0,8,0,0,0,0,10,8,0,0,0,0,9,4,4,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,21,0,0,4,0,28,3,0,0,0,0,6,2990,1232,1131,518,257,6125
101051540,194,3649,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,4,6,0,0,0,0,9,0,0,0,0,0,0,18,4,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,7,1942,616,605,329,196,3688
101061541,74,1691,0,0,0,0,0,0,0,0,0,0,0,0,38,5,0,0,0,49,15,6,6,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,50,11,4,4,0,73,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,0,0,7,4,4,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,14,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,830,378,334,173,80,1790
101061542,191,3395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,5,5,5,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,5,0,4,0,0,9,4,4,5,0,0,19,1469,635,751,391,192,3441
101061543,159,2649,0,0,0,0,0,0,0,0,0,0,0,0,38,16,3,0,0,59,16,15,7,5,0,41,3,6,0,0,0,5,4,0,0,0,0,5,65,29,12,5,0,111,0,0,0,0,0,0,6,0,0,0,0,6,15,3,0,0,0,15,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,3,5,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,3,0,4,3,0,0,0,0,11,1393,514,455,275,166,2798
101061544,88,1936,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,10,3,0,0,0,0,6,9,0,0,0,0,7,0,0,0,0,0,0,19,7,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,5,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,11,0,0,0,0,11,4,0,0,0,0,8,1112,331,285,162,91,1992
102011028,86,1885,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,35,17,9,3,0,61,7,4,5,0,0,19,0,0,0,0,0,0,46,18,11,4,0,85,0,0,0,0,0,0,4,0,0,0,0,4,26,6,0,0,0,31,17,7,7,0,0,32,4,3,3,6,0,17,4,0,0,0,0,4,59,16,11,7,0,91,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,846,404,512,218,91,2066
102011029,106,2994,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,17,18,3,3,0,0,26,6,5,3,6,0,15,0,0,0,0,0,0,42,10,7,3,0,57,0,0,0,0,0,3,0,0,0,0,0,0,16,6,0,0,0,26,11,5,0,0,0,16,7,0,0,0,0,3,0,0,0,0,0,0,35,7,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,37,9,0,0,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0,42,4,0,0,0,43,0,0,0,0,0,0,1583,567,635,265,106,3150
102011030,88,1147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,9,0,3,0,0,8,5,5,0,0,6,18,515,257,223,101,91,1179
102011031,183,3431,0,0,0,0,0,0,3,0,0,0,0,3,113,3,3,0,0,117,67,29,20,0,0,119,9,8,8,5,7,27,3,0,0,0,0,3,192,46,26,7,7,278,0,0,0,0,0,0,5,0,0,0,0,5,27,4,6,0,0,35,43,27,5,3,0,82,0,0,4,0,0,3,0,0,0,0,0,0,76,29,14,3,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,5,1830,715,773,340,190,3849
102011032,104,2819,0,0,0,0,0,0,16,0,0,0,0,16,130,43,17,0,0,195,227,136,85,27,3,480,11,10,4,3,0,27,4,4,0,0,0,8,388,193,113,27,8,724,5,0,0,0,0,4,62,3,0,0,0,66,828,241,89,14,0,1170,316,164,95,29,5,609,12,9,5,7,0,29,12,9,4,0,0,15,1230,420,188,49,10,1898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,12,2775,1268,962,332,117,5450
102011033,102,1633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,19,15,5,5,79,3,4,0,0,0,15,0,0,0,0,0,0,45,25,15,6,4,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,576,392,490,172,111,1736
102011034,70,1622,0,0,0,0,0,0,12,0,0,0,0,12,185,10,0,0,0,198,66,20,11,3,3,112,0,0,0,0,0,5,4,0,0,0,0,4,268,33,12,5,4,328,0,0,0,0,0,0,3,0,0,0,0,3,30,0,0,0,0,26,13,0,0,4,0,18,0,0,0,0,0,5,0,0,0,0,0,0,46,0,0,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945,366,426,194,73,2004
102011035,99,1822,0,0,0,0,0,0,0,0,0,0,0,0,25,5,0,0,0,31,50,24,10,7,0,89,0,0,0,0,5,10,4,0,0,0,0,0,72,36,10,9,4,126,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,768,430,476,193,104,1963
102011036,112,2012,0,0,0,0,0,0,5,0,0,0,0,5,27,0,3,0,0,33,61,44,41,11,5,154,0,4,8,0,0,9,0,0,0,0,0,0,86,47,46,14,0,199,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,496,553,242,117,2222
102011037,43,1655,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,18,16,10,3,0,0,34,3,0,0,0,0,5,0,0,0,0,0,0,40,15,3,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,14,19,3,4,0,0,32,0,0,0,0,0,4,0,0,0,0,0,0,35,3,5,5,0,48,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,809,353,409,153,49,1772
102011038,71,1837,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,23,33,3,3,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,56,7,5,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,39,5,0,0,0,46,23,0,0,0,0,22,0,0,0,0,3,8,0,0,0,0,0,0,72,5,5,0,3,84,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,906,399,447,172,75,1995
