SA2_CODE_2021,C16_2500_2999_R650more,C16_2500_2999_R_NS,C16_2500_2999_R_Tot,C16_3000_3999_R1_74,C16_3000_3999_R75_99,C16_3000_3999_R100_149,C16_3000_3999_R150_199,C16_3000_3999_R200_224,C16_3000_3999_R225_274,C16_3000_3999_R275_349,C16_3000_3999_R350_449,C16_3000_3999_R450_549,C16_3000_3999_R550_649,C16_3000_3999_R650more,C16_3000_3999_R_NS,C16_3000_3999_R_Tot,C16_4000more_R1_74,C16_4000more_R75_99,C16_4000more_R100_149,C16_4000more_R150_199,C16_4000more_R200_224,C16_4000more_R225_274,C16_4000more_R275_349,C16_4000more_R350_449,C16_4000more_R450_549,C16_4000more_R550_649,C16_4000more_R650more,C16_4000more_R_NS,C16_4000more_R_Tot,C16_PI_S_R1_74,C16_PI_S_R75_99,C16_PI_S_R100_149,C16_PI_S_R150_199,C16_PI_S_R200_224,C16_PI_S_R225_274,C16_PI_S_R275_349,C16_PI_S_R350_449,C16_PI_S_R450_549,C16_PI_S_R550_649,C16_PI_S_R650more,C16_PI_S_R_NS,C16_PI_S_R_Tot,C16_AI_NS_R1_74,C16_AI_NS_R75_99,C16_AI_NS_R100_149,C16_AI_NS_R150_199,C16_AI_NS_R200_224,C16_AI_NS_R225_274,C16_AI_NS_R275_349,C16_AI_NS_R350_449,C16_AI_NS_R450_549,C16_AI_NS_R550_649,C16_AI_NS_R650more,C16_AI_NS_R_NS,C16_AI_NS_R_Tot,C16_Tot_R1_74,C16_Tot_R75_99,C16_Tot_R100_149,C16_Tot_R150_199,C16_Tot_R200_224,C16_Tot_R225_274,C16_Tot_R275_349,C16_Tot_R350_449,C16_Tot_R450_549,C16_Tot_R550_649,C16_Tot_R650more,C16_Tot_R_NS,C16_Tot_R_Tot,C21_Neg_Ni_inc_R1_74,C21_Neg_Ni_inc_R75_99,C21_Neg_Ni_inc_R100_149,C21_Neg_Ni_inc_R150_199,C21_Neg_Ni_inc_R200_224,C21_Neg_Ni_inc_R225_274,C21_Neg_Ni_inc_R275_349,C21_Neg_Ni_inc_R350_449,C21_Neg_Ni_inc_R450_549,C21_Neg_Ni_inc_R550_649,C21_Neg_Ni_inc_R650more,C21_Neg_Ni_inc_R_NS,C21_Neg_Ni_inc_R_Tot,C21_1_149_R1_74,C21_1_149_R75_99,C21_1_149_R100_149,C21_1_149_R150_149,C21_1_149_R200_224,C21_1_149_R225_274,C21_1_149_R275_349,C21_1_149_R350_449,C21_1_149_R450_549,C21_1_149_R550_649,C21_1_149_R650more,C21_1_149_R_NS,C21_1_149_R_Tot,C21_150_299_R1_74,C21_150_299_R75_99,C21_150_299_R100_149,C21_150_299_R150_199,C21_150_299_R150_224,C21_150_299_R225_274,C21_150_299_R275_349,C21_150_299_R350_449,C21_150_299_R450_549,C21_150_299_R550_649,C21_150_299_R650more,C21_150_299_R_NS,C21_150_299_R_Tot,C21_300_399_R1_74,C21_300_399_R75_99,C21_300_399_R100_149,C21_300_399_R150_199,C21_300_399_R200_224,C21_300_399_R225_274,C21_300_399_R275_349,C21_300_399_R350_449,C21_300_399_R450_549,C21_300_399_R550_649,C21_300_399_R650more,C21_300_399_R_NS,C21_300_399_R_Tot,C21_400_499_R1_74,C21_400_499_R75_99,C21_400_499_R100_149,C21_400_499_R150_199,C21_400_499_R200_224,C21_400_499_R225_274,C21_400_499_R275_349,C21_400_499_R350_449,C21_400_499_R450_549,C21_400_499_R550_649,C21_400_499_R650more,C21_400_499_R_NS,C21_400_499_R_Tot,C21_500_649_R1_74,C21_500_649_R75_99,C21_500_649_R100_149,C21_500_649_R150_199,C21_500_649_R200_224,C21_500_649_R225_274,C21_500_649_R275_349,C21_500_649_R350_449,C21_500_649_R450_549,C21_500_649_R550_649,C21_500_649_R650more,C21_500_649_R_NS,C21_500_649_R_Tot,C21_650_799_R1_74,C21_650_799_R75_99,C21_650_799_R100_149,C21_650_799_R150_199,C21_650_799_R200_224,C21_650_799_R225_274,C21_650_799_R275_349,C21_650_799_R350_449,C21_650_799_R450_549,C21_650_799_R550_649,C21_650_799_R650more,C21_650_799_R_NS,C21_650_799_R_Tot,C21_800_999_R1_74,C21_800_999_R75_99,C21_800_999_R100_149,C21_800_999_R150_199,C21_800_999_R200_224,C21_800_999_R225_274,C21_800_999_R275_349,C21_800_999_R350_449,C21_800_999_R450_549,C21_800_999_R550_649,C21_800_999_R650more,C21_800_999_R_NS,C21_800_999_R_Tot,C21_1000_1249_R1_74,C21_1000_1249_R75_99,C21_1000_1249_R100_149,C21_1000_1249_R150_199,C21_1000_1249_R200_224,C21_1000_1249_R225_274,C21_1000_1249_R275_349,C21_1000_1249_R350_449,C21_1000_1249_R450_549,C21_1000_1249_R550_649,C21_1000_1249_R650more,C21_1000_1249_R_NS,C21_1000_1249_R_Tot,C21_1250_1499_R1_74,C21_1250_1499_R75_99,C21_1250_1499_R100_149,C21_1250_1499_R150_199,C21_1250_1499_R200_224,C21_1250_1499_R225_274,C21_1250_1499_R275_349,C21_1250_1499_R350_449,C21_1250_1499_R450_549,C21_1250_1499_R550_649,C21_1250_1499_R650more,C21_1250_1499_R_NS,C21_1250_1499_R_Tot,C21_1500_1999_R1_74,C21_1500_1999_R75_99
204011056,0,0,36,0,0,0,0,0,4,14,3,0,0,0,0,20,0,0,0,0,0,0,5,0,0,0,0,0,12,3,0,0,0,0,11,25,9,0,0,0,0,50,0,0,3,0,4,4,4,0,0,0,0,0,19,7,15,59,47,61,259,412,109,17,0,9,28,1018,0,0,0,0,0,0,9,3,0,0,0,0,13,0,0,0,0,0,0,0,4,0,0,0,6,8,0,0,3,0,0,0,4,0,0,0,0,0,10,0,0,12,5,0,5,12,7,0,0,0,5,39,6,3,20,4,5,10,13,5,0,0,0,3,60,0,0,3,6,5,15,34,9,0,0,0,0,78,0,0,4,7,0,11,27,16,4,0,0,0,69,3,0,0,3,4,15,30,23,3,0,3,3,88,0,0,0,0,3,17,37,35,0,5,0,3,95,0,0,0,3,0,14,23,36,5,0,0,6,86,0,0
204011057,0,0,21,0,0,0,0,0,0,4,0,0,0,6,3,24,0,0,0,0,0,3,0,0,0,0,13,5,27,4,0,0,6,0,0,10,6,0,0,0,0,40,0,0,4,3,3,4,6,0,0,0,0,3,18,10,7,63,72,63,78,164,52,5,8,35,42,605,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,13,0,0,10,0,0,3,0,0,0,0,0,6,14,0,0,14,5,3,5,8,0,0,0,0,0,35,0,3,4,3,4,10,15,5,0,0,0,3,60,0,0,6,9,4,7,11,6,0,0,0,0,51,0,0,4,4,6,11,13,16,0,0,0,0,56,0,0,0,11,6,10,13,26,0,0,0,8,65,3,0,0,5,3,10,10,18,3,0,0,5,59,0,0
204011058,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,4,4,5,0,0,0,0,19,0,0,0,4,0,0,0,0,0,0,0,0,12,4,5,30,45,38,69,43,28,6,4,9,23,298,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,4,14,0,0,5,4,10,4,4,3,0,0,0,0,33,0,0,6,3,6,10,7,4,0,0,0,0,28,0,0,0,0,0,5,3,4,0,0,0,3,23,0,0,0,0,3,7,7,9,0,0,0,0,29,0,0,3,4,3,8,15,7,0,0,0,3,39,0,0,6,0,5,6,5,7,5,0,0,3,32,0,0
204011059,0,0,9,0,0,0,0,0,6,4,5,0,0,0,0,14,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,8,9,11,4,0,0,0,0,0,43,0,0,12,7,3,7,0,0,0,0,0,8,39,13,13,113,198,149,138,84,25,0,0,3,45,783,0,0,3,0,0,3,0,5,0,0,0,5,10,0,3,3,0,0,0,0,0,0,0,0,0,14,0,0,4,4,0,3,3,0,0,0,0,0,23,6,0,20,7,9,3,5,0,0,0,0,7,51,4,4,29,15,10,18,8,3,0,0,0,9,92,0,3,17,18,17,23,4,0,0,0,0,3,89,0,0,10,15,14,22,13,8,0,0,0,0,83,0,0,10,15,10,18,17,0,0,0,0,0,82,0,3,3,9,6,24,24,4,0,0,0,0,90,0,0,0,3,4,14,22,11,0,0,0,4,62,0,0
204011060,0,0,42,0,0,0,0,0,8,14,0,0,0,4,0,18,0,0,0,0,4,0,0,0,0,0,0,0,10,0,0,0,0,4,19,12,3,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,10,10,20,157,89,16,11,0,0,17,339,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,3,0,0,0,0,5,18,0,0,0,0,0,8,3,0,0,0,0,0,14,0,0
204011061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204011062,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,22,21,24,58,46,13,6,0,4,14,213,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,3,3,0,0,0,0,0,8,0,0,9,0,0,3,3,0,0,0,0,0,16,0,0,3,0,0,5,12,7,0,0,0,0,29,0,0,0,0,0,0,5,7,0,0,0,0,15,0,0,0,4,6,4,4,3,0,0,0,0,16,0,0,0,0,0,5,7,6,0,0,0,0,20,0,0,0,0,0,3,5,0,0,0,0,4,19,0,0
204021063,0,0,17,0,0,0,0,0,0,5,0,0,0,0,0,14,0,0,0,0,0,3,4,0,0,0,0,0,14,0,0,9,12,10,17,15,0,0,0,0,7,66,0,0,11,7,6,7,4,0,0,0,0,17,55,19,24,180,283,189,259,145,36,0,0,3,54,1201,0,0,0,4,0,0,3,0,0,0,0,7,23,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,4,5,5,5,0,0,0,0,0,25,0,0,21,10,4,7,3,0,0,0,0,4,50,0,3,32,30,17,23,13,11,0,0,0,11,137,0,0,13,29,19,18,19,6,0,0,0,5,120,0,0,6,25,9,28,28,9,0,0,0,4,117,5,0,9,14,12,23,21,11,0,0,0,4,104,0,0,6,12,11,29,21,14,0,0,0,0,96,0,0,4,3,8,19,39,12,0,0,0,3,98,0,0
204021064,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,4,8,4,18,32,22,17,8,5,0,0,0,11,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,7,0,0,0,0,0,0,11,0,0,0,0,3,6,4,0,0,0,0,0,17,0,0,0,0,0,4,4,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,3,8,0,0
204021065,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,7,5,0,4,4,0,0,0,0,0,19,0,0,0,0,6,4,0,0,0,0,0,0,12,7,3,53,62,45,72,30,4,0,0,3,9,301,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,11,0,0,7,4,0,0,0,0,0,0,0,0,13,0,0,11,9,3,5,5,0,0,0,0,3,26,0,0,0,6,5,4,5,0,0,0,0,0,21,0,0,0,3,0,6,0,0,0,0,0,0,16,0,0,0,0,3,3,6,0,0,0,0,3,28,3,0,7,3,6,11,7,0,0,0,0,0,35,0,0,0,3,0,9,11,4,0,0,0,0,20,0,0
204021066,0,0,38,0,0,0,0,0,0,8,13,0,0,0,3,29,0,0,0,0,0,0,3,5,6,0,0,0,14,0,0,3,10,8,18,30,11,0,0,0,6,87,4,0,20,19,3,6,5,0,0,0,0,26,83,27,32,276,432,275,465,363,131,13,4,0,86,2097,0,0,8,10,4,7,3,4,0,0,0,8,41,0,0,3,4,0,0,0,0,0,0,0,3,14,7,5,8,8,3,10,3,3,0,0,0,0,50,4,3,31,25,11,12,11,5,0,0,0,3,112,6,6,55,37,27,29,15,11,0,0,0,7,193,0,0,22,61,42,63,30,17,0,0,0,7,248,0,3,11,24,25,47,41,21,0,0,0,0,173,0,4,20,29,24,57,45,25,5,0,0,11,220,0,0,9,24,27,53,55,30,3,0,3,5,207,0,0,9,18,12,53,57,24,3,0,0,9,187,4,0
204021067,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,5,0,4,5,0,0,0,0,0,22,0,0,3,6,0,0,0,0,0,0,0,0,8,16,9,57,74,36,59,37,15,5,0,4,21,335,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,6,0,0,0,0,0,6,16,3,0,3,8,7,3,4,0,0,0,0,4,25,0,0,0,5,4,7,3,0,0,0,0,0,24,0,0,0,7,9,5,4,3,0,0,0,0,30,0,0,0,3,7,5,7,0,0,0,0,4,39,0,0,6,4,4,3,5,9,0,0,0,0,34,0,0,0,11,0,9,8,5,0,0,0,5,33,5,0
204031068,0,0,12,0,0,0,0,0,0,0,5,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,8,7,3,0,0,0,0,18,0,0,3,3,0,0,0,0,0,0,0,0,7,3,4,42,40,37,54,88,36,4,0,7,18,333,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,0,0,0,6,13,0,0,3,3,0,3,6,0,4,0,0,0,24,0,0,5,4,3,12,5,3,0,0,0,0,40,0,0,0,5,5,3,9,5,0,0,0,0,28,0,0,0,4,0,0,4,7,0,0,0,0,22,0,0,0,0,3,3,13,10,0,0,0,0,34,0,0,0,0,0,4,12,13,0,0,0,0,31,0,0
204031069,10,0,27,0,0,0,0,4,0,4,4,4,0,30,9,56,0,0,0,0,0,0,0,4,5,3,81,10,100,0,0,0,8,0,7,9,7,6,0,3,4,46,0,0,0,4,4,6,0,0,0,0,6,7,25,11,14,67,124,97,130,115,63,22,8,198,78,943,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,5,25,3,0,0,8,3,4,0,4,0,0,0,0,32,0,0,9,3,9,13,14,0,3,0,0,0,59,3,0,9,5,6,9,11,4,0,0,5,7,57,0,0,6,8,5,14,11,10,0,0,3,0,60,0,0,0,7,4,5,16,8,0,0,3,4,51,0,0,0,10,6,20,6,15,3,0,10,0,69,0,0
204031070,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,12,0,0,0,5,0,0,0,0,0,0,0,0,4,5,4,11,32,17,28,28,3,4,0,0,9,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,11,0,0,0,3,0,0,5,4,0,0,0,0,8,0,0,0,0,4,6,8,0,0,0,0,0,8,0,0,4,0,0,0,4,0,0,0,0,0,12,0,0
204031071,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,6,0,5,0,5,0,0,0,0,13,0,0,4,9,0,0,0,0,0,0,0,4,12,3,13,45,94,57,77,47,9,0,0,0,12,365,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,3,3,0,0,0,0,0,0,0,0,13,7,0,3,6,7,9,0,0,0,0,0,0,33,0,0,5,7,10,9,4,0,0,0,0,0,47,0,0,0,5,9,4,6,0,0,0,0,0,29,0,0,9,4,3,12,8,6,0,0,0,0,47,0,0,0,6,3,4,10,0,0,0,0,0,32,0,0,0,4,7,7,15,6,0,0,0,0,38,0,0
204031072,0,0,12,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,4,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,6,16,12,84,121,42,55,24,9,0,0,0,15,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,0,0,0,0,5,0,0,6,5,0,0,0,0,0,0,0,0,8,3,4,4,4,5,3,0,0,0,0,0,0,26,0,4,4,13,3,9,3,0,0,0,0,0,35,0,0,12,10,5,7,7,0,0,0,0,3,43,0,0,5,4,4,6,10,0,0,0,0,5,28,0,0,8,3,5,6,4,4,0,0,0,3,36,0,0,3,3,4,10,9,0,0,0,0,0,31,0,0
204031073,0,3,72,0,0,3,0,0,9,15,10,0,0,0,0,42,0,0,0,0,0,0,4,10,0,4,0,0,18,0,0,11,4,20,21,34,21,0,0,0,4,114,0,0,9,9,7,3,5,5,0,0,0,14,50,26,18,183,184,276,430,547,194,23,6,9,48,1946,0,4,0,3,0,3,0,5,0,0,0,10,29,0,0,0,5,0,0,0,0,0,0,0,0,13,4,4,11,0,0,0,3,0,0,0,0,0,36,0,4,21,9,4,10,6,5,0,0,0,7,77,5,3,40,9,15,22,17,3,0,0,0,5,121,0,0,13,19,15,55,22,10,0,0,4,6,144,5,0,11,16,16,30,30,21,0,0,0,0,132,3,0,7,10,19,45,52,24,5,0,0,5,169,0,0,12,6,15,45,55,34,3,0,0,12,179,5,0,4,10,14,40,59,44,3,0,0,5,176,3,0
204031075,0,0,9,0,0,0,0,0,0,6,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,0,0,0,16,0,0,5,0,3,0,0,0,0,0,0,0,10,7,5,37,34,25,40,45,36,0,4,0,10,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,3,12,0,0,0,7,0,0,0,0,0,0,0,0,15,0,0,0,10,0,5,4,0,0,0,0,0,21,0,0,3,4,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,4,3,0,0,0,0,8,0,0,0,0,0,4,5,0,0,0,0,0,13,0,0,0,0,6,0,8,9,0,0,0,0,27,0,0
204031491,0,0,56,0,0,0,4,0,3,12,17,4,0,0,0,41,0,0,0,0,0,0,0,3,0,0,0,0,14,0,0,0,4,0,9,16,35,0,0,0,0,61,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,11,25,9,110,184,269,21,5,6,17,647,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,5,0,4,4,3,0,0,0,0,18,0,0,0,7,0,3,4,8,4,0,5,0,29,0,0,0,0,0,4,3,17,3,0,0,3,32,0,0,0,3,0,4,12,19,9,0,0,0,42,0,0,0,0,5,6,10,34,0,0,0,0,54,0,0,0,0,0,4,5,36,8,0,0,0,62,0,0
204031492,0,3,75,0,0,3,3,0,15,12,15,5,0,0,0,57,0,0,0,0,0,0,0,4,0,0,0,0,17,0,0,13,10,22,35,32,18,4,0,0,5,147,0,0,9,13,9,10,7,4,0,0,0,25,83,27,19,298,397,340,584,498,190,19,0,12,82,2478,0,0,3,0,0,10,6,3,3,0,0,7,37,0,0,7,0,0,3,0,0,0,0,0,0,19,0,6,4,12,0,0,4,0,0,0,0,0,32,7,8,32,29,16,15,10,0,0,0,0,10,141,5,11,83,29,30,40,10,9,0,4,0,15,233,3,0,23,42,31,59,33,9,0,0,0,13,209,3,0,19,41,31,50,56,19,0,0,0,6,228,0,6,15,27,22,76,74,28,0,0,0,7,264,0,4,10,16,30,76,65,29,4,0,0,3,246,0,0,3,15,26,46,92,52,0,0,0,4,241,0,0
205011076,0,0,38,0,0,3,0,0,0,8,9,0,0,0,0,24,0,0,0,3,0,0,7,3,0,0,0,0,19,0,3,0,5,0,8,33,9,0,0,0,4,67,0,0,0,4,0,8,10,0,0,0,0,11,36,16,6,81,137,107,311,478,128,10,3,5,43,1323,0,0,0,3,0,0,4,4,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,3,0,6,3,0,0,0,0,3,24,0,0,10,7,7,11,11,0,6,0,0,3,53,0,0,18,7,8,9,22,9,0,0,0,6,81,0,0,7,13,18,33,42,32,3,0,0,3,153,0,0,5,10,9,16,39,25,4,0,0,0,109,0,0,3,4,13,17,54,33,0,0,0,3,135,0,0,4,0,3,17,52,65,4,0,0,7,147,0,0,0,4,6,14,57,62,0,0,0,7,156,0,0
205011077,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,10,0,0,0,0,6,0,0,0,0,0,0,0,0,9,11,23,47,48,34,29,3,3,0,3,13,225,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,0,0,0,6,0,0,3,5,0,5,0,0,0,0,0,0,19,3,0,0,6,6,0,6,0,0,0,0,0,17,0,0,0,0,0,6,0,0,0,3,0,0,17,0,0,9,3,0,4,4,5,0,0,0,0,28,0,0,4,0,3,4,5,0,0,0,0,0,17,0,0,0,3,0,7,10,5,0,0,0,0,22,0,3
205011078,0,3,13,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,8,6,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,50,55,58,100,164,28,0,0,3,16,494,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,10,0,0,7,6,0,0,0,7,0,0,0,0,17,0,0,7,7,3,7,8,3,0,0,0,0,33,0,0,6,5,3,9,14,5,0,0,0,0,49,0,0,0,5,4,0,8,12,0,0,0,3,43,0,0,5,4,3,12,16,10,0,0,0,0,49,0,0,0,5,3,12,17,15,0,0,0,3,51,0,0,0,3,6,0,19,21,3,0,0,0,59,0,0
205011079,0,0,38,0,0,0,0,0,9,13,10,0,0,0,0,42,0,0,0,0,0,0,4,10,5,0,0,0,28,0,0,0,0,5,23,24,19,5,0,0,4,85,0,3,10,5,3,3,6,0,0,0,0,9,34,15,20,124,136,147,409,339,177,20,5,4,49,1447,0,0,0,3,0,0,10,0,0,0,0,5,22,0,0,0,0,0,0,4,0,0,0,0,0,9,3,0,8,4,0,4,6,0,0,0,0,4,31,3,0,14,10,6,9,16,5,6,0,0,5,78,3,0,41,14,13,22,25,17,0,0,0,3,135,0,0,8,15,14,29,51,16,4,0,0,9,138,0,0,13,10,15,19,50,20,5,0,0,3,142,0,0,12,7,3,24,52,32,3,0,3,5,143,0,0,12,10,9,14,63,38,6,0,0,3,156,0,0,6,4,10,13,52,62,0,0,3,0,145,3,0
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021081,0,0,40,0,0,0,0,0,0,11,6,0,0,0,0,21,0,0,0,0,0,4,0,5,0,0,0,0,11,0,0,0,12,15,28,30,16,0,0,0,0,105,0,4,9,14,4,11,4,0,0,0,5,18,70,15,30,167,199,207,411,355,143,4,3,5,50,1597,0,3,3,0,9,0,5,0,0,0,0,4,26,0,0,5,0,0,0,0,4,0,0,0,0,3,0,0,6,4,3,10,6,5,0,0,0,6,31,0,3,19,15,10,17,11,3,0,0,0,3,82,0,0,33,18,14,28,11,3,0,0,0,14,125,4,0,13,27,22,54,46,6,0,0,0,4,186,0,0,6,19,18,43,47,16,0,0,0,4,164,3,0,14,9,8,36,60,18,0,0,0,10,153,0,0,0,11,15,43,45,19,5,0,0,4,145,0,0,7,8,5,31,53,32,5,0,0,0,143,3,0
205021082,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,6,0,0,0,0,0,19,0,0,0,4,0,0,0,0,0,0,0,0,10,22,13,47,61,30,59,32,28,0,3,0,18,324,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,9,0,0,6,3,0,5,0,3,0,0,0,0,22,0,0,6,9,3,6,3,0,0,0,0,0,31,0,0,0,0,4,9,3,0,0,0,0,0,20,0,0,0,0,0,0,3,0,0,0,0,4,19,0,0,3,9,3,0,7,3,0,0,0,3,31,6,0,4,4,3,4,5,3,0,0,0,0,29,0,0
