SA2_CODE_2021,C21_1500_1999_R100_149,C21_1500_1999_R150_199,C21_1500_1999_R200_224,C21_1500_1999_R225_274,C21_1500_1999_R275_349,C21_1500_1999_R350_449,C21_1500_1999_R450_549,C21_1500_1999_R550_649,C21_1500_1999_R650more,C21_1500_1999_R_NS,C21_1500_1999_R_Tot,C21_2000_2499_R1_74,C21_2000_2499_R75_99,C21_2000_2499_R100_149,C21_2000_2499_R150_199,C21_2000_2499_R200_224,C21_2000_2499_R225_274,C21_2000_2499_R275_349,C21_2000_2499_R350_449,C21_2000_2499_R450_549,C21_2000_2499_R550_649,C21_2000_2499_R650more,C21_2000_2499_R_NS,C21_2000_2499_R_Tot,C21_2500_2999_R1_74,C21_2500_2999_R75_99,C21_2500_2999_R100_149,C21_2500_2999_R150_199,C21_2500_2999_R200_224,C21_2500_2999_R225_274,C21_2500_2999_R275_349,C21_2500_2999_R350_449,C21_2500_2999_R450_549,C21_2500_2999_R550_649,C21_2500_2999_R650more,C21_2500_2999_R_NS,C21_2500_2999_R_Tot,C21_3000_3999_R1_74,C21_3000_3999_R75_99,C21_3000_3999_R100_149,C21_3000_3999_R150_199,C21_3000_3999_R200_224,C21_3000_3999_R225_274,C21_3000_3999_R275_349,C21_3000_3999_R350_449,C21_3000_3999_R450_549,C21_3000_3999_R550_649,C21_3000_3999_R650more,C21_3000_3999_R_NS,C21_3000_3999_R_Tot,C21_4000more_R1_74,C21_4000more_R75_99,C21_4000more_R100_149,C21_4000more_R150_199,C21_4000more_R200_224,C21_4000more_R225_274,C21_4000more_R275_349,C21_4000more_R350_449,C21_4000more_R450_549,C21_4000more_R550_649,C21_4000more_R650more,C21_4000more_R_NS,C21_4000more_R_Tot,C21_PI_S_R1_74,C21_PI_S_R75_99,C21_PI_S_R100_149,C21_PI_S_R150_199,C21_PI_S_R200_224,C21_PI_S_R225_274,C21_PI_S_R275_349,C21_PI_S_R350_449,C21_PI_S_R450_549,C21_PI_S_R550_649,C21_PI_S_R650more,C21_PI_S_R_NS,C21_PI_S_R_Tot,C21_AI_NS_R1_74,C21_AI_NS_R75_99,C21_AI_NS_R100_149,C21_AI_NS_R150_199,C21_AI_NS_R200_224,C21_AI_NS_R225_274,C21_AI_NS_R275_349,C21_AI_NS_R350_449,C21_AI_NS_R450_549,C21_AI_NS_R550_649,C21_AI_NS_R650more,C21_AI_NS_R_NS,C21_AI_NS_R_Tot,C21_Tot_R1_74,C21_Tot_R75_99,C21_Tot_R100_149,C21_Tot_R150_199,C21_Tot_R200_224,C21_Tot_R225_274,C21_Tot_R275_349,C21_Tot_R350_449,C21_Tot_R450_549,C21_Tot_R550_649,C21_Tot_R650more,C21_Tot_R_NS,C21_Tot_R_Tot
101021007,0,0,0,0,13,11,11,0,0,6,43,0,0,0,0,0,5,7,17,5,0,0,0,45,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,8,5,3,0,0,6,19,0,0,0,0,0,0,0,6,5,0,0,0,13,0,0,0,0,0,4,4,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,7,3,0,15,16,13,28,46,68,42,4,5,15,262
101021008,0,0,7,15,19,39,27,10,5,7,118,0,0,0,4,5,3,9,29,31,7,6,0,88,0,0,0,0,0,5,8,20,21,12,4,3,73,0,0,0,0,0,0,4,17,24,12,9,3,62,0,0,0,0,0,0,5,3,9,7,8,3,41,0,0,5,0,0,7,3,8,3,3,0,10,46,0,0,0,5,0,0,4,0,0,0,0,7,23,10,12,79,77,56,96,96,182,154,63,28,43,892
101021009,0,9,16,55,94,98,61,18,6,5,362,0,0,0,5,12,31,60,88,65,20,7,0,290,0,0,0,3,3,9,27,56,38,8,0,0,144,0,0,0,7,0,7,22,42,40,20,5,7,148,0,0,0,0,0,5,14,17,32,15,10,4,89,0,0,0,0,0,4,11,14,22,8,0,4,62,0,0,0,0,0,6,0,0,0,0,0,3,19,6,22,83,108,130,320,466,506,330,103,38,51,2137
101021010,3,5,8,39,36,35,27,4,0,4,162,0,0,0,3,5,21,30,33,35,3,0,7,133,0,0,0,0,0,4,10,16,19,4,0,3,62,0,0,0,0,0,15,12,14,16,9,5,0,82,0,0,0,0,3,3,11,13,9,3,10,0,43,0,0,0,0,0,11,7,6,8,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,13,7,9,25,52,77,198,207,195,141,36,17,28,1000
101021012,0,5,3,7,20,30,24,17,9,12,121,0,0,0,0,0,6,14,38,40,27,17,5,155,0,0,0,0,0,7,9,18,24,16,15,0,88,0,0,0,7,0,5,20,34,34,17,39,4,159,0,0,3,0,0,0,22,53,17,30,51,3,172,0,0,0,0,0,5,11,6,17,7,13,0,55,0,0,0,0,0,0,0,0,0,0,0,6,7,0,3,32,25,27,58,122,224,186,130,149,43,998
101021610,0,0,0,0,11,3,10,4,8,0,41,0,0,0,0,0,3,7,10,3,10,20,0,52,0,0,0,0,0,5,9,6,4,4,19,0,52,0,0,0,0,0,3,13,20,7,13,45,0,102,0,0,0,0,0,3,10,24,0,11,46,0,95,0,0,0,0,0,3,3,4,4,0,11,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,60,81,30,47,148,7,398
101021611,0,5,0,3,10,22,20,5,5,0,80,0,0,0,0,3,0,7,16,37,9,7,0,87,0,0,0,0,0,0,0,5,7,7,11,0,44,0,0,0,0,0,0,4,10,11,16,16,3,62,0,0,3,0,0,0,6,9,13,24,34,0,81,0,0,0,0,0,0,5,4,4,3,9,0,28,0,0,0,0,0,0,0,0,0,0,0,4,6,5,5,11,12,16,26,56,96,125,68,90,27,539
101031013,0,0,0,4,3,5,0,0,0,0,20,0,4,0,0,0,6,6,0,0,0,0,0,15,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,8,5,0,3,0,0,0,0,0,17,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,0,0,0,0,0,3,13,10,24,43,17,42,19,9,0,0,0,15,189
101031014,3,7,4,8,26,17,10,0,0,11,90,0,0,4,0,0,8,16,28,11,0,0,17,90,0,0,0,3,0,4,8,11,7,0,0,0,35,0,0,0,0,0,0,6,14,10,5,3,13,49,0,0,0,3,0,5,4,8,10,5,6,22,66,0,0,0,0,0,3,10,6,3,0,0,4,30,0,0,0,3,4,3,4,0,0,0,0,9,16,5,10,36,98,56,129,201,140,50,14,17,93,856
101031015,0,0,0,0,4,6,0,0,3,8,17,0,0,0,0,0,0,0,0,3,0,7,6,19,0,0,0,0,0,3,0,0,0,0,0,0,14,3,0,0,0,4,0,0,5,0,0,0,0,15,0,0,0,0,0,0,7,0,0,3,4,0,14,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,6,5,7,23,24,17,10,0,17,43,148
101031016,0,3,6,15,21,28,12,7,20,14,135,0,0,4,5,6,12,22,39,18,8,31,4,141,0,0,0,0,0,11,0,10,9,9,26,3,81,0,0,0,8,0,7,0,13,14,11,36,15,106,0,0,0,0,0,10,3,15,22,9,98,20,172,0,0,0,5,0,0,10,7,10,3,18,4,68,0,0,0,0,0,0,0,0,3,0,0,3,18,12,5,19,36,42,125,123,171,121,60,300,101,1116
101041017,0,3,3,10,24,54,25,8,0,10,134,0,0,0,0,0,4,15,39,24,3,3,3,99,0,0,0,0,0,4,6,10,21,5,0,0,40,0,0,0,0,0,0,0,19,8,4,0,5,37,0,0,0,0,0,0,3,11,10,3,3,4,35,0,0,0,0,0,0,8,20,9,0,0,6,39,0,0,4,0,0,5,5,0,0,0,0,4,23,5,7,67,72,51,126,213,319,126,31,13,62,1099
101041018,0,0,0,5,26,54,16,4,3,5,122,0,0,0,0,0,10,12,46,33,9,5,5,115,0,0,0,0,0,0,3,22,9,8,0,0,40,0,0,0,0,0,3,4,16,10,4,6,5,43,0,0,0,0,0,0,0,5,8,0,3,4,24,0,0,0,0,0,0,4,24,9,3,0,0,43,0,0,0,0,0,11,9,9,0,0,0,9,28,5,0,19,34,34,117,201,345,125,30,18,51,988
101041019,0,0,7,15,25,44,12,0,0,0,114,0,0,0,4,0,3,11,45,15,0,0,0,88,0,0,0,0,0,0,8,29,8,0,0,0,43,0,0,0,0,0,0,11,21,11,4,0,0,50,0,0,4,0,0,3,6,7,3,3,0,6,32,0,0,4,6,0,3,6,9,3,0,0,0,32,0,0,3,0,3,4,5,0,0,0,0,8,26,13,6,91,56,69,113,195,300,65,12,8,40,957
101041020,0,4,5,13,6,16,3,0,0,3,52,0,0,7,0,0,8,9,8,3,0,0,5,35,0,0,0,0,0,8,7,3,8,0,0,3,30,0,0,0,0,3,0,0,0,0,0,0,3,15,0,0,0,0,4,0,0,5,0,3,4,0,7,0,0,0,0,0,0,6,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,9,5,31,35,43,71,85,66,17,3,9,36,408
101041021,0,0,0,0,7,13,11,4,0,0,42,0,0,0,0,0,0,5,12,4,6,0,0,32,0,0,0,0,0,0,0,8,5,3,0,0,22,0,0,0,0,0,0,0,7,3,6,0,0,24,0,0,0,0,0,0,0,4,5,6,5,0,18,0,0,0,0,0,0,4,4,5,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,30,20,18,54,94,43,29,7,9,315
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041023,0,0,0,4,9,16,0,3,0,3,39,0,0,0,0,0,4,10,14,0,4,0,0,27,0,0,0,0,0,0,0,5,0,0,0,4,13,0,0,0,0,0,0,0,6,3,0,6,0,12,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,3,0,6,8,7,0,0,0,3,23,0,0,0,6,5,0,0,4,0,0,0,4,22,5,3,40,49,37,73,82,76,24,3,8,26,429
101041024,0,0,3,0,0,9,0,0,0,3,18,0,0,0,0,0,4,0,6,0,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,6,5,0,6,16,32,22,25,46,9,5,0,17,185
101041025,0,0,3,14,30,62,26,0,3,4,144,0,0,0,0,0,3,28,42,21,12,0,5,115,0,0,0,0,0,5,3,20,16,8,8,0,68,0,0,0,0,0,0,0,20,19,4,0,4,51,0,0,0,0,3,0,4,9,12,8,8,0,51,0,0,0,0,8,3,6,14,16,4,0,4,52,0,0,6,0,0,0,0,6,0,0,0,8,20,5,3,33,54,69,110,259,304,159,40,32,47,1116
101041026,0,0,7,3,28,20,14,0,0,3,81,0,0,0,0,0,5,15,26,6,0,0,0,53,0,0,0,0,0,0,4,20,4,4,0,6,36,0,0,0,0,0,0,0,11,0,6,0,0,26,0,0,0,0,0,0,0,6,0,0,0,0,16,0,0,0,0,7,0,4,10,0,0,0,0,29,3,0,4,4,0,0,4,0,0,0,0,3,26,8,0,43,69,45,66,155,192,47,16,6,45,703
101041027,0,8,3,11,15,28,8,3,5,3,81,0,0,0,0,9,5,9,25,15,0,0,4,64,0,0,0,0,0,0,5,9,8,3,4,0,39,0,0,0,0,0,0,0,6,6,4,0,0,18,0,0,0,0,0,0,0,10,4,0,0,0,25,0,0,0,0,4,0,12,12,3,0,0,0,35,0,0,5,3,0,0,4,4,0,0,0,7,18,3,8,64,75,77,141,169,213,61,14,26,50,894
101051539,4,7,7,29,120,176,24,5,0,10,381,0,0,0,3,11,28,96,156,44,5,0,13,363,0,0,3,0,4,7,27,79,25,4,0,3,155,0,0,3,3,0,0,19,81,28,3,0,3,154,0,0,4,0,0,4,10,32,24,0,0,3,86,0,4,4,6,0,6,27,58,9,3,0,10,127,0,0,18,19,0,3,9,0,4,0,3,31,92,19,46,255,269,156,321,793,973,212,32,17,133,3221
101051540,6,3,7,14,18,23,15,0,0,3,88,0,0,0,4,5,7,17,24,8,3,0,10,82,4,0,3,0,3,0,3,13,8,3,0,0,35,0,0,0,0,0,5,7,10,3,0,0,4,34,0,0,0,6,0,4,3,10,0,5,3,8,33,0,0,0,0,6,3,0,3,5,0,4,3,23,0,0,0,0,0,0,0,0,0,0,0,0,4,10,9,42,57,52,94,120,127,53,10,20,61,645
101061541,4,3,3,7,27,40,8,4,0,0,96,0,0,0,0,3,5,14,27,16,0,6,5,73,0,0,0,0,0,0,10,14,9,0,0,0,31,0,0,0,0,0,0,6,17,15,0,0,3,42,0,0,0,0,0,0,4,13,0,5,4,5,29,0,0,0,7,3,0,3,13,5,0,0,6,28,0,0,0,0,0,0,0,5,0,0,0,0,10,7,5,34,40,27,44,147,192,72,12,10,37,631
101061542,3,0,0,13,7,10,7,4,8,6,58,0,0,0,0,0,3,9,9,16,10,0,3,59,0,0,4,0,0,0,0,6,8,7,6,0,37,0,0,0,0,0,0,0,7,7,3,9,5,40,0,0,0,0,0,0,6,5,10,14,19,8,70,0,0,0,0,0,0,0,4,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,21,31,19,24,59,72,55,43,47,45,434
101061543,0,11,10,45,48,16,0,0,0,8,136,0,0,0,4,0,24,44,24,5,0,0,3,102,0,0,0,5,4,6,17,7,3,0,0,0,41,0,0,0,0,0,7,6,4,0,0,0,3,26,0,0,0,7,0,5,4,9,0,0,0,5,26,0,0,0,4,3,10,11,11,0,0,0,0,46,0,0,5,7,3,13,13,0,0,0,0,8,42,14,11,49,156,145,350,298,120,17,0,3,55,1228
101061544,3,3,9,16,19,0,0,0,0,9,56,4,0,0,5,4,11,18,0,0,0,0,4,44,0,0,0,0,3,4,4,0,0,0,0,0,26,3,0,4,4,0,4,5,4,0,0,0,4,28,3,0,0,0,0,0,6,0,0,0,0,0,18,0,0,0,7,3,5,9,0,0,0,0,4,25,0,0,7,3,0,0,4,0,0,0,0,3,22,18,9,46,84,72,99,100,24,3,0,4,52,521
102011028,0,0,0,0,3,15,29,11,8,0,72,0,0,0,0,0,3,0,3,19,20,8,0,59,0,0,0,0,0,0,0,8,4,9,4,0,32,0,0,0,0,0,0,0,6,7,6,23,0,50,0,0,0,0,0,0,0,3,0,15,47,3,69,0,0,0,0,0,0,0,4,5,13,11,0,31,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,3,20,37,93,108,89,121,11,494
102011029,5,0,0,0,8,20,16,9,7,0,65,0,0,0,0,0,4,4,11,20,7,13,0,56,0,0,0,0,0,0,4,6,7,6,10,0,42,0,0,0,4,3,0,0,7,4,13,25,0,53,0,0,0,0,0,0,0,4,8,8,22,3,45,0,0,0,0,0,0,0,3,5,4,5,0,24,0,0,0,0,0,4,0,4,0,0,0,0,10,4,0,5,16,26,28,40,115,100,71,83,22,504
102011030,0,0,0,0,10,8,11,9,3,0,43,0,0,0,0,0,0,0,7,8,4,0,0,32,0,0,0,0,0,0,0,12,3,0,7,0,21,0,0,0,0,0,0,4,3,3,0,5,0,22,0,0,0,0,0,0,4,3,0,0,11,4,19,0,0,0,0,0,0,3,3,6,0,6,3,20,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,24,16,46,51,65,40,18,40,32,346
102011031,0,0,0,0,5,25,28,17,14,0,98,0,0,0,0,0,4,6,29,34,19,3,6,105,0,0,0,0,0,0,7,6,18,9,21,3,62,0,0,0,0,0,0,4,17,14,25,24,4,79,0,0,0,0,0,0,4,4,15,13,23,0,53,0,0,0,4,0,0,4,3,5,7,8,4,33,0,0,3,4,0,0,0,0,0,0,0,7,17,7,16,47,78,29,36,94,218,177,122,105,35,961
102011032,5,3,3,13,72,302,150,28,7,5,589,0,0,0,3,6,3,42,242,165,46,13,7,521,0,0,0,0,0,0,19,110,69,38,16,3,252,0,0,0,0,0,3,22,71,107,42,18,5,267,0,0,0,0,0,3,8,31,62,29,26,3,160,0,0,4,7,3,7,19,44,45,8,8,10,154,0,0,9,16,4,4,5,9,3,0,0,15,64,27,46,273,239,137,173,597,1616,862,239,120,111,4431
102011033,0,0,0,3,0,33,25,13,5,0,79,0,0,0,0,0,0,8,25,34,14,0,0,79,0,0,0,0,0,0,0,12,9,11,3,0,44,0,0,0,0,0,0,0,3,18,20,4,0,41,0,0,0,0,0,0,0,8,8,7,8,0,32,0,0,0,0,0,0,0,5,4,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,21,11,8,16,18,149,128,85,20,14,475
102011034,0,0,0,0,5,18,29,8,4,6,59,0,0,0,0,0,0,4,15,21,12,9,6,65,0,0,0,0,0,0,0,12,10,3,0,0,27,0,0,0,0,0,0,3,4,11,3,9,0,34,0,0,0,0,0,0,0,0,5,5,5,0,13,0,0,0,0,0,0,0,0,7,5,0,0,24,0,0,3,0,0,0,0,0,0,0,0,9,16,8,13,60,42,14,12,33,125,118,49,41,30,535
102011035,0,0,0,4,9,37,26,3,0,0,77,0,0,0,0,0,0,7,34,29,3,0,0,75,0,0,0,0,0,0,4,9,16,6,3,0,43,0,0,0,0,0,0,0,11,9,9,7,0,38,0,0,0,0,0,0,0,7,11,5,3,0,25,0,0,0,0,0,0,0,0,9,3,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,17,18,15,22,43,175,130,39,23,18,504
102011036,3,0,0,0,0,24,21,9,6,0,69,0,0,0,0,0,0,9,13,25,4,3,4,57,0,0,0,0,0,0,0,15,12,7,0,0,41,0,0,0,0,0,0,3,11,9,6,6,0,41,0,0,0,0,0,0,0,5,9,3,3,0,17,0,0,0,0,0,0,0,9,10,4,0,0,31,0,0,4,0,0,0,0,0,0,0,0,0,6,9,3,47,18,10,14,32,152,125,41,24,8,501
102011037,0,0,0,0,4,30,20,12,0,0,71,0,0,0,0,0,0,4,16,16,8,8,3,54,0,0,0,0,0,0,0,15,22,4,7,0,47,0,0,0,0,0,0,0,3,11,13,7,0,38,0,0,0,0,0,0,0,0,7,8,21,0,36,0,0,0,0,0,0,0,6,3,6,3,0,14,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,39,38,24,25,70,156,114,64,54,17,604
102011038,0,0,0,0,3,17,14,14,8,3,61,0,0,0,0,0,0,5,7,24,8,7,0,48,0,0,0,0,0,0,0,4,13,10,5,0,35,0,0,0,0,0,0,0,3,4,3,9,0,24,0,0,0,0,0,0,0,0,6,9,15,0,23,0,0,0,0,0,0,3,7,5,0,0,0,13,0,0,5,0,0,3,0,0,0,0,0,0,9,0,0,19,3,13,4,41,99,96,56,57,10,401
102011039,0,0,0,0,4,28,60,20,34,0,160,0,0,0,0,0,5,7,22,45,40,32,0,146,0,0,0,4,0,0,3,13,33,21,29,3,106,0,0,0,0,0,0,0,6,28,36,63,3,140,0,0,0,0,0,0,0,4,18,34,130,0,191,0,0,0,0,0,0,0,13,16,12,24,0,75,0,0,0,0,0,0,0,0,0,0,4,6,15,0,0,20,19,21,23,84,182,303,224,353,36,1270
102011040,0,3,3,7,42,218,123,39,16,7,462,0,0,0,7,0,0,18,150,101,50,21,9,353,0,0,0,0,0,0,13,51,67,26,20,0,179,0,0,0,0,0,0,3,40,57,41,21,4,162,0,0,0,0,0,4,3,21,32,32,43,0,138,0,0,0,3,0,0,5,35,27,11,6,6,107,0,0,0,4,0,6,4,21,5,0,0,14,57,3,10,51,61,76,214,519,1305,692,269,148,99,3454
102011041,0,0,0,5,7,20,16,9,10,0,64,0,0,0,0,0,0,5,20,27,12,11,0,80,0,0,0,0,0,0,5,11,11,12,17,0,54,0,0,0,0,0,0,0,4,18,22,30,0,84,0,0,0,0,0,0,0,0,13,13,52,0,76,0,0,0,0,0,0,0,4,11,0,11,0,30,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,3,5,10,12,44,128,135,85,143,24,587
102011042,5,6,0,8,18,122,70,13,4,9,258,5,0,0,0,5,0,10,72,78,19,12,5,200,0,0,0,0,0,5,3,44,28,8,7,3,95,0,0,0,0,0,0,3,29,40,14,4,0,96,0,0,4,0,0,0,0,13,7,12,15,0,58,0,0,0,6,0,4,7,23,17,4,0,8,74,0,0,19,3,0,0,7,11,5,0,0,16,66,14,23,210,119,62,109,233,765,393,113,57,78,2168
102011043,7,0,0,4,5,61,44,9,0,4,137,0,0,0,0,0,0,13,31,44,12,0,0,106,0,0,0,0,4,0,4,14,25,14,0,0,69,0,0,0,0,0,0,0,16,22,13,4,0,57,0,0,0,0,0,0,0,4,13,9,8,0,34,0,0,4,0,0,0,4,18,12,6,0,0,51,0,0,8,0,0,7,0,0,0,0,0,4,18,12,14,94,33,31,59,112,321,235,77,21,39,1064
102021044,0,0,0,3,20,123,69,25,12,4,265,0,0,0,5,3,4,11,73,97,24,4,0,228,0,0,0,0,0,0,13,34,42,18,22,4,126,0,0,0,0,0,4,0,20,40,16,15,0,110,0,0,0,0,0,0,0,7,19,20,24,0,73,0,0,0,3,3,4,3,24,24,7,3,7,78,4,0,10,4,3,0,0,5,4,0,0,10,39,16,22,135,113,88,99,207,604,460,143,100,81,2080
102021045,0,4,0,6,14,100,53,7,3,8,187,0,0,0,0,5,0,5,99,55,10,0,9,176,0,0,0,0,0,0,5,33,27,6,0,5,68,0,0,0,0,0,0,4,20,33,3,4,0,68,0,0,0,0,0,0,0,3,5,4,0,0,18,0,0,0,0,0,0,11,33,11,5,3,5,63,0,0,0,0,0,0,0,0,0,0,0,3,15,4,4,10,26,22,43,145,612,293,39,12,38,1235
102021046,0,3,0,3,20,59,14,0,4,6,117,0,0,0,0,4,6,3,45,21,4,0,4,90,0,0,0,0,0,0,3,17,11,7,0,0,37,0,0,0,0,0,0,8,18,15,0,0,0,49,0,0,0,0,0,0,0,7,0,5,0,0,14,0,0,0,0,0,0,3,7,6,0,0,3,29,0,0,0,0,0,0,13,0,0,0,0,6,15,9,0,23,47,30,65,210,386,118,21,18,30,953
102021047,3,6,3,3,9,59,50,12,8,4,157,0,0,3,0,0,0,8,37,47,22,7,0,124,0,0,0,0,0,0,4,29,29,14,9,0,82,0,0,0,0,0,0,4,9,28,16,10,0,72,0,0,0,0,0,0,0,3,6,7,14,3,43,0,0,0,0,0,0,0,13,11,6,3,3,39,0,0,0,3,0,0,0,3,0,0,0,3,18,0,5,37,35,28,40,116,309,251,106,48,31,1015
102021048,3,3,6,13,57,199,53,5,0,7,345,0,0,0,3,3,3,29,136,64,7,5,3,263,0,0,0,0,0,7,10,59,29,8,3,0,111,0,0,0,0,0,0,9,37,20,4,3,3,75,0,0,0,0,0,0,0,15,7,7,0,3,40,0,0,0,4,3,4,22,43,26,10,4,13,126,0,0,11,3,3,11,18,3,0,0,0,9,69,21,15,116,122,99,185,539,1179,331,71,26,91,2805
102021049,0,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,4,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,11,15,9,17,19,9,96
102021050,0,5,0,0,4,44,23,9,3,3,95,0,0,0,0,0,0,10,54,20,8,0,4,97,0,0,0,0,0,0,5,26,7,6,0,0,42,0,0,0,0,0,0,0,12,7,0,0,0,28,0,0,0,0,0,0,0,3,6,0,0,0,11,0,0,0,4,0,0,0,17,12,3,0,0,42,0,0,0,3,0,0,3,4,0,0,0,5,12,4,4,17,52,35,29,141,330,128,28,14,20,803
102021051,0,0,0,4,4,33,6,3,4,0,49,0,0,0,0,0,0,5,26,14,4,0,0,52,0,0,0,0,0,0,0,6,13,0,0,0,23,0,0,0,0,0,0,0,5,15,4,3,0,29,0,0,0,0,0,0,0,0,5,7,3,6,18,0,0,0,0,0,0,0,5,4,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,9,12,11,13,42,142,67,25,18,12,350
102021052,0,0,0,4,12,36,27,3,0,0,83,0,0,0,0,0,0,5,24,14,3,0,4,50,0,0,0,0,0,0,0,17,15,3,0,0,37,0,0,0,0,0,0,0,5,14,3,0,5,21,0,0,0,0,0,0,0,7,0,0,0,0,15,0,0,0,0,0,0,4,9,8,0,0,3,31,0,0,0,0,0,0,0,5,0,0,0,3,4,0,0,0,12,8,20,96,207,114,19,0,17,491
102021053,0,8,3,10,50,160,57,15,13,4,328,0,0,0,0,3,11,28,102,78,16,14,0,255,0,0,0,5,3,0,12,45,42,10,10,0,123,0,0,0,0,0,0,6,33,40,20,14,3,113,0,0,0,0,4,3,4,23,28,13,11,0,84,0,0,4,0,0,9,12,41,23,8,4,3,103,0,0,12,7,7,10,11,3,0,0,4,38,90,16,14,158,111,101,228,571,1102,440,119,95,92,3038
102021054,0,0,0,8,31,82,21,0,5,4,155,0,4,0,0,0,3,16,44,22,0,4,6,107,0,0,0,0,0,3,0,25,14,0,0,0,50,0,0,0,0,0,0,3,23,14,7,8,0,63,0,0,0,0,0,0,4,10,7,0,3,0,24,0,0,0,0,0,0,6,19,7,5,5,0,50,0,0,4,0,3,4,13,9,0,0,0,5,41,8,3,60,83,63,149,321,504,141,29,26,46,1429
102021055,0,0,0,0,7,44,22,3,0,3,92,0,0,0,0,0,0,3,45,20,10,4,0,99,0,0,0,0,0,0,0,19,10,7,0,0,36,0,0,0,0,0,0,0,14,10,13,4,0,39,0,0,0,0,0,0,0,6,9,9,5,0,29,0,0,0,0,0,3,0,14,5,3,0,6,31,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,6,11,15,24,240,133,67,19,16,542
102021056,0,0,0,3,9,68,151,50,4,10,297,0,0,0,0,0,10,0,42,173,56,16,7,303,4,0,0,0,0,0,3,22,110,52,3,5,199,0,0,0,0,0,0,4,22,107,46,13,3,193,0,0,0,0,0,0,0,3,51,41,16,0,109,0,0,0,0,0,0,5,15,54,20,5,8,108,0,0,0,3,0,0,0,0,6,0,0,5,26,3,6,19,72,15,54,67,363,916,334,72,62,1981
102021057,0,5,0,6,24,75,27,6,3,0,148,0,0,0,0,0,0,11,47,26,8,0,0,101,0,0,0,0,0,0,9,26,26,5,4,0,64,0,0,0,0,0,3,9,13,22,5,0,0,59,0,0,0,0,0,0,5,10,6,3,4,0,27,0,0,3,3,0,0,5,22,11,10,0,5,63,0,0,5,0,0,0,3,0,3,0,0,18,39,9,29,137,83,38,83,195,447,202,57,22,76,1378
103011059,3,3,8,4,27,60,17,0,0,4,121,0,0,0,0,0,7,21,71,28,5,4,3,136,0,0,0,0,5,0,9,40,27,6,0,0,76,0,0,0,0,0,0,9,26,23,3,0,0,63,0,0,0,0,0,0,0,17,16,3,0,4,41,0,0,0,4,0,3,15,22,18,0,0,3,67,0,0,3,0,0,0,0,0,0,0,0,9,21,11,23,62,64,56,60,170,385,162,15,3,34,1055
103011060,5,0,0,8,6,0,0,0,0,0,23,0,0,0,0,4,6,5,7,4,0,0,3,31,0,0,0,0,0,0,3,4,4,0,0,0,13,0,0,0,0,0,0,4,3,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,17,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,22,17,15,31,46,32,14,3,0,25,215
