SA2_CODE_2021,C11_OO_DS_Sep_house,C11_OO_DS_SemiDRTHT,C11_OO_DS_F_a,C11_OO_DS_OD,C11_OO_DS_NS,C11_Owned_Outright_Tot,C11_OWM_DS_Sep_house,C11_OWM_DS_SemiDRTHT,C11_OWM_DS_F_a,C11_OWM_DS_OD,C11_OWM_DS_NS,C11_Owned_with_mortgage_Tot,C11_R_REA_DS_Sep_house,C11_R_REA_DS_SemiDRTHT,C11_R_REA_DS_F_a,C11_R_REA_DS_OD,C11_R_REA_DS_NS,C11_R_Real_Estate_Agent_Tot,C11_R_STHA_DS_Sep_house,C11_R_STHA_DS_SemiDRTHT,C11_R_STHA_DS_F_a,C11_R_STHA_DS_OD,C11_R_STHA_DS_NS,C11_R_ST_House_Auth_Tot,C11_R_CHP_DS_Sep_house,C11_R_CHP_DS_SemiDRTHT,C11_R_CHP_DS_F_a,C11_R_CHP_DS_OD,C11_R_CHP_DS_NS,C11_R_CHP_Tot,C11_R_PNISH_DS_Sep_house,C11_R_PNISH_DS_SemDRTHT,C11_R_PNISH_DS_F_a,C11_R_PNISH_DS_OD,C11_R_PNISH_DS_NS,C11_R_PNISH_Tot,C11_R_OLT_DS_Sep_house,C11_R_OLT_DS_SemDRTHT,C11_R_OLT_DS_F_a,C11_R_OLT_DS_OD,C11_R_OLT_DS_NS,C11_R_Oth_Llord_Type_Tot,C11_R_LT_NS_DS_Sep_house,C11_R_LT_NS_DS_SemDRTHT,C11_R_LT_NS_DS_F_a,C11_R_LT_NS_DS_OD,C11_R_LT_NS_DS_NS,C11_R_Llord_Type_NS_Tot,C11_R_Tot_DS_Sep_house,C11_R_Tot_DS_SemDRTHT,C11_R_Tot_DS_F_a,C11_R_Tot_DS_OD,C11_R_Tot_DS_NS,C11_R_Tot_Tot,C11_OTT_DS_Sep_house,C11_OTT_DS_SemiDRTHT,C11_OTT_DS_F_a,C11_OTT_DS_OD,C11_OTT_DS_NS,C11_OTT_Tot,C11_TT_NS_DS_Sep_house,C11_TT_NS_DS_SemiDRTHT,C11_TT_NS_DS_F_a,C11_TT_NS_DS_OD,C11_TT_NS_DS_NS,C11_TT_NS_Tot,C11_Tot_DS_Sep_house,C11_Tot_DS_SemiDRTHT,C11_Tot_DS_F_a,C11_Tot_DS_OD,C11_Tot_DS_NS,C11_Tot_Tot,C16_OO_DS_Sep_house,C16_OO_DS_SemiDRTHT,C16_OO_DS_F_a,C16_OO_DS_OD,C16_OO_DS_NS,C16_OO_Tot,C16_OWM_DS_Sep_house,C16_OWM_DS_SemiDRTHT,C16_OWM_DS_F_a,C16_OWM_DS_OD,C16_OWM_DS_NS,C16_OWM_Tot,C16_R_REA_DS_Sep_house,C16_R_REA_DS_SemiDRTHT,C16_R_REA_DS_F_a,C16_R_REA_DS_OD,C16_R_REA_DS_NS,C16_R_REA_Tot,C16_R_STHA_DS_Sep_house,C16_R_STHA_DS_SemiDRTHT,C16_R_STHA_DS_F_a,C16_R_STHA_DS_OD,C16_R_STHA_DS_NS,C16_R_STHA_Tot,C16_R_CHP_DS_Sep_house,C16_R_CHP_DS_SemiDRTHT,C16_R_CHP_DS_F_a,C16_R_CHP_DS_OD,C16_R_CHP_DS_NS,C16_R_CHP_Tot,C16_R_PNISH_DS_Sep_house,C16_R_PNISH_DS_SemDRTHT,C16_R_PNISH_DS_F_a,C16_R_PNISH_DS_OD,C16_R_PNISH_DS_NS,C16_R_PNISH_Tot,C16_R_OLT_DS_Sep_house,C16_R_OLT_DS_SemDRTHT,C16_R_OLT_DS_F_a,C16_R_OLT_DS_OD,C16_R_OLT_DS_NS,C16_R_OLT_Tot,C16_R_LT_NS_DS_Sep_house,C16_R_LT_NS_DS_SemDRTHT,C16_R_LT_NS_DS_F_a,C16_R_LT_NS_DS_OD,C16_R_LT_NS_DS_NS,C16_R_LT_NS_Tot,C16_R_Tot_DS_Sep_house,C16_R_Tot_DS_SemiDRTHT,C16_R_Tot_DS_F_a,C16_R_Tot_DS_OD,C16_R_Tot_DS_NS,C16_R_Tot_Tot,C16_OTT_DS_Sep_house,C16_OTT_DS_SemiDRTHT,C16_OTT_DS_F_a,C16_OTT_DS_OD,C16_OTT_DS_NS,C16_OTT_Tot,C16_TT_NS_DS_Sep_house,C16_TT_NS_DS_SemiDRTHT,C16_TT_NS_DS_F_a,C16_TT_NS_DS_OD,C16_TT_NS_DS_NS,C16_TT_NS_Tot,C16_Tot_DS_Sep_house,C16_Tot_DS_SemiDRTHT,C16_Tot_DS_F_a,C16_Tot_DS_OD,C16_Tot_DS_NS,C16_Tot_Tot,C21_OO_DS_Sep_house,C21_OO_DS_SemiDRTHT,C21_OO_DS_F_a,C21_OO_DS_OD,C21_OO_DS_NS,C21_OO_Tot,C21_OWM_DS_Sep_house,C21_OWM_DS_SemiDRTHT,C21_OWM_DS_F_a,C21_OWM_DS_OD,C21_OWM_DS_NS,C21_OWM_Tot,C21_R_REA_DS_Sep_house,C21_R_REA_DS_SemiDRTHT,C21_R_REA_DS_F_a,C21_R_REA_DS_OD,C21_R_REA_DS_NS,C21_R_REA_Tot,C21_R_STHA_DS_Sep_house,C21_R_STHA_DS_SemiDRTHT,C21_R_STHA_DS_F_a,C21_R_STHA_DS_OD,C21_R_STHA_DS_NS,C21_R_STHA_Tot,C21_R_CHP_DS_Sep_house,C21_R_CHP_DS_SemiDRTHT,C21_R_CHP_DS_F_a,C21_R_CHP_DS_OD,C21_R_CHP_DS_NS,C21_R_CHP_Tot,C21_R_PNISH_DS_Sep_house,C21_R_PNISH_DS_SemDRTHT,C21_R_PNISH_DS_F_a,C21_R_PNISH_DS_OD,C21_R_PNISH_DS_NS,C21_R_PNISH_Tot,C21_R_OLT_DS_Sep_house,C21_R_OLT_DS_SemDRTHT,C21_R_OLT_DS_F_a,C21_R_OLT_DS_OD,C21_R_OLT_DS_NS,C21_R_OLT_Tot,C21_R_LT_NS_DS_Sep_house,C21_R_LT_NS_DS_SemDRTHT,C21_R_LT_NS_DS_F_a,C21_R_LT_NS_DS_OD,C21_R_LT_NS_DS_NS,C21_R_LT_NS_Tot,C21_R_Tot_DS_Sep_house,C21_R_Tot_DS_SemiDRTHT,C21_R_Tot_DS_F_a,C21_R_Tot_DS_OD,C21_R_Tot_DS_NS,C21_R_Tot_Tot,C21_OTT_DS_Sep_house,C21_OTT_DS_SemiDRTHT
309051245,329,85,0,0,0,423,937,233,0,0,0,1172,147,174,0,0,0,320,9,8,0,0,0,22,0,4,0,0,0,7,62,132,3,0,0,196,0,34,0,0,0,39,0,9,0,0,0,11,217,362,3,0,0,584,9,6,0,0,0,10,84,46,0,0,0,124,1580,737,0,0,0,2317,396,108,0,0,0,508,1127,271,0,0,0,1401,187,200,0,0,0,389,13,5,0,0,0,19,0,5,0,0,0,5,52,105,0,0,0,157,6,20,0,0,0,27,0,3,0,0,0,3,258,342,0,0,0,597,11,0,0,0,0,11,79,46,0,0,0,124,1870,766,0,5,0,2636,523,135,6,0,0,664,1253,310,0,0,5,1566,155,133,28,0,0,321,7,6,0,0,0,22,0,3,0,0,0,3,56,63,0,0,0,119,6,59,0,0,0,61,3,4,0,0,0,7,235,266,32,0,0,525,12,3
309061246,718,275,34,141,0,1173,1292,397,52,0,0,1741,255,336,101,0,0,690,35,6,0,0,0,38,0,0,0,0,0,7,125,178,24,0,0,329,12,33,0,212,0,263,0,7,0,3,0,10,423,566,127,220,0,1342,30,6,3,3,0,41,123,90,15,24,0,252,2584,1336,235,393,0,4551,806,432,50,53,0,1339,1258,473,41,0,3,1776,225,450,121,0,0,788,30,8,0,0,0,43,5,8,0,0,0,14,89,159,22,0,0,267,11,21,0,186,0,219,0,5,0,3,0,6,357,641,143,192,0,1336,31,11,4,0,0,53,147,135,41,83,0,408,2612,1695,276,327,7,4906,948,503,151,49,0,1657,1358,543,94,7,0,1997,201,417,182,10,0,809,29,9,0,0,0,35,9,0,0,0,0,8,89,128,20,4,0,241,16,113,8,195,0,339,5,3,0,7,0,19,343,666,210,212,0,1440,22,24
309061247,784,63,10,0,0,856,1241,97,16,0,0,1351,203,81,6,0,0,292,59,0,0,0,0,62,5,3,0,0,0,10,114,56,5,0,0,173,10,6,0,0,0,17,3,0,0,0,0,4,396,147,11,0,0,557,28,0,0,0,0,27,140,26,4,0,0,167,2584,331,47,0,0,2961,804,31,27,0,0,867,1246,33,48,0,0,1333,225,70,49,0,0,344,61,0,0,0,0,64,0,0,0,0,0,0,119,25,20,0,0,164,11,3,0,0,0,18,0,3,0,0,0,3,418,100,68,0,5,589,24,0,0,0,0,24,161,34,4,0,0,201,2657,200,152,0,5,3017,873,23,47,0,0,947,1331,36,83,0,0,1455,211,30,55,0,0,301,59,0,3,0,0,61,3,0,0,0,0,5,94,5,19,0,0,120,6,8,9,0,0,28,3,0,0,0,0,8,383,44,86,0,4,521,19,0
309061248,1128,311,32,102,0,1569,2395,311,13,0,0,2724,551,500,25,0,0,1075,172,87,56,0,0,321,4,26,26,0,0,52,243,197,18,5,0,459,15,34,9,37,0,98,5,7,3,0,0,17,990,853,130,39,0,2018,59,163,37,5,0,266,264,176,39,19,0,491,4840,1810,248,167,0,7060,1192,316,69,85,3,1669,2519,276,81,4,3,2883,612,492,144,0,4,1247,160,111,77,0,0,348,6,20,45,0,0,73,244,170,50,0,3,463,12,28,7,51,0,99,4,7,8,0,0,19,1042,823,325,50,5,2243,54,162,35,0,0,254,310,194,71,33,5,621,5113,1778,588,169,25,7669,1367,246,193,83,3,1886,2797,352,132,0,0,3278,542,446,111,0,0,1098,161,117,58,0,0,338,5,13,93,0,0,110,235,145,44,0,0,418,26,113,44,43,0,227,4,7,5,0,0,22,974,832,354,44,0,2205,50,66
309061249,547,55,0,0,0,603,2415,151,0,0,0,2567,885,277,0,0,0,1166,8,7,0,0,0,11,0,7,0,0,0,7,169,192,0,0,0,359,38,26,0,0,0,64,6,7,0,0,0,17,1100,525,0,0,0,1621,43,5,0,0,0,43,190,47,0,0,0,238,4289,774,0,0,0,5067,671,86,0,0,0,758,2422,195,0,0,0,2617,881,590,4,0,6,1475,17,22,0,0,0,36,0,18,0,0,0,16,171,170,0,0,0,346,29,12,0,0,0,40,0,12,0,0,0,12,1108,814,4,0,6,1924,28,7,0,0,0,36,244,122,0,0,6,368,4466,1224,4,3,3,5710,914,138,4,0,0,1052,2484,335,0,0,0,2828,787,430,0,0,0,1215,12,17,0,0,0,25,3,7,0,0,0,12,151,105,4,0,0,264,27,185,0,0,0,215,3,7,0,0,0,10,986,751,4,0,0,1740,19,8
309061250,778,4,0,0,0,784,1172,8,0,3,0,1183,95,3,0,0,0,94,24,0,0,0,0,24,0,0,0,0,0,0,98,5,0,0,0,101,8,0,0,0,0,8,0,0,0,0,0,0,222,4,0,0,0,229,40,0,0,0,0,40,153,0,4,0,0,157,2365,17,10,6,0,2393,724,84,0,4,0,812,1195,9,0,0,0,1208,93,8,0,0,0,102,24,0,0,0,0,24,0,0,0,0,0,0,85,12,0,0,0,97,3,0,0,0,0,0,0,0,0,0,0,0,197,26,0,0,0,229,16,0,0,0,0,21,145,15,0,0,121,284,2285,134,6,9,128,2559,827,76,7,0,4,915,1275,21,11,0,0,1310,108,9,5,0,0,115,14,0,0,0,0,14,0,0,0,0,0,0,107,13,3,0,0,127,13,0,0,0,0,15,0,0,0,0,0,0,247,20,6,0,0,273,25,5
309071251,200,19,0,0,0,223,827,106,24,0,0,956,792,270,100,0,0,1167,4,15,0,0,0,23,3,6,4,0,0,15,88,106,47,0,0,245,13,18,12,0,0,43,3,6,0,0,0,11,914,422,166,0,0,1501,13,0,0,0,0,16,130,47,21,0,0,198,2086,591,219,0,3,2895,268,40,0,4,0,320,1000,138,4,0,4,1140,1323,650,60,0,14,2046,16,15,9,0,4,40,6,7,5,0,0,20,93,109,15,0,0,217,7,22,6,0,0,34,3,3,0,0,0,12,1445,814,98,4,21,2385,13,3,0,0,0,19,206,92,25,4,5,336,2937,1088,128,10,25,4192,503,113,0,16,3,636,1784,348,5,0,6,2139,1991,889,20,0,12,2914,21,19,0,0,0,41,16,17,0,0,0,34,120,85,3,3,0,216,7,123,10,4,0,152,8,5,0,0,0,15,2173,1142,39,5,14,3370,25,3
309071252,1152,280,121,55,0,1606,2220,314,48,0,0,2585,547,126,70,0,0,742,19,17,0,0,0,40,0,0,0,0,0,3,184,65,24,0,0,269,13,3,3,11,0,33,5,0,3,0,0,9,765,209,106,11,0,1094,43,20,61,0,0,118,144,41,20,12,0,219,4323,865,358,82,0,5626,1406,234,41,59,7,1750,2310,192,11,4,4,2530,541,192,49,0,0,780,34,3,0,0,0,41,0,0,0,0,0,5,159,85,4,5,0,250,22,6,5,13,0,43,0,0,0,0,0,0,761,281,59,14,0,1115,63,27,47,0,0,136,364,74,29,20,4,485,4896,812,194,105,14,6013,1626,268,78,22,3,1997,2649,266,19,0,0,2937,608,229,25,0,0,866,34,0,0,0,0,32,3,5,0,0,0,6,168,79,15,0,4,268,10,25,7,0,0,43,4,0,0,0,0,5,826,335,50,3,7,1221,36,37
309071253,797,201,66,90,5,1156,763,156,66,7,0,993,286,221,253,0,0,763,0,0,0,0,0,0,0,0,0,0,0,3,88,89,51,3,0,230,4,6,4,3,0,27,0,4,0,0,0,7,387,324,312,4,0,1031,28,12,5,12,0,59,141,84,86,17,3,332,2118,775,538,135,10,3570,998,266,141,85,5,1499,972,189,120,12,10,1300,424,203,320,0,4,952,0,0,0,0,0,4,0,0,0,0,0,0,83,65,46,0,0,197,7,8,0,6,0,19,4,0,0,0,0,4,521,272,373,8,3,1173,35,12,11,7,0,62,231,86,76,26,8,427,2758,822,725,138,18,4468,1436,388,364,102,27,2314,1187,271,217,4,19,1698,570,321,332,0,30,1254,0,0,0,0,0,0,0,0,0,0,0,0,77,50,69,6,5,215,36,42,19,3,5,98,3,0,4,0,0,9,688,411,425,18,40,1585,50,16
309071254,385,0,0,32,0,420,426,3,0,3,0,433,130,5,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,120,4,0,0,0,129,22,0,0,8,0,25,0,0,0,0,0,0,273,4,0,8,0,283,44,0,0,6,0,44,52,0,0,0,0,51,1182,11,0,49,0,1240,410,0,0,60,7,477,476,5,0,8,0,485,140,0,6,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,116,11,0,0,3,0,15,0,0,0,0,0,0,267,0,6,3,3,276,32,0,0,3,3,41,76,0,0,17,0,90,1257,4,6,90,9,1369,523,4,0,43,3,580,722,0,0,5,0,731,142,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,5,0,124,22,0,0,7,0,26,0,0,0,0,0,0,286,3,0,8,0,295,37,0
309071256,687,170,3,7,0,866,2082,403,7,0,0,2493,674,265,7,0,0,950,17,11,7,0,0,33,0,6,0,0,0,7,159,112,3,0,0,271,10,19,0,0,0,34,0,3,0,0,0,0,862,412,18,0,0,1292,36,18,3,0,0,49,140,53,4,0,0,194,3802,1055,39,5,0,4901,753,194,0,0,0,951,2301,400,3,0,3,2707,660,337,6,0,0,1007,19,15,0,0,0,30,0,0,0,0,0,0,129,117,0,0,0,243,19,5,0,0,0,23,3,4,0,0,0,5,825,482,6,0,3,1316,23,10,0,0,0,29,206,166,3,0,0,376,4111,1250,15,0,10,5383,958,235,4,0,0,1201,2868,431,18,0,0,3318,604,304,6,0,4,920,16,24,0,0,0,40,0,9,0,0,0,13,146,107,0,0,0,261,15,22,0,0,0,40,0,5,0,0,0,7,787,467,10,0,0,1271,33,8
309071552,396,9,0,14,0,421,831,46,0,18,0,901,835,71,0,29,0,938,6,0,0,0,0,0,0,0,0,0,0,3,79,3,0,27,0,110,15,0,0,45,0,58,0,0,0,0,0,7,932,78,0,102,0,1117,19,0,0,3,0,24,111,6,0,7,0,125,2290,146,8,146,0,2589,478,21,0,0,0,498,953,48,0,0,0,1004,900,106,0,0,7,1013,8,0,0,0,0,10,4,0,0,0,0,6,116,13,0,0,0,121,40,3,0,4,0,45,0,0,0,0,0,0,1076,122,0,4,7,1204,22,0,0,0,0,20,195,26,0,0,0,222,2725,214,0,7,9,2958,566,25,0,0,0,596,1369,58,0,0,0,1431,941,129,19,0,0,1092,12,0,0,0,0,13,6,5,0,0,0,10,106,12,0,0,0,120,53,3,0,0,0,58,6,0,0,0,0,10,1127,148,16,0,0,1301,26,0
309071553,534,19,0,0,0,557,1402,47,0,0,0,1452,280,40,0,0,0,320,17,0,0,0,0,17,0,0,0,0,0,0,87,9,0,0,0,96,0,0,0,0,0,5,0,0,0,0,0,0,389,56,0,0,0,437,30,0,0,0,0,32,72,6,0,0,0,80,2415,129,3,3,0,2554,632,21,6,0,0,659,1693,38,19,0,5,1757,412,45,8,0,3,470,10,0,0,0,0,10,0,0,0,0,0,0,73,20,9,0,0,104,0,0,0,0,0,4,0,0,0,0,0,0,499,66,16,0,4,584,22,4,0,0,0,21,177,8,3,0,0,192,3020,135,45,3,8,3219,828,27,8,0,4,866,1942,52,19,0,13,2026,464,44,14,0,3,528,12,0,0,0,0,12,0,0,0,0,0,0,107,13,8,0,4,137,6,7,0,0,0,12,0,0,0,0,0,0,598,68,27,5,8,694,26,0
309071554,114,0,0,0,0,114,160,0,0,0,0,160,60,24,0,0,0,82,4,23,0,0,0,21,0,9,0,0,0,9,17,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,82,48,0,0,0,132,11,0,0,3,0,13,35,3,0,0,0,36,396,50,0,0,0,451,159,0,0,0,0,159,335,0,0,0,0,343,264,108,0,0,3,369,9,37,0,0,0,47,4,4,0,0,0,14,29,10,0,0,0,43,6,0,0,0,0,6,0,3,0,0,0,0,310,164,0,0,3,474,4,0,0,0,0,4,99,52,0,0,0,157,915,218,0,0,3,1131,566,16,0,0,0,585,1139,90,0,0,0,1230,700,323,68,0,3,1098,14,24,0,0,0,40,6,29,0,0,0,43,63,12,0,0,0,75,22,24,13,0,0,56,0,3,0,0,0,3,810,415,92,0,0,1318,21,0
309071555,11,0,0,0,0,11,22,0,0,0,0,20,71,15,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,80,17,0,0,0,98,3,0,0,0,0,7,7,6,0,0,0,13,124,28,0,0,0,150,12,0,0,0,0,12,75,0,0,0,0,76,747,135,0,0,3,887,8,9,0,0,0,15,7,0,0,0,0,3,14,0,0,0,0,17,0,0,0,0,0,4,6,0,0,0,0,6,776,145,0,0,3,923,7,0,0,0,0,8,111,14,0,0,0,129,982,160,0,0,3,1143,93,13,0,0,0,110,725,65,0,0,0,796,1716,300,6,0,0,2027,7,5,0,0,0,15,8,5,0,0,0,10,43,17,0,0,0,62,9,18,0,0,0,31,5,0,0,0,0,3,1791,348,9,0,4,2146,8,0
309071556,314,27,0,4,0,345,1075,13,0,3,0,1088,281,0,0,0,0,281,6,0,0,0,0,6,0,0,0,0,0,0,82,4,0,0,0,87,11,0,0,0,0,11,0,0,0,0,0,0,376,4,0,0,0,382,15,13,0,5,0,33,73,6,0,0,0,78,1851,55,0,13,0,1924,405,21,0,5,0,425,1556,9,0,3,6,1574,564,4,0,0,3,576,0,0,0,0,0,0,0,0,0,0,0,0,80,5,0,0,0,83,10,0,0,0,0,11,3,0,0,0,0,3,658,12,0,0,3,676,21,18,0,0,0,43,206,5,3,0,3,216,2848,64,3,9,15,2939,600,35,3,0,0,641,2024,10,0,0,0,2035,540,5,0,0,0,549,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,119,16,0,0,0,0,16,0,0,0,0,0,0,678,5,0,0,4,685,23,37
309071557,350,38,0,14,0,402,1633,209,0,3,0,1843,1565,535,9,0,0,2112,38,11,0,0,0,45,5,12,0,0,0,18,176,146,0,0,0,327,15,33,0,19,0,62,5,8,0,0,0,13,1802,745,9,18,0,2574,57,0,0,0,0,59,177,60,0,12,0,245,4011,1058,3,48,0,5126,417,147,0,27,0,599,1889,253,0,0,0,2154,1586,698,0,0,0,2283,39,11,0,0,0,44,5,7,0,0,0,13,203,136,0,7,0,345,13,16,0,5,0,39,5,0,0,0,0,9,1848,874,4,11,0,2737,24,10,0,0,0,29,247,114,0,16,3,382,4426,1396,0,58,10,5894,776,171,0,46,0,988,2250,484,0,0,4,2740,1402,538,11,0,0,1958,46,3,0,0,0,46,6,8,0,0,0,15,185,111,8,0,0,298,23,108,4,3,0,144,6,6,0,0,0,14,1668,779,19,3,0,2471,30,8
309071558,130,8,0,0,0,139,277,55,0,0,0,339,218,95,0,0,0,310,3,0,0,0,0,3,0,0,0,0,0,0,33,9,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,258,105,0,0,0,365,9,3,0,0,0,16,35,18,0,0,0,56,720,191,0,0,0,909,132,7,0,3,0,148,362,76,0,7,0,443,521,137,0,3,5,667,8,0,0,0,0,8,4,0,0,0,0,3,33,11,0,5,0,46,0,0,0,0,0,0,0,0,0,0,0,0,565,151,0,5,5,726,10,0,0,0,0,10,94,15,0,5,0,115,1167,248,0,19,9,1439,194,33,0,0,0,230,683,109,0,8,0,795,792,271,0,9,0,1070,6,0,0,0,0,7,3,0,0,0,0,3,50,17,0,0,0,63,9,5,0,0,0,14,3,0,0,0,0,3,865,290,0,15,0,1167,15,3
309081259,488,138,30,0,0,659,333,73,9,0,0,428,97,79,34,0,0,205,0,0,0,0,0,0,0,0,5,0,0,11,24,42,27,0,0,97,0,8,3,0,0,11,0,0,0,0,0,4,123,137,69,0,0,327,17,31,31,0,0,81,49,35,14,0,0,96,1008,408,163,0,0,1581,490,141,55,0,0,682,343,76,23,0,0,450,98,92,40,0,0,222,0,0,0,0,0,0,0,0,7,0,0,6,22,36,21,0,0,88,6,5,8,0,0,7,0,0,0,0,0,0,127,135,69,0,0,332,14,8,40,0,0,65,56,18,33,0,0,113,1036,385,227,0,0,1639,501,181,46,0,0,729,357,104,25,0,0,484,119,60,34,0,0,214,0,0,0,0,0,0,0,0,0,0,0,3,23,27,20,0,0,69,4,25,10,0,0,42,0,3,5,0,0,3,144,120,62,0,0,331,13,17
309081260,254,79,10,0,0,339,635,193,4,0,0,840,242,250,0,0,0,499,17,0,0,0,0,17,4,11,0,0,0,12,78,158,9,0,0,243,8,21,0,0,0,29,6,7,0,0,0,11,350,450,10,0,0,817,15,5,0,0,0,19,79,90,0,0,0,168,1328,821,24,0,0,2178,260,112,13,0,0,394,570,237,26,0,8,841,216,425,38,3,3,692,15,0,3,0,0,21,0,3,8,0,0,15,68,151,59,0,4,272,3,28,23,0,0,55,3,4,14,0,0,17,310,607,140,5,4,1074,19,13,0,0,0,29,87,89,28,0,0,205,1251,1060,215,3,14,2544,289,172,42,0,0,514,647,408,72,0,3,1125,197,249,64,0,0,517,17,0,0,0,0,21,6,0,15,0,0,26,54,81,25,0,0,163,8,136,21,0,0,172,0,4,0,0,0,9,282,473,139,0,0,893,15,8
309081262,644,268,50,0,0,966,1053,513,114,0,0,1685,565,497,453,3,6,1527,142,114,3,0,0,262,4,6,6,0,0,16,122,161,157,0,0,440,12,20,39,0,0,68,0,0,0,0,0,6,838,797,669,3,6,2312,23,23,10,0,0,50,104,103,160,0,0,377,2667,1708,1007,6,5,5389,636,329,77,0,0,1048,1019,649,98,0,0,1767,533,663,485,0,4,1688,117,99,25,0,0,237,5,7,9,0,0,17,121,163,160,0,0,439,7,20,27,0,0,53,6,0,6,0,0,12,782,949,712,0,4,2444,17,18,12,0,0,45,155,143,130,0,0,419,2604,2083,1034,3,5,5724,738,351,234,0,3,1325,1130,766,222,0,0,2119,518,595,694,0,4,1809,114,102,9,0,0,221,8,7,12,0,0,29,139,129,171,0,0,432,9,64,146,0,0,224,0,10,9,0,0,15,793,901,1037,0,5,2738,21,21
309081559,1366,194,23,0,0,1587,1635,234,21,5,0,1895,562,316,119,5,0,1004,10,0,0,0,0,11,0,16,0,0,0,16,138,166,32,0,0,334,3,18,0,0,0,19,7,4,0,0,0,16,712,522,156,6,0,1397,39,9,0,0,0,45,174,77,23,3,0,276,3928,1040,219,15,0,5207,1451,288,24,0,0,1764,1569,296,26,0,0,1889,581,416,150,0,0,1144,5,6,4,0,0,6,3,7,0,0,0,11,133,152,21,0,0,303,0,13,0,0,0,15,0,3,0,0,0,3,722,589,172,0,0,1490,35,6,13,0,0,52,170,102,38,0,4,314,3940,1288,270,0,6,5509,1557,339,63,0,0,1955,1650,405,65,0,0,2120,627,329,256,0,3,1208,7,0,5,0,0,8,4,3,3,0,0,9,125,116,62,0,4,297,7,78,40,0,0,126,4,0,4,0,0,7,776,525,354,0,4,1658,39,9
309081560,439,79,110,0,10,644,422,63,57,0,0,547,364,89,178,3,5,636,6,0,0,0,0,6,9,0,3,0,0,17,138,62,54,0,0,256,13,4,7,0,0,25,6,3,4,0,0,5,531,158,245,10,6,943,48,4,4,0,0,58,121,28,59,4,5,213,1559,334,467,11,23,2401,367,219,183,0,0,767,374,176,56,0,0,610,210,478,215,0,4,911,3,0,0,0,0,10,4,4,0,0,0,7,42,151,46,0,0,240,4,16,0,0,0,25,0,0,0,0,0,0,268,648,266,0,4,1195,15,14,53,0,0,75,39,83,67,0,0,194,1061,1140,630,0,5,2837,392,390,265,0,0,1042,427,360,155,0,0,948,192,597,239,0,0,1024,3,3,0,0,0,4,0,3,4,0,0,5,36,125,77,0,6,240,7,132,44,0,0,187,0,3,3,0,0,5,243,859,367,0,6,1474,8,57
309091263,968,157,203,14,0,1348,1437,56,117,0,0,1613,392,113,101,6,0,615,10,8,21,0,0,39,0,0,4,0,0,6,207,68,76,3,0,356,8,6,8,47,0,71,3,3,0,0,0,5,620,211,210,53,0,1098,34,5,89,7,0,127,149,27,65,6,0,249,3206,460,685,81,8,4439,918,395,66,0,6,1379,1353,156,95,0,0,1608,392,176,81,0,3,653,5,4,27,0,0,39,0,6,0,0,0,8,160,67,51,0,4,285,73,11,16,0,0,101,4,0,0,0,0,10,638,264,184,4,3,1094,30,64,11,0,0,108,218,93,35,3,32,386,3159,983,382,5,44,4569,1000,313,83,0,0,1403,1422,201,126,0,0,1753,372,151,126,0,0,652,7,5,27,0,0,40,3,7,8,0,0,15,165,64,46,0,0,279,27,34,25,3,33,124,0,0,0,0,0,0,575,262,233,4,39,1111,41,140
309091264,368,22,7,0,0,396,764,67,15,0,0,847,273,90,10,0,0,372,163,6,0,0,0,173,0,5,0,0,0,5,85,37,3,0,0,133,4,3,5,0,0,15,3,0,0,0,0,3,531,146,18,0,0,695,16,0,0,0,0,19,124,10,0,0,0,137,1804,243,39,0,3,2093,403,29,3,0,0,435,710,83,0,0,0,793,306,120,6,0,0,426,111,36,0,0,0,146,0,0,0,0,0,4,93,33,0,0,0,126,3,8,0,0,0,16,5,3,0,0,0,3,520,193,3,0,0,721,18,3,0,0,0,26,119,24,0,0,3,146,1773,332,8,0,3,2125,442,32,0,0,0,477,728,112,0,0,0,847,325,85,0,0,0,420,111,38,0,0,0,153,3,0,0,0,0,6,89,21,0,0,0,119,10,15,0,0,0,30,0,5,0,0,0,0,551,170,5,0,0,728,20,3
