STE_CODE_2021,M_Tot_0,M_Tot_1_19,M_Tot_20_29,M_Tot_30_34,M_Tot_35_39,M_Tot_40_44,M_Tot_45_49,M_Tot_50_over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_19,F_AgriForestFish_20_29,F_AgriForestFish_30_34,F_AgriForestFish_35_39,F_AgriForestFish_40_44,F_AgriForestFish_45_49,F_AgriForestFish_50_over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_19,F_Min_20_29,F_Min_30_34,F_Min_35_39,F_Min_40_44,F_Min_45_49,F_Min_50_over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_19,F_Mnfg_20_29,F_Mnfg_30_34,F_Mnfg_35_39,F_Mnfg_40_44,F_Mnfg_45_49,F_Mnfg_50_over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_19,F_EGW_WS_20_29,F_EGW_WS_30_34,F_EGW_WS_35_39,F_EGW_WS_40_44,F_EGW_WS_45_49,F_EGW_WS_50_over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_19,F_Cnstn_20_29,F_Cnstn_30_34,F_Cnstn_35_39,F_Cnstn_40_44,F_Cnstn_45_49,F_Cnstn_50_over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_19,F_WTrade_20_29,F_WTrade_30_34,F_WTrade_35_39,F_WTrade_40_44,F_WTrade_45_49,F_WTrade_50_over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_19,F_RTrade_20_29,F_RTrade_30_34,F_RTrade_35_39,F_RTrade_40_44,F_RTrade_45_49,F_RTrade_50_over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_19,F_AccomFoodS_20_29,F_AccomFoodS_30_34,F_AccomFoodS_35_39,F_AccomFoodS_40_44,F_AccomFoodS_45_49,F_AccomFoodS_50_over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_19,F_TransPostWhse_20_29,F_TransPostWhse_30_34,F_TransPostWhse_35_39,F_TransPostWhse_40_44,F_TransPostWhse_45_49,F_TransPostWhse_50_over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_19,F_InfoMedTelecom_20_29,F_InfoMedTelecom_30_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40_44,F_InfoMedTelecom_45_49,F_InfoMedTelecom_50_over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_19,F_FinInsurS_20_29,F_FinInsurS_30_34,F_FinInsurS_35_39,F_FinInsurS_40_44,F_FinInsurS_45_49,F_FinInsurS_50_over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_19,F_RentHirREserv_20_29,F_RentHirREserv_30_34,F_RentHirREserv_35_39,F_RentHirREserv_40_44,F_RentHirREserv_45_49,F_RentHirREserv_50_over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_19,F_ProScieTechServ_20_29,F_ProScieTechServ_30_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40_44,F_ProScieTechServ_45_49,F_ProScieTechServ_50_over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_19,F_AdminSupServ_20_29,F_AdminSupServ_30_34,F_AdminSupServ_35_39,F_AdminSupServ_40_44,F_AdminSupServ_45_49,F_AdminSupServ_50_over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_19,F_PubAdmiSafety_20_29,F_PubAdmiSafety_30_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40_44,F_PubAdmiSafety_45_49,F_PubAdmiSafety_50_over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_19,F_EducTrain_20_29,F_EducTrain_30_34,F_EducTrain_35_39,F_EducTrain_40_44,F_EducTrain_45_49,F_EducTrain_50_over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_19,F_HealthCareSocA_20_29,F_HealthCareSocA_30_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40_44,F_HealthCareSocA_45_49,F_HealthCareSocA_50_over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_19,F_ArtRecServ_20_29,F_ArtRecServ_30_34,F_ArtRecServ_35_39,F_ArtRecServ_40_44,F_ArtRecServ_45_49,F_ArtRecServ_50_over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_19,F_OthServ_20_29,F_OthServ_30_34,F_OthServ_35_39,F_OthServ_40_44,F_OthServ_45_49,F_OthServ_50_over,F_OthServ_hours_NS,F_OthServ_Tot
1,156029,199710,142462,89823,385911,467847,125751,291159,37137,1895828,903,4275,3638,2164,2992,3679,954,4275,479,23365,336,272,417,222,777,1032,501,1258,40,4861,4574,8887,7168,4653,16125,12684,3289,4473,428,62289,413,520,704,507,2667,2103,471,802,37,8226,5634,9210,6924,3360,8217,9347,1710,3467,572,48439,2400,3948,3880,2610,10538,9399,2108,3184,185,38250,29113,45978,31764,15862,29175,18255,4517,6954,1887,183499,26176,44689,18114,7008,9919,6739,1655,3975,1562,119840,3930,5652,5510,2664,9392,8344,1922,3127,415,40947,1910,2317,2321,1613,6684,7108,1698,3808,157,27610,4761,4823,8375,6565,26557,26963,5845,10696,520,95110,1976,4144,3545,2241,7984,6965,1592,2668,231,31344,7314,18202,18364,11451,32411,36623,8713,15833,853,149760,6707,14032,9569,4521,11624,8636,1733,2943,657,60429,7604,6259,10999,5603,37926,20032,5942,7435,640,102439,16962,40327,33121,23354,44738,35575,11825,26273,1537,233705,29409,64349,74460,52680,82525,66906,12131,21338,3569,407368,6198,5152,3305,1614,3670,3022,712,1308,223,25199,13572,11333,8087,4245,9405,6330,1473,2311,607,57382
2,62362,165053,124834,88257,353178,444022,119879,249627,31405,1638622,865,4197,3424,2251,3320,3399,817,3291,502,22075,96,143,156,124,203,436,144,305,13,1617,2718,10311,8283,5639,18646,14016,3300,4491,455,67857,505,557,1000,888,3223,2902,627,805,59,10558,1540,7132,6354,3602,8339,9142,1736,3031,434,41309,1322,3438,3843,2689,8867,7212,1680,2181,150,31389,13281,51637,31338,14944,26727,16553,4093,5960,1625,166167,11912,45420,18512,6741,9584,6254,1510,3540,1317,104795,2119,4577,5019,2657,8274,7154,1666,2317,378,34172,1251,2408,2073,1425,4779,4246,1168,1898,97,19351,3271,3523,6267,4755,15741,18529,3492,5689,357,61623,1009,2815,2871,1804,6495,5193,1046,1764,167,23166,4902,14566,15466,10659,26707,28743,6576,11604,598,119819,3125,12610,9607,4168,9981,6184,1304,2097,569,49653,5679,7347,10212,8005,26067,18627,4846,6886,557,88220,10367,35829,31257,20828,39870,26732,11235,20993,1297,198394,21653,55760,69368,58558,65572,49037,9866,15942,2899,348654,3848,7198,3938,2204,3910,3199,710,1493,220,26721,5866,12543,10473,5148,8603,5618,1336,2077,544,52218
3,67248,117830,86878,65318,252200,290173,95387,242483,24162,1241677,741,3254,2840,2001,2961,3529,975,4850,433,21584,783,457,529,374,1247,2057,1012,3485,102,10044,1905,5187,4552,3175,10666,7840,2205,3085,307,38931,363,406,578,546,1808,2131,415,695,24,6971,1374,5382,4908,2998,6793,6987,1663,3289,303,33693,1008,2065,2062,1514,5489,4261,1019,1518,101,19037,14303,34743,23504,12645,23122,11975,3343,4747,1342,129718,15090,35945,15899,7188,10441,6315,1929,4592,1302,98707,2125,3859,4173,2188,6914,5082,1439,2561,284,28635,875,1137,1095,629,2367,1655,432,1072,57,9315,1886,2081,3793,2809,11144,7612,1886,2990,178,34376,1061,2718,2468,1796,6272,4605,1084,2417,142,22569,3593,9729,10037,7081,18097,16383,4223,7785,377,77302,3401,10760,7318,3720,8932,5109,1267,2543,514,43568,5355,4209,6513,4391,24416,14361,3613,4757,526,68142,12231,26293,28039,17556,29070,21239,7750,16556,1002,159738,22809,39972,50681,45703,66099,40163,8418,15310,2629,291798,4252,4328,2581,1477,2671,1984,457,971,192,18915,8818,8991,6867,4172,8478,5410,1348,2262,506,46856
4,14918,45321,35225,26164,101497,99597,33878,67938,7066,431597,384,1884,1475,969,1253,1406,357,1201,161,9091,188,95,115,94,251,328,165,728,23,1986,650,2748,2376,1647,4769,3009,845,969,112,17116,114,158,248,238,861,531,139,162,13,2462,402,1778,1552,878,2030,1667,399,645,64,9405,207,769,840,593,1644,1122,301,341,25,5848,2148,14785,9521,4653,7579,3380,1055,1319,460,44896,1714,13378,6064,2397,3066,1788,730,1235,385,30762,449,1108,1131,573,1500,1124,314,500,55,6753,139,483,450,267,919,571,148,251,17,3237,628,949,1739,1403,4346,2434,658,911,54,13118,209,674,695,467,1544,887,243,385,33,5142,853,3316,3731,2505,5810,4189,1204,1744,115,23465,762,4730,3514,1659,3494,1552,393,717,180,17003,1660,1493,2841,2765,8933,5117,1286,1545,123,25762,2690,9135,9864,6113,9790,6666,3040,5310,327,52938,6647,16188,22059,18460,24153,10699,2884,4731,868,106692,367,1974,1049,575,856,598,193,284,48,5940,618,3763,3104,1808,3259,1720,517,738,139,15666
5,27081,63755,45860,32319,115628,162773,59030,162615,12463,681527,451,1940,1432,932,1100,1550,442,1589,183,9610,1870,961,1386,925,2249,4394,1968,6769,238,20763,705,3091,2666,1594,4304,3743,1080,1444,126,18758,223,292,424,348,1344,942,266,303,25,4166,642,3018,2706,1532,3016,4391,893,1886,173,18256,361,1304,1397,887,2445,2314,553,740,52,10048,2944,21873,14425,6665,10936,6056,1777,2368,588,67639,1704,18339,9495,4275,5278,3929,1213,3166,590,48001,844,2107,2257,1196,2662,2980,710,1235,143,14139,190,783,595,323,829,714,177,270,39,3921,948,1449,2201,1478,4076,3584,766,1145,79,15737,353,1390,1330,810,2438,2078,510,1045,74,10032,1758,5823,5760,3839,7986,8374,2087,3556,188,39378,883,5941,4242,1883,3576,2610,651,1444,229,21461,2590,3440,4257,3071,11621,7451,1851,2251,209,36744,4103,15953,14614,9915,15169,12321,4927,8399,523,85937,8615,23276,27904,20412,31024,17912,4001,7527,1131,141809,521,3775,1964,1034,1559,1210,307,593,86,11058,940,6409,4806,2763,4616,3161,846,1345,262,25152
6,4980,13765,11395,8703,29570,30114,9680,18989,2437,129624,159,741,592,417,622,574,131,461,85,3787,24,30,18,13,27,60,32,92,3,305,197,881,733,403,933,675,192,244,32,4281,60,54,97,111,472,246,73,73,8,1199,65,511,422,237,425,466,93,129,18,2369,57,228,264,166,373,237,55,84,5,1462,742,4505,2936,1490,2297,1094,381,418,160,14035,519,4475,2221,935,1313,797,209,481,164,11117,182,410,419,221,411,318,89,184,27,2255,64,196,170,78,322,161,34,70,0,1096,159,213,437,312,930,470,104,155,11,2797,71,241,191,139,514,226,66,110,16,1568,258,1049,987,677,1492,879,227,408,27,6005,200,1374,784,351,700,331,84,149,52,4029,711,765,1420,1186,3080,1536,448,657,55,9858,847,3233,3710,1679,3094,2066,868,1428,114,17047,2241,4693,6578,5626,6409,3649,959,1767,291,32210,131,695,424,226,341,226,65,136,15,2259,183,1126,973,540,950,508,141,203,56,4678
7,2291,3714,3280,2670,12199,13353,4414,11290,1312,54524,21,67,70,42,121,140,52,349,17,880,61,21,25,14,37,92,32,157,3,446,24,90,76,65,141,150,23,53,6,624,35,19,23,23,158,97,31,43,3,428,60,155,186,105,346,359,89,181,8,1504,16,24,32,35,146,119,43,61,6,485,202,949,708,407,967,497,173,272,42,4230,117,925,686,408,791,575,143,408,61,4116,50,92,133,77,218,234,63,113,23,999,13,35,23,15,105,48,14,36,0,302,51,46,42,72,206,156,35,56,3,665,28,65,62,38,206,164,40,91,6,695,130,241,285,246,675,526,150,330,19,2594,75,314,232,153,370,229,59,187,26,1646,739,395,496,531,3318,1928,621,958,89,9070,392,851,841,649,1723,1307,495,1043,71,7370,775,961,1202,1238,3656,2232,469,876,120,11531,64,231,174,96,295,209,42,110,18,1240,72,269,273,182,516,324,78,144,24,1878
8,4128,11800,8990,6133,31691,34380,9908,17063,1563,125651,9,66,31,24,48,33,3,21,0,240,0,5,0,3,3,5,0,8,0,27,55,257,157,86,259,202,54,80,0,1157,31,35,40,43,166,142,36,49,0,550,61,282,313,132,362,491,118,203,19,1980,26,66,60,44,134,114,27,40,0,509,437,2843,1691,685,1479,641,182,250,55,8268,407,3029,1429,497,988,576,170,239,65,7393,72,119,140,92,269,193,39,63,4,992,59,159,149,121,441,320,90,119,6,1464,88,128,199,157,613,414,93,137,13,1835,76,141,169,89,500,359,84,139,16,1565,424,1058,1287,943,2812,3015,763,1071,43,11409,139,703,572,267,800,518,111,166,20,3296,2549,1238,2747,2999,12772,9054,2721,3286,154,37505,867,2853,2132,1358,3604,2243,934,1608,69,15658,1226,2918,3484,2621,5424,3185,743,1262,137,20991,133,706,368,190,540,304,94,113,10,2452,165,862,700,362,768,517,136,216,28,3743
9,58,116,78,60,294,243,79,194,27,1149,0,4,0,3,0,4,0,0,0,16,0,0,0,0,8,0,0,0,0,14,0,7,0,4,0,0,0,0,0,9,0,0,0,0,4,0,0,0,4,9,0,0,3,3,8,3,0,0,0,25,0,0,5,0,0,0,0,0,0,4,3,38,23,17,24,7,4,11,0,128,19,49,19,11,26,16,6,10,6,160,0,14,0,0,6,6,0,3,0,33,0,3,0,0,0,3,0,0,0,5,0,4,3,4,3,5,0,0,0,22,0,4,0,0,0,6,0,0,0,9,5,6,5,3,4,6,0,6,0,35,8,16,8,15,19,12,3,5,0,93,12,16,14,9,63,44,10,27,0,182,9,18,15,23,28,16,6,15,0,129,10,21,26,12,25,27,3,5,0,124,5,12,0,3,7,5,4,0,0,35,0,6,0,3,3,0,4,0,0,20
