STE_CODE_2021,D_15_17_FPEAW_MPEFT,D_15_17_FPEAW_MPEPT,D_15_17_FPEAW_MPEAW,D_15_17_FPEAW_MPEHNS,D_15_17_FPEAW_MPET,D_15_17_FPEAW_MPULFTW,D_15_17_FPEAW_MPULPTW,D_15_17_FPEAW_MPUT,D_15_17_FPEAW_MPTLF,D_15_17_FPEAW_MPNLF,D_15_17_FPEAW_MPLFSNS,D_15_17_FPEAW_T,D_15_17_FPHNS_MPEFT,D_15_17_FPHNS_MPEPT,D_15_17_FPHNS_MPEAW,D_15_17_FPHNS_MPEHNS,D_15_17_FPHNS_MPET,D_15_17_FPHNS_MPULFTW,D_15_17_FPHNS_MPULPTW,D_15_17_FPHNS_MPUT,D_15_17_FPHNS_MPTLF,D_15_17_FPHNS_MPNLF,D_15_17_FPHNS_MPLFSNS,D_15_17_FPHNS_T,D_15_17_FPET_MPEFT,D_15_17_FPET_MPEPT,D_15_17_FPET_MPEAW,D_15_17_FPET_MPEHNS,D_15_17_FPET_MPET,D_15_17_FPET_MPULFTW,D_15_17_FPET_MPULPTW,D_15_17_FPET_MPUT,D_15_17_FPET_MPTLF,D_15_17_FPET_MPNLF,D_15_17_FPET_MPLFSNS,D_15_17_FPET_T,D_15_17_FPULFTW_MPEFT,D_15_17_FPULFTW_MPEPT,D_15_17_FPULFTW_MPEAW,D_15_17_FPULFTW_MPEHNS,D_15_17_FPULFTW_MPET,D_15_17_FPULFTW_MPULFTW,D_15_17_FPULFTW_MPULPTW,D_15_17_FPULFTW_MPUT,D_15_17_FPULFTW_MPTLF,D_15_17_FPULFTW_MPNLF,D_15_17_FPULFTW_MPLFSNS,D_15_17_FPULFTW_T,D_15_17_FPULPTW_MPEFT,D_15_17_FPULPTW_MPEPT,D_15_17_FPULPTW_MPEAW,D_15_17_FPULPTW_MPEHNS,D_15_17_FPULPTW_MPET,D_15_17_FPULPTW_MPULFTW,D_15_17_FPULPTW_MPULPTW,D_15_17_FPULPTW_MPUT,D_15_17_FPULPTW_MPTLF,D_15_17_FPULPTW_MPNLF,D_15_17_FPULPTW_MPLFSNS,D_15_17_FPULPTW_T,D_15_17_FPUT_MPEFT,D_15_17_FPUT_MPEPT,D_15_17_FPUT_MPEAW,D_15_17_FPUT_MPEHNS,D_15_17_FPUT_MPET,D_15_17_FPUT_MPULFTW,D_15_17_FPUT_MPULPTW,D_15_17_FPUT_MPUT,D_15_17_FPUT_MPTLF,D_15_17_FPUT_MPNLF,D_15_17_FPUT_MPLFSNS,D_15_17_FPUT_T,D_15_17_FPTLF_MPEFT,D_15_17_FPTLF_MPEPT,D_15_17_FPTLF_MPEAW,D_15_17_FPTLF_MPEHNS,D_15_17_FPTLF_MPET,D_15_17_FPTLF_MPULFTW,D_15_17_FPTLF_MPULPTW,D_15_17_FPTLF_MPUT,D_15_17_FPTLF_MPTLF,D_15_17_FPTLF_MPNLF,D_15_17_FPTLF_MPLFSNS,D_15_17_FPTLF_T,D_15_17_FPNLF_MPEFT,D_15_17_FPNLF_MPEPT,D_15_17_FPNLF_MPEAW,D_15_17_FPNLF_MPEHNS,D_15_17_FPNLF_MPET,D_15_17_FPNLF_MPULFTW,D_15_17_FPNLF_MPULPTW,D_15_17_FPNLF_MPUT,D_15_17_FPNLF_MPTLF,D_15_17_FPNLF_MPNLF,D_15_17_FPNLF_MPLFSNS,D_15_17_FPNLF_T,D_15_17_FPLFSNS_MPEFT,D_15_17_FPLFSNS_MPEPT,D_15_17_FPLFSNS_MPEAW,D_15_17_FPLFSNS_MPEHNS,D_15_17_FPLFSNS_MPET,D_15_17_FPLFSNS_MPULFTW,D_15_17_FPLFSNS_MPULPTW,D_15_17_FPLFSNS_MPUT,D_15_17_FPLFSNS_MPTLF,D_15_17_FPLFSNS_MPNLF,D_15_17_FPLFSNS_MPLFSNS,D_15_17_FPLFSNS_T,D_15_17_FPT_MPEFT,D_15_17_FPT_MPEPT,D_15_17_FPT_MPEAW,D_15_17_FPT_MPEHNS,D_15_17_FPT_MPET,D_15_17_FPT_MPULFTW,D_15_17_FPT_MPULPTW,D_15_17_FPT_MPUT,D_15_17_FPT_MPTLF,D_15_17_FPT_MPNLF,D_15_17_FPT_MPLFSNS,D_15_17_FPT_T,D_18_20_FPEFT_MPEFT,D_18_20_FPEFT_MPEPT,D_18_20_FPEFT_MPEAW,D_18_20_FPEFT_MPEHNS,D_18_20_FPEFT_MPET,D_18_20_FPEFT_MPULFTW,D_18_20_FPEFT_MPULPTW,D_18_20_FPEFT_MPUT,D_18_20_FPEFT_MPTLF,D_18_20_FPEFT_MPNLF,D_18_20_FPEFT_MPLFSNS,D_18_20_FPEFT_T,D_18_20_FPEPT_MPEFT,D_18_20_FPEPT_MPEPT,D_18_20_FPEPT_MPEAW,D_18_20_FPEPT_MPEHNS,D_18_20_FPEPT_MPET,D_18_20_FPEPT_MPULFTW,D_18_20_FPEPT_MPULPTW,D_18_20_FPEPT_MPUT,D_18_20_FPEPT_MPTLF,D_18_20_FPEPT_MPNLF,D_18_20_FPEPT_MPLFSNS,D_18_20_FPEPT_T,D_18_20_FPEAW_MPEFT,D_18_20_FPEAW_MPEPT,D_18_20_FPEAW_MPEAW,D_18_20_FPEAW_MPEHNS,D_18_20_FPEAW_MPET,D_18_20_FPEAW_MPULFTW,D_18_20_FPEAW_MPULPTW,D_18_20_FPEAW_MPUT,D_18_20_FPEAW_MPTLF,D_18_20_FPEAW_MPNLF,D_18_20_FPEAW_MPLFSNS,D_18_20_FPEAW_T,D_18_20_FPHNS_MPEFT,D_18_20_FPHNS_MPEPT,D_18_20_FPHNS_MPEAW,D_18_20_FPHNS_MPEHNS,D_18_20_FPHNS_MPET,D_18_20_FPHNS_MPULFTW,D_18_20_FPHNS_MPULPTW,D_18_20_FPHNS_MPUT,D_18_20_FPHNS_MPTLF,D_18_20_FPHNS_MPNLF,D_18_20_FPHNS_MPLFSNS,D_18_20_FPHNS_T,D_18_20_FPET_MPEFT,D_18_20_FPET_MPEPT,D_18_20_FPET_MPEAW,D_18_20_FPET_MPEHNS,D_18_20_FPET_MPET,D_18_20_FPET_MPULFTW,D_18_20_FPET_MPULPTW,D_18_20_FPET_MPUT,D_18_20_FPET_MPTLF,D_18_20_FPET_MPNLF,D_18_20_FPET_MPLFSNS,D_18_20_FPET_T,D_18_20_FPULFTW_MPEFT,D_18_20_FPULFTW_MPEPT,D_18_20_FPULFTW_MPEAW,D_18_20_FPULFTW_MPEHNS,D_18_20_FPULFTW_MPET,D_18_20_FPULFTW_MPULFTW,D_18_20_FPULFTW_MPULPTW,D_18_20_FPULFTW_MPUT,D_18_20_FPULFTW_MPTLF,D_18_20_FPULFTW_MPNLF,D_18_20_FPULFTW_MPLFSNS,D_18_20_FPULFTW_T,D_18_20_FPULPTW_MPEFT,D_18_20_FPULPTW_MPEPT,D_18_20_FPULPTW_MPEAW,D_18_20_FPULPTW_MPEHNS,D_18_20_FPULPTW_MPET,D_18_20_FPULPTW_MPULFTW,D_18_20_FPULPTW_MPULPTW,D_18_20_FPULPTW_MPUT
1,4489,1082,1666,52,7293,89,25,113,7408,604,15,8023,375,80,50,588,1093,23,0,24,1112,130,74,1317,96137,16631,6530,1309,120609,1795,368,2161,122765,8815,245,131828,880,175,68,23,1143,243,30,278,1418,169,0,1587,1034,263,73,35,1410,158,93,251,1662,203,0,1863,1918,441,141,58,2554,401,128,525,3081,375,0,3458,98055,17064,6672,1371,123162,2193,492,2682,125846,9190,246,135283,16858,4261,2106,550,23773,770,297,1070,24837,11480,93,36416,106,27,21,99,249,5,0,5,254,54,295,604,115016,21350,8796,2017,147185,2967,791,3761,150940,20730,635,172304,23981,3338,1379,121,28817,523,123,641,29462,2464,21,31946,16513,4149,1127,107,21897,333,87,418,22317,1915,18,24252,2244,551,1057,34,3879,46,18,68,3949,393,0,4341,137,47,19,290,495,8,4,14,513,70,28,611,42872,8084,3581,546,55091,920,226,1141,56235,4844,69,61148,436,90,47,10,581,153,12,162,739,102,0,844,453,124,66,12,653,97,61,153
2,2093,379,390,36,2892,49,4,56,2951,204,8,3163,407,69,19,590,1081,12,0,16,1096,90,61,1246,88390,12759,2120,1173,104442,1479,323,1800,106248,5514,184,111943,782,167,26,22,1005,170,15,185,1191,126,5,1321,1315,300,33,29,1672,139,67,211,1882,172,4,2060,2096,470,58,51,2680,316,81,397,3073,302,7,3381,90487,13230,2174,1221,107121,1794,403,2197,109315,5813,191,115321,15449,3592,505,488,20028,630,197,829,20860,5741,72,26674,124,42,3,84,256,3,0,3,263,30,226,518,106057,16869,2690,1797,127409,2430,600,3033,130434,11585,492,142510,22500,2776,452,89,25815,485,120,602,26414,1625,34,28077,20293,3730,435,132,24588,357,117,478,25063,1544,22,26632,1105,205,238,11,1545,28,3,34,1579,144,0,1728,173,24,13,278,492,12,6,12,504,54,33,594,44063,6735,1139,509,52442,884,240,1128,53570,3366,97,57032,405,104,9,11,532,113,17,127,660,72,4,733,636,148,8,8,803,76,50,128
3,2856,598,618,35,4111,67,10,79,4189,295,3,4494,258,52,13,445,773,8,0,8,782,72,39,892,69330,9768,2730,924,82750,1081,293,1378,84131,4658,150,88941,616,126,29,11,776,134,17,154,932,116,4,1050,868,159,37,29,1081,79,49,132,1212,107,0,1325,1479,280,58,36,1856,216,73,286,2145,222,3,2373,70811,10050,2792,956,84614,1293,366,1664,86273,4878,160,91312,10218,2048,522,314,13095,396,113,508,13605,3528,51,17189,108,23,5,59,191,4,0,4,191,26,170,387,81136,12129,3314,1328,97901,1692,478,2170,100074,8436,375,108890,12113,1389,371,62,13930,180,39,225,14153,875,12,15038,9011,1680,295,40,11025,152,41,193,11223,660,18,11901,988,210,273,17,1486,17,4,22,1511,100,3,1619,81,8,0,123,219,8,0,8,227,24,12,262,22195,3293,940,236,26664,362,88,450,27107,1658,43,28811,198,37,8,4,252,38,6,42,293,44,0,335,221,31,12,7,273,29,16,48
4,426,91,98,3,615,7,0,7,629,27,0,653,74,9,5,119,208,0,0,4,210,17,5,237,22759,3440,573,277,27054,319,100,425,27480,1360,31,28866,165,56,7,3,229,48,4,51,287,41,0,327,284,76,4,0,371,32,26,57,430,39,0,466,448,129,12,10,601,82,25,110,712,78,0,792,23211,3571,589,291,27660,401,127,532,28192,1433,34,29659,3225,753,106,80,4163,148,40,187,4353,1485,14,5852,32,9,5,9,50,0,0,0,50,4,59,114,26465,4333,699,374,31870,552,168,718,32594,2925,104,35622,4818,621,100,21,5556,59,20,82,5639,356,4,6000,4607,871,120,23,5622,67,24,92,5715,358,15,6089,191,28,53,0,269,0,0,0,274,21,0,296,23,7,3,33,65,0,0,0,65,12,6,82,9640,1532,273,75,11520,130,45,178,11693,752,24,12468,77,29,0,0,106,30,0,30,143,23,0,163,103,27,0,0,135,14,16,25
5,563,113,144,15,840,0,0,6,840,57,4,900,149,25,3,191,367,12,0,16,380,18,12,409,35124,4348,1025,445,40939,539,138,681,41615,1774,68,43466,301,56,6,8,369,66,13,70,442,57,0,502,576,102,17,9,703,49,7,57,761,55,0,813,873,164,19,14,1071,109,23,129,1204,108,0,1313,35997,4505,1051,463,42011,652,157,810,42822,1887,69,44780,6222,956,223,181,7580,196,55,246,7824,1380,15,9218,47,11,4,41,97,0,0,0,96,11,74,185,42261,5467,1275,679,49685,844,210,1054,50744,3277,163,54183,6738,798,132,42,7710,111,31,141,7853,354,12,8218,6489,975,147,41,7654,108,35,143,7797,344,4,8150,228,28,80,4,340,4,5,7,351,30,3,380,43,10,3,80,137,6,0,6,147,4,8,159,13501,1812,366,167,15840,231,69,301,16143,741,23,16904,128,26,3,5,162,20,0,24,186,19,0,203,222,31,4,0,264,28,11,35
6,160,41,30,0,229,0,0,0,229,9,0,246,28,0,0,44,80,0,0,0,80,4,0,85,6309,1113,206,103,7738,64,36,101,7834,449,4,8289,48,15,4,0,65,11,0,14,83,15,0,96,61,12,0,3,80,14,7,21,96,13,0,106,105,27,4,4,144,28,11,36,179,26,0,200,6416,1138,211,109,7877,94,44,136,8013,475,4,8490,845,211,40,29,1124,36,15,55,1176,452,0,1629,6,0,0,6,6,0,0,0,6,0,8,22,7275,1354,247,144,9014,129,54,187,9199,928,15,10136,913,122,14,3,1057,9,8,19,1075,71,0,1146,900,211,33,6,1147,11,7,22,1173,86,0,1257,37,8,16,0,66,0,0,0,66,4,0,71,0,0,0,15,18,0,0,0,16,7,0,26,1853,337,71,30,2291,25,13,41,2333,168,0,2501,6,3,0,0,12,0,0,0,10,5,0,16,17,7,0,0,16,0,4,4
7,42,6,20,0,65,0,0,0,69,5,0,75,11,0,0,12,25,4,0,4,26,7,6,33,2256,268,94,31,2643,38,11,48,2691,174,5,2873,15,7,0,0,26,30,0,30,59,0,0,57,22,10,0,0,27,0,6,6,36,10,0,41,33,10,0,0,55,35,6,40,91,7,0,103,2294,278,94,31,2693,72,17,89,2777,184,5,2973,228,69,11,16,323,30,3,33,359,295,5,658,0,0,0,0,3,0,0,0,3,0,9,15,2523,344,106,43,3021,98,21,128,3141,480,23,3646,320,28,6,0,360,8,0,10,368,24,0,395,106,22,8,0,137,0,0,0,138,5,0,143,11,4,3,0,15,0,0,0,15,0,0,18,0,0,0,3,4,0,0,0,10,0,0,10,444,51,16,7,521,12,0,12,537,34,4,567,3,0,0,0,3,3,0,3,6,5,0,11,6,4,0,0,11,0,0,0
8,154,25,34,0,215,0,0,0,215,12,0,228,12,6,0,20,38,0,0,0,38,3,0,37,7044,763,183,43,8036,69,23,89,8124,396,8,8530,43,3,3,0,54,5,3,3,54,9,0,63,51,3,0,0,58,5,0,3,67,3,0,69,98,11,4,0,108,9,3,9,118,9,0,132,7140,772,189,43,8146,76,26,97,8247,410,8,8662,685,117,19,10,837,15,0,16,857,166,0,1024,7,3,0,4,18,0,0,0,18,0,3,24,7839,895,209,56,8999,92,29,117,9117,578,10,9708,1874,208,40,5,2126,26,6,30,2160,153,0,2310,896,136,12,3,1052,6,4,6,1058,50,3,1110,76,12,12,0,104,0,0,0,104,14,0,121,6,0,0,6,11,0,0,0,11,0,0,15,2856,350,67,15,3294,33,6,40,3333,215,3,3554,19,4,0,0,22,0,3,3,27,0,0,30,20,0,0,0,20,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4,4,0,43,0,0,0,43,4,0,42,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,36,4,4,0,45,0,0,0,47,4,0,48,0,0,0,0,7,0,0,0,11,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,38,10,0,0,50,0,0,5,56,3,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
