STE_CODE_2021,F_Mgnt_Com_35_44,F_Mgnt_Com_45_54,F_Mgnt_Com_55_64,F_Mgnt_Com_65_74,F_Mgnt_Com_75_84,F_Mgnt_Com_85ov,F_Mgnt_Com_Tot,F_Society_Cult_15_24,F_Society_Cult_25_34,F_Society_Cult_35_44,F_Society_Cult_45_54,F_Society_Cult_55_64,F_Society_Cult_65_74,F_Society_Cult_75_84,F_Society_Cult_85ov,F_Society_Cult_Tot,F_Creative_Arts_15_24,F_Creative_Arts_25_34,F_Creative_Arts_35_44,F_Creative_Arts_45_54,F_Creative_Arts_55_64,F_Creative_Arts_65_74,F_Creative_Arts_75_84,F_Creative_Arts_85ov,F_Creative_Arts_Tot,F_Fd_Hosp_Psnl_Svcs_15_24,F_Fd_Hosp_Psnl_Svcs_25_34,F_Fd_Hosp_Psnl_Svcs_35_44,F_Fd_Hosp_Psnl_Svcs_45_54,F_Fd_Hosp_Psnl_Svcs_55_64,F_Fd_Hosp_Psnl_Svcs_65_74,F_Fd_Hosp_Psnl_Svcs_75_84,F_Fd_Hosp_Psnl_Svcs_85ov,F_Fd_Hosp_Psnl_Svcs_Tot,F_MixFld_Prgm_15_24,F_MixFld_Prgm_25_34,F_MixFld_Prgm_35_44,F_MixFld_Prgm_45_54,F_MixFld_Prgm_55_64,F_MixFld_Prgm_65_74,F_MixFld_Prgm_75_84,F_MixFld_Prgm_85ov,F_MixFld_Prgm_Tot,F_FldStd_InadDes_15_24,F_FldStd_InadDes_25_34,F_FldStd_InadDes_35_44,F_FldStd_InadDes_45_54,F_FldStd_InadDes_55_64,F_FldStd_InadDes_65_74,F_FldStd_InadDes_75_84,F_FldStd_InadDes_85ov,F_FldStd_InadDes_Tot,F_FldStd_NS_15_24,F_FldStd_NS_25_34,F_FldStd_NS_35_44,F_FldStd_NS_45_54,F_FldStd_NS_55_64,F_FldStd_NS_65_74,F_FldStd_NS_75_84,F_FldStd_NS_85ov,F_FldStd_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_NatPhyl_Scn_15_24,P_NatPhyl_Scn_25_34,P_NatPhyl_Scn_35_44,P_NatPhyl_Scn_45_54,P_NatPhyl_Scn_55_64,P_NatPhyl_Scn_65_74,P_NatPhyl_Scn_75_84,P_NatPhyl_Scn_85ov,P_NatPhyl_Scn_Tot,P_InfoTech_15_24,P_InfoTech_25_34,P_InfoTech_35_44,P_InfoTech_45_54,P_InfoTech_55_64,P_InfoTech_65_74,P_InfoTech_75_84,P_InfoTech_85ov,P_InfoTech_Tot,P_Eng_RelTec_15_24,P_Eng_RelTec_25_34,P_Eng_RelTec_35_44,P_Eng_RelTec_45_54,P_Eng_RelTec_55_64,P_Eng_RelTec_65_74,P_Eng_RelTec_75_84,P_Eng_RelTec_85ov,P_Eng_RelTec_Tot,P_ArchtBldng_15_24,P_ArchtBldng_25_34,P_ArchtBldng_35_44,P_ArchtBldng_45_54,P_ArchtBldng_55_64,P_ArchtBldng_65_74,P_ArchtBldng_75_84,P_ArchtBldng_85ov,P_ArchtBldng_Tot,P_Ag_Envir_Rltd_Sts_15_24,P_Ag_Envir_Rltd_Sts_25_34,P_Ag_Envir_Rltd_Sts_35_44,P_Ag_Envir_Rltd_Sts_45_54,P_Ag_Envir_Rltd_Sts_55_64,P_Ag_Envir_Rltd_Sts_65_74,P_Ag_Envir_Rltd_Sts_75_84,P_Ag_Envir_Rltd_Sts_85ov,P_Ag_Envir_Rltd_Sts_Tot,P_Health_15_24,P_Health_25_34,P_Health_35_44,P_Health_45_54,P_Health_55_64,P_Health_65_74,P_Health_75_84,P_Health_85ov,P_Health_Tot,P_Educ_15_24,P_Educ_25_34,P_Educ_35_44,P_Educ_45_54,P_Educ_55_64,P_Educ_65_74,P_Educ_75_84,P_Educ_85ov,P_Educ_Tot,P_Mgnt_Com_15_24,P_Mgnt_Com_25_34,P_Mgnt_Com_35_44,P_Mgnt_Com_45_54,P_Mgnt_Com_55_64,P_Mgnt_Com_65_74,P_Mgnt_Com_75_84,P_Mgnt_Com_85ov,P_Mgnt_Com_Tot,P_Society_Cult_15_24,P_Society_Cult_25_34,P_Society_Cult_35_44,P_Society_Cult_45_54,P_Society_Cult_55_64,P_Society_Cult_65_74,P_Society_Cult_75_84,P_Society_Cult_85ov,P_Society_Cult_Tot,P_Creative_Arts_15_24,P_Creative_Arts_25_34,P_Creative_Arts_35_44,P_Creative_Arts_45_54,P_Creative_Arts_55_64,P_Creative_Arts_65_74,P_Creative_Arts_75_84,P_Creative_Arts_85ov,P_Creative_Arts_Tot,P_Fd_Hosp_Psnl_Svcs_15_24,P_Fd_Hosp_Psnl_Svcs_25_34,P_Fd_Hosp_Psnl_Svcs_35_44,P_Fd_Hosp_Psnl_Svcs_45_54,P_Fd_Hosp_Psnl_Svcs_55_64,P_Fd_Hosp_Psnl_Svcs_65_74,P_Fd_Hosp_Psnl_Svcs_75_84,P_Fd_Hosp_Psnl_Svcs_85ov,P_Fd_Hosp_Psnl_Svcs_Tot,P_MixFld_Prgm_15_24,P_MixFld_Prgm_25_34,P_MixFld_Prgm_35_44,P_MixFld_Prgm_45_54,P_MixFld_Prgm_55_64,P_MixFld_Prgm_65_74,P_MixFld_Prgm_75_84,P_MixFld_Prgm_85ov,P_MixFld_Prgm_Tot,P_FldStd_InadDes_15_24,P_FldStd_InadDes_25_34,P_FldStd_InadDes_35_44,P_FldStd_InadDes_45_54,P_FldStd_InadDes_55_64,P_FldStd_InadDes_65_74,P_FldStd_InadDes_75_84,P_FldStd_InadDes_85ov,P_FldStd_InadDes_Tot,P_FldStd_NS_15_24,P_FldStd_NS_25_34,P_FldStd_NS_35_44,P_FldStd_NS_45_54,P_FldStd_NS_55_64,P_FldStd_NS_65_74,P_FldStd_NS_75_84,P_FldStd_NS_85ov,P_FldStd_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54
1,133390,108819,79813,47053,17363,5029,542091,24205,75454,74684,66345,52890,30416,9565,1989,335550,11671,32358,25553,17452,11147,6414,2764,912,108268,14237,29307,25821,21414,13790,8559,3391,835,117354,703,546,334,375,494,430,349,334,3562,1897,5834,6932,6343,4433,2945,1275,508,30163,29536,42757,38116,31594,29670,29652,28844,24067,254236,157744,476589,459564,381760,309834,212867,100839,45167,2144373,9063,26732,24878,22362,19200,14487,6552,1528,124792,14000,44179,59188,28961,15487,6253,1187,96,169349,23457,98734,96694,93648,101463,78598,42042,12388,547022,19672,49065,43469,40041,33605,23140,11587,3441,224023,5273,14163,14761,14918,12994,8120,3587,868,74678,25722,94961,76894,67230,64711,45833,20548,6760,402660,12147,57740,56720,54644,53243,51772,21553,5780,313604,49621,206333,226369,180837,133352,83692,32361,8461,921024,34077,111323,107767,97807,78333,50338,17752,3934,501336,19182,52384,41797,27818,18067,10961,4501,1325,176033,20552,45991,42577,33861,22258,13762,5932,1378,186310,1424,1159,698,654,804,757,548,477,6519,3758,11217,13250,12464,9577,6560,3018,1095,60935,65023,93677,83366,69575,63573,59011,52011,36954,523190,302968,907660,888432,744826
2,98498,74308,47466,24284,8260,2762,361062,19035,66235,64696,58025,45103,26121,7688,1502,288410,10153,28167,21016,12865,7695,4355,1824,652,86731,11099,27483,23313,17323,11315,7145,3016,755,101444,532,418,282,240,236,272,134,60,2184,2025,6255,7608,6429,4153,2691,1060,400,30623,21934,33190,28868,23924,21599,22354,20986,16339,189192,125623,412340,387768,305237,230847,155773,72860,31506,1721959,11906,27036,24303,20273,15366,10807,4619,1049,115348,9964,42724,52856,24347,12438,5006,771,66,148176,20954,84706,80730,75359,73583,56202,29539,8894,429972,16239,50534,38755,31615,24020,15329,7783,2289,186575,4868,13120,13767,12411,9957,5417,2167,582,62295,23131,92195,71227,57147,50317,35311,15533,5345,350213,10049,51519,49872,46452,44959,43009,19439,4411,269711,34256,153503,171628,130008,86573,49969,18257,5100,649287,28348,96444,91144,81391,63435,40539,13367,2788,417451,17838,48676,36452,21881,12968,7758,3197,997,149754,16058,43814,39144,26995,18048,10730,4702,1146,160622,1078,982,635,456,435,447,239,91,4357,3622,11891,14539,12371,8614,5701,2470,842,60054,47328,71384,61441,52058,46048,43912,38171,25227,385564,245636,788519,746495,592767
3,72198,61058,42690,22119,6855,1604,294026,19928,44822,47195,43251,33918,18885,5229,802,214031,7617,14658,12025,8396,5086,2917,1354,422,52480,15789,23821,19370,16193,10385,6432,2409,461,94855,924,377,252,186,198,195,132,63,2326,1337,2786,3454,3191,2304,1470,644,231,15417,22652,29034,25177,22562,20101,18788,17053,12260,167624,126061,280074,281680,246123,190281,121809,54737,21330,1322101,5729,13598,13981,11780,8739,6661,2792,575,63861,5524,16305,20009,12580,6781,2944,572,39,64750,23696,68669,70204,67411,66253,51912,25699,6295,380136,10753,31316,29826,27448,23575,17792,8359,1990,151067,4428,8955,10669,10430,8128,4465,1959,409,49434,21454,65579,57086,51312,45121,28867,12585,3601,285611,7672,31376,41089,42701,36829,30295,12684,2667,205309,39509,99269,113971,99028,70621,40996,14079,3046,480526,30673,65352,65745,60915,47140,28979,9289,1593,309683,13182,24608,19309,13190,8185,5179,2217,660,86519,22475,35921,30720,25525,16582,10219,3979,755,146167,1807,790,462,358,346,361,212,91,4427,2979,6092,7653,7437,5632,3651,1707,547,35708,49044,63454,56367,52069,45016,38917,31510,19097,355469,238938,531280,537080,482179
4,23071,18687,13367,7132,2327,695,90087,6061,16464,16596,15566,13576,8325,2389,434,79416,2123,4260,3666,2473,1639,1069,511,193,15934,3732,7202,6007,4984,3366,2321,930,262,28811,138,113,105,112,145,109,60,19,797,339,1030,1383,1113,847,622,282,121,5741,5281,6420,5964,5870,5824,6402,6397,4356,46501,33891,92633,91062,77952,66666,48128,22084,8866,441289,1882,5338,5751,4777,3736,3301,1398,311,26501,2083,6892,7442,3907,2359,1187,190,15,24074,6713,22453,21577,22299,22503,19134,10032,3095,127806,3605,10135,7355,6695,6013,4658,2614,778,41846,1869,4062,4435,4192,3323,1987,671,171,20702,6855,23497,20115,17759,18475,12977,5267,1764,106710,2703,12379,12261,11544,11838,13468,5886,1247,71326,8979,32547,38253,31768,23791,14801,5430,1457,157016,8923,23824,23662,21738,19128,13055,4301,826,115458,3949,7627,6429,4234,2944,2003,871,287,28348,5403,11401,9642,7779,5475,3607,1458,390,45159,249,207,166,169,201,152,86,32,1266,774,2287,2830,2467,1933,1473,712,278,12762,11425,14367,13591,13356,12926,12578,11246,6873,96371,65413,177013,173516,152689
5,37350,29588,20274,11215,4337,1296,145804,8914,21931,23925,20176,15914,9462,2785,535,103645,4108,7252,6376,3997,2501,1626,790,249,26907,6342,12259,9864,7892,4903,3190,1212,275,45944,430,215,129,119,145,118,61,29,1243,676,1632,1944,1595,1190,764,306,124,8226,9845,14157,12616,10831,9497,8949,8073,6127,80092,59489,148014,150838,122609,94623,61821,28736,12011,678144,4239,10362,10762,8734,6451,4382,1740,360,47030,3097,8309,11111,6148,3421,1366,273,18,33747,13512,46840,48620,42180,38026,28207,12593,3319,233299,4817,15617,13902,11548,10134,7453,3553,1028,68049,2259,5132,6266,5332,4130,2511,1091,283,27014,10461,33996,30164,25019,22175,14629,6808,2094,145343,5188,17926,21193,21952,20045,15445,6440,1629,109817,17586,48644,59716,48731,34566,21011,8407,2157,240822,13569,31063,32707,27987,22187,14395,4772,954,147636,7347,11883,10148,6270,4025,2847,1222,350,44086,8735,17994,15832,12245,8062,4898,2007,417,70189,831,418,227,198,242,191,112,44,2257,1391,3511,4244,3752,2835,1807,857,282,18676,21596,33355,31348,27682,22931,18274,14635,9577,179390,114628,285059,296243,247771
6,6266,4999,4304,2464,752,237,28761,1644,4987,4938,5048,4784,2979,730,136,25249,354,1252,1068,898,845,605,238,66,5321,1162,2629,1998,1707,1138,735,283,53,9709,63,39,18,25,23,31,23,11,233,115,332,379,367,308,218,98,27,1856,1945,2422,2075,2107,2380,2757,2487,1287,17459,9851,30102,26283,24078,23188,17283,7985,2831,141608,488,1715,1673,1584,1371,1082,457,111,8475,618,3027,1798,961,703,376,68,5,7556,1634,6374,5585,6180,7008,5809,2995,801,36371,1199,3568,2652,2650,2872,2004,1035,247,16228,580,1571,1716,1744,1454,860,323,82,8328,1751,6248,5084,4900,5584,4330,1840,550,30290,572,3072,4097,4011,4514,4519,2181,576,23543,2695,13946,9894,8024,7027,4583,1584,424,48186,2245,6964,6705,6883,6503,4558,1273,245,35369,682,2100,1815,1490,1340,1057,430,99,9010,1694,4033,3219,2731,2000,1240,457,89,15465,97,95,38,31,40,56,35,11,398,239,730,775,783,654,514,239,67,4001,4190,5237,4450,4593,5049,5477,4505,2114,35622,18690,58671,49504,46579
7,2890,2185,1411,549,117,21,11360,548,2293,2078,1622,1227,543,120,13,8442,124,489,354,232,156,84,23,5,1465,414,922,712,474,265,107,24,6,2932,15,16,18,15,5,0,0,0,74,48,189,162,131,80,47,9,0,671,1735,2569,2063,1771,1439,848,341,133,10899,4908,15665,12983,9951,7358,3603,1086,254,55810,130,570,597,456,320,201,51,9,2328,299,937,740,350,219,78,8,0,2632,1110,3669,3131,2822,2370,1379,456,77,15017,334,1150,1056,833,723,397,150,30,4673,374,656,690,586,392,173,43,6,2924,706,3809,2827,1910,1621,771,227,55,11928,337,1747,1862,1741,1529,944,318,33,8505,1165,5701,4560,3434,2238,1010,227,28,18376,887,3448,3244,2533,1858,928,230,27,13153,209,741,594,388,278,148,48,8,2417,675,1544,1267,834,508,216,49,6,5091,29,25,35,26,14,9,4,5,140,102,392,402,351,218,122,34,3,1625,3780,5433,4373,3926,3189,1868,732,234,23528,10145,29827,25370,20196
8,7740,5967,4062,2415,882,264,30511,2486,8013,7369,5498,4146,2886,1146,253,31782,656,1926,1730,1140,661,378,167,60,6718,827,1400,1140,852,462,282,146,45,5150,33,21,16,17,19,20,10,6,140,161,489,601,457,345,214,125,53,2442,1658,2103,1547,1168,895,966,814,561,9709,10598,33728,30927,23168,17166,12258,5797,1993,135623,1064,3407,2966,2576,2123,1726,854,232,14944,1613,5714,5869,3438,2292,921,156,11,20006,943,5094,4682,3810,3292,2594,1386,527,22320,897,2755,2093,1688,1304,898,558,173,10360,262,960,907,874,640,398,216,62,4316,1535,6259,4908,3549,3048,2213,1113,405,23026,656,3409,3703,3142,2753,2752,1577,392,18377,2748,13219,13376,10401,7092,4300,1608,430,53167,3899,12930,11808,9253,6999,5412,2363,550,53215,1163,3225,2924,1860,1081,659,268,78,11258,1224,2493,2068,1515,827,445,238,60,8872,75,48,25,28,24,34,15,7,254,319,946,1115,880,638,460,273,118,4754,3486,4618,3524,2589,2010,1802,1461,885,20376,19885,65066,59967,45601
9,47,31,37,26,7,0,202,10,18,32,28,24,12,10,0,133,0,7,5,4,16,3,0,0,39,23,20,19,23,10,3,3,5,92,0,0,0,0,0,0,0,0,0,0,5,4,6,6,0,0,0,16,40,53,56,47,62,39,32,4,334,109,193,237,196,221,132,70,14,1178,0,8,18,15,13,7,6,0,59,0,4,7,4,6,3,0,0,28,17,44,47,65,81,64,14,4,340,17,15,18,31,31,16,9,5,146,4,12,8,15,14,0,4,0,57,6,21,24,30,27,35,9,4,159,8,22,43,33,38,26,7,6,185,18,54,69,50,53,41,12,0,290,14,27,57,39,30,22,11,0,206,3,11,9,6,17,5,6,0,58,20,22,28,29,26,9,4,5,145,0,0,0,0,0,0,0,0,0,0,3,9,8,9,5,0,0,38,95,213,167,144,125,91,58,9,916,205,467,500,459
