STE_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
1,298,102,70,142,26,180,23,211,159,19275,304,20795,87,118,32,46,15,83,11,350,118,6024,52,6936,30,88,23,41,0,90,11,708,182,3464,46,4679,19,26,3,37,6,119,16,610,184,2908,41,3970,191,354,89,173,17,232,65,1489,406,17140,279,20438,96,336,69,157,24,580,99,2671,699,9402,135,14271,403,1041,225,445,64,1556,225,5150,1308,71657,1023,83090,599,1911,383,842,119,3546,441,6724,1655,36284,457,52959,1140,3572,601,2145,323,6699,845,7476,1935,33639,371,58747,2635,5593,1040,6565,1043,7966,1629,7638,2075,32099,423,68694,2692,3071,693,6727,1240,7173,1246,4450,1340,11168,161,39942,6228,3689,853,8475,1756,6817,1255,3813,1138,11560,186,45785,24896,6375,1734,19700,5301,13818,2696,6046,1789,14141,291,96796,25403,3561,993,15740,4464,5900,1527,3080,776,6723,151,68320,22890,2169,651,10761,3102,5226,845,1778,504,4366,184,52475,19343,1156,361,5745,1750,1950,456,855,189,1997,46,33849,52983,3401,690,14653,3685,10367,785,3534
2,197,82,57,88,27,174,13,195,99,15401,273,16602,60,106,30,41,13,62,18,418,85,4675,82,5593,29,88,15,32,5,82,26,776,127,2673,32,3878,19,19,0,22,3,71,16,715,119,2092,37,3117,168,359,55,133,14,229,55,1496,245,13199,205,16153,68,410,30,173,22,547,88,2610,403,6896,101,11357,317,1148,143,449,57,1650,212,4758,725,53146,865,63469,496,2036,176,923,128,3543,345,6171,940,28190,355,43305,977,3835,271,2385,277,6395,570,6397,1062,25295,314,47784,2592,5360,409,7272,729,7300,919,6063,1034,22794,377,54850,2657,2885,249,7508,791,6201,621,3351,625,6912,98,31908,6179,3221,381,9028,1002,5673,639,2720,541,7652,144,37178,25611,5190,739,20025,2443,10503,1212,4103,906,8777,230,79747,26752,2811,516,14890,2029,3968,738,2024,391,4349,141,58603,22107,1592,360,9588,1427,3613,421,1177,260,2812,130,43490,17455,778,239,4920,863,1248,195,611,96,1247,37,27694,37411,2265,519,11265,1923,7000,493,2341
3,301,66,48,88,19,163,16,156,99,9008,170,10132,96,85,22,54,3,62,18,287,75,3584,43,4329,38,63,16,40,13,71,17,521,97,2108,21,3009,22,17,0,15,7,70,5,478,87,1899,27,2634,207,280,57,140,17,208,47,1134,222,10851,154,13322,82,263,35,152,13,487,71,1973,389,6498,59,10027,367,954,142,440,80,1276,181,4057,731,49215,664,58116,516,1614,176,865,125,3068,330,5207,1028,26282,321,39537,1036,2987,368,2069,293,5718,646,5307,1090,23197,247,42956,2585,4351,495,6483,933,6537,1038,4735,1115,20300,269,48842,2928,2125,335,6569,1039,5502,715,2502,721,6286,96,28819,6492,2470,478,7891,1271,4804,795,2106,621,6721,112,33753,24013,3843,949,16743,3060,9082,1395,2892,1068,7294,163,70494,21728,2096,645,11782,2383,3254,864,1364,398,3328,100,47948,16714,1278,445,7640,1590,2869,500,854,367,2145,106,34508,12147,600,287,3734,960,959,259,373,94,976,27,20405,24568,1709,611,7852,1835,5115,488,1431
4,79,27,14,35,5,48,4,58,24,2820,62,3175,12,32,5,14,0,15,4,124,29,1101,10,1352,8,16,3,6,3,32,4,224,25,671,9,1007,4,3,0,3,0,26,0,162,19,554,6,796,64,135,27,48,0,83,23,482,57,3952,67,4933,29,122,5,56,8,152,28,868,84,2401,36,3785,125,425,40,189,12,454,46,1709,180,19924,343,23447,184,779,53,369,45,1159,81,2250,236,11522,137,16818,347,1272,67,890,73,2172,142,2260,276,9990,93,17575,881,1844,100,2735,172,2374,275,1925,288,8899,144,19630,851,866,64,2696,162,1862,139,1067,169,2770,30,10681,2072,959,101,3256,246,1600,163,797,165,2714,43,12120,8206,1453,210,6578,619,2695,293,1131,279,2795,44,24304,7258,775,120,4242,487,1012,215,547,89,1340,34,16118,5372,459,85,2600,316,820,134,337,83,772,42,11017,3524,207,57,1253,183,265,60,131,26,333,8,6051,6026,544,118,2445,342,1425,142,551
5,104,43,17,51,7,56,10,80,40,4792,76,5278,34,39,0,13,3,26,9,192,30,1689,21,2060,8,43,5,13,0,31,6,330,41,1117,9,1608,5,6,0,8,0,27,3,248,23,842,7,1181,65,168,11,51,3,90,17,649,59,5067,71,6253,26,179,12,69,10,211,26,1126,92,2897,43,4687,112,492,28,170,17,594,57,2091,210,20963,267,25006,218,871,45,350,26,1243,74,2643,239,11460,130,17298,380,1598,75,960,77,2525,123,2615,299,10245,116,19023,1000,2055,112,2917,165,2850,198,2408,304,9112,145,21255,970,1115,69,3145,181,2756,177,1282,228,2626,40,12589,2337,1109,131,3852,248,2537,183,1069,268,3014,46,14798,10212,1802,280,8146,774,5057,405,1541,517,3302,96,32129,10504,1049,301,6961,797,1619,383,746,198,1560,39,24160,9374,653,247,4519,698,1819,255,510,194,1056,52,19386,7078,375,174,2245,489,515,158,213,56,465,10,11785,15512,1088,418,5417,1112,3491,347,1061
6,20,12,3,18,0,9,0,23,4,754,23,873,6,12,4,3,0,5,0,38,0,362,4,439,0,11,3,0,0,9,0,89,7,239,4,371,4,0,0,6,4,7,0,78,6,257,0,360,27,64,3,22,4,43,9,197,23,1392,29,1812,16,66,4,24,4,64,11,327,28,825,11,1377,46,186,18,62,7,180,23,718,79,7318,143,8783,56,287,26,144,15,427,39,905,90,3708,70,5757,130,542,34,325,17,800,46,870,129,3126,38,6062,340,711,48,1036,69,749,91,783,108,3015,65,7013,348,363,29,1013,56,618,79,428,76,946,6,3957,763,367,38,1129,83,550,76,304,71,895,15,4287,2765,580,93,2207,242,848,126,434,108,879,16,8300,2069,271,67,1464,131,314,78,207,47,371,11,5037,1448,151,55,824,113,232,45,103,33,264,21,3286,987,79,32,376,74,84,27,45,16,124,6,1843,1665,182,60,732,107,361,37,159
7,8,3,0,0,3,3,0,11,0,223,3,261,5,5,6,0,0,3,0,19,4,151,0,192,0,5,0,0,0,0,0,11,0,93,4,113,0,0,0,0,0,0,0,12,0,52,0,69,5,15,4,0,0,16,0,41,11,565,12,671,4,5,4,0,0,19,0,58,6,135,4,244,11,20,6,12,3,73,6,89,8,722,23,973,16,49,8,11,8,84,0,95,19,403,13,710,34,72,9,59,0,149,3,114,27,314,8,786,103,123,11,192,9,219,10,109,15,309,11,1110,105,66,6,229,4,185,4,56,13,122,3,797,242,49,6,224,20,186,12,46,9,122,7,927,1185,107,22,586,60,372,27,70,34,178,10,2658,1218,63,31,433,92,145,34,40,16,81,0,2151,1018,49,32,323,72,158,18,26,10,47,6,1762,752,41,27,164,39,43,14,13,6,12,0,1113,1550,81,47,305,114,194,29,24
8,5,0,0,5,0,4,0,11,0,522,11,565,0,5,0,3,0,0,0,16,0,131,0,157,0,4,0,0,0,6,0,25,3,77,5,115,0,0,0,0,0,3,0,23,0,61,0,87,0,18,0,0,0,7,0,42,4,322,4,404,3,19,0,0,0,13,0,101,9,226,0,382,8,51,0,5,0,53,0,144,8,1428,21,1720,12,105,0,24,9,152,5,205,13,996,12,1532,16,200,7,124,7,250,9,254,30,1346,12,2258,96,282,16,410,19,343,23,303,44,1879,15,3432,145,166,4,448,28,359,18,228,38,1158,7,2608,372,169,16,510,34,312,24,214,23,1083,9,2764,1838,267,36,1227,127,833,61,457,83,1692,19,6638,2335,174,32,981,119,441,50,293,53,1041,10,5522,2244,146,44,749,96,445,38,213,45,608,8,4641,2039,104,25,471,102,198,33,102,24,273,0,3374,5134,274,87,1200,301,924,83,320
9,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,15,0,0,0,0,0,0,0,8,5,9,0,15,0,8,0,0,0,3,0,9,0,31,0,45,0,5,0,3,0,3,0,11,4,6,0,36,4,0,0,6,0,6,0,6,0,6,0,34,3,10,0,11,0,3,0,9,0,9,0,49,9,0,0,7,0,9,0,0,0,0,0,37,3,0,0,14,0,7,0,3,0,0,0,35,12,5,3,17,0,7,0,9,0,4,0,57,18,0,0,7,0,3,0,4,0,0,0,35,12,0,0,10,0,6,0,0,0,0,0,24,16,0,0,3,0,6,0,0,0,3,0,22,22,0,0,5,0,3,0,0
